contractsymbol,lasttradedate,strike,lastprice,bid,ask,change,percentchange,volume,openinterest,impliedvolatility,inthemoney,contractsize,currency,ticker,option_type,expiration_date,source,contract_symbol,last_price,percent_change,open_interest,implied_volatility,in_the_money,last_trade_date
AMC251121P00003500,2025-11-13 16:54:01,3.5,1.07,1.15,1.31,0.0,0.0,3.0,849.0,1.75000125,True,REGULAR,USD,AMC,put,2025-11-21,options_puts_20251121.csv,,,,,,,
AMC251121P00004000,2025-11-13 14:45:22,4.0,1.57,1.32,2.07,0.0,0.0,1.0,80.0,5.95312755859375,True,REGULAR,USD,AMC,put,2025-11-21,options_puts_20251121.csv,,,,,,,
AMC251121P00004500,2025-11-12 15:02:43,4.5,2.09,1.81,2.56,0.0,0.0,279.0,280.0,6.390627011718751,True,REGULAR,USD,AMC,put,2025-11-21,options_puts_20251121.csv,,,,,,,
AMC251121P00005000,2025-11-10 15:23:28,5.0,2.6,2.1,3.3,0.0,0.0,3.0,0.0,8.78125451171875,True,REGULAR,USD,AMC,put,2025-11-21,options_puts_20251121.csv,,,,,,,
AMC251121P00005500,2025-10-17 14:43:52,5.5,2.81,2.6,3.8,0.0,0.0,30.0,16.0,9.171879267578124,True,REGULAR,USD,AMC,put,2025-11-21,options_puts_20251121.csv,,,,,,,
AMC251128C00000500,2025-11-03 20:24:59,0.5,2.14,1.43,3.6,0.0,0.0,1.0,11.0,0.0,True,REGULAR,USD,AMC,call,2025-11-28,options_calls_20251128.csv,,,,,,,
AMC251128C00001000,2025-11-14 15:43:04,1.0,1.29,1.0,1.69,-0.110000014,-7.857144,1.0,7.0,3.656250859375001,True,REGULAR,USD,AMC,call,2025-11-28,options_calls_20251128.csv,,,,,,,
AMC251128C00001500,2025-11-14 16:44:45,1.5,0.75,0.64,1.14,-0.25,-25.0,2.0,12.0,2.6250034375,True,REGULAR,USD,AMC,call,2025-11-28,options_calls_20251128.csv,,,,,,,
AMC251128C00002000,2025-11-14 20:34:18,2.0,0.3,0.27,0.35,-0.060000002,-16.666668,39.0,188.0,0.73437765625,True,REGULAR,USD,AMC,call,2025-11-28,options_calls_20251128.csv,,,,,,,
AMC251128C00002500,2025-11-14 20:59:47,2.5,0.06,0.05,0.06,-0.030000005,-33.333336,2050.0,4602.0,0.73437765625,False,REGULAR,USD,AMC,call,2025-11-28,options_calls_20251128.csv,,,,,,,
AMC251128C00003000,2025-11-14 20:57:50,3.0,0.03,0.03,0.04,0.0,0.0,1273.0,12440.0,1.1875040625,False,REGULAR,USD,AMC,call,2025-11-28,options_calls_20251128.csv,,,,,,,
AMC251128C00003500,2025-11-14 20:59:40,3.5,0.03,0.02,0.03,0.01,50.0,486.0,3569.0,1.46875265625,False,REGULAR,USD,AMC,call,2025-11-28,options_calls_20251128.csv,,,,,,,
AMC251128C00004000,2025-11-14 20:53:47,4.0,0.02,0.02,0.06,0.0,0.0,942.0,1126.0,2.000005,False,REGULAR,USD,AMC,call,2025-11-28,options_calls_20251128.csv,,,,,,,
AMC251128C00004500,2025-11-13 19:23:04,4.5,0.01,0.0,0.08,0.0,0.0,2.0,891.0,2.281254296875,False,REGULAR,USD,AMC,call,2025-11-28,options_calls_20251128.csv,,,,,,,
AMC251128C00005000,2025-11-14 20:56:52,5.0,0.02,0.01,0.03,0.01,100.0,34.0,1095.0,2.2187544531249994,False,REGULAR,USD,AMC,call,2025-11-28,options_calls_20251128.csv,,,,,,,
AMC251128C00005500,2025-11-14 20:19:30,5.5,0.02,0.01,0.03,0.01,100.0,39.0,2088.0,2.406253984375,False,REGULAR,USD,AMC,call,2025-11-28,options_calls_20251128.csv,,,,,,,
AMC251128P00000500,2025-10-30 14:28:17,0.5,0.04,0.0,0.01,0.0,0.0,1.0,3.0,3.750000625,False,REGULAR,USD,AMC,put,2025-11-28,options_puts_20251128.csv,,,,,,,
AMC251128P00001000,2025-11-12 15:12:05,1.0,0.01,0.0,0.01,0.0,0.0,1.0,6.0,2.1250046875,False,REGULAR,USD,AMC,put,2025-11-28,options_puts_20251128.csv,,,,,,,
AMC251128P00001500,2025-11-07 20:52:18,1.5,0.01,0.0,0.01,0.0,0.0,2.0,109.0,1.125004375,False,REGULAR,USD,AMC,put,2025-11-28,options_puts_20251128.csv,,,,,,,
AMC251128P00002000,2025-11-14 20:51:23,2.0,0.04,0.0,0.04,0.02,100.0,97.0,2412.0,0.64062859375,False,REGULAR,USD,AMC,put,2025-11-28,options_puts_20251128.csv,,,,,,,
AMC251128P00002500,2025-11-14 20:44:31,2.5,0.26,0.22,0.3,0.029999986,13.043472,657.0,1476.0,0.64062859375,True,REGULAR,USD,AMC,put,2025-11-28,options_puts_20251128.csv,,,,,,,
AMC251128P00003000,2025-11-14 19:44:14,3.0,0.74,0.7,0.8,0.100000024,15.625005,125.0,1133.0,1.125004375,True,REGULAR,USD,AMC,put,2025-11-28,options_puts_20251128.csv,,,,,,,
AMC251128P00003500,2025-11-13 16:54:01,3.5,1.09,0.84,1.59,0.0,0.0,3.0,155.0,3.88281279296875,True,REGULAR,USD,AMC,put,2025-11-28,options_puts_20251128.csv,,,,,,,
AMC251128P00004000,2025-10-21 16:16:28,4.0,1.32,1.34,2.09,0.0,0.0,2.0,12.0,4.3281295898437495,True,REGULAR,USD,AMC,put,2025-11-28,options_puts_20251128.csv,,,,,,,
AMC251205C00000500,2025-11-03 20:26:01,0.5,2.14,1.43,2.18,0.0,0.0,1.0,3.0,4.062504921875,True,REGULAR,USD,AMC,call,2025-12-05,options_calls_20251205.csv,,,,,,,
AMC251205C00001000,2025-11-07 15:01:18,1.0,1.68,0.94,1.59,0.0,0.0,1.0,1.0,5.7500028125,True,REGULAR,USD,AMC,call,2025-12-05,options_calls_20251205.csv,,,,,,,
AMC251205C00001500,2025-11-13 20:20:37,1.5,0.86,0.44,1.2,0.0,0.0,3.0,61.0,1.5000025,True,REGULAR,USD,AMC,call,2025-12-05,options_calls_20251205.csv,,,,,,,
AMC251205C00002000,2025-11-14 20:39:13,2.0,0.3,0.22,0.4,-0.07999998,-21.052628,20.0,146.0,0.5937540625000001,True,REGULAR,USD,AMC,call,2025-12-05,options_calls_20251205.csv,,,,,,,
AMC251205C00002500,2025-11-14 20:48:25,2.5,0.12,0.05,0.1,0.0,0.0,1884.0,3535.0,0.710940390625,False,REGULAR,USD,AMC,call,2025-12-05,options_calls_20251205.csv,,,,,,,
AMC251205C00003000,2025-11-14 20:15:42,3.0,0.05,0.03,0.05,-0.009999998,-16.666664,960.0,5592.0,1.000005,False,REGULAR,USD,AMC,call,2025-12-05,options_calls_20251205.csv,,,,,,,
AMC251205C00003500,2025-11-14 19:47:34,3.5,0.03,0.03,0.04,0.0,0.0,58.0,1143.0,1.3125034374999998,False,REGULAR,USD,AMC,call,2025-12-05,options_calls_20251205.csv,,,,,,,
AMC251205C00004000,2025-11-14 20:35:29,4.0,0.02,0.01,0.05,-0.04,-66.66667,1.0,347.0,1.53125234375,False,REGULAR,USD,AMC,call,2025-12-05,options_calls_20251205.csv,,,,,,,
AMC251205C00004500,2025-11-13 18:44:28,4.5,0.03,0.01,0.05,0.0,0.0,3.0,16.0,1.75000125,False,REGULAR,USD,AMC,call,2025-12-05,options_calls_20251205.csv,,,,,,,
AMC251205C00005000,2025-11-13 20:24:23,5.0,0.02,0.01,0.09,0.0,0.0,82.0,322.0,2.1718795703125,False,REGULAR,USD,AMC,call,2025-12-05,options_calls_20251205.csv,,,,,,,
AMC251205C00005500,2025-11-14 20:33:21,5.5,0.02,0.01,0.03,0.0,0.0,256.0,1100.0,1.96875015625,False,REGULAR,USD,AMC,call,2025-12-05,options_calls_20251205.csv,,,,,,,
AMC251205P00001000,2025-11-07 15:01:18,1.0,0.01,0.0,0.01,0.0,0.0,1.0,1.0,1.75000125,False,REGULAR,USD,AMC,put,2025-12-05,options_puts_20251205.csv,,,,,,,
AMC251205P00001500,2025-11-04 14:30:14,1.5,0.01,0.0,0.02,-0.01,-50.0,1.0,5.0,1.0625046875000002,False,REGULAR,USD,AMC,put,2025-12-05,options_puts_20251205.csv,,,,,,,
AMC251205P00002000,2025-11-14 17:57:27,2.0,0.02,0.02,0.05,0.0,0.0,116.0,195.0,0.64062859375,False,REGULAR,USD,AMC,put,2025-12-05,options_puts_20251205.csv,,,,,,,
AMC251205P00002500,2025-11-14 18:48:22,2.5,0.31,0.22,0.32,0.050000012,19.230774,160.0,221.0,0.57812921875,True,REGULAR,USD,AMC,put,2025-12-05,options_puts_20251205.csv,,,,,,,
AMC251205P00003000,2025-11-14 19:57:13,3.0,0.69,0.73,0.85,0.00999999,1.4705869,41.0,391.0,1.21875390625,True,REGULAR,USD,AMC,put,2025-12-05,options_puts_20251205.csv,,,,,,,
AMC251205P00003500,2025-11-14 15:39:16,3.5,1.26,1.16,1.37,0.16999996,15.596326,2.0,522.0,1.40625296875,True,REGULAR,USD,AMC,put,2025-12-05,options_puts_20251205.csv,,,,,,,
AMC251205P00004000,2025-11-06 15:25:50,4.0,1.55,1.33,2.08,0.0,0.0,0.0,2.0,3.4843762890625003,True,REGULAR,USD,AMC,put,2025-12-05,options_puts_20251205.csv,,,,,,,
AMC251212C00000500,2025-11-14 15:14:29,0.5,1.92,1.44,2.33,-0.18999994,-9.004737,1.0,5.0,5.343753320312499,True,REGULAR,USD,AMC,call,2025-12-12,options_calls_20251212.csv,,,,,,,
AMC251212C00002000,2025-11-13 19:03:54,2.0,0.43,0.27,0.43,0.0,0.0,1.0,69.0,0.7500025,True,REGULAR,USD,AMC,call,2025-12-12,options_calls_20251212.csv,,,,,,,
AMC251212C00002500,2025-11-14 20:57:59,2.5,0.11,0.11,0.12,-0.030000001,-21.428572,1206.0,5557.0,0.7812521875,False,REGULAR,USD,AMC,call,2025-12-12,options_calls_20251212.csv,,,,,,,
AMC251212C00003000,2025-11-14 20:59:28,3.0,0.05,0.05,0.07,-0.009999998,-16.666664,546.0,859.0,0.992187578125,False,REGULAR,USD,AMC,call,2025-12-12,options_calls_20251212.csv,,,,,,,
AMC251212C00003500,2025-11-14 20:40:01,3.5,0.07,0.03,0.09,0.030000001,75.00001,50.0,262.0,1.3125034374999998,False,REGULAR,USD,AMC,call,2025-12-12,options_calls_20251212.csv,,,,,,,
AMC251212C00004000,2025-11-14 16:51:06,4.0,0.04,0.0,0.05,0.0,0.0,3.0,432.0,1.2812535937499998,False,REGULAR,USD,AMC,call,2025-12-12,options_calls_20251212.csv,,,,,,,
AMC251212C00004500,2025-11-14 20:00:03,4.5,0.04,0.0,0.04,-0.02,-33.333336,12.0,106.0,1.40625296875,False,REGULAR,USD,AMC,call,2025-12-12,options_calls_20251212.csv,,,,,,,
AMC251212C00005000,2025-11-14 20:53:52,5.0,0.05,0.01,0.08,-0.009999998,-16.666664,14.0,362.0,1.84375078125,False,REGULAR,USD,AMC,call,2025-12-12,options_calls_20251212.csv,,,,,,,
AMC251212P00000500,2025-11-14 15:14:29,0.5,0.06,0.0,0.01,0.049999997,500.0,1.0,2.0,2.6250034375,False,REGULAR,USD,AMC,put,2025-12-12,options_puts_20251212.csv,,,,,,,
AMC251212P00001500,2025-11-12 15:35:46,1.5,0.01,0.01,0.02,0.0,0.0,1.0,4.0,1.000005,False,REGULAR,USD,AMC,put,2025-12-12,options_puts_20251212.csv,,,,,,,
AMC251212P00002000,2025-11-14 20:53:29,2.0,0.06,0.05,0.07,-0.14,-70.0,1928.0,12.0,0.6875031250000001,False,REGULAR,USD,AMC,put,2025-12-12,options_puts_20251212.csv,,,,,,,
AMC251212P00002500,2025-11-14 19:15:48,2.5,0.32,0.26,0.35,0.049999982,18.51851,34.0,79.0,0.6562534375000001,True,REGULAR,USD,AMC,put,2025-12-12,options_puts_20251212.csv,,,,,,,
AMC251212P00003000,2025-11-14 15:56:17,3.0,0.75,0.73,0.83,0.050000012,7.142859,74.0,462.0,0.992187578125,True,REGULAR,USD,AMC,put,2025-12-12,options_puts_20251212.csv,,,,,,,
AMC251212P00003500,2025-11-05 17:36:18,3.5,1.05,0.86,1.61,0.0,0.0,0.0,25.0,0.937500625,True,REGULAR,USD,AMC,put,2025-12-12,options_puts_20251212.csv,,,,,,,
AMC251219C00000500,2025-11-14 15:30:57,0.5,1.9,1.44,1.93,0.0,0.0,1.0,34.0,5.500003124999999,True,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00001000,2025-11-13 16:48:35,1.0,1.38,0.34,1.95,0.0,0.0,1.0,203.0,7.812500234374999,True,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00001500,2025-11-12 20:56:55,1.5,0.98,0.45,1.2,0.0,0.0,1.0,127.0,1.203128984375,True,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00002000,2025-11-14 20:58:23,2.0,0.36,0.33,0.36,-0.06999999,-16.279068,371.0,1126.0,0.64062859375,True,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00002500,2025-11-14 20:54:50,2.5,0.13,0.13,0.14,-0.030000001,-18.750002,2600.0,6665.0,0.773439765625,False,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00003000,2025-11-14 20:54:48,3.0,0.07,0.07,0.08,-0.020000003,-22.222225,1615.0,16997.0,0.960937890625,False,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00003500,2025-11-14 19:59:49,3.5,0.05,0.05,0.06,-0.02,-28.571426,120.0,9105.0,1.1484417578125,False,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00004000,2025-11-14 20:58:21,4.0,0.04,0.04,0.05,-0.010000002,-20.000004,316.0,11475.0,1.3046909765624997,False,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00004500,2025-11-14 19:04:09,4.5,0.05,0.04,0.05,0.010000002,25.000006,217.0,8353.0,1.484377578125,False,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00005000,2025-11-14 20:08:27,5.0,0.04,0.01,0.05,0.0,0.0,492.0,12564.0,1.515627421875,False,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00005500,2025-11-14 16:24:56,5.5,0.04,0.03,0.1,0.02,100.0,2.0,5273.0,1.9375003125,False,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00006000,2025-11-13 15:26:05,6.0,0.04,0.01,0.04,0.0,0.0,25.0,1582.0,1.703126484375,False,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00007000,2025-11-14 17:59:23,7.0,0.03,0.01,0.04,0.0,0.0,105.0,2555.0,1.90625046875,False,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219C00008000,2025-11-14 20:47:45,8.0,0.03,0.02,0.03,0.0,0.0,150.0,8901.0,2.06250484375,False,REGULAR,USD,AMC,call,2025-12-19,options_calls_20251219.csv,,,,,,,
AMC251219P00000500,2025-11-04 14:55:46,0.5,0.01,0.0,0.01,0.0,0.0,1.0,4.0,2.3750040624999995,False,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00001000,2025-11-07 20:59:12,1.0,0.01,0.0,0.01,0.0,0.0,10.0,1206.0,1.3125034374999998,False,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00001500,2025-11-14 20:31:31,1.5,0.02,0.01,0.02,0.01,100.0,1.0,175.0,0.9062509375,False,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00002000,2025-11-14 20:35:09,2.0,0.06,0.04,0.08,0.0,0.0,1219.0,1720.0,0.6171913281250001,False,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00002500,2025-11-14 20:59:37,2.5,0.34,0.34,0.36,0.03999999,13.333329,120.0,14194.0,0.7578149218750001,True,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00003000,2025-11-14 18:50:41,3.0,0.79,0.67,0.87,0.14000005,21.53847,1.0,4317.0,0.8359391406249999,True,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00003500,2025-11-13 15:05:38,3.5,1.18,1.17,1.63,0.0,0.0,1.0,1572.0,1.734376328125,True,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00004000,2025-11-13 15:03:34,4.0,1.65,1.43,2.11,0.0,0.0,2.0,854.0,1.3437532812499997,True,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00004500,2025-11-14 15:59:06,4.5,2.36,2.11,2.66,0.2099998,9.767432,1.0,629.0,2.14844212890625,True,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00005000,2025-11-03 19:49:50,5.0,2.46,2.65,2.93,0.0,0.0,40.0,349.0,1.828125859375,True,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00005500,2025-11-07 17:16:26,5.5,3.15,2.6,3.6,0.0,0.0,44.0,153.0,3.3750015625,True,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00006000,2025-11-07 15:23:52,6.0,3.6,3.1,4.3,0.0,0.0,1.0,8.0,4.2500046875,True,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00007000,2025-09-16 16:35:53,7.0,4.15,4.15,4.5,0.0,0.0,1.0,7.0,1.0000000000000004e-05,True,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251219P00008000,2025-11-13 16:50:46,8.0,5.6,4.45,6.95,0.0,0.0,2.0,4.0,7.140626074218751,True,REGULAR,USD,AMC,put,2025-12-19,options_puts_20251219.csv,,,,,,,
AMC251226C00002000,2025-11-14 19:47:23,2.0,0.36,0.26,0.49,-0.07999998,-18.181814,32.0,240.0,0.710940390625,True,REGULAR,USD,AMC,call,2025-12-26,options_calls_20251226.csv,,,,,,,
AMC251226C00002500,2025-11-14 20:50:23,2.5,0.08,0.1,0.17,-0.11,-57.894737,97.0,300.0,0.710940390625,False,REGULAR,USD,AMC,call,2025-12-26,options_calls_20251226.csv,,,,,,,
AMC251226C00003000,2025-11-14 20:53:31,3.0,0.09,0.03,0.09,-0.019999996,-18.181814,937.0,1030.0,0.8125018749999999,False,REGULAR,USD,AMC,call,2025-12-26,options_calls_20251226.csv,,,,,,,
AMC251226C00003500,2025-11-14 19:05:26,3.5,0.06,0.06,0.09,0.009999998,19.999996,29.0,1147.0,1.1484417578125,False,REGULAR,USD,AMC,call,2025-12-26,options_calls_20251226.csv,,,,,,,
AMC251226C00004000,2025-11-13 20:57:10,4.0,0.05,0.05,0.07,0.0,0.0,10.0,256.0,1.2812535937499998,False,REGULAR,USD,AMC,call,2025-12-26,options_calls_20251226.csv,,,,,,,
AMC251226C00005000,2025-11-14 17:31:33,5.0,0.12,0.0,0.11,0.049999997,71.428566,1.0,10.0,1.5781271093749998,False,REGULAR,USD,AMC,call,2025-12-26,options_calls_20251226.csv,,,,,,,
AMC251226P00002500,2025-11-13 14:45:36,2.5,0.3,0.3,0.39,0.0,0.0,9.0,137.0,0.6718782812500002,True,REGULAR,USD,AMC,put,2025-12-26,options_puts_20251226.csv,,,,,,,
AMC251226P00003000,2025-11-13 14:34:35,3.0,0.64,0.69,1.08,0.0,0.0,49.0,238.0,1.2265663671875,True,REGULAR,USD,AMC,put,2025-12-26,options_puts_20251226.csv,,,,,,,
AMC251226P00003500,2025-11-07 15:24:57,3.5,1.14,0.87,1.62,0.0,0.0,8.0,8.0,0.85937640625,True,REGULAR,USD,AMC,put,2025-12-26,options_puts_20251226.csv,,,,,,,
AMC260116C00000500,2025-11-10 14:30:09,0.5,2.01,1.56,1.94,0.0,0.0,1.0,405.0,4.2187547265625,True,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00001000,2025-11-13 19:39:18,1.0,1.39,1.17,1.45,0.0,0.0,33.0,798.0,1.40625296875,True,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00001500,2025-11-14 18:16:42,1.5,0.82,0.73,0.9,-0.120000005,-12.765958,32.0,977.0,0.8281267187499999,True,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00002000,2025-11-14 20:47:46,2.0,0.41,0.4,0.44,-0.060000002,-12.765958,118.0,5301.0,0.726565234375,True,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00002500,2025-11-14 20:57:59,2.5,0.22,0.2,0.23,-0.030000001,-12.0,727.0,8409.0,0.7929708203125,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00003000,2025-11-14 20:59:44,3.0,0.13,0.13,0.14,-0.030000001,-18.750002,1139.0,42596.0,0.914063359375,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00003500,2025-11-14 20:47:36,3.5,0.1,0.1,0.12,-0.029999994,-23.07692,262.0,15824.0,1.0703171484375005,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00004000,2025-11-14 20:51:51,4.0,0.09,0.08,0.1,-0.009999998,-9.999998,500.0,26552.0,1.1796916015625,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00004500,2025-11-14 15:59:58,4.5,0.07,0.06,0.16,-0.030000001,-30.000002,191.0,4570.0,1.40625296875,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00005000,2025-11-14 20:37:35,5.0,0.07,0.07,0.08,-0.009999998,-12.499998,438.0,26082.0,1.390628046875,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00005500,2025-11-14 20:34:37,5.5,0.06,0.06,0.08,0.0,0.0,64.0,7594.0,1.46875265625,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00006000,2025-11-14 15:21:57,6.0,0.06,0.05,0.06,0.0,0.0,2.0,7499.0,1.484377578125,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00007000,2025-11-14 20:19:40,7.0,0.05,0.05,0.07,0.0,0.0,58.0,14279.0,1.671876640625,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00008000,2025-11-14 19:47:20,8.0,0.05,0.03,0.05,0.0,0.0,167.0,4209.0,1.671876640625,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00010000,2025-11-14 20:16:26,10.0,0.05,0.04,0.05,0.010000002,25.000006,418.0,30610.0,1.921875390625,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00012000,2025-11-14 17:33:33,12.0,0.03,0.03,0.04,-0.01,-25.0,48.0,25144.0,2.000005,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00015000,2025-11-14 20:16:32,15.0,0.05,0.02,0.08,0.020000001,66.66667,290.0,20196.0,2.328129179687499,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00017000,2025-11-14 19:36:04,17.0,0.03,0.01,0.04,0.0,0.0,38.0,44854.0,2.18750453125,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00020000,2025-11-14 19:13:22,20.0,0.03,0.02,0.03,0.01,50.0,502.0,113387.0,2.31250421875,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116C00022000,2025-11-14 20:24:15,22.0,0.03,0.02,0.03,0.01,50.0,667.0,100248.0,2.406253984375,False,REGULAR,USD,AMC,call,2026-01-16,options_calls_20260116.csv,,,,,,,
AMC260116P00000500,2025-11-07 20:44:27,0.5,0.01,0.0,0.01,0.0,0.0,56.0,3395.0,1.75000125,False,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00001000,2025-11-04 14:30:02,1.0,0.02,0.0,0.02,0.0,0.0,9.0,2629.0,1.125004375,False,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00001500,2025-11-13 20:01:19,1.5,0.03,0.02,0.05,0.0,0.0,2.0,7639.0,0.8281267187499999,False,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00002000,2025-11-14 20:04:19,2.0,0.11,0.11,0.12,0.030000001,37.500004,431.0,8884.0,0.648441015625,False,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00002500,2025-11-14 20:19:00,2.5,0.4,0.4,0.45,0.03999999,11.111108,422.0,4911.0,0.7656273437500001,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00003000,2025-11-14 19:48:20,3.0,0.84,0.76,0.88,0.07999998,10.526314,365.0,6195.0,0.804689453125,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00003500,2025-11-14 15:41:56,3.5,1.3,1.19,1.4,0.120000005,10.169493,315.0,9637.0,0.937500625,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00004000,2025-11-14 19:08:21,4.0,1.75,1.62,1.9,0.03999996,2.339179,4.0,9606.0,0.945313046875,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00004500,2025-11-14 15:39:56,4.5,2.29,2.13,2.4,0.099999905,4.5662055,2.0,5795.0,1.109379453125,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00005000,2025-11-14 14:30:02,5.0,2.71,2.7,2.86,0.01999998,0.74349374,100.0,6784.0,1.3125034374999998,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00005500,2025-11-05 14:31:15,5.5,3.05,3.1,3.4,0.0,0.0,16.0,200.0,1.234378828125,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00006000,2025-11-11 15:28:11,6.0,3.75,3.55,3.9,0.0,0.0,1.0,3.0,1.000005,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00007000,2025-11-14 16:02:17,7.0,4.75,4.6,4.9,0.1500001,3.260872,2.0,5182.0,1.46875265625,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00008000,2025-10-15 15:19:16,8.0,5.16,5.55,5.9,0.0,0.0,8.0,19.0,1.25000375,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
AMC260116P00010000,2025-11-14 15:42:04,10.0,7.78,7.65,7.8,0.20000029,2.6385262,6.0,482.0,1.4375028125,True,REGULAR,USD,AMC,put,2026-01-16,options_puts_20260116.csv,,,,,,,
