contractsymbol,lasttradedate,strike,lastprice,bid,ask,change,percentchange,volume,openinterest,impliedvolatility,inthemoney,contractsize,currency,ticker,option_type,expiration_date,source,contract_symbol,last_price,percent_change,open_interest,implied_volatility,in_the_money,last_trade_date
AMC250926C00002500,2025-09-19 19:58:48,2.5,0.52,0.49,0.54,0.18999997,57.575745,1364.0,1391.0,0.7500025,True,REGULAR,USD,AMC,call,2025-09-26,options_calls_20250926.csv,,,,,,,
AMC250926C00003000,2025-09-19 19:59:39,3.0,0.14,0.13,0.15,0.1,250.0,53340.0,14271.0,0.8125018749999999,True,REGULAR,USD,AMC,call,2025-09-26,options_calls_20250926.csv,,,,,,,
AMC250926C00003500,2025-09-19 19:59:44,3.5,0.05,0.05,0.06,0.030000001,150.00002,16443.0,5148.0,1.21875390625,False,REGULAR,USD,AMC,call,2025-09-26,options_calls_20250926.csv,,,,,,,
AMC250926C00004000,2025-09-19 19:59:04,4.0,0.04,0.03,0.04,0.03,300.0,5207.0,4052.0,1.5937520312499998,False,REGULAR,USD,AMC,call,2025-09-26,options_calls_20250926.csv,,,,,,,
AMC250926C00004500,2025-09-19 19:58:25,4.5,0.03,0.01,0.03,0.01,50.0,2799.0,818.0,1.78125109375,False,REGULAR,USD,AMC,call,2025-09-26,options_calls_20250926.csv,,,,,,,
AMC250926C00005000,2025-09-19 19:33:00,5.0,0.02,0.02,0.04,0.01,100.0,1152.0,1993.0,2.31250421875,False,REGULAR,USD,AMC,call,2025-09-26,options_calls_20250926.csv,,,,,,,
AMC250926C00005500,2025-09-19 19:52:27,5.5,0.02,0.02,0.03,0.01,100.0,443.0,1491.0,2.531253671875,False,REGULAR,USD,AMC,call,2025-09-26,options_calls_20250926.csv,,,,,,,
AMC250926C00006000,2025-09-19 19:59:14,6.0,0.02,0.01,0.02,0.01,100.0,3677.0,6033.0,2.56250359375,False,REGULAR,USD,AMC,call,2025-09-26,options_calls_20250926.csv,,,,,,,
AMC250926P00001000,2025-08-15 15:21:47,1.0,0.05,0.0,0.01,0.0,0.0,0.0,2.0,3.750000625,False,REGULAR,USD,AMC,put,2025-09-26,options_puts_20250926.csv,,,,,,,
AMC250926P00001500,2025-09-04 17:00:00,1.5,0.01,0.0,0.01,0.0,0.0,2.0,4.0,2.50000375,False,REGULAR,USD,AMC,put,2025-09-26,options_puts_20250926.csv,,,,,,,
AMC250926P00002000,2025-09-12 16:27:02,2.0,0.02,0.0,0.01,0.0,0.0,1.0,38.0,1.5000025,False,REGULAR,USD,AMC,put,2025-09-26,options_puts_20250926.csv,,,,,,,
AMC250926P00002500,2025-09-19 19:02:38,2.5,0.02,0.01,0.02,0.01,100.0,159.0,2023.0,0.98437515625,False,REGULAR,USD,AMC,put,2025-09-26,options_puts_20250926.csv,,,,,,,
AMC250926P00003000,2025-09-19 19:59:45,3.0,0.13,0.13,0.15,-0.060000002,-31.578949,2422.0,2485.0,0.87500125,False,REGULAR,USD,AMC,put,2025-09-26,options_puts_20250926.csv,,,,,,,
AMC250926P00003500,2025-09-19 19:58:48,3.5,0.54,0.53,0.57,-0.15999997,-22.857138,78.0,282.0,1.25000375,True,REGULAR,USD,AMC,put,2025-09-26,options_puts_20250926.csv,,,,,,,
AMC250926P00004000,2025-09-19 17:10:07,4.0,1.05,1.0,1.06,-0.1400001,-11.764714,2.0,27.0,1.65625171875,True,REGULAR,USD,AMC,put,2025-09-26,options_puts_20250926.csv,,,,,,,
AMC250926P00004500,2025-09-02 18:57:55,4.5,1.76,1.42,1.68,0.0,0.0,0.0,0.0,2.328129179687499,True,REGULAR,USD,AMC,put,2025-09-26,options_puts_20250926.csv,,,,,,,
AMC250926P00005000,2025-09-09 14:27:08,5.0,2.2,1.94,2.19,0.0,0.0,20.0,0.0,2.8906277734375,True,REGULAR,USD,AMC,put,2025-09-26,options_puts_20250926.csv,,,,,,,
AMC250926P00005500,2025-09-09 14:37:40,5.5,2.51,2.38,2.67,-0.20000005,-7.380076,1.0,50.0,2.718753203125,True,REGULAR,USD,AMC,put,2025-09-26,options_puts_20250926.csv,,,,,,,
AMC250926P00006000,2025-09-08 13:30:01,6.0,3.1,2.92,3.05,-0.13000011,-4.024771,1.0,0.0,3.3750015625,True,REGULAR,USD,AMC,put,2025-09-26,options_puts_20250926.csv,,,,,,,
AMC251003C00000500,2025-09-11 15:26:36,0.5,2.39,1.86,2.81,0.0400002,1.7021362,1.0,3.0,13.4375016015625,True,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003C00001000,2025-09-18 15:21:37,1.0,2.13,1.8,2.23,0.30000007,16.393446,1.0,2.0,2.6250034375,True,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003C00001500,2025-09-16 14:14:50,1.5,1.4,1.43,1.57,0.0,0.0,2.0,36.0,2.8750028125,True,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003C00002000,2025-09-19 19:15:20,2.0,0.98,0.94,1.03,0.13,15.294117,161.0,47.0,1.40625296875,True,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003C00002500,2025-09-19 19:56:04,2.5,0.52,0.52,0.56,0.15999997,44.44443,2583.0,240.0,0.8437515624999999,True,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003C00003000,2025-09-19 19:59:32,3.0,0.21,0.19,0.21,0.13999999,199.99997,32214.0,7405.0,0.8281267187499999,True,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003C00003500,2025-09-19 19:59:08,3.5,0.11,0.11,0.12,0.07,175.0,4326.0,3906.0,1.1796916015625,False,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003C00004000,2025-09-19 19:57:34,4.0,0.08,0.08,0.09,0.049999997,166.66666,4673.0,1477.0,1.46875265625,False,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003C00004500,2025-09-19 19:54:53,4.5,0.07,0.04,0.08,0.05,250.0,373.0,455.0,1.640626796875,False,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003C00005000,2025-09-19 19:38:37,5.0,0.06,0.05,0.07,0.04,200.0,764.0,1679.0,1.921875390625,False,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003C00005500,2025-09-19 19:58:55,5.5,0.05,0.04,0.06,0.010000002,25.000006,424.0,1218.0,2.0781298046874994,False,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003C00006000,2025-09-19 19:54:17,6.0,0.05,0.04,0.11,0.030000001,150.00002,860.0,1887.0,2.5156287109374995,False,REGULAR,USD,AMC,call,2025-10-03,options_calls_20251003.csv,,,,,,,
AMC251003P00001500,2025-09-08 17:18:49,1.5,0.01,0.0,0.01,0.0,0.0,1.0,4.0,1.75000125,False,REGULAR,USD,AMC,put,2025-10-03,options_puts_20251003.csv,,,,,,,
AMC251003P00002000,2025-09-19 14:41:05,2.0,0.01,0.0,0.01,-0.01,-50.0,3.0,2.0,1.0625046875000002,False,REGULAR,USD,AMC,put,2025-10-03,options_puts_20251003.csv,,,,,,,
AMC251003P00002500,2025-09-19 19:34:34,2.5,0.03,0.02,0.03,0.01,50.0,1166.0,2384.0,0.79687703125,False,REGULAR,USD,AMC,put,2025-10-03,options_puts_20251003.csv,,,,,,,
AMC251003P00003000,2025-09-19 19:52:32,3.0,0.2,0.18,0.21,-0.030000001,-13.043478,1004.0,950.0,0.851563984375,False,REGULAR,USD,AMC,put,2025-10-03,options_puts_20251003.csv,,,,,,,
AMC251003P00003500,2025-09-19 17:14:45,3.5,0.61,0.59,0.62,-0.06999999,-10.294116,24.0,53.0,1.1796916015625,True,REGULAR,USD,AMC,put,2025-10-03,options_puts_20251003.csv,,,,,,,
AMC251003P00004000,2025-09-16 15:29:18,4.0,1.16,1.05,1.1,0.0,0.0,1.0,17.0,1.46875265625,True,REGULAR,USD,AMC,put,2025-10-03,options_puts_20251003.csv,,,,,,,
AMC251003P00004500,2025-09-09 15:57:19,4.5,1.71,1.48,1.66,0.0,0.0,20.0,0.0,1.796876015625,True,REGULAR,USD,AMC,put,2025-10-03,options_puts_20251003.csv,,,,,,,
AMC251003P00005000,2025-09-17 15:25:55,5.0,2.14,1.96,2.17,0.0,0.0,30.0,0.0,2.0468798828125,True,REGULAR,USD,AMC,put,2025-10-03,options_puts_20251003.csv,,,,,,,
AMC251003P00005500,2025-09-12 15:11:16,5.5,2.72,2.47,2.67,0.0,0.0,0.0,1.0,2.328129179687499,True,REGULAR,USD,AMC,put,2025-10-03,options_puts_20251003.csv,,,,,,,
AMC251010C00001000,2025-09-08 18:54:12,1.0,2.05,1.83,2.22,0.17999995,9.625666,2.0,15.0,2.56250359375,True,REGULAR,USD,AMC,call,2025-10-10,options_calls_20251010.csv,,,,,,,
AMC251010C00001500,2025-09-16 13:30:07,1.5,1.42,1.41,1.58,0.0,0.0,2.0,3.0,2.4531288671875,True,REGULAR,USD,AMC,call,2025-10-10,options_calls_20251010.csv,,,,,,,
AMC251010C00002000,2025-09-19 18:27:09,2.0,0.91,0.91,1.05,0.050000012,5.813955,5.0,9.0,1.359378203125,True,REGULAR,USD,AMC,call,2025-10-10,options_calls_20251010.csv,,,,,,,
AMC251010C00002500,2025-09-19 19:16:57,2.5,0.56,0.53,0.57,0.22,64.70588,131.0,209.0,0.7578149218750001,True,REGULAR,USD,AMC,call,2025-10-10,options_calls_20251010.csv,,,,,,,
AMC251010C00003000,2025-09-19 19:56:46,3.0,0.26,0.25,0.27,0.16,159.99998,7044.0,3693.0,0.8906260937499999,True,REGULAR,USD,AMC,call,2025-10-10,options_calls_20251010.csv,,,,,,,
AMC251010C00003500,2025-09-19 19:56:47,3.5,0.15,0.14,0.15,0.10000001,200.00003,2836.0,1609.0,1.078129609375,False,REGULAR,USD,AMC,call,2025-10-10,options_calls_20251010.csv,,,,,,,
AMC251010C00004000,2025-09-19 19:54:34,4.0,0.13,0.1,0.12,0.089999996,225.0,2371.0,905.0,1.3203158984375,False,REGULAR,USD,AMC,call,2025-10-10,options_calls_20251010.csv,,,,,,,
AMC251010C00004500,2025-09-19 18:24:45,4.5,0.09,0.05,0.1,0.060000002,200.00003,332.0,110.0,1.4375028125,False,REGULAR,USD,AMC,call,2025-10-10,options_calls_20251010.csv,,,,,,,
AMC251010C00005000,2025-09-19 19:10:41,5.0,0.07,0.01,0.1,0.04,133.33334,349.0,386.0,1.5468772656249998,False,REGULAR,USD,AMC,call,2025-10-10,options_calls_20251010.csv,,,,,,,
AMC251010C00005500,2025-09-19 19:16:17,5.5,0.07,0.03,0.08,0.030000001,75.00001,1332.0,1219.0,1.734376328125,False,REGULAR,USD,AMC,call,2025-10-10,options_calls_20251010.csv,,,,,,,
AMC251010P00001500,2025-09-03 15:47:16,1.5,0.02,0.0,0.01,0.0,0.0,0.0,1.0,1.375003125,False,REGULAR,USD,AMC,put,2025-10-10,options_puts_20251010.csv,,,,,,,
AMC251010P00002000,2025-09-19 16:21:11,2.0,0.02,0.0,0.03,0.0,0.0,13.0,21.0,1.0625046875000002,False,REGULAR,USD,AMC,put,2025-10-10,options_puts_20251010.csv,,,,,,,
AMC251010P00002500,2025-09-19 19:42:06,2.5,0.04,0.03,0.06,0.0,0.0,138.0,91.0,0.79687703125,False,REGULAR,USD,AMC,put,2025-10-10,options_puts_20251010.csv,,,,,,,
AMC251010P00003000,2025-09-19 19:29:10,3.0,0.26,0.23,0.25,-0.01000002,-3.7037113,35.0,453.0,0.851563984375,False,REGULAR,USD,AMC,put,2025-10-10,options_puts_20251010.csv,,,,,,,
AMC251010P00003500,2025-09-18 19:16:58,3.5,0.7,0.61,0.66,0.0,0.0,3.0,89.0,1.078129609375,True,REGULAR,USD,AMC,put,2025-10-10,options_puts_20251010.csv,,,,,,,
AMC251010P00004000,2025-09-12 16:41:30,4.0,1.24,1.07,1.13,0.0,0.0,0.0,1.0,1.3203158984375,True,REGULAR,USD,AMC,put,2025-10-10,options_puts_20251010.csv,,,,,,,
AMC251010P00004500,2025-09-17 13:35:31,4.5,1.71,1.45,1.62,0.0,0.0,4.0,24.0,1.25000375,True,REGULAR,USD,AMC,put,2025-10-10,options_puts_20251010.csv,,,,,,,
AMC251010P00005000,2025-09-19 15:56:31,5.0,2.1,1.93,2.11,-0.21000004,-9.090911,20.0,20.0,1.3437532812499997,True,REGULAR,USD,AMC,put,2025-10-10,options_puts_20251010.csv,,,,,,,
AMC251010P00005500,2025-09-18 15:59:54,5.5,2.7,2.5,2.64,0.0,0.0,20.0,12.0,1.90625046875,True,REGULAR,USD,AMC,put,2025-10-10,options_puts_20251010.csv,,,,,,,
AMC251017C00000500,2025-09-11 15:28:47,0.5,2.36,2.07,2.71,0.0,0.0,1.0,22.0,7.5312505859375,True,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017C00001000,2025-09-11 16:12:20,1.0,1.79,1.93,2.08,0.0,0.0,0.0,0.0,3.156252109375,True,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017C00001500,2025-09-19 18:19:16,1.5,1.51,1.46,1.58,0.17999995,13.533831,3.0,111.0,1.375003125,True,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017C00002000,2025-09-19 17:38:02,2.0,0.99,1.0,1.06,0.13999999,16.470585,111.0,170.0,0.98437515625,True,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017C00002500,2025-09-19 19:53:54,2.5,0.57,0.57,0.61,0.18,46.15385,2597.0,2917.0,0.85937640625,True,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017C00003000,2025-09-19 19:59:56,3.0,0.3,0.29,0.3,0.16000001,114.28572,17771.0,11024.0,0.87500125,True,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017C00003500,2025-09-19 19:55:37,3.5,0.18,0.17,0.19,0.10000001,125.000015,8615.0,6260.0,1.0468797656250002,False,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017C00004000,2025-09-19 19:48:56,4.0,0.14,0.13,0.14,0.09,180.0,7409.0,4843.0,1.2421912890624998,False,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017C00004500,2025-09-19 19:52:46,4.5,0.12,0.1,0.12,0.08,200.0,728.0,1920.0,1.40625296875,False,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017C00005000,2025-09-19 19:57:13,5.0,0.09,0.09,0.1,0.060000002,200.00003,1891.0,3933.0,1.5468772656249998,False,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017C00005500,2025-09-19 19:52:47,5.5,0.06,0.0,0.1,0.009999998,19.999996,1194.0,1186.0,1.46875265625,False,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017C00006000,2025-09-19 19:58:50,6.0,0.07,0.07,0.08,0.04,133.33334,4557.0,6073.0,1.78125109375,False,REGULAR,USD,AMC,call,2025-10-17,options_calls_20251017.csv,,,,,,,
AMC251017P00000500,2025-08-21 13:31:03,0.5,0.03,0.0,0.01,0.0,0.0,0.0,1.0,3.0000025,False,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251017P00001000,2025-09-04 17:00:00,1.0,0.01,0.0,0.01,0.0,0.0,2.0,7.0,1.875000625,False,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251017P00001500,2025-09-05 13:49:57,1.5,0.01,0.0,0.01,0.0,0.0,3.0,15.0,1.25000375,False,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251017P00002000,2025-09-19 13:44:06,2.0,0.03,0.01,0.02,0.02,200.0,5.0,1263.0,0.937500625,False,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251017P00002500,2025-09-19 19:57:40,2.5,0.06,0.05,0.07,0.009999998,19.999996,251.0,2038.0,0.7656273437500001,False,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251017P00003000,2025-09-19 19:46:56,3.0,0.27,0.24,0.3,-0.030000001,-10.0,415.0,1654.0,0.8281267187499999,False,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251017P00003500,2025-09-19 15:01:31,3.5,0.7,0.65,0.69,-0.030000031,-4.109593,4.0,1048.0,1.0468797656250002,True,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251017P00004000,2025-09-19 16:08:59,4.0,1.11,1.09,1.14,-0.09000003,-7.5000024,3.0,154.0,1.203128984375,True,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251017P00004500,2025-09-16 18:04:00,4.5,1.66,1.57,1.62,0.0,0.0,133.0,464.0,1.3828155859374998,True,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251017P00005000,2025-09-11 14:33:57,5.0,2.21,1.98,2.11,0.0,0.0,5.0,87.0,1.3281283593749995,True,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251017P00005500,2025-09-19 16:07:34,5.5,2.54,2.43,2.62,-0.26,-9.285714,50.0,57.0,1.359378203125,True,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251017P00006000,2025-09-08 13:30:01,6.0,3.26,2.99,3.1,0.0,0.0,1.0,15.0,1.65625171875,True,REGULAR,USD,AMC,put,2025-10-17,options_puts_20251017.csv,,,,,,,
AMC251024C00001000,2025-09-09 14:05:17,1.0,2.02,1.89,2.18,0.0,0.0,0.0,1.0,2.18750453125,True,REGULAR,USD,AMC,call,2025-10-24,options_calls_20251024.csv,,,,,,,
AMC251024C00001500,2025-09-19 13:45:11,1.5,1.5,1.46,1.7,0.13,9.489051,1.0,4.0,1.890625546875,True,REGULAR,USD,AMC,call,2025-10-24,options_calls_20251024.csv,,,,,,,
AMC251024C00002000,2025-09-18 14:54:47,2.0,1.0,0.88,1.05,0.13999999,16.279068,4.0,4.0,1.0546922265625,True,REGULAR,USD,AMC,call,2025-10-24,options_calls_20251024.csv,,,,,,,
AMC251024C00002500,2025-09-19 19:49:59,2.5,0.59,0.57,0.63,0.18999997,47.499992,259.0,497.0,0.804689453125,True,REGULAR,USD,AMC,call,2025-10-24,options_calls_20251024.csv,,,,,,,
AMC251024C00003000,2025-09-19 19:36:23,3.0,0.33,0.3,0.32,0.16000001,94.11765,521.0,1760.0,0.8242205078124999,True,REGULAR,USD,AMC,call,2025-10-24,options_calls_20251024.csv,,,,,,,
AMC251024C00003500,2025-09-19 19:55:11,3.5,0.21,0.17,0.22,0.11999999,133.33331,586.0,765.0,0.9804689453125,False,REGULAR,USD,AMC,call,2025-10-24,options_calls_20251024.csv,,,,,,,
AMC251024C00004000,2025-09-19 18:40:37,4.0,0.15,0.12,0.17,0.10000001,200.00003,139.0,881.0,1.140629296875,False,REGULAR,USD,AMC,call,2025-10-24,options_calls_20251024.csv,,,,,,,
AMC251024C00004500,2025-09-19 13:34:52,4.5,0.14,0.05,0.14,0.08,133.33334,16.0,261.0,1.1953165234375,False,REGULAR,USD,AMC,call,2025-10-24,options_calls_20251024.csv,,,,,,,
AMC251024C00005000,2025-09-19 19:56:10,5.0,0.11,0.06,0.1,0.07,175.0,548.0,502.0,1.3203158984375,False,REGULAR,USD,AMC,call,2025-10-24,options_calls_20251024.csv,,,,,,,
AMC251024C00005500,2025-09-19 18:56:20,5.5,0.1,0.01,0.1,0.07,233.33334,359.0,1986.0,1.3437532812499997,False,REGULAR,USD,AMC,call,2025-10-24,options_calls_20251024.csv,,,,,,,
AMC251024P00001000,2025-09-09 14:05:17,1.0,0.01,0.0,0.01,0.0,0.0,0.0,1.0,1.875000625,False,REGULAR,USD,AMC,put,2025-10-24,options_puts_20251024.csv,,,,,,,
AMC251024P00001500,2025-09-08 18:58:33,1.5,0.02,0.0,0.01,0.0,0.0,0.0,1.0,1.21875390625,False,REGULAR,USD,AMC,put,2025-10-24,options_puts_20251024.csv,,,,,,,
AMC251024P00002500,2025-09-19 19:36:09,2.5,0.08,0.06,0.09,0.029999997,59.999996,16.0,333.0,0.7421900781249999,False,REGULAR,USD,AMC,put,2025-10-24,options_puts_20251024.csv,,,,,,,
AMC251024P00003000,2025-09-19 17:21:41,3.0,0.32,0.29,0.33,-0.01000002,-3.0303092,97.0,289.0,0.851563984375,False,REGULAR,USD,AMC,put,2025-10-24,options_puts_20251024.csv,,,,,,,
AMC251024P00003500,2025-09-18 18:43:13,3.5,0.68,0.64,0.71,-0.029999971,-4.2253485,12.0,65.0,0.95312546875,True,REGULAR,USD,AMC,put,2025-10-24,options_puts_20251024.csv,,,,,,,
AMC251024P00005000,2025-09-19 18:40:31,5.0,2.08,1.95,2.27,-0.24000001,-10.344829,33.0,20.0,1.484377578125,True,REGULAR,USD,AMC,put,2025-10-24,options_puts_20251024.csv,,,,,,,
AMC251024P00005500,2025-09-09 14:43:36,5.5,2.65,2.51,2.87,-0.099999905,-3.6363602,20.0,20.0,1.953125234375,True,REGULAR,USD,AMC,put,2025-10-24,options_puts_20251024.csv,,,,,,,
AMC251031C00000500,2025-09-11 15:30:40,0.5,2.49,1.97,2.79,0.120000124,5.0632963,1.0,3.0,7.4062507421875,True,REGULAR,USD,AMC,call,2025-10-31,options_calls_20251031.csv,,,,,,,
AMC251031C00002500,2025-09-19 19:44:15,2.5,0.61,0.58,0.64,0.18,41.860466,516.0,402.0,0.7695335546875001,True,REGULAR,USD,AMC,call,2025-10-31,options_calls_20251031.csv,,,,,,,
AMC251031C00003000,2025-09-19 19:53:27,3.0,0.35,0.33,0.37,0.14999999,74.99999,885.0,718.0,0.851563984375,True,REGULAR,USD,AMC,call,2025-10-31,options_calls_20251031.csv,,,,,,,
AMC251031C00003500,2025-09-19 19:57:50,3.5,0.23,0.2,0.23,0.14,155.55554,498.0,467.0,0.945313046875,False,REGULAR,USD,AMC,call,2025-10-31,options_calls_20251031.csv,,,,,,,
AMC251031C00004000,2025-09-19 19:05:28,4.0,0.16,0.15,0.16,0.12,300.0,266.0,360.0,1.0703171484375005,False,REGULAR,USD,AMC,call,2025-10-31,options_calls_20251031.csv,,,,,,,
AMC251031C00004500,2025-09-19 19:35:28,4.5,0.13,0.06,0.15,0.06999999,116.666664,545.0,533.0,1.125004375,False,REGULAR,USD,AMC,call,2025-10-31,options_calls_20251031.csv,,,,,,,
AMC251031C00005000,2025-09-19 19:44:48,5.0,0.11,0.06,0.14,0.07,175.0,415.0,113.0,1.2812535937499998,False,REGULAR,USD,AMC,call,2025-10-31,options_calls_20251031.csv,,,,,,,
AMC251031C00005500,2025-09-19 18:49:11,5.5,0.11,0.09,0.11,0.06,119.99999,286.0,1009.0,1.4296903515625,False,REGULAR,USD,AMC,call,2025-10-31,options_calls_20251031.csv,,,,,,,
AMC251031P00002500,2025-09-19 19:06:49,2.5,0.1,0.0,0.11,0.009999998,11.111108,85.0,50.0,0.6015664843750002,False,REGULAR,USD,AMC,put,2025-10-31,options_puts_20251031.csv,,,,,,,
AMC251031P00003000,2025-09-19 19:19:31,3.0,0.33,0.31,0.35,-0.00999999,-2.9411738,7.0,270.0,0.8281267187499999,False,REGULAR,USD,AMC,put,2025-10-31,options_puts_20251031.csv,,,,,,,
AMC251031P00003500,2025-09-19 14:40:59,3.5,0.75,0.68,0.72,0.00999999,1.3513501,1.0,145.0,0.9335944140625,True,REGULAR,USD,AMC,put,2025-10-31,options_puts_20251031.csv,,,,,,,
AMC251121C00000500,2025-11-14 20:30:46,0.5,1.76,1.67,1.9,-0.14999998,-7.853402,6.0,24.0,5.250003437499999,True,REGULAR,USD,AMC,call,2025-11-21,options_calls_20251121.csv,,,,,,,
AMC251121C00001000,2025-11-14 20:50:47,1.0,1.26,1.16,1.35,-0.28999996,-18.709677,27.0,44.0,5.312503359374999,True,REGULAR,USD,AMC,call,2025-11-21,options_calls_20251121.csv,,,,,,,
AMC251121C00001500,2025-11-13 16:34:07,1.5,1.01,0.5,0.84,0.0,0.0,2.0,87.0,2.968752578125,True,REGULAR,USD,AMC,call,2025-11-21,options_calls_20251121.csv,,,,,,,
AMC251121C00002000,2025-11-14 20:58:31,2.0,0.29,0.26,0.33,-0.09,-23.684212,282.0,1588.0,0.8125018749999999,True,REGULAR,USD,AMC,call,2025-11-21,options_calls_20251121.csv,,,,,,,
AMC251121C00002500,2025-11-14 20:59:34,2.5,0.03,0.02,0.03,-0.03,-50.0,10621.0,19189.0,0.7500025,False,REGULAR,USD,AMC,call,2025-11-21,options_calls_20251121.csv,,,,,,,
AMC251121C00003000,2025-11-14 20:57:50,3.0,0.01,0.01,0.02,-0.02,-66.66667,5538.0,56754.0,1.3437532812499997,False,REGULAR,USD,AMC,call,2025-11-21,options_calls_20251121.csv,,,,,,,
AMC251121C00003500,2025-11-14 20:59:58,3.5,0.01,0.0,0.01,-0.01,-50.0,1491.0,12813.0,1.5000025,False,REGULAR,USD,AMC,call,2025-11-21,options_calls_20251121.csv,,,,,,,
AMC251121C00004000,2025-11-14 18:00:27,4.0,0.01,0.0,0.01,0.0,0.0,42.0,5150.0,1.875000625,False,REGULAR,USD,AMC,call,2025-11-21,options_calls_20251121.csv,,,,,,,
AMC251121C00004500,2025-11-13 20:23:37,4.5,0.01,0.0,0.01,0.0,0.0,147.0,3701.0,2.250004375,False,REGULAR,USD,AMC,call,2025-11-21,options_calls_20251121.csv,,,,,,,
AMC251121C00005000,2025-11-14 19:10:13,5.0,0.01,0.0,0.01,0.0,0.0,69.0,6660.0,2.50000375,False,REGULAR,USD,AMC,call,2025-11-21,options_calls_20251121.csv,,,,,,,
AMC251121C00005500,2025-11-14 20:38:38,5.5,0.01,0.0,0.01,0.0,0.0,22.0,6560.0,2.750003125,False,REGULAR,USD,AMC,call,2025-11-21,options_calls_20251121.csv,,,,,,,
AMC251121P00000500,2025-10-22 14:01:12,0.5,0.01,0.0,0.01,0.0,0.0,0.0,1.0,5.250003437499999,False,REGULAR,USD,AMC,put,2025-11-21,options_puts_20251121.csv,,,,,,,
AMC251121P00001000,2025-11-06 15:33:05,1.0,0.01,0.0,0.01,0.0,0.0,0.0,3.0,3.0000025,False,REGULAR,USD,AMC,put,2025-11-21,options_puts_20251121.csv,,,,,,,
AMC251121P00001500,2025-11-11 15:08:46,1.5,0.01,0.0,0.02,0.0,0.0,20.0,31.0,1.875000625,False,REGULAR,USD,AMC,put,2025-11-21,options_puts_20251121.csv,,,,,,,
AMC251121P00002000,2025-11-14 20:17:08,2.0,0.02,0.0,0.02,0.01,100.0,238.0,4186.0,0.7500025,False,REGULAR,USD,AMC,put,2025-11-21,options_puts_20251121.csv,,,,,,,
AMC251121P00002500,2025-11-14 20:49:25,2.5,0.25,0.23,0.27,0.049999997,24.999998,1340.0,6092.0,0.79687703125,True,REGULAR,USD,AMC,put,2025-11-21,options_puts_20251121.csv,,,,,,,
AMC251121P00003000,2025-11-14 20:51:23,3.0,0.74,0.68,0.8,0.09000003,13.846159,340.0,5273.0,1.4375028125,True,REGULAR,USD,AMC,put,2025-11-21,options_puts_20251121.csv,,,,,,,
