Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Amundi,PARIS, ,"",20698.0,54643.0,0.0,0.0,1807,1786,-6201.0,-23.0529016, ,0.0047918,Q2 2024,79487,0001330387,,,91-93 BOULEVARD PASTEUR, ,75015
Anchor investment management  llc,COLUMBIA,SC,"",1067.0,3062.0,0.0003,0.0004,924,891,0.0,0.0,SC,0.0002470,Q1 2023,656019,0001634149,,000135296,3205 DEVINE STREET, ,29205
Ancora advisors llc,CLEVELAND,OH,"",10.0,29.0,0.0,,1729,,10.0,,OH,0.0000023,Q1 2025,37274,0001446114,,000124674,"6060 PARKLAND BOULEVARD, SUITE 200", ,44124
Aristeia capital  l.l.c.,GREENWICH,CT,"",0.0,0.0,0.0,0.0205,"",166,-156649.0,-100.0,CT,0.0000000,Q3 2024,187,0001080171,133953132,,ONE GREENWICH PLAZA,SUITE 300,06830
Arizona state retirement system,PHOENIX,AZ,"",109421.0,314038.0,0.002,0.0026,1651,1569,1332.0,1.2323178,AZ,0.0253319,Q1 2020,190792,0001558481,,,3300 NORTH CENTRAL AVENUE,14TH FLOOR,85012
Asset dedication  llc,SAN FRANCISCO,CA,"",2.0,6.0,0.0,0.0,1129,1093,0.0,0.0,CA,0.0000005,Q2 2021,231170,0001475896,,,220 MONTGOMERY ST.,SUITE 1098,94104
Assetmark  inc,CONCORD,CA,"",4.0,11.0,0.0,0.0,2609,2578,0.0,0.0,CA,0.0000009,Q4 2024,79519,0001344551,,000109018,1655 GRANT STREET,10TH FLOOR,94520
Atom investors lp,AUSTIN,TX,"",16769.0,48127.0,0.0059,0.009,469,460,-1355.0,-7.4762746,TX,0.0038822,Q4 2024,431541,0001738902,,,3711 S MOPAC EXPY,"BUILDING ONE, SUITE 100",78746
Atticus wealth management  llc,PALM BEACH GARDENS,FL,"",200.0,574.0,0.0002,0.0002,479,490,0.0,0.0,FL,0.0000463,Q2 2024,462432,0001800234,,000296949,11380 PROSPERITY FARMS ROAD,SUITE 201,33410
Avantax advisory services  inc.,DALLAS,TX,"",87655.0,251570.0,0.0015,0.0021,1950,1718,4551.0,5.4762707,TX,0.0202929,Q2 2022,431235,0001303042,,,3200 OLYMPUS BLVD.,SUITE 100,75019
Avion wealth,THE WOODLANDS,TX,"",32.0,0.0,0.0,0.0,992,,32.0,,TX,0.0000074,Q2 2021,454057,0001792704,,,2829 TECHNOLOGY FOREST BLVD #300, ,77381
Avior wealth management  llc,OMAHA,NE,"",0.0,0.0,0.0,0.0,"",2458,-1.0,-100.0,NE,0.0000000,Q2 2021,256351,0001599868,,,14301 FIRST NATIONAL BANK PARKWAY,#110,68154
Balyasny asset management l.p.,CHICAGO,IL,"",0.0,0.0,0.0,0.0054,"",1418,-915980.0,-100.0,IL,0.0000000,Q1 2024,268,0001218710,,000138111,444 WEST LAKE STREET 50TH FLOOR, ,60606
Bangor savings bank,BANGOR,ME,"",200.0,574.0,0.0001,0.0001,525,535,0.0,0.0,ME,0.0000463,Q2 2024,275,0001352675,,,24 HAMLIN WAY, ,04401
Bank julius baer & company . ltd  zurich,ZURICH,V8,"",18.0,52.0,0.0,,612,,18.0,,V8,0.0000042,Q1 2025,471317,0001544599,,,HOHLSTRASSE 606,P.O. BOX,8048
Bank of america corp,CHARLOTTE,NC,"",8948774.0,25682980.0,0.0021,0.0021,2192,2113,2762713.0,44.6602935,NC,2.0717162,Q1 2014,276,0000070858,560906609,,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255
Bank of montreal,TORONTO,A6,"",37203.0,106772.0,0.0001,0.0001,2901,2789,-9163.0,-19.7623258,A6,0.0086128,Q2 2014,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of montreal,TORONTO,A6,PUT,0.0,0.0,0.0,0.0,"",3491,-11.0,-100.0,A6,N/A,Q3 2024,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of new york mellon corp,NEW YORK,NY,"",1069693.0,3070019.0,0.0006,0.0007,2462,2435,121905.0,12.8620535,NY,0.2476429,Q1 2014,281,0001390777,,000290078,240 GREENWICH STREET, ,10286
Barclays plc,LONDON,X0,"",2040468.0,5856000.0,0.0017,0.0025,1784,1670,-167039.0,-7.5668616,X0,0.4723854,Q1 2014,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Barclays plc,LONDON,X0,CALL,138700.0,398000.0,0.0001,0.0002,3659,3759,0.0,0.0,X0,N/A,Q2 2024,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Barclays plc,LONDON,X0,PUT,0.0,0.0,0.0,0.0,"",4671,-17589.0,-100.0,X0,N/A,Q4 2024,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Barrett & company  inc.,PROVIDENCE,RI,"",85.0,244.0,0.0001,0.0001,611,599,0.0,0.0,RI,0.0000197,Q4 2022,117446,0000887602,,000001175,42 WEYBOSSET ST,42 WEYBOSSET STREET,02903
Bayesian capital management  lp,BROOKLYN,NY,"",0.0,0.0,0.0,0.0746,"",327,-153100.0,-100.0,NY,0.0000000,Q1 2022,328433,0001632551,,,54 COLERIDGE STREET, ,11235
Bear mountain capital  inc.,SEATTLE,WA,"",2.0,5.0,0.0,0.0,343,175,0.0,0.0,WA,0.0000005,Q4 2023,658955,0002009419,,000151151,2001 6TH AVENUE,STE 2401,98121
Belvedere trading llc,CHICAGO,IL,CALL,0.0,0.0,0.0,0.0002,"",479,-70500.0,-100.0,IL,N/A,Q2 2022,288569,0001632341,,000132605,10 S. RIVERSIDE PLAZA,SUITE 2100,60606
Belvedere trading llc,CHICAGO,IL,PUT,0.0,0.0,0.0,0.0,"",729,-14100.0,-100.0,IL,N/A,Q4 2021,288569,0001632341,,000132605,10 S. RIVERSIDE PLAZA,SUITE 2100,60606
Bernard wealth management corp.,ROYAL OAK,MI,"",17.0,49.0,0.0,0.0,384,313,0.0,0.0,MI,0.0000039,Q4 2024,697930,0002056313,,000159533,360 N MAIN STREET,SUITE 430,48067
Blackrock  inc,NEW YORK,NY,"",29951251.0,85960090.0,0.0018,0.0022,2090,2048,3098804.0,11.5401177,NY,6.9339657,Q1 2014,373,0002012383,,000109391,50 HUDSON YARDS, ,10001
Blue trust  inc.,ALPHARETTA,GA,"",23.0,66.0,0.0,0.0,2450,2404,0.0,0.0,GA,0.0000053,Q2 2022,514139,0001856022,,,1125 SANCTUARY PARKWAY,SUITE 500,30009
Bogart wealth  llc,MCLEAN,VA,"",12000.0,34440.0,0.0016,0.0023,480,420,0.0,0.0,VA,0.0027781,Q4 2023,376049,0001715740,,000283886,"2010 CORPORATE RIDGE, SUITE 900", ,22102
Bokf  na,TULSA,OK,"",113.0,324.0,0.0,0.0,1248,1251,0.0,0.0,OK,0.0000262,Q3 2024,63724,0000009634,,,ONE WILLIAMS CENTER, ,74172
Brevan howard capital management lp,ST. HELIER, ,"",0.0,0.0,0.0,0.0071,"",404,-277368.0,-100.0, ,0.0000000,Q4 2024,107478,0001512857,,000161292,6TH FLOOR,37 ESPLANADE,JE2 3QA
Caas capital management lp,NEW YORK,NY,"",27981.0,80305.0,0.0086,,417,,27981.0,,NY,0.0064778,Q1 2025,471556,0001802881,834616693,000306096,800 THIRD AVE 26TH FLOOR, ,10022
Caitong international asset management company .  ltd,HONG KONG,K3,"",17287.0,49614.0,0.0369,,502,,17287.0,,K3,0.0040021,Q1 2025,698182,0001963355,,,"UNIT 2401-05, GRAND MILLENNIUM PLAZA",181 QUEEN'S ROAD CENTRAL,00000
California state teachers retirement system,WEST SACRAMENTO,CA,"",346641.0,994860.0,0.0012,0.0016,1705,1606,0.0,0.0,CA,0.0802503,Q1 2014,502,0001081019,946291617,,100 WATERFRONT PLACE, ,95605
Cape investment advisory  inc.,MCDONOUGH,GA,"",2.0,6.0,0.0,0.0,1132,1138,0.0,0.0,GA,0.0000005,Q1 2023,648702,0001944437,,000146384,1600 PENNSYLVANIA AVE, ,30253
Capital fund management s.a.,PARIS,I0,"",0.0,0.0,0.0,0.0165,"",965,-1623005.0,-100.0,I0,0.0000000,Q3 2024,535,0001323645,,,23 RUE DE L'UNIVERSITE, ,75007
Capstone financial advisors  inc.,DOWNERS GROVE,IL,"",10002.0,28706.0,0.0018,0.0025,153,151,0.0,0.0,IL,0.0023155,Q2 2024,255717,0001599217,,000109341,"2001 BUTTERFIELD ROAD, SUITE 1750", ,60515
Cerity partners llc,NEW YORK,NY,"",39238.0,112613.0,0.0002,0.0006,2309,2062,-32033.0,-44.9453494,NY,0.0090839,Q4 2024,358302,0001566475,,000151559,99 PARK AVENUE,16TH FLOOR,10016
Cetera investment advisers,SCHAUMBURG,IL,"",11851.0,34012.0,0.0001,,3887,,11851.0,,IL,0.0027436,Q1 2025,328339,0001666741,,000105644,1450 AMERICAN LANE 6TH FLOOR,SUITE 650,60173-2096
Charles schwab investment management inc,SAN FRANCISCO,CA,"",4074378.0,11693465.0,0.0022,0.003,1876,1808,41859.0,1.038036,CA,0.9432527,Q1 2014,2579,0000884546,,000106753,211 MAIN STREET, ,94105
Cibc private wealth group llc,ATLANTA,GA,"",201.0,533.0,0.0,0.0,2886,2910,172.0,593.1034483,GA,0.0000465,Q1 2024,94626,0001298088,,,3290 NORTHSIDE PARKWAY,7TH FLOOR,30327
Cibc world markets corp,NEW YORK,NY,"",89687.0,257402.0,0.002,0.0008,1327,1185,57035.0,174.6753644,NY,0.0207633,Q4 2024,637,0001056527,,000000630,300 MADISON AVENUE,SIXTH FLOOR,10017
Citadel advisors llc,MIAMI,FL,CALL,3132191.0,8989388.0,0.0017,0.0034,3002,2185,-1773014.0,-36.1455637,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,PUT,1278527.0,3669372.0,0.0007,0.0019,4409,2902,-1411099.0,-52.4645062,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,"",1222280.0,3507944.0,0.0007,0.0016,4500,3066,-1134300.0,-48.1333118,FL,0.2829681,Q1 2017,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citigroup inc,NEW YORK,NY,"",301410.0,865047.0,0.0004,0.0007,3349,3258,13243.0,4.5955991,NY,0.0697789,Q4 2016,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,CALL,164900.0,473263.0,0.0002,0.0008,3713,3100,-183700.0,-52.6965003,NY,N/A,Q4 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,PUT,0.0,0.0,0.0,0.0,"",5000,-16600.0,-100.0,NY,N/A,Q3 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Clearstead advisors  llc,CLEVELAND,OH,"",2.0,6.0,0.0,0.0,2189,2050,-21.0,-91.3043478,OH,0.0000005,Q4 2021,358134,0000842775,,,1100 SUPERIOR AVENUE EAST,SUITE 700,44114
Close asset management ltd,LONDON,X0,"",56.0,0.0,0.0,0.0,254,247,0.0,0.0,X0,0.0000130,Q2 2024,383033,0001718570,,,10 CROWN PLACE, ,EC2A 4FT
Coatue management llc,NEW YORK,NY,"",228136.0,654750.0,0.0029,0.0,69,,228136.0,,NY,0.0528154,Q1 2022,677,0001135730,,000157910,9 WEST 57TH STREET,25TH FLOOR,10019
Cobalt capital management  inc.,SHORT HILLS,NJ,"",90000.0,258300.0,0.1272,0.744,22,22,-360000.0,-80.0,NJ,0.0208358,Q4 2024,678,0001086762,,000157543,636 MORRIS TURNPIKE,SUITE 3B,07078
Coldstream capital management inc,BELLEVUE,WA,"",672.0,1929.0,0.0,,3017,,672.0,,WA,0.0001556,Q1 2025,688,0001082339,,000108805,ONE 100TH AVENUE NE,SUITE 102,98004
Colonial trust advisors,SPARTANBURG,SC,"",400.0,1148.0,0.0001,0.0001,635,624,0.0,0.0,SC,0.0000926,Q3 2024,200147,0001567993,,000110257,233 S. PINE ST., ,29302
Colonial trust company,SPARTANBURG,SC,"",1050.0,3014.0,0.0005,0.0006,914,1088,0.0,0.0,SC,0.0002431,Q4 2022,613889,0001954093,,,233 S. PINE ST., ,29302
Commonwealth equity services  llc,WALTHAM,MA,"",70236.0,202000.0,0.0003,0.0004,3836,3523,3160.0,4.711074,MA,0.0162602,Q3 2019,69950,0000312272,,000008032,29 SAWYER ROAD,ONE UNIVERSITY OFFICE PARK,02453-3483
Comprehensive financial planning  inc.,EAST PETERSBURG,PA,"",21.0,60.0,0.0001,0.0001,323,349,0.0,0.0,PA,0.0000049,Q4 2024,695800,0002044855,,000864624,5995 LEMON STREET, ,17520
Concentrum wealth management,SAN JOSE,CA,"",98000.0,281260.0,0.1043,0.1372,67,56,0.0,0.0,CA,0.0226878,Q3 2023,430659,0001765387,,000167151,353 PIERCY RD., ,95138
Concourse financial group securities  inc.,BIRMINGHAM,AL,"",0.0,0.0,,0.0,1035,2149,-150.0,-100.0,AL,0.0000000,Q1 2021,119606,0000752798,,,2801 HIGHWAY 280 SOUTH, ,35223
Coppell advisory solutions llc,COPPELL,TX,"",0.0,0.0,0.0,0.0001,"",1764,-117.0,-100.0,TX,0.0000000,Q4 2022,504240,0001848433,274762004,,9111 CYPRESS WATERS BLVD,SUITE 140,75019
Corebridge financial  inc.,HOUSTON,TX,"",198015.0,568303.0,0.0033,0.0037,1518,1510,24554.0,14.1553433,TX,0.0458421,Q2 2024,563214,0001889539,,000107338,2919 ALLEN PARKWAY,WOODSON TOWER,77019
Corecap advisors  llc,SOUTHFIELD,MI,"",1294.0,3714.0,0.0002,0.0,2180,2823,1290.0,32250.0,MI,0.0002996,Q2 2024,555514,0001902501,,000158819,27777 FRANKLIN ROAD,SUITE 700,48034
Cornerstone planning group llc,FAIRFIELD,NJ,"",15.0,41.0,0.0,0.0,1525,1368,0.0,0.0,NJ,0.0000035,Q2 2023,624324,0001822587,208315014,,"350 PASSAIC AVENUE, SUITE 201", ,07004
Covalent partners llc,CONCORD,MA,"",95000.0,272650.0,1.3489,0.8742,13,15,35000.0,58.3333333,MA,0.0219933,Q4 2024,166328,0001531611,,000140494,30 MONUMENT SQUARE,SUITE 250,01742
Covestor ltd,LONDON,MA,"",2172.0,6000.0,0.004,0.0056,1689,1572,9.0,0.4160888,MA,0.0005028,Q4 2021,555623,0001909846,,,FLOOR 12,20 FENCHURCH STREET,EC3M 3BY
Crawford fund management  llc,BOSTON,MA,PUT,173000.0,496510.0,0.1185,0.1383,138,141,-27500.0,-13.7157107,MA,N/A,Q4 2023,476242,0001816427,,000158659,265 FRANKLIN STREET,SUITE 1702,02110-3144
Creative financial designs inc,KOKOMO,IN,"",10.0,29.0,0.0,0.0,2042,1780,0.0,0.0,IN,0.0000023,Q3 2021,395150,0000819864,,,2704 S. GOYER RD, ,46902
Creative planning,OVERLAND PARK,KS,"",13674.0,39244.0,0.0,0.0,3362,,13674.0,,KS,0.0031656,Q3 2024,163330,0001540235,,000105348,5454 W.110TH STREET, ,66211
Crescent park management  l.p.,EAST PALO ALTO,CA,CALL,253200.0,726684.0,0.3386,0.2302,31,31,102200.0,67.6821192,CA,N/A,Q3 2023,288822,0001629984,,000172326,"1950 UNIVERSITY AVENUE, SUITE 204", ,94303
Cresset asset management  llc,CHICAGO,IL,"",22016.0,63186.0,0.0003,0.0004,1643,1634,0.0,0.0,IL,0.0050969,Q4 2024,431458,0001761013,,000288566,444 W. LAKE STREET,SUITE 4700,60606
Crewe advisors llc,SALT LAKE CITY,UT,"",25.0,72.0,0.0,,705,,25.0,,UT,0.0000058,Q1 2025,391962,0001730033,,000173920,650 S. MAIN STREET,SUITE 700,84101
Css llc,CHICAGO,IL,"",1703.0,4888.0,0.0003,0.0004,898,938,-843.0,-33.110762,IL,0.0003943,Q1 2023,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,CALL,5000.0,14350.0,0.0008,0.0018,874,903,-5440.0,-52.1072797,IL,N/A,Q3 2022,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,PUT,117454.0,337093.0,0.0185,0.019,598,600,9300.0,8.5988498,IL,N/A,Q4 2020,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Cwm  llc,OMAHA,NE,"",848.0,2000.0,0.0,0.0,4773,4708,551.0,185.5218855,NE,0.0001963,Q1 2019,248238,0001535847,,,14600 BRANCH ST., ,68154
Cypress capital management llc (wy),SHERIDAN,WY,"",156.0,448.0,0.0005,0.0007,149,139,0.0,0.0,WY,0.0000361,Q1 2021,289222,0001633896,,000130401,PO BOX J, ,82801
D. e. shaw & company .  inc.,NEW YORK,NY,CALL,1510000.0,4333700.0,0.0039,0.0051,2000,1746,-232400.0,-13.3379247,NY,N/A,Q4 2023,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
D. e. shaw & company .  inc.,NEW YORK,NY,"",184453.0,529380.0,0.0005,,3476,,184453.0,,NY,0.0427024,Q1 2025,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
Deutsche bank ag,FRANKFURT AM MAIN GE,2M,"",253867.0,728598.0,0.0003,0.0004,2304,2175,-28948.0,-10.2356664,2M,0.0587723,Q1 2014,842,0000948046,,,TAUNUSANLAGE 12 D-60325, ,00000
Engineers gate manager lp,NEW YORK,NY,"",0.0,0.0,0.0,0.0019,"",1984,-27563.0,-100.0,NY,0.0000000,Q2 2017,289127,0001620220,,,767 5TH AVENUE,7TH FLOOR,10153
Equitec proprietary markets  llc,CHICAGO,IL,"",971.0,2787.0,0.002,0.0038,53,40,0.0,0.0,IL,0.0002248,Q2 2021,123360,0001143261,,,111 W. JACKSON,20TH FL.OOR,60604
Eversource wealth advisors  llc,BIRMINGHAM,AL,"",62.0,178.0,0.0,0.0,3722,3492,26.0,72.2222222,AL,0.0000144,Q3 2024,375969,0001710537,,000286340,3500 COLONNADE PKWY,SUITE 150,35243
Farther finance advisors  llc,SAN FRANCISCO,CA,"",44.0,122.0,0.0,0.0,4042,3306,-165.0,-78.9473684,CA,0.0000102,Q1 2023,645686,0001992825,,000302050,345 CALIFORNIA STREET,SUITE 600,94104
Federation des caisses desjardins du quebec,LEVIS,A8,"",5469.0,15696.0,0.0001,0.0001,1810,1669,227.0,4.3304082,A8,0.0012661,Q1 2024,670147,0002022297,,,100 RUE DES COMMANDEURS, ,G6V5C1
Fifth third bancorp,CINCINNATI,OH,"",213.0,611.0,0.0,0.0,2435,2498,195.0,1083.3333333,OH,0.0000493,Q1 2024,1040,0000035527,,000106275,38 FOUNTAIN SQ PLZ,FIFTH THIRD CENTER,45263
Financially speaking inc,GREENWOOD VILLAGE,CO,"",0.0,0.0,0.0,0.0028,"",119,-1042.0,-100.0,CO,0.0000000,Q4 2024,697507,0002040901,,000106255,5889 GREENWOOD PLAZA BLVD.,SUITE 400,80111
First horizon advisors  inc.,MEMPHIS,TN,"",217.0,622.0,0.0,0.0,2186,2117,0.0,0.0,TN,0.0000502,Q2 2021,248358,0001588539,,,"165 MADISON AVE., 14TH FL.", ,38103
First trust advisors lp,WHEATON,IL,"",0.0,0.0,0.0,0.0005,"",2224,-136362.0,-100.0,IL,0.0000000,Q3 2024,1082,0001125816,,000104889,120 EAST LIBERTY DRIVE,SUITE 400,60187
Flaharty asset management  llc,CLEARWATER,FL,"",412.0,1182.0,0.0002,0.0,472,,412.0,,FL,0.0000954,Q3 2024,358815,0001697882,,,311 PARK PLACE BLVD,STE 150,33759
Fmr llc,BOSTON,MA,"",149560.0,429236.0,0.0,0.0,2953,3214,91623.0,158.1424651,MA,0.0346244,Q1 2018,1098,0000315066,,,245 SUMMER STREET, ,02210
Fora capital  llc,MIAMI,FL,"",0.0,0.0,0.0,0.0086,"",369,-18793.0,-100.0,FL,0.0000000,Q3 2024,463907,0001742435,,000295393,1221 BRICKELL AVE,SUITE 900,33131
Fortitude family office  llc,SCOTTSDALE,AZ,"",0.0,0.0,0.0,0.0003,"",1172,-192.0,-100.0,AZ,0.0000000,Q4 2023,657277,0001950506,,000317615,7500 N DOBSON RD,SUITE 151,85256
Franklin resources inc,SAN MATEO,CA,"",0.0,0.0,0.0,0.0001,"",2369,-105128.0,-100.0,CA,0.0000000,Q3 2024,1125,0000038777,,000110783,ONE FRANKLIN PARKWAY,"BUILDING 920/2, LEGAL-FRI SECRETARY",94403
Game plan financial advisors  llc,WESTLAKE,OH,"",10.0,29.0,0.0,0.0,328,337,0.0,0.0,OH,0.0000023,Q2 2024,463705,0001802952,,000147608,26600,SUITE 270,44145
Garde capital  inc.,SEATTLE,WA,"",2.0,6.0,0.0,,826,,2.0,,WA,0.0000005,Q1 2025,272071,0001616328,,,1301 5TH AVENUE,STE 3030,98101
Geneos wealth management inc.,ENGLEWOOD,CO,"",1079.0,3097.0,0.0001,0.0001,2651,2407,83.0,8.3333333,CO,0.0002498,Q4 2024,115826,0001764754,,,9635 MAROON CIR,SUITE 100,80112
Geode capital management  llc,BOSTON,MA,"",9270969.0,26613325.0,0.0021,0.0026,1747,1682,999910.0,12.0892621,MA,2.1463070,Q1 2014,1188,0001214717,,000115504,100 SUMMER STREET,12TH FLOOR,02110
Ghp investment advisors  inc.,DENVER,CO,"",1.0,3.0,0.0,0.0,954,973,0.0,0.0,CO,0.0000002,Q2 2024,1192,0001401561,,,"1290 N BROADWAY, STE. 1100", ,80203
Glen eagle advisors  llc,KINGSTON,NJ,"",1353.0,3883.0,0.0006,0.0009,765,738,0.0,0.0,NJ,0.0003132,Q2 2021,120356,0002029317,,000282920,"4422C ROUTE 27, PO BOX 399", ,08528
Global wealth strategies & associates,DENVER,CO,"",15.0,43.0,0.0,0.0001,469,369,-89.0,-85.5769231,CO,0.0000035,Q4 2022,620924,0001912297,,000316072,3200 CHERRY CREEK SOUTH DRIVE,SUITE 280,80209
Gmt capital corp,ATLANTA,GA,"",1816151.0,5212353.0,0.2767,,34,,1816151.0,,GA,0.4204542,Q1 2025,1214,0001106191,,000160404,2859 PACES FERRY ROAD SE,SUITE 1710,30339
Golden state wealth management  llc,SANTA ANA,CA,"",85.0,244.0,0.0,0.0001,1547,1449,0.0,0.0,CA,0.0000197,Q4 2024,439582,0001776033,,,201 E. SANDPOINTE AVE,#460,92707
Goldman sachs group inc,NEW YORK,NY,"",6253564.0,17947729.0,0.0029,0.0028,2134,2225,1742775.0,38.6357021,NY,1.4477525,Q1 2016,1222,0000886982,,,200 WEST STREET, ,10282
Goldman sachs group inc,NEW YORK,NY,CALL,200000.0,574000.0,0.0001,0.0008,5099,3474,-1036900.0,-83.8305441,NY,N/A,Q4 2024,1222,0000886982,,,200 WEST STREET, ,10282
Goldman sachs group inc,NEW YORK,NY,PUT,0.0,0.0,0.0,0.0055,"",1599,-8724400.0,-100.0,NY,N/A,Q4 2024,1222,0000886982,,,200 WEST STREET, ,10282
Graham capital management  l.p.,ROWAYTON,CT,"",625783.0,1795997.0,0.0314,0.01,361,636,457856.0,272.651807,CT,0.1448740,Q4 2023,1236,0001315421,,000160925,40 HIGHLAND AVENUE, ,06853
Ground swell capital  llc,FOLLY BEACH,SC,"",10528.0,30215.0,0.065,,126,,10528.0,,SC,0.0024373,Q1 2025,272314,0001534450,,,105 WEST HURON AVENUE,SUITE 205,29439
Group one trading llc,CHICAGO,IL,"",198393.0,569388.0,0.0017,0.008,3065,1405,-610477.0,-75.4728201,IL,0.0459296,Q3 2023,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,CALL,5304800.0,15224776.0,0.0442,0.0794,423,203,-2769000.0,-34.2961183,IL,N/A,Q2 2016,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,PUT,163500.0,469245.0,0.0014,0.008,3270,1403,-650200.0,-79.9065995,IL,N/A,Q3 2017,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Hantz financial services  inc.,SOUTHFIELD,MI,"",2.0,0.0,0.0,0.0,1664,1076,0.0,0.0,MI,0.0000005,Q2 2024,113672,0001071061,383431708,,26200 AMERICAN DRIVE,FIFTH FLOOR,48034
Harbour investments  inc.,MADISON,WI,"",649.0,1863.0,0.0001,0.0001,3104,2855,-250.0,-27.8086763,WI,0.0001502,Q2 2022,114688,0000810121,,000019258,575 D'ONOFRIO DRIVE,SUITE 300,53719
Hbk investments l p,DALLAS,TX,CALL,0.0,0.0,0.0,0.0002,"",185,-2640.0,-100.0,TX,N/A,Q4 2022,1345,0001011443,,000115079,2300 NORTH FIELD STREET,STE 2200,75201
Hexagon capital partners llc,ROGERS,AR,"",40.0,115.0,0.0,0.0,1797,1788,0.0,0.0,AR,0.0000093,Q2 2023,488352,0001831542,,000305850,2107 S. 54TH STREET, ,72758
Hhm wealth advisors  llc,CHATTANOOGA,TN,"",113.0,325.0,0.0,0.0001,889,929,0.0,0.0,TN,0.0000262,Q3 2022,431293,0001750086,,000150843,1181 KING STREET, ,37403
