Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Jump financial  llc,CHICAGO,IL,"",1664400.0,4826760.0,0.0578,,420,,1664400.0,,IL,0.3244801,Q3 2025,488641,0001831577,,,600 W CHICAGO AVE,SUITE 600,60654
Kapitalo investimentos ltda,SAO PAULO,D5,"",0.0,0.0,0.0,0.0086,"",114,-12847.0,-100.0,D5,0.0000000,Q2 2025,665328,0001798686,,,"AVENIDA BRIGADEIRO FARIA LIMA, 3144",11TH FLOOR,01451-000
Keystone financial group,LEXINGTON,KY,"",12212.0,37850.0,0.0034,0.0034,423,423,0.0,0.0,KY,0.0023808,Q2 2024,391918,0001729299,,000170201,"527 WELLINGTON WAY, STE 225", ,40503
Kiker wealth management  llc,JASPER,GA,"",0.0,0.0,0.0,0.0052,"",368,-3000.0,-100.0,GA,0.0000000,Q1 2025,697487,0002042502,273317733,000154405,788 W. CHURCH ST, ,30143
Klp kapitalforvaltning as,OSLO,Q8,"",89192.0,258657.0,0.001,0.0012,1709,1633,0.0,0.0,Q8,0.0173883,Q4 2024,697519,0001717443,,,DRONNING EUFEMIAS GATE 10, ,0191
L & s advisors inc,LOS ANGELES,CA,PRN,2230000.0,2085050.0,0.2004,0.1757,117,125,242000.0,12.1730382,CA,N/A,Q3 2024,33860,0001392364,,000140923,11766 WILSHIRE BLVD,SUITE 845,90025
Landscape capital management  l.l.c.,ENGLEWOOD,NJ,"",414840.0,1203036.0,0.0763,,329,,414840.0,,NJ,0.0808744,Q3 2025,255969,0001536186,,000165336,285 GRAND AVENUE,BUILDING 1,07631
Larson financial group llc,ST LOUIS,MO,"",974.0,2825.0,0.0001,0.0001,2571,2274,0.0,0.0,MO,0.0001899,Q1 2021,392348,0001731061,,000140599,100 N BROADWAY,SUITE 1700,63102
Legacy financial strategies  llc,OVERLAND PARK,KS,"",10226.0,29655.0,0.0054,0.0062,135,127,0.0,0.0,KS,0.0019936,Q1 2025,401094,0001723925,431889313,000283553,"5400 COLLEGE BLVD., SUITE A", ,66211
Legal & general group plc,LONDON,X0,"",456578.0,1324076.0,0.0003,0.0004,2157,2090,-24203.0,-5.0341008,X0,0.0890114,Q3 2014,1673,0000764068,,,ONE COLEMAN STREET, ,EC2R 5AA
Los angeles capital management llc,LOS ANGELES,CA,"",25228.0,73161.0,0.0002,0.0003,1328,1270,0.0,0.0,CA,0.0049183,Q4 2024,1737,0001177206,020541198,000119033,11150 SANTA MONICA BLVD.,STE. 200,90025
Lpl financial llc,SAN DIEGO,CA,"",166481.0,482795.0,0.0001,0.0,4657,5176,118713.0,248.5199297,CA,0.0324560,Q3 2017,1705,0001403438,,000006413,4707 EXECUTIVE DRIVE, ,92121
Mackenzie financial corp,TORONTO ONTARIO,A6,"",22517.0,65299.0,0.0001,0.0001,1650,1640,0.0,0.0,A6,0.0043898,Q3 2024,1760,0000919859,000000000,000110338,180 QUEEN STREET WEST, ,M5V 3K1
Mai capital management,INDEPENDENCE,OH,"",119.0,346.0,0.0,0.0,3659,3806,0.0,0.0,OH,0.0000232,Q4 2024,1848,0001040197,,,6050 OAK TREE BLVD SUITE 500, ,44131
Main street group  ltd,GLEN ALLEN,VA,"",444.0,1288.0,0.0004,0.0005,617,562,0.0,0.0,VA,0.0000866,Q4 2023,661104,0001965796,,000175502,4510 COX ROAD,SUITE 102,23060
Man group plc,LONDON, ,"",0.0,0.0,0.0,0.0034,"",1451,-580637.0,-100.0, ,0.0000000,Q4 2024,292638,0001637460,,,"RIVERBANK HOUSE, 2 SWAN LANE", ,EC4R 3AD
Manufacturers life insurance company  the,CANADA,A6,"",226344.0,656398.0,0.0005,0.0006,2078,2009,4904.0,2.2145954,A6,0.0441265,Q1 2014,1783,0000928047,,,200 BLOOR STREET EAST,TORONTO ONTARIO,M4W 1E5
Marathon trading investment management llc,RADNOR,PA,"",153791.0,445994.0,0.0307,0.0667,161,119,-26171.0,-14.5425145,PA,0.0299821,Q3 2023,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,CALL,365900.0,1061110.0,0.073,0.1396,108,95,-10800.0,-2.8670029,PA,N/A,Q3 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,PUT,61600.0,178640.0,0.0123,0.0228,216,191,0.0,0.0,PA,N/A,Q1 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marshall wace  llp,LONDON,X0,"",12816068.0,37166599.0,0.0377,0.0419,417,370,817552.0,6.813776,X0,2.4985338,Q2 2022,1807,0001318757,000000000,000160885,GEORGE HOUSE,131 SLOANE STREET,SW1X 9AT
Marshall wace  llp,LONDON,X0,PUT,12900.0,37410.0,0.0,,2747,,12900.0,,X0,N/A,Q3 2025,1807,0001318757,000000000,000160885,GEORGE HOUSE,131 SLOANE STREET,SW1X 9AT
Marshall wace  llp,LONDON,X0,CALL,4400.0,12760.0,0.0,,2797,,4400.0,,X0,N/A,Q3 2025,1807,0001318757,000000000,000160885,GEORGE HOUSE,131 SLOANE STREET,SW1X 9AT
May hill capital  llc,COHASSET,MA,"",0.0,0.0,0.0,0.0114,"",199,-11127.0,-100.0,MA,0.0000000,Q2 2025,697806,0002056340,,,132 CHIEF JUSTICE CUSHING HIGHWAY,#70,02025
Mcf advisors llc,COVINGTON,KY,"",17338.0,50281.0,0.0031,0.0001,426,817,16754.0,2868.8356164,KY,0.0033801,Q1 2021,264156,0001602905,,000130372,50 E RIVERCENTER BLVD.,SUITE 300,41011
Meridian wealth management  llc,LEXINGTON,KY,"",22049.0,63942.0,0.0025,0.0029,702,663,0.0,0.0,KY,0.0042985,Q2 2024,358261,0001697300,,000151523,"100 W. MAIN STREET, SUITE 450", ,40507
Metlife investment management  llc,WHIPPANY,NJ,"",244028.0,707681.0,0.0034,0.0047,1646,1424,-16169.0,-6.2141377,NJ,0.0475740,Q4 2017,149931,0001529735,,000142463,ONE METLIFE WAY, ,07981
Millennium management llc,NEW YORK,NY,"",0.0,0.0,0.0,0.0005,"",4414,-322090.0,-100.0,NY,0.0000000,Q1 2014,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,PUT,16000.0,46400.0,0.0,,5808,,16000.0,,NY,N/A,Q3 2025,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,CALL,28000.0,81200.0,0.0,,5753,,28000.0,,NY,N/A,Q3 2025,1909,0001273087,,,399 PARK AVENUE, ,10022
Mirae asset global etfs holdings ltd.,CAUSEWAY BAY,K3,"",202248.0,586519.0,0.0009,0.0014,1789,1597,-36318.0,-15.2234602,K3,0.0394289,Q3 2024,365986,0001705339,,,"ROOM 1101, 11/F LEE GARDEN THREE",1 SUNNING ROAD,00000
Morgan stanley,NEW YORK,NY,"",2563235.0,7433383.0,0.0005,0.0008,3813,3241,-1470133.0,-36.4492652,NY,0.4997109,Q1 2014,1947,0000895421,,,1585 BROADWAY, ,10036
Mtm investment management  llc,SPARTANBURG,SC,"",109.0,316.0,0.0001,0.0001,708,711,0.0,0.0,SC,0.0000212,Q2 2025,497663,0001831416,,000297500,812 EAST MAIN STREET, ,29302
National bank of canada,MONTREAL,A8,"",1006.0,2917.0,0.0,0.0,2546,2571,1.0,0.0995025,A8,0.0001961,Q4 2021,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
Nemes rush group llc,NOVI,MI,"",9.0,26.0,0.0,0.0,676,716,0.0,0.0,MI,0.0000018,Q2 2023,641910,0001982273,,000312554,"39500 HIGH POINTE BLVD., SUITE 190", ,48375
Neuberger berman group llc,NEW YORK,NY,"",10266.0,29771.0,0.0,0.0,2012,1999,-1872.0,-15.4226396,NY,0.0020014,Q3 2024,63495,0001465109,,,1290 AVENUE OF THE AMERICAS, ,10104
New england capital financial advisors llc,MERIDEN,CT,"",21.0,61.0,0.0,0.0,414,415,0.0,0.0,CT,0.0000041,Q4 2022,623048,0001964652,,000109203,79 MAIN STREET, ,06451
New york state common retirement fund,ALBANY,NY,"",137818.0,399672.0,0.0005,0.0006,2022,1956,0.0,0.0,NY,0.0268681,Q2 2015,1999,0000810265,,,OFFICE OF THE STATE COMPTROLLER,"14TH FLOOR, 110 STATE STREET",12236
Nisa investment advisors  llc,ST. LOUIS,MO,"",10031.0,29090.0,0.0001,0.0001,1830,1852,2245.0,28.8338043,MO,0.0019556,Q1 2024,2014,0000937615,,000107313,7676 FORSYTH BLVD SUITE 1100,SUITE 1100,63105
Nomura holdings inc,TOKYO, ,"",36714.0,106471.0,0.0002,0.0002,1808,1353,8141.0,28.4919329, ,0.0071575,Q1 2025,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Nomura holdings inc,TOKYO, ,PUT,57500.0,166750.0,0.0003,0.0004,1791,1312,0.0,0.0, ,N/A,Q3 2022,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Norges bank,OSLO,Q8,"",0.0,0.0,,0.0,"",1682,-76909.0,-100.0,Q8,0.0000000,Q2 2025,2024,0001374170,,,BANKPLASSEN 2,P.O BOX 1179 SENTRUM,0107
Northern trust corp,CHICAGO,IL,"",3944039.0,11437714.0,0.0015,0.0016,2036,1964,119030.0,3.1118881,IL,0.7689031,Q1 2014,2043,0000073124,,000160034,50 S LASALLE ST, ,60603
Northwestern mutual wealth management company,MILWAUKEE,WI,"",685.0,1986.0,0.0,0.0,3390,2764,-2984.0,-81.3300627,WI,0.0001335,Q3 2019,2050,0001141802,,000153528,720 EAST WISCONSIN AVENUE, ,53202
Nuveen  llc,CHARLOTTE,NC,"",2266086.0,6571650.0,0.0017,0.0017,1775,1793,335112.0,17.3545579,NC,0.4417808,Q1 2025,713544,0001871926,,,"C/O TIAA, 8500 ANDREW CARNEGIE BLVD.",MAIL STOP SSC/C2/04,28262
Nvwm  llc,YARDLEY,PA,"",21.0,61.0,0.0,0.0,664,666,0.0,0.0,PA,0.0000041,Q4 2021,395271,0001697274,201813672,,820 TOWNSHIP LINE ROAD,SUITE 100,19067
Oconnor  a distinct business unit of ubs asset management americas (llc),CHICAGO,IL,"",38828.0,112601.0,0.0121,0.0063,141,300,-860.0,-2.1669018,IL,0.0075696,Q3 2023,3013,0001132716,,,ONE NORTH WACKER DRIVE 31ST FLOOR, ,60606
One capital management  llc,WESTLAKE VILLAGE,CA,"",15000.0,43500.0,0.0014,,483,,15000.0,,CA,0.0029243,Q3 2025,264418,0001606588,,000114861,3075 TOWNSGATE ROAD,SUITE 350,91361
Operose advisors llc,MILWAUKEE,WI,"",6.0,18.0,0.0,0.0,444,409,0.0,0.0,WI,0.0000012,Q4 2021,556175,0001909750,,000287465,"731 N. WATER STREET, SUITE 790", ,53202
Optimize financial inc,LAGUNA HILLS,CA,"",536082.0,1554638.0,0.8096,,17,,536082.0,,CA,0.1045109,Q3 2025,698003,0002033266,831085006,,23212 MILL CREEK DRIVE, ,92653
Optiver holding b.v.,AMSTERDAM,P7,"",2893.0,8390.0,0.0,0.0,1415,1076,304.0,11.7419853,P7,0.0005640,Q2 2024,513914,0001859606,,,STRAWINSKYLAAN 3095, ,1077 ZX
Osaic holdings  inc.,SCOTTSDALE,AZ,"",69286.0,194913.0,0.0003,0.0004,4232,3747,-11936.0,-14.6955258,AZ,0.0135075,Q2 2016,343642,0001677044,,,18700 HAYDEN RD.,SUITE 255,85225
Pacer advisors  inc.,MALVERN,PA,PRN,0.0,0.0,0.0,0.0003,"",1825,-160000.0,-100.0,PA,N/A,Q1 2022,272420,0001616667,,,500 CHESTERFIELD PARKWAY, ,19355
Pacifica partners inc.,SURREY,Z4,"",0.0,0.0,0.0,0.0,"",522,-8.0,-100.0,Z4,0.0000000,Q2 2021,462618,0001799900,,000162313,5455 152 STREET,SUITE 213,V3S 5A5
Pandora wealth  inc.,OAKBROOK TERRACE,IL,"",25.0,73.0,0.0,0.0,225,290,0.0,0.0,IL,0.0000049,Q1 2025,713488,0002045414,,000331816,1 MID AMERICA PLAZA,FLOOR 3,60181
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,"",28748.0,83369.0,0.0001,0.0002,1433,1398,0.0,0.0,CA,0.0056045,Q3 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parkside financial bank & trust,SAINT LOUIS,MO,"",194.0,563.0,0.0,0.0004,2519,1799,-1067.0,-84.6153846,MO,0.0000378,Q1 2022,104696,0001455267,,,8112 MARYLAND AVE,SUITE 101,63105
Peak6 llc,AUSTIN,TX,CALL,89600.0,259840.0,0.0004,0.0002,2393,2580,50000.0,126.2626263,TX,N/A,Q4 2024,106714,0001389958,,,2010 E. 6TH ST, ,78702
Peak6 llc,AUSTIN,TX,"",58331.0,169160.0,0.0002,0.0002,2514,2582,19000.0,48.3079505,TX,0.0113718,Q4 2024,106714,0001389958,,,2010 E. 6TH ST, ,78702
Peconic partners llc,NEW YORK,NY,"",2000000.0,5800000.0,0.1604,,10,,2000000.0,,NY,0.3899064,Q3 2025,2190,0001050464,,000108857,599 LEXINGTON AVENUE,46TH FLOOR,10022
Pentwater capital management lp,NAPLES,FL,PUT,100000.0,290000.0,0.0016,0.002,104,91,0.0,0.0,FL,N/A,Q1 2025,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
Pentwater capital management lp,NAPLES,FL,"",48626044.0,141015528.0,0.7887,,28,,48626044.0,,FL,9.4798040,Q3 2025,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
Pitcairn company,CONSHOHOCKEN,PA,"",0.0,0.0,0.0,0.0022,"",693,-10869.0,-100.0,PA,0.0000000,Q2 2025,101822,0000315014,,,161 WASHINGTON STREET,SUITE 801,19428
Pnc financial services group  inc.,PITTSBURGH,PA,"",44.0,128.0,0.0,0.0,4976,4797,-20.0,-31.25,PA,0.0000086,Q1 2014,2276,0000713676,,,THE TOWER AT PNC PLAZA,300 FIFTH AVENUE,15222-2401
Point72 (difc) ltd,DUBAI,C0,"",108673.0,315151.0,0.0206,0.0035,360,936,78929.0,265.3610812,C0,0.0211862,Q2 2025,670238,0002017863,000000000,000330656,"L34-02, LEVEL 34",ICD BROOKFIELD PLACE,00000
Point72 asia (singapore) pte. ltd.,SINGAPORE, ,"",16987.0,49262.0,0.0076,,565,,16987.0,, ,0.0033117,Q3 2025,328305,0001666791,980673506,000292069,"50 COLLYER QUAY, OUE BAYFRONT, #08-03", ,049321
Point72 asset management  l.p.,STAMFORD,CT,"",1500040.0,4350117.0,0.0073,0.0038,1118,1316,871877.0,138.7978916,CT,0.2924376,Q2 2025,261060,0001603466,,000283077,72 CUMMINGS POINT ROAD, ,06902
Point72 europe (london) llp,LONDON,X0,"",59949.0,173852.0,0.0085,,211,,59949.0,,X0,0.0116873,Q3 2025,358525,0001698051,981252905,000292074,8 ST JAMES'S SQUARE, ,SW1Y 4JU
Police & firemens retirement system of new jersey,TRENTON,NJ,"",120491.0,349424.0,0.0028,0.0029,1875,1765,21081.0,21.2061161,NJ,0.0234901,Q4 2024,697533,0002040686,,,50 W STATE STREET,SUITE 1100,08625
Price t rowe associates inc,BALTIMORE,MD,"",320773.0,931000.0,0.0001,0.0001,2108,2058,44879.0,16.2667546,MD,0.0625357,Q4 2020,2299,0000080255,520556948,,1307 POINT STREET, ,21231
Principal financial group inc,DES MOINES,IA,"",30093.0,87270.0,0.0,0.0,2197,2172,283.0,0.9493459,IA,0.0058667,Q2 2019,2304,0001126328,,000139897,711 HIGH STREET, ,50392
Principal securities  inc.,DES MOINES,IA,"",157.0,455.0,0.0,0.0,3550,3460,-25.0,-13.7362637,IA,0.0000306,Q2 2024,114242,0000012600,,000001137,711 HIGH STREET,711 HIGH STREET,50392
Private advisor group  llc,MORRISTOWN,NJ,"",11677.0,33866.0,0.0002,0.0002,2475,2367,40.0,0.3437312,NJ,0.0022765,Q2 2024,256122,0001567755,273463733,000155216,305 MADISON AVENUE, ,07960
Private trust company na,CLEVELAND,OH,"",23.0,67.0,0.0,0.0,2546,2456,0.0,0.0,OH,0.0000045,Q1 2023,2313,0001277557,,,1422 EUCLID AVENUE STE 1130, ,44115-2001
Private wealth asset management  llc,CEDAR RAPIDS,IA,"",923.0,2677.0,0.0003,0.0004,798,801,0.0,0.0,IA,0.0001799,Q1 2025,531726,0001883006,,,411 6TH AVENUE SE,STE. 360,52401
Proathlete wealth management llc,BOCA RATON,FL,"",32.0,92.0,0.0,0.0,225,313,0.0,0.0,FL,0.0000062,Q1 2025,661698,0002012065,,000317372,"4401 N. FEDERAL HWY, SUITE 201", ,33431
Proshare advisors llc,BETHESDA,MD,"",74440.0,215875.0,0.0005,0.0006,1657,1503,-14830.0,-16.6125238,MD,0.0145123,Q3 2024,2320,0001357955,,,7272 WISCONSIN AVENUE,21ST FLOOR,20814
Prudential financial inc,NEWARK,NJ,"",55885.0,161799.0,0.0002,0.0003,2234,2195,200.0,0.3591631,NJ,0.0108950,Q2 2024,2331,0001137774,,000107959,751 BROAD ST, ,07102
Public employees retirement association of colorado,DENVER,CO,"",28034.0,81000.0,0.0003,0.0003,1750,1703,0.0,0.0,CO,0.0054653,Q2 2021,2332,0000315297,,,1301 PENNSYLVANIA STREET, ,80203
Quadrature capital ltd,LONDON,X0,"",317338.0,921867.0,0.0109,0.0128,400,470,76864.0,31.9635387,X0,0.0618661,Q2 2025,313817,0001651424,,000331740,THE LEADENHALL BUILDING,122 LEADENHALL STREET,EC3V 4AB
Quarry lp,NEW YORK,NY,"",188.0,545.0,0.0001,,2068,,188.0,,NY,0.0000367,Q3 2025,624210,0001965207,,,331 PARK AVENUE SOUTH,3RD FLOOR,10010
Quent capital  llc,NEW YORK,NY,"",5.0,15.0,0.0,0.0,1421,,5.0,,NY,0.0000010,Q4 2022,558519,0001912338,831888530,000308203,1120 AVENUE OF THE AMERICAS,4TH FLOOR,10036
R squared ltd,HONG KONG, ,"",21700.0,62930.0,0.0271,,473,,21700.0,, ,0.0042305,Q3 2025,695106,0001896148,,,"ROOM 1810, 18/F, V-POINT","18 TANG LUNG STREET, CAUSEWAY BAY",0000
Raymond james financial inc,ST PETERSBURG,FL,"",74981.0,217445.0,0.0001,0.0,4586,5061,53473.0,248.6191185,FL,0.0146178,Q4 2024,6270,0000720005,,,880 CARILLON PKWY, ,33716
Red door wealth management  llc,MEMPHIS,TN,"",27100.0,78590.0,0.0083,0.0,289,,27100.0,,TN,0.0052832,Q3 2024,461914,0001783599,,000153235,756 RIDGE LAKE BOULEVARD, ,38120
Renaissance technologies llc,NEW YORK,NY,"",6640819.0,19258375.0,0.0254,0.0234,740,769,958800.0,16.8742836,NY,1.2946491,Q3 2023,2414,0001037389,260385758,000106661,800 THIRD AVE, ,10022
Rhumbline advisers,BOSTON,MA,"",637147.0,1847716.0,0.0015,0.0017,1960,1879,-18583.0,-2.8339408,MA,0.1242139,Q2 2014,2426,0001115418,,000107151,265 FRANKLIN ST,21ST FLOOR,02110
Rockefeller capital management l.p.,NEW YORK,NY,"",109.0,316.0,0.0,,4323,,109.0,,NY,0.0000212,Q3 2025,400642,0001739439,,000294197,"45 ROCKEFELLER PLAZA, 5TH FLOOR", ,10111
Root financial partners  llc,ENCINITAS,CA,"",222.0,644.0,0.0,,2119,,222.0,,CA,0.0000433,Q3 2025,633819,0001977181,,000290289,1106 2ND STREET,SUITE 102,92024
Rossby financial  lcc,MELBOURNE,FL,"",36.0,106.0,0.0,0.0,1455,1226,0.0,0.0,FL,0.0000070,Q1 2025,698079,0002056510,,000324631,2412 IRWIN STREET, ,32901
Royal bank of canada,TORONTO, ,"",314130.0,911000.0,0.0001,0.0003,4064,3338,-305675.0,-49.3179306, ,0.0612407,Q4 2014,2491,0001000275,,,ROYAL BANK PLAZA,200 BAY STREET,M5J 2J5
Russell investments group  ltd.,LONDON,WA,"",40598.0,117734.0,0.0001,0.0,2977,3331,37283.0,1124.6757164,WA,0.0079147,Q3 2021,356168,0001692234,,,REX HOUSE,10 REGENT STREET,SW1Y4PE
San luis wealth advisors llc,SAN LUIS OBISPO,CA,"",10249.0,31772.0,0.0068,0.0069,138,139,0.0,0.0,CA,0.0019981,Q3 2023,499360,0001844709,,,735 TANK FARM ROAD,SUITE 264,93401
Sbi securities company .  ltd.,TOKYO,M0,"",4919.0,14265.0,0.0004,0.0006,1595,1423,-1283.0,-20.6868752,M0,0.0009590,Q4 2024,681348,0001851815,000000000,,IZUMI GARDEN TOWER,1-6-1 ROPPONGI MINATO-KU,1066019
Sculptor capital lp,NEW YORK,NY,PUT,2249900.0,6524710.0,0.077,0.0298,174,220,1569300.0,230.5759624,NY,N/A,Q3 2024,2127,0001054587,133980578,000107913,9 WEST 57TH STREET,40TH FLOOR,10019
Sei investments company,OAKS,PA,"",70532.0,204528.0,0.0002,0.0003,2609,2529,1.0,0.0014178,PA,0.0137504,Q3 2024,12665,0000350894,,,1 FREEDOM VALLEY DRIVE, ,19456-1100
Sg americas securities  llc,NEW YORK,NY,"",0.0,0.0,0.0,0.0002,"",2793,-12383.0,-100.0,NY,0.0000000,Q2 2019,2629,0001313360,,,245 PARK AVENUE, ,10167
Signaturefd  llc,ATLANTA,GA,"",168.0,487.0,0.0,0.0,3197,3100,0.0,0.0,GA,0.0000328,Q1 2021,50499,0001456048,,000112758,1230 PEACHTREE STREET,SUITE 1800,30309
Simplex trading  llc,CHICAGO,IL,CALL,3298300.0,9565000.0,0.0049,0.0039,1000,1128,1075500.0,48.3849199,IL,N/A,Q4 2014,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Simplex trading  llc,CHICAGO,IL,PUT,1043900.0,3027000.0,0.0016,0.0009,1914,2365,555000.0,113.5201473,IL,N/A,Q3 2015,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Simplicity wealth llc,SUMMIT,NJ,"",16686.0,48389.0,0.0028,,694,,16686.0,,NJ,0.0032530,Q3 2025,558366,0001913243,,,475 SPRINGFIELD AVENUE, ,07901
Slt holdings llc,SCOTTSDALE,AZ,"",0.0,0.0,0.0,0.0924,"",102,-40012.0,-100.0,AZ,0.0000000,Q2 2025,697147,0002052222,,000328450,20707 N. PIMA ROAD,SUITE 205,85255
Smartleaf asset management llc,BOSTON,MA,"",425.0,1275.0,0.0001,0.0,2703,2700,404.0,1923.8095238,MA,0.0000829,Q3 2024,660377,0002010393,,000172273,ONE BOWDOIN SQUARE,10TH FLOOR,02114
Smithfield trust company,PITTSBURGH,PA,"",2262.0,7000.0,0.0003,0.0003,923,934,0.0,0.0,PA,0.0004410,Q1 2025,191665,0001019754,,,20 STANWIX STREET,SUITE 620,15222
Sound income strategies  llc,FT LAUDERDALE,FL,"",14.0,41.0,0.0,,1645,,14.0,,FL,0.0000027,Q3 2025,392597,0001730960,,000173272,500 WEST CYPRESS CREEK ROAD,SUITE 290,33309
Sovereign financial group  inc.,STAMFORD,CT,"",0.0,0.0,0.0,0.0067,"",310,-10452.0,-100.0,CT,0.0000000,Q2 2025,500832,0001846175,,,"35 WEST BROAD STREET, SUITE 100", ,06902
Sowell financial services llc,NORTH LITTLE ROCK,AR,"",0.0,0.0,0.0,0.0015,"",1032,-12115.0,-100.0,AR,0.0000000,Q1 2025,359443,0001633697,,000127145,5320 NORTHSHORE DRIVE, ,72118
Spire wealth management,MCLEAN,VA,"",4359.0,12641.0,0.0004,0.0003,1668,1736,1280.0,41.5719389,VA,0.0008498,Q4 2024,512774,0001858740,,000113908,7901 JONES BRANCH DR.,SUITE #800,22102
Squarepoint ops llc,NEW YORK,NY,CALL,44200.0,128180.0,0.0001,0.0001,4059,4083,0.0,0.0,NY,N/A,Q4 2023,297588,0001642575,,000172116,250 W. 55TH STREET,32ND FLOOR,10019
State board of administration of florida retirement system,TALLAHASSEE,FL,"",56960.0,165184.0,0.0003,0.0003,1952,1942,0.0,0.0,FL,0.0111045,Q3 2024,2761,0000938076,596001872,,"1801 HERMITAGE BLVD, SUITE 100",P.O. BOX 13300,32317-3300
State of wisconsin investment board,MADISON,WI,"",62878.0,182346.0,0.0004,0.0007,2272,2060,-33661.0,-34.8677736,WI,0.0122583,Q1 2021,2763,0000854157,,,"4703 MADISON YARDS WAY, SUITE 700", ,53705
State of wyoming,CHEYENNE,WY,"",59033.0,171196.0,0.0195,,1059,,59033.0,,WY,0.0115087,Q3 2025,555089,0001821626,,,122 WEST 25TH STREET, ,82002
State street corp,BOSTON,MA,"",10070072.0,29203209.0,0.001,0.0011,2031,1985,871963.0,9.4798072,MA,1.9631930,Q1 2014,2764,0000093751,,,1 CONGRESS STREET,SUITE 1,02114
Sterling capital management llc,CHARLOTTE,NC,"",30143.0,87415.0,0.0013,0.0005,1564,1590,18389.0,156.4488685,NC,0.0058765,Q3 2024,2777,0001329883,,000135405,4350 CONGRESS STREET,SUITE 1000,28209
Steward partners investment advisory  llc,STAMFORD,CT,"",283.0,822.0,0.0,0.0,4073,4088,277.0,4616.6666667,CT,0.0000552,Q1 2025,383910,0001723397,,000283004,400 ATLANTIC STREET,10TH FLOOR,06901-3512
Stifel financial corp,ST. LOUIS,MO,"",17222.0,49948.0,0.0,0.0001,3490,3411,-792.0,-4.3965804,MO,0.0033575,Q4 2018,6756,0000720672,,,ATTN: JAMES G. LASCHOBER,501 N. BROADWAY,63102-2102
Susquehanna fundamental investments  llc,BALA CYNWYD,PA,"",447697.0,1298321.0,0.0507,0.0373,295,400,0.0,0.0,PA,0.0872800,Q4 2024,79831,0001446179,,,401 E. CITY AVENUE,SUITE 220,19004
Susquehanna international group  llp,BALA CYNWYD,PA,"",2166023.0,6281467.0,0.0007,0.0003,3727,5676,1487834.0,219.3833872,PA,0.4222732,Q2 2014,36674,0001446194,,,"401 CITY AVENUE, SUITE 220", ,19004
Susquehanna international group  llp,BALA CYNWYD,PA,PUT,1764000.0,5115600.0,0.0006,0.0006,4058,4259,370500.0,26.5877287,PA,N/A,Q1 2015,36674,0001446194,,,"401 CITY AVENUE, SUITE 220", ,19004
Susquehanna international group  llp,BALA CYNWYD,PA,CALL,4511400.0,13083060.0,0.0015,0.0023,2692,2232,-743900.0,-14.1552338,PA,N/A,Q2 2014,36674,0001446194,,,"401 CITY AVENUE, SUITE 220", ,19004
Susquehanna portfolio strategies  llc,BALA CYNWYD,PA,"",1588975.0,4608028.0,0.0731,,325,,1588975.0,,PA,0.3097758,Q3 2025,660802,0001996449,,,401 E. CITY AVE,SUITE 220,19004
Swiss national bank,ZURICH,V8,"",839791.0,2435394.0,0.0014,0.0015,1756,1647,14500.0,1.756956,V8,0.1637200,Q2 2014,222919,0001582202,,,BOERSENSTRASSE 15,P.O. BOX 2800,CH-8022
Symmetry investments lp,ST HELIER, ,CALL,60000.0,174000.0,0.0084,,138,,60000.0,, ,N/A,Q3 2025,499293,0001691919,,000017148,"10 LE CAPELAIN HOUSE, CASTLE QUAY",LA RUE DE L ETAU,JE2 3EH
Td private client wealth llc,NEW YORK,NY,"",214.0,621.0,0.0,,1428,,214.0,,NY,0.0000417,Q3 2025,251738,0001551017,,,"1 VANDERBILT AVENUE, 23RD FLOOR", ,10017
Td waterhouse canada inc.,TORONTO,A6,"",4010.0,11830.0,0.0001,0.0001,1502,1430,0.0,0.0,A6,0.0007818,Q4 2022,651386,0001999606,,,66 WELLINGTON STREET WEST,"15TH FLOOR, TD TOWER",M5K 1A2
