Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Gts securities llc,NEW YORK,NY,PUT,279321.0,1270911.0,0.0028,0.0024,1950,1970,57500.0,25.9218018,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Gts securities llc,NEW YORK,NY,"",90136.0,410119.0,0.0009,,3005,,90136.0,,NY,0.0249439,Q3 2024,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Guggenheim capital llc,CHICAGO,IL,"",13718.0,62417.0,0.0004,0.0004,1844,1844,1959.0,16.6595799,IL,0.0037963,Q2 2024,1284,0001283072,000000000,,227 WEST MONROE,SUITE 4900,60606
Hantz financial services  inc.,SOUTHFIELD,MI,"",2.0,0.0,0.0,0.0,1058,1046,0.0,0.0,MI,0.0000006,Q2 2024,113672,0001071061,383431708,,26200 AMERICAN DRIVE,FIFTH FLOOR,48034
Hap trading  llc,NEW YORK,NY,CALL,0.0,0.0,,0.0013,"",572,-15913.0,-100.0,NY,N/A,Q1 2019,70797,0001484972,,,"395 HUDSON STREET, 10TH FLOOR", ,10014
Harbour investments  inc.,MADISON,WI,"",932.0,4241.0,0.0001,0.0001,2679,2653,250.0,36.6568915,WI,0.0002579,Q2 2022,114688,0000810121,,000019258,575 D'ONOFRIO DRIVE,SUITE 300,53719
Hartford financial management inc.,WEST HARTFORD,CT,"",0.0,0.0,,0.0,"",394,-10.0,-100.0,CT,0.0000000,Q2 2024,1326,0001352526,,000105039,65 LASALLE ROAD SUITE 307, ,06107
Hbk investments l p,DALLAS,TX,CALL,2640.0,12910.0,0.0002,0.0001,170,165,0.0,0.0,TX,N/A,Q1 2023,1345,0001011443,,000115079,2300 NORTH FIELD STREET,STE 2200,75201
Headlands technologies llc,CHICAGO,IL,"",109954.0,500291.0,0.0575,,344,,109954.0,,IL,0.0304283,Q3 2024,624258,0001570271,,,110 N. WACKER DRIVE,54TH FLOOR,60606
Hexagon capital partners llc,ROGERS,AR,"",40.0,182.0,0.0,0.0001,1497,1336,-50.0,-55.5555556,AR,0.0000111,Q2 2023,488352,0001831542,,000305850,2107 S. 54TH STREET, ,72758
Hhm wealth advisors  llc,CHATTANOOGA,TN,"",113.0,515.0,0.0001,0.0001,742,752,0.0,0.0,TN,0.0000313,Q3 2022,431293,0001750086,,000150843,1181 KING STREET, ,37403
Hightower advisors  llc,CHICAGO,IL,"",0.0,0.0,,0.0001,"",3312,-10617.0,-100.0,IL,0.0000000,Q2 2024,57800,0001462245,,000145323,200 W. MADISON ST.,SUITE 2500,60606
Hightower advisors  llc,CHICAGO,IL,CALL,0.0,0.0,,0.0,"",3636,-100.0,-100.0,IL,N/A,Q2 2024,57800,0001462245,,000145323,200 W. MADISON ST.,SUITE 2500,60606
Hilltop national bank,CASPER,WY,"",106.0,482.0,0.0001,0.0002,800,805,0.0,0.0,WY,0.0000293,Q1 2024,669113,0002021658,,000020529,P O BOX 2680, ,82602
Hollencrest capital management,NEWPORT BEACH,CA,"",533.0,2425.0,0.0001,0.0001,936,902,0.0,0.0,CA,0.0001475,Q4 2022,1399,0001161722,,000046217,"100 BAYVIEW CIRCLE, SUITE 500", ,92660
Householder group estate & retirement specialist  llc,SCOTTSDALE,AZ,"",3300.0,15000.0,0.0044,0.0031,741,792,1000.0,43.4782609,AZ,0.0009132,Q2 2024,565701,0001881590,463565813,000169045,8985 E. BELL ROAD, ,85260
Hrt financial lp,NEW YORK,NY,PUT,38400.0,174000.0,0.0009,,2006,,38400.0,,NY,N/A,Q3 2024,124305,0001475597,,000152144,"3 WORLD TRADE CENTER, 175 GREENWICH STRE",76TH FLOOR,10007
Hsbc holdings plc,LONDON, ,"",72498.0,333931.0,0.0002,0.0001,2285,2643,39456.0,119.4116579, ,0.0200628,Q2 2015,1422,0000873630,,,8 CANADA SQUARE, ,E14 5HQ
Hudson bay capital management lp,STAMFORD,CT,CALL,130000.0,591500.0,0.0024,,716,,130000.0,,CT,N/A,Q3 2024,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Hudson bay capital management lp,STAMFORD,CT,PUT,130000.0,591500.0,0.0024,,717,,130000.0,,CT,N/A,Q3 2024,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Hudson bay capital management lp,STAMFORD,CT,"",39847.0,181304.0,0.0007,,752,,39847.0,,CT,0.0110271,Q2 2023,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Huntington national bank,COLUMBUS,OH,"",471.0,2143.0,0.0,,2228,,471.0,,OH,0.0001303,Q3 2024,1431,0000049205,,,41 SOUTH HIGH STREET,HC 1122,43216
Ifp advisors  inc,TAMPA,FL,"",1228.0,5586.0,0.0002,0.0004,2632,2346,-763.0,-38.322451,FL,0.0003398,Q1 2020,327916,0001641866,,,3030 NORTH ROCKY POINT DRIVE W. STE 700, ,33607
Imc-chicago  llc,CHICAGO,IL,"",552922.0,2515795.0,0.0014,0.0019,1595,1375,-61163.0,-9.9600218,IL,0.1530135,Q1 2022,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,CALL,3336300.0,15180165.0,0.0083,0.0085,681,683,522800.0,18.5818376,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,PUT,1315400.0,5985070.0,0.0033,0.005,1094,892,-337800.0,-20.4330994,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Inceptionr llc,LAFAYETTE,CA,"",29238.0,133033.0,0.0325,0.0312,583,541,7012.0,31.5486367,CA,0.0080912,Q2 2024,624241,0001821561,,000310565,3427 ST MARYS RD, ,94549
Intech investment management llc,WEST PALM BEACH,FL,"",65656.0,298735.0,0.0033,,1527,,65656.0,,FL,0.0181694,Q3 2024,107041,0001086318,,,250 SOUTH AUSTRALIAN AVE,SUITE 1700,33401
Invesco ltd.,ATLANTA,GA,"",767428.0,3491799.0,0.0007,0.0008,2406,2338,26185.0,3.5325797,GA,0.2123751,Q4 2016,147,0000914208,980557567,000000000,1331 SPRING STREET NE,SUITE 2500,30309
Ionic capital management llc,NEW YORK,NY,"",50177.0,228305.0,0.0395,0.0551,114,104,-14627.0,-22.5711376,NY,0.0138858,Q2 2024,1493,0001386462,680629832,000156400,475 FIFTH AVENUE,9TH FLOOR,10017
Ionic capital management llc,NEW YORK,NY,CALL,100000.0,455000.0,0.0788,,100,,100000.0,,NY,N/A,Q3 2024,1493,0001386462,680629832,000156400,475 FIFTH AVENUE,9TH FLOOR,10017
Iron horse wealth management  llc,JOHSTON,IA,"",32.0,146.0,0.0,0.0001,489,465,0.0,0.0,IA,0.0000089,Q4 2021,496059,0001836270,,000165164,8711 WINDSOR PKWY STE. 4, ,50131
J. goldman & company lp,NEW YORK,NY,"",41825.0,190304.0,0.0053,0.0081,419,394,-15744.0,-27.3480519,NY,0.0115745,Q2 2024,132697,0001412741,,,510 MADISON AVENUE,26TH FLOOR,10022
Jamison private wealth management  inc.,MILTON,GA,"",14.0,64.0,0.0,0.0,452,422,0.0,0.0,GA,0.0000039,Q1 2024,656514,0002006637,,,12630 CRABAPPLE ROAD,SUITE 300,30004
Jane street group  llc,NEW YORK,NY,"",431074.0,1961387.0,0.0004,0.0038,4517,1527,-2873711.0,-86.9560652,NY,0.1192938,Q4 2016,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,CALL,2228200.0,10138310.0,0.0022,0.003,1901,1771,-384600.0,-14.7198408,NY,N/A,Q1 2018,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,PUT,1217600.0,5540080.0,0.0012,0.0016,2686,2567,-174400.0,-12.5287356,NY,N/A,Q4 2017,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Janus henderson group plc,LONDON,X0,"",128574.0,585655.0,0.0003,0.0002,1958,2028,36231.0,39.2352425,X0,0.0355811,Q3 2023,1357,0001274173,,000119232,201 BISHOPSGATE, ,EC2M 3AE
Jefferies financial group inc.,NEW YORK,NY,"",60000.0,273000.0,0.002,,1146,,60000.0,,NY,0.0166042,Q3 2024,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,CALL,43200.0,196560.0,0.0014,,1229,,43200.0,,NY,N/A,Q3 2024,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,PUT,37500.0,170625.0,0.0012,,1242,,37500.0,,NY,N/A,Q3 2024,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jfs wealth advisors  llc,HERMITAGE,PA,"",7.0,32.0,0.0,0.0,1946,1971,0.0,0.0,PA,0.0000019,Q1 2021,199248,0001568068,,000145051,1479 N. HERMITAGE RD, ,16148
Jones financial companies lllp,DES PERES,MO,"",56.0,252.0,0.0,0.0,2931,2372,-1.0,-1.754386,MO,0.0000155,Q2 2024,80298,0000815917,,,12555 MANCHESTER ROAD, ,63131
Jpmorgan chase & company,NEW YORK,NY,"",1182049.0,5378323.0,0.0004,0.0001,3178,4219,959642.0,431.4801243,NY,0.3271158,Q1 2014,1505,0000019617,,,383 MADISON AVENUE,270 PARK AVENUE,10017
Jump financial  llc,CHICAGO,IL,"",12633.0,57480.0,0.0012,,1553,,12633.0,,IL,0.0034960,Q3 2023,488641,0001831577,,,600 W CHICAGO AVE,SUITE 600,60654
K2 principal fund  l.p.,TORONTO,A6,PUT,0.0,0.0,,0.0695,"",151,-75000.0,-100.0,A6,N/A,Q2 2024,56066,0001461790,000000000,,2 BLOOR STREET WEST,SUITE 801,M4W 3E2
Kbc group nv,BRUSSELS,C9,"",8234.0,37000.0,0.0001,,1800,,8234.0,,C9,0.0022786,Q3 2023,22415,0001411133,,,HAVENLAAN 2, ,1080
Keel point  llc,HUNTSVILLE,AL,"",20334.0,92520.0,0.0077,0.0095,437,430,0.0,0.0,AL,0.0056272,Q2 2023,383,0001386935,200166451,000127902,100 CHURCH STREET,SUITE 500,35801
Kestra advisory services  llc,AUSTIN,TX,"",0.0,0.0,,0.0003,"",2559,-10395.0,-100.0,TX,0.0000000,Q1 2023,488550,0001830819,352552359,,5707 SOUTHWEST PARKWAY,"BUILDING 2, SUITE 400",78735
Keystone financial group,LEXINGTON,KY,"",12357.0,56224.0,0.0072,0.022,368,163,0.0,0.0,KY,0.0034196,Q2 2024,391918,0001729299,,000170201,"527 WELLINGTON WAY, STE 225", ,40503
Kore advisors lp,BOYNTON BEACH,FL,PUT,447000.0,2033850.0,0.5841,1.7649,15,12,-781600.0,-63.6171252,FL,N/A,Q4 2023,660315,0001971339,,,1501 CORPORATE DRIVE,SUITE 120,33426
L & s advisors inc,LOS ANGELES,CA,PRN,1378000.0,1136850.0,0.1188,,175,,1378000.0,,CA,N/A,Q3 2024,33860,0001392364,,000140923,11766 WILSHIRE BLVD,SUITE 845,90025
Larson financial group llc,ST LOUIS,MO,"",974.0,4432.0,0.0003,0.0004,1694,1412,-192.0,-16.4665523,MO,0.0002695,Q1 2021,392348,0001731061,,000140599,100 N BROADWAY,SUITE 1700,63102
Larson financial group llc,ST LOUIS,MO,PUT,500.0,1816.0,0.0001,0.0001,1874,1596,0.0,0.0,MO,N/A,Q2 2024,392348,0001731061,,000140599,100 N BROADWAY,SUITE 1700,63102
Legacy investment solutions  llc,BOISE,ID,"",4.0,19.0,0.0,,700,,4.0,,ID,0.0000011,Q3 2024,688134,0002044858,,000322695,"13965 CHINDEN BLVD, #100", ,83709
Legacy wealth managment  llc,BOISE,ID,"",4.0,19.0,0.0,,700,,4.0,,ID,0.0000011,Q3 2024,688228,0002045082,,000174767,13965 W. CHINDEN BLVD., ,83713
Legal & general group plc,LONDON,X0,"",314345.0,1430414.0,0.0004,0.0004,2108,2083,31069.0,10.9677488,X0,0.0869906,Q3 2014,1673,0000764068,,,ONE COLEMAN STREET, ,EC2R 5AA
Lmr partners llp,LONDON,X0,CALL,1158700.0,5272085.0,0.042,0.049,356,295,-6800.0,-0.5834406,X0,N/A,Q2 2023,262724,0001578621,,000159639,"9TH FLOOR, DEVONSHIRE HOUSE",MAYFAIR PLACE,W1J 8AJ
Lmr partners llp,LONDON,X0,PUT,413600.0,1881880.0,0.015,0.0062,623,716,266000.0,180.2168022,X0,N/A,Q2 2024,262724,0001578621,,000159639,"9TH FLOOR, DEVONSHIRE HOUSE",MAYFAIR PLACE,W1J 8AJ
Lpl financial llc,SAN DIEGO,CA,"",66169.0,301071.0,0.0001,0.0002,4429,4241,3745.0,5.9992951,CA,0.0183114,Q3 2017,1705,0001403438,,000006413,4707 EXECUTIVE DRIVE, ,92121
Mackenzie financial corp,TORONTO ONTARIO,A6,"",18117.0,82432.0,0.0001,,1506,,18117.0,,A6,0.0050136,Q3 2024,1760,0000919859,000000000,000110338,180 QUEEN STREET WEST, ,M5V 3K1
Macquarie group ltd,"SYDNEY, NSW 2000", ,"",0.0,0.0,,0.0,"",1634,-3795.0,-100.0, ,0.0000000,Q1 2024,26577,0001418333,,,1 ELIZABETH STREET, ,2000
Main street group  ltd,GLEN ALLEN,VA,"",554.0,2522.0,0.001,0.0013,544,569,-50.0,-8.2781457,VA,0.0001533,Q4 2023,661104,0001965796,,000175502,4510 COX ROAD,SUITE 102,23060
Manufacturers life insurance company  the,CANADA,A6,"",176232.0,801856.0,0.0007,0.0007,2033,2008,25489.0,16.9089112,A6,0.0487698,Q1 2014,1783,0000928047,,,200 BLOOR STREET EAST,TORONTO ONTARIO,M4W 1E5
Marathon asset management lp,NEW YORK,NY,"",1017510.0,4629671.0,2.2832,,4,,1017510.0,,NY,0.2815819,Q3 2024,1786,0001279913,,000124613,ONE BRYANT PARK,38TH FLOOR,10036
Marathon trading investment management llc,RADNOR,PA,CALL,593300.0,2699515.0,0.2438,0.2615,63,61,-100000.0,-14.4237704,PA,N/A,Q3 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,"",153862.0,700072.0,0.0632,0.1569,117,77,-262300.0,-63.0283399,PA,0.0425792,Q3 2023,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,PUT,14800.0,67340.0,0.0061,0.015,245,188,-25100.0,-62.9072682,PA,N/A,Q1 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Mariner  llc,OVERLAND PARK,KS,"",11655.0,53030.0,0.0001,0.0001,3186,3051,1118.0,10.6102306,KS,0.0032254,Q2 2024,60278,0001373442,,,5700 W. 112TH STREET,SUITE 500,66211
Marshall wace  llp,LONDON,X0,"",1511412.0,6876926.0,0.0084,0.009,889,884,151009.0,11.1003137,X0,0.4182624,Q2 2022,1807,0001318757,000000000,000160885,GEORGE HOUSE,131 SLOANE STREET,SW1X 9AT
Mather group  llc.,CHICAGO,IL,"",0.0,0.0,,0.0,"",2161,-16.0,-100.0,IL,0.0000000,Q2 2024,145880,0001527641,,000156005,353 N. CLARK STREET,SUITE 2775,60654
Mayflower financial advisors  llc,BOSTON,MA,"",10053.0,45741.0,0.0069,0.0082,370,354,-4.0,-0.0397733,MA,0.0027820,Q1 2024,508931,0001852930,,,265 FRANKLIN STREET,SUITE 401,02110
Mcf advisors llc,COVINGTON,KY,"",334.0,1520.0,0.0001,0.0001,863,866,0.0,0.0,KY,0.0000924,Q1 2021,264156,0001602905,,000130372,50 E RIVERCENTER BLVD.,SUITE 300,41011
Meridian wealth management  llc,LEXINGTON,KY,"",15649.0,71203.0,0.0035,0.0087,618,282,975.0,6.6444051,KY,0.0043306,Q2 2024,358261,0001697300,,000151523,"100 W. MAIN STREET, SUITE 450", ,40507
Metlife investment management  llc,WHIPPANY,NJ,"",192826.0,877358.0,0.005,0.0021,1465,1926,122609.0,174.6144096,NJ,0.0533619,Q4 2017,149931,0001529735,,000142463,ONE METLIFE WAY, ,07981
Mfa wealth advisors  llc,PITTSBURGH,PA,"",59.0,268.0,0.0001,0.0001,453,468,0.0,0.0,PA,0.0000163,Q2 2024,392605,0001688184,,000171984,650 WASHINGTON ROAD,SUITE 8000,15228
Millennium management llc,NEW YORK,NY,"",23218.0,105642.0,0.0001,0.0002,5569,4553,-82088.0,-77.9518736,NY,0.0064253,Q1 2014,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,PUT,48700.0,221585.0,0.0001,,5381,,48700.0,,NY,N/A,Q3 2024,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,CALL,27700.0,126035.0,0.0001,,5541,,27700.0,,NY,N/A,Q3 2024,1909,0001273087,,,399 PARK AVENUE, ,10022
Mirae asset global etfs holdings ltd.,CAUSEWAY BAY,K3,"",185241.0,842847.0,0.0019,,1635,,185241.0,,K3,0.0512629,Q3 2024,365986,0001705339,,,"ROOM 1101, 11/F LEE GARDEN THREE",1 SUNNING ROAD,00000
Moisand fitzgerald tamayo  llc,ORLANDO,FL,"",6.0,28.0,0.0,0.0,615,590,0.0,0.0,FL,0.0000017,Q1 2021,327779,0001649107,,,300 SOUTH ORANGE AVENUE,SUITE 1170,32801
Morgan stanley,NEW YORK,NY,"",10318365.0,46948567.0,0.0034,0.0032,1888,1936,2019662.0,24.3370801,NY,2.8554652,Q1 2014,1947,0000895421,,,1585 BROADWAY, ,10036
Moser wealth advisors  llc,BELLEVUE,WA,"",34.0,155.0,0.0001,0.0001,140,150,0.0,0.0,WA,0.0000094,Q4 2023,463477,0001803081,911919599,,2135 112TH AVE NE STE 100, ,98004
Mv capital management  inc.,BETHESDA,MD,"",28.0,128.0,0.0,0.0,942,798,-12.0,-30.0,MD,0.0000077,Q1 2024,291703,0001633366,,,3 BETHESDA METRO CENTER,SUITE 650,20814
National bank of canada,MONTREAL,A8,"",713.0,3244.0,0.0,0.0,2291,2070,-1863.0,-72.3214286,A8,0.0001973,Q4 2021,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
National bank of canada,MONTREAL,A8,PUT,20.0,9100.0,0.0,,2102,,20.0,,A8,N/A,Q3 2024,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
Natixis,PARIS,I0,"",6.0,27.0,0.0,0.0,939,968,0.0,0.0,I0,0.0000017,Q3 2022,1979,0001274981,000000000,,"7, PROMENADE GERMAINE SABLON", ,75013
Nemes rush group llc,NOVI,MI,"",9.0,33.0,0.0,0.0,603,599,0.0,0.0,MI,0.0000025,Q2 2023,641910,0001982273,,000312554,"39500 HIGH POINTE BLVD., SUITE 190", ,48375
Neuberger berman group llc,NEW YORK,NY,"",14231.0,64751.0,0.0001,,1864,,14231.0,,NY,0.0039382,Q3 2024,63495,0001465109,,,1290 AVENUE OF THE AMERICAS, ,10104
New england capital financial advisors llc,MERIDEN,CT,"",21.0,96.0,0.0,0.0001,388,388,0.0,0.0,CT,0.0000058,Q4 2022,623048,0001964652,,000109203,79 MAIN STREET, ,06451
New york state common retirement fund,ALBANY,NY,"",80318.0,365447.0,0.0005,0.0008,2061,1992,-34500.0,-30.0475535,NY,0.0222269,Q2 2015,1999,0000810265,,,OFFICE OF THE STATE COMPTROLLER,"14TH FLOOR, 110 STATE STREET",12236
Newedge advisors  llc,NEW ORLEANS,LA,"",1365.0,6211.0,0.0,0.0,3087,3068,262.0,23.7533998,LA,0.0003777,Q4 2022,289067,0001633516,,,858 CAMP STREET, ,70130
Nisa investment advisors  llc,ST. LOUIS,MO,"",4409.0,20061.0,0.0001,0.0001,1911,1972,709.0,19.1621622,MO,0.0012201,Q1 2024,2014,0000937615,,000107313,7676 FORSYTH BLVD SUITE 1100,SUITE 1100,63105
Nomura holdings inc,TOKYO, ,CALL,500000.0,2275000.0,0.0052,,902,,500000.0,, ,N/A,Q3 2024,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Nomura holdings inc,TOKYO, ,PUT,91700.0,417235.0,0.001,,1288,,91700.0,, ,N/A,Q3 2022,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Northern trust corp,CHICAGO,IL,"",2947873.0,13412822.0,0.0022,0.0012,1888,2212,1556612.0,111.8849734,IL,0.8157832,Q1 2014,2043,0000073124,,000160034,50 S LASALLE ST, ,60603
Northwestern mutual wealth management company,MILWAUKEE,WI,"",360.0,1638.0,0.0,0.0,3163,3154,61.0,20.4013378,WI,0.0000996,Q3 2019,2050,0001141802,,000153528,720 EAST WISCONSIN AVENUE, ,53202
Nuveen asset management  llc,CHICAGO,IL,"",838492.0,3815139.0,0.0011,0.0014,2114,1981,-104883.0,-11.1178482,IL,0.2320411,Q2 2019,132953,0001521019,,000155584,333 W. WACKER DRIVE, ,60606
Nvwm  llc,YARDLEY,PA,"",24.0,109.0,0.0,0.0,629,616,3.0,14.2857143,PA,0.0000066,Q4 2021,395271,0001697274,201813672,,820 TOWNSHIP LINE ROAD,SUITE 100,19067
Oak thistle llc,NEW YORK,NY,"",0.0,0.0,,0.2813,"",156,-76106.0,-100.0,NY,0.0000000,Q4 2023,552594,0001755987,,000299086,PO BOX 230028, ,10023-9998
Oconnor  a distinct business unit of ubs asset management americas (llc),CHICAGO,IL,"",77028.0,350477.0,0.0086,0.0109,364,377,-840.0,-1.0787487,IL,0.0213164,Q3 2023,3013,0001132716,,,ONE NORTH WACKER DRIVE 31ST FLOOR, ,60606
Operose advisors llc,MILWAUKEE,WI,"",6.0,27.0,0.0,0.0,610,578,0.0,0.0,WI,0.0000017,Q4 2021,556175,0001909750,,000287465,"731 N. WATER STREET, SUITE 790", ,53202
Optiver holding b.v.,AMSTERDAM,P7,"",1337.0,6083.0,0.0,0.0,785,595,-5537.0,-80.5498982,P7,0.0003700,Q2 2024,513914,0001859606,,,STRAWINSKYLAAN 3095, ,1077 ZX
Org partners llc,ROANOKE,IN,"",32.0,145.0,0.0,0.0,1113,1607,0.0,0.0,IN,0.0000089,Q2 2023,635678,0001979372,,000312728,13548 ZUBRICK RD, ,46783
Osaic holdings  inc.,SCOTTSDALE,AZ,"",62176.0,282859.0,0.0006,0.0008,3359,3122,-3823.0,-5.792512,AZ,0.0172064,Q2 2016,343642,0001677044,,,18700 HAYDEN RD.,SUITE 255,85225
Osaic holdings  inc.,SCOTTSDALE,AZ,CALL,1.0,33.0,0.0,,7322,,1.0,,AZ,N/A,Q3 2024,343642,0001677044,,,18700 HAYDEN RD.,SUITE 255,85225
Pacer advisors  inc.,MALVERN,PA,PRN,0.0,0.0,,0.0002,"",1757,-120000.0,-100.0,PA,N/A,Q1 2022,272420,0001616667,,,500 CHESTERFIELD PARKWAY, ,19355
Pacifica partners inc.,SURREY,Z4,"",8.0,36.0,0.0,0.0,501,529,0.0,0.0,Z4,0.0000022,Q2 2021,462618,0001799900,,000162313,5455 152 STREET,SUITE 213,V3S 5A5
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,"",28044.0,127600.0,0.0002,0.0003,1752,1659,0.0,0.0,CA,0.0077608,Q3 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,PUT,1000.0,4550.0,0.0,0.0,1949,1894,0.0,0.0,CA,N/A,Q2 2024,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,CALL,10400.0,47320.0,0.0001,0.0001,1838,1754,0.0,0.0,CA,N/A,Q1 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parkside financial bank & trust,SAINT LOUIS,MO,"",1261.0,5738.0,0.0008,0.001,1400,1312,0.0,0.0,MO,0.0003490,Q1 2022,104696,0001455267,,,8112 MARYLAND AVE,SUITE 101,63105
Peak6 investments llc,CHICAGO,IL,CALL,476400.0,2167620.0,0.0048,0.0028,1462,1757,258700.0,118.8332568,IL,N/A,Q2 2024,2188,0001756111,384087834,,"141 W. JACKSON, SUITE 500", ,60604
Peak6 investments llc,CHICAGO,IL,"",35889.0,163295.0,0.0004,0.0007,2855,2570,-21760.0,-37.7456677,IL,0.0099318,Q2 2024,2188,0001756111,384087834,,"141 W. JACKSON, SUITE 500", ,60604
Peak6 investments llc,CHICAGO,IL,PUT,0.0,0.0,,0.0002,"",3072,-16600.0,-100.0,IL,N/A,Q2 2024,2188,0001756111,384087834,,"141 W. JACKSON, SUITE 500", ,60604
Pentwater capital management lp,NAPLES,FL,PUT,0.0,0.0,,0.0351,"",67,-550000.0,-100.0,FL,N/A,Q4 2022,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
Peoples bank,PRATT,KS,"",32.0,145.0,0.0001,,315,,32.0,,KS,0.0000089,Q3 2024,650140,0001998269,,,P.O. BOX B, ,67124
Pictet asset management holding sa,CAROUGE,V8,"",47874.0,217827.0,0.0002,0.0001,1775,1884,27614.0,136.2981244,V8,0.0132485,Q3 2023,651598,0001993888,,,ROUTE DES ACACIAS 60, ,1227
Planning capital management corp,PAOLI,PA,"",1949.0,8868.0,0.0059,0.0005,453,608,1810.0,1302.1582734,PA,0.0005394,Q4 2023,660946,0002012016,223810640,000112994,1500 E LANCASTER AVE,SUITE 204,19301
Plante moran financial advisors  llc,SOUTHFIELD,MI,"",0.0,0.0,,0.0004,"",668,-800.0,-100.0,MI,0.0000000,Q2 2024,25973,0001424717,383123123,,3000 TOWN CENTER DR.,SUITE 100,48075
Pnc financial services group  inc.,PITTSBURGH,PA,"",2524.0,11484.0,0.0,0.0,3750,3763,454.0,21.9323671,PA,0.0006985,Q1 2014,2276,0000713676,,,THE TOWER AT PNC PLAZA,300 FIFTH AVENUE,15222-2401
Pom investment strategies  llc,RALEIGH,NC,"",74.0,337.0,0.0003,0.0003,289,310,0.0,0.0,NC,0.0000205,Q1 2024,670117,0001906322,,,"4101 LAKE BOONE TRAIL, SUITE 111", ,27607
Powell investment advisors  llc,MIAMI,FL,"",19970.0,90864.0,0.0424,0.0438,130,131,2970.0,17.4705882,FL,0.0055264,Q1 2024,463164,0001802195,000000000,000160333,3444 MAIN HIGHWAY,2ND FLOOR,33133
Price t rowe associates inc,BALTIMORE,MD,"",159636.0,727000.0,0.0001,0.0001,2100,2059,22791.0,16.6546092,MD,0.0441771,Q4 2020,2299,0000080255,520556948,,1307 POINT STREET, ,21231
Principal financial group inc,DES MOINES,IA,"",23615.0,107448.0,0.0001,0.0001,2146,2193,-3661.0,-13.422056,IA,0.0065351,Q2 2019,2304,0001126328,,000139897,711 HIGH STREET, ,50392
Principal securities  inc.,DES MOINES,IA,"",169.0,769.0,0.0,0.0,3194,3104,0.0,0.0,IA,0.0000468,Q2 2024,114242,0000012600,,000001137,711 HIGH STREET,711 HIGH STREET,50392
Private advisor group  llc,MORRISTOWN,NJ,"",15011.0,68305.0,0.0004,0.0004,2336,2263,3237.0,27.4927807,NJ,0.0041541,Q2 2024,256122,0001567755,273463733,000155216,305 MADISON AVENUE, ,07960
Private trust company na,CLEVELAND,OH,"",23.0,105.0,0.0,0.0,2272,2252,0.0,0.0,OH,0.0000064,Q1 2023,2313,0001277557,,,1422 EUCLID AVENUE STE 1130, ,44115-2001
Proshare advisors llc,BETHESDA,MD,"",63965.0,291041.0,0.0007,,1491,,63965.0,,MD,0.0177014,Q3 2024,2320,0001357955,,,7272 WISCONSIN AVENUE,21ST FLOOR,20814
