Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Amundi,PARIS, ,"",13009.0,54248.0,0.0,0.0051,1837,785,-2630216.0,-99.5078361, ,0.0036001,Q2 2024,79487,0001330387,,,91-93 BOULEVARD PASTEUR, ,75015
Anchor investment management  llc,COLUMBIA,SC,"",1067.0,4855.0,0.0005,0.0005,879,836,0.0,0.0,SC,0.0002953,Q1 2023,656019,0001634149,,000135296,3205 DEVINE STREET, ,29205
Arax advisory partners,DENVER,CO,"",783.0,3563.0,0.0003,0.0004,1854,1702,0.0,0.0,CO,0.0002167,Q2 2024,358486,0001586767,,000133535,"730 17TH STREET, SUITE 107", ,80202
Aristeia capital  l.l.c.,GREENWICH,CT,"",211787.0,963631.0,0.02,,118,,211787.0,,CT,0.0586091,Q3 2024,187,0001080171,133953132,,ONE GREENWICH PLAZA,SUITE 300,06830
Arizona state retirement system,PHOENIX,AZ,"",85111.0,387255.0,0.0024,0.0025,1623,1604,11314.0,15.3312465,AZ,0.0235533,Q1 2020,190792,0001558481,,,3300 NORTH CENTRAL AVENUE,14TH FLOOR,85012
Asset dedication  llc,SAN FRANCISCO,CA,"",402.0,1830.0,0.0001,0.0001,1015,1064,0.0,0.0,CA,0.0001112,Q2 2021,231170,0001475896,,,220 MONTGOMERY ST.,SUITE 1098,94104
Atticus wealth management  llc,PALM BEACH GARDENS,FL,"",200.0,910.0,0.0003,0.0003,484,492,0.0,0.0,FL,0.0000553,Q2 2024,462432,0001800234,,000296949,11380 PROSPERITY FARMS ROAD,SUITE 201,33410
Avantax advisory services  inc.,DALLAS,TX,"",60857.0,276899.0,0.0018,0.0014,1818,1960,21189.0,53.4158516,TX,0.0168413,Q2 2022,431235,0001303042,,,3200 OLYMPUS BLVD.,SUITE 100,75019
Avion wealth,THE WOODLANDS,TX,"",32.0,0.0,0.0,0.0,971,882,0.0,0.0,TX,0.0000089,Q2 2021,454057,0001792704,,,2829 TECHNOLOGY FOREST BLVD #300, ,77381
Avior wealth management  llc,OMAHA,NE,"",1.0,4.0,0.0,0.0,2305,2254,0.0,0.0,NE,0.0000003,Q2 2021,256351,0001599868,,,14301 FIRST NATIONAL BANK PARKWAY,#110,68154
Balefire  llc,DALLAS,TX,"",0.0,0.0,,0.0011,"",610,-600.0,-100.0,TX,0.0000000,Q2 2024,431370,0001750924,463329350,000168733,14221 DALLAS PARKWAY,SUITE 100,75254
Balyasny asset management l.p.,CHICAGO,IL,"",0.0,0.0,,0.0001,"",2428,-12736.0,-100.0,IL,0.0000000,Q1 2024,268,0001218710,,000138111,444 WEST LAKE STREET 50TH FLOOR, ,60606
Bangor savings bank,BANGOR,ME,"",200.0,910.0,0.0001,0.0001,526,494,0.0,0.0,ME,0.0000553,Q2 2024,275,0001352675,,,24 HAMLIN WAY, ,04401
Bank of america corp,CHARLOTTE,NC,"",8392057.0,38183860.0,0.0031,0.0021,1796,2079,3632542.0,76.321684,NC,2.3223860,Q1 2014,276,0000070858,560906609,,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255
Bank of america corp,CHARLOTTE,NC,PUT,0.0,0.0,0.0,0.0001,"",5170,-131100.0,-100.0,NC,N/A,Q3 2020,276,0000070858,560906609,,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255
Bank of montreal,TORONTO,A6,"",181298.0,815842.0,0.0004,0.0,2142,3159,162683.0,873.9349987,A6,0.0501717,Q2 2014,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of montreal,TORONTO,A6,PUT,11.0,50.0,0.0,,3813,,11.0,,A6,N/A,Q3 2024,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of new york mellon corp,NEW YORK,NY,"",930417.0,4233397.0,0.0008,0.001,2381,2304,-156183.0,-14.3735505,NY,0.2574801,Q1 2014,281,0001390777,,000290078,240 GREENWICH STREET, ,10286
Barclays plc,LONDON,X0,"",1115150.0,5075000.0,0.0013,0.0008,2088,1970,603048.0,117.7593526,X0,0.3086024,Q1 2014,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Barclays plc,LONDON,X0,CALL,138700.0,631000.0,0.0002,0.0002,3630,2941,19600.0,16.456759,X0,N/A,Q2 2024,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Barrett & company  inc.,PROVIDENCE,RI,"",85.0,387.0,0.0002,0.0002,566,580,0.0,0.0,RI,0.0000235,Q4 2022,117446,0000887602,,000001175,42 WEYBOSSET ST,42 WEYBOSSET STREET,02903
Bayesian capital management  lp,BROOKLYN,NY,"",82500.0,375375.0,0.044,,429,,82500.0,,NY,0.0228307,Q1 2022,328433,0001632551,,,54 COLERIDGE STREET, ,11235
Beacon capital management  llc,FRANKLIN,TN,"",752.0,3422.0,0.0005,0.0007,896,764,2.0,0.2666667,TN,0.0002081,Q2 2024,570537,0001921487,,000156228,751 COOL SPRINGS BLVD,STE 106,37067
Beaird harris wealth management  llc,DALLAS,TX,"",0.0,0.0,,0.0005,"",444,-1042.0,-100.0,TX,0.0000000,Q4 2021,570743,0001908938,,000107238,5005 LBJ FWY,SUITE 1700,75244
Bear mountain capital  inc.,SEATTLE,WA,"",2.0,8.0,0.0,0.0,173,180,0.0,0.0,WA,0.0000006,Q4 2023,658955,0002009419,,000151151,2001 6TH AVENUE,STE 2401,98121
Belvedere trading llc,CHICAGO,IL,CALL,73800.0,162157.0,0.0002,0.0004,395,290,-20100.0,-21.4057508,IL,N/A,Q2 2022,288569,0001632341,,000132605,10 S. RIVERSIDE PLAZA,SUITE 2100,60606
Belvedere trading llc,CHICAGO,IL,PUT,23100.0,52574.0,0.0001,0.0,520,548,3600.0,18.4615385,IL,N/A,Q4 2021,288569,0001632341,,000132605,10 S. RIVERSIDE PLAZA,SUITE 2100,60606
Benjamin edwards inc,CLAYTON,MO,"",0.0,0.0,,0.0,"",714,-21.0,-100.0,MO,0.0000000,Q2 2021,132178,0001451623,,000146936,ONE NORTH BRENTWOOD BOULEVARD,SUITE 850,63105
Blackrock  inc,NEW YORK,NY,"",25921004.0,117940569.0,0.0025,0.0023,1986,2006,5112950.0,24.5719758,NY,7.1732804,Q1 2014,373,0002012383,,000109391,50 HUDSON YARDS, ,10001
Blue trust  inc.,ALPHARETTA,GA,"",23.0,115.0,0.0,0.0001,2876,2192,-1360.0,-98.3369487,GA,0.0000064,Q2 2022,514139,0001856022,,,1125 SANCTUARY PARKWAY,SUITE 500,30009
Bogart wealth  llc,MCLEAN,VA,"",12100.0,55055.0,0.0026,0.0031,394,371,0.0,0.0,VA,0.0033485,Q4 2023,376049,0001715740,,000283886,"2010 CORPORATE RIDGE, SUITE 900", ,22102
Bokf  na,TULSA,OK,"",454.0,2011.0,0.0,,1145,,454.0,,OK,0.0001256,Q3 2024,63724,0000009634,,,ONE WILLIAMS CENTER, ,74172
Boothbay fund management  llc,NEW YORK,NY,"",0.0,0.0,,0.0071,"",1159,-60487.0,-100.0,NY,0.0000000,Q3 2023,289317,0001549230,,000163706,140 EAST 45TH STREET,16TH FLOOR,10017
Brevan howard capital management lp,ST. HELIER, ,PUT,250000.0,1137500.0,0.0079,0.0005,416,1003,238600.0,2092.9824561, ,N/A,Q2 2023,107478,0001512857,,000161292,6TH FLOOR,37 ESPLANADE,JE2 3QA
Brown brothers harriman & company,NEW YORK,NY,"",500.0,2275.0,0.0,0.0,1286,1066,0.0,0.0,NY,0.0001384,Q4 2021,460,0000014661,,,140 BROADWAY, ,10005-1101
Burns matteson capital management  llc,CORNING,NY,"",11995.0,54577.0,0.0306,,157,,11995.0,,NY,0.0033195,Q3 2024,653977,0001894164,,000118315,42 EAST MARKET STREET, ,14830
California state teachers retirement system,WEST SACRAMENTO,CA,"",282745.0,1286490.0,0.0015,0.0016,1635,1632,24583.0,9.5223154,CA,0.0782458,Q1 2014,502,0001081019,946291617,,100 WATERFRONT PLACE, ,95605
Campbell & company investment adviser llc,BALTIMORE,MD,"",35325.0,160729.0,0.012,,1032,,35325.0,,MD,0.0097757,Q4 2023,515,0001353570,,000134332,2850 QUARRY LAKE DRIVE, ,21209
Cape investment advisory  inc.,MCDONOUGH,GA,"",2.0,9.0,0.0,0.0,954,914,-14.0,-87.5,GA,0.0000006,Q1 2023,648702,0001944437,,000146384,1600 PENNSYLVANIA AVE, ,30253
Capital advisors  ltd. llc,SHAKER HEIGHTS,OH,"",18.0,0.0,0.0,,1349,,18.0,,OH,0.0000050,Q3 2024,254050,0001597878,,,20600 CHAGRIN BLVD,SUITE 1115,44122
Capital fund management s.a.,PARIS,I0,"",2464061.0,11211477.0,0.0307,,674,,2464061.0,,I0,0.6818949,Q3 2024,535,0001323645,,,23 RUE DE L'UNIVERSITE, ,75007
Capstone financial advisors  inc.,DOWNERS GROVE,IL,"",10864.0,49432.0,0.003,0.0036,152,147,0.0,0.0,IL,0.0030065,Q2 2024,255717,0001599217,,000109341,"2001 BUTTERFIELD ROAD, SUITE 1750", ,60515
Centiva capital  lp,NEW YORK,NY,"",0.0,0.0,,0.0025,"",1767,-30000.0,-100.0,NY,0.0000000,Q2 2023,391236,0001692507,,000286299,66 HUDSON BOULEVARD E,56TH FLOOR,10001
Cetera investment advisers,SCHAUMBURG,IL,"",0.0,0.0,,0.0002,"",3558,-15510.0,-100.0,IL,0.0000000,Q2 2024,328339,0001666741,,000105644,1450 AMERICAN LANE 6TH FLOOR,SUITE 650,60173-2096
Charles schwab investment management inc,SAN FRANCISCO,CA,"",3705500.0,16860025.0,0.0032,0.0014,1784,2188,2243052.0,153.3765303,CA,1.0254460,Q1 2014,2579,0000884546,,000106753,211 MAIN STREET, ,94105
Chris bulman inc,ROSEVILLE,CA,"",0.0,0.0,,0.0013,"",342,-375.0,-100.0,CA,0.0000000,Q2 2024,678137,0002032404,824244598,000313552,3400 DOUGLAS BLVD.,SUITE 150,95661
Cibc private wealth group llc,ATLANTA,GA,"",30.0,137.0,0.0,0.0,3041,3030,-20.0,-40.0,GA,0.0000083,Q1 2024,94626,0001298088,,,3290 NORTHSIDE PARKWAY,7TH FLOOR,30327
Citadel advisors llc,MIAMI,FL,CALL,4866468.0,22142429.0,0.0043,0.0052,1938,1755,-254112.0,-4.9625628,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,PUT,2765542.0,12583216.0,0.0024,0.0024,2584,2555,368495.0,15.3728734,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,"",3126055.0,14223550.0,0.0027,0.0023,2441,2617,839414.0,36.7094791,FL,0.8650926,Q1 2017,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citigroup inc,NEW YORK,NY,"",251448.0,1144089.0,0.0007,0.0007,3160,2847,30876.0,13.9981503,NY,0.0695848,Q4 2016,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,PUT,16600.0,75530.0,0.0,0.0004,4886,3189,-120000.0,-87.8477306,NY,N/A,Q3 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,CALL,348600.0,1586130.0,0.0009,,2872,,348600.0,,NY,N/A,Q4 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Clearstead advisors  llc,CLEVELAND,OH,"",23.0,105.0,0.0,0.0,1997,1984,0.0,0.0,OH,0.0000064,Q4 2021,358134,0000842775,,,1100 SUPERIOR AVENUE EAST,SUITE 700,44114
Close asset management ltd,LONDON,X0,"",56.0,0.0,0.0,0.0,264,260,0.0,0.0,X0,0.0000155,Q2 2024,383033,0001718570,,,10 CROWN PLACE, ,EC2A 4FT
Coatue management llc,NEW YORK,NY,"",228136.0,1038019.0,0.0039,0.0044,78,70,0.0,0.0,NY,0.0631335,Q1 2022,677,0001135730,,000157910,9 WEST 57TH STREET,25TH FLOOR,10019
Colonial trust advisors,SPARTANBURG,SC,"",400.0,1820.0,0.0002,,686,,400.0,,SC,0.0001107,Q3 2024,200147,0001567993,,000110257,233 S. PINE ST., ,29302
Colonial trust company,SPARTANBURG,SC,"",1050.0,4778.0,0.0007,0.0009,879,840,0.0,0.0,SC,0.0002906,Q4 2022,613889,0001954093,,,233 S. PINE ST., ,29302
Commerce bank,KANSAS CITY,MO,"",42533.0,193525.0,0.0012,0.0014,1182,1132,4.0,0.0094053,MO,0.0117704,Q2 2023,698,0001009076,,,1000 WALNUT, ,64106
Commonwealth equity services  llc,WALTHAM,MA,"",64492.0,293000.0,0.0004,0.0004,3374,3347,7581.0,13.3207991,MA,0.0178473,Q3 2019,69950,0000312272,,000008032,29 SAWYER ROAD,ONE UNIVERSITY OFFICE PARK,02453-3483
Concentrum wealth management,SAN JOSE,CA,"",98000.0,445900.0,0.1735,0.2053,48,45,0.0,0.0,CA,0.0271201,Q3 2023,430659,0001765387,,000167151,353 PIERCY RD., ,95138
Concourse financial group securities  inc.,BIRMINGHAM,AL,"",150.0,682.0,0.0,0.0,2111,2158,0.0,0.0,AL,0.0000415,Q1 2021,119606,0000752798,,,2801 HIGHWAY 280 SOUTH, ,35223
Coppell advisory solutions llc,COPPELL,TX,"",117.0,526.0,0.0001,0.0001,1655,1576,0.0,0.0,TX,0.0000324,Q4 2022,504240,0001848433,274762004,,9111 CYPRESS WATERS BLVD,SUITE 140,75019
Corebridge financial  inc.,HOUSTON,TX,"",180999.0,823545.0,0.0044,0.0041,1465,1489,31351.0,20.9498289,TX,0.0500890,Q2 2024,563214,0001889539,,000107338,2919 ALLEN PARKWAY,WOODSON TOWER,77019
Corecap advisors  llc,SOUTHFIELD,MI,"",4.0,18.0,0.0,0.0,2604,1577,0.0,0.0,MI,0.0000011,Q2 2024,555514,0001902501,,000158819,27777 FRANKLIN ROAD,SUITE 700,48034
Cornerstone planning group llc,FAIRFIELD,NJ,"",15.0,67.0,0.0,0.0,1265,1210,0.0,0.0,NJ,0.0000042,Q2 2023,624324,0001822587,208315014,,"350 PASSAIC AVENUE, SUITE 201", ,07004
Counterpoint mutual funds llc,SAN DIEGO,CA,"",55777.0,253785.0,0.0481,,213,,55777.0,,CA,0.0154355,Q3 2024,450061,0001698461,,000172379,12770 HIGH BLUFF DRIVE,SUITE #380,92130
Covestor ltd,LONDON,MA,"",2160.0,10000.0,0.0063,0.0123,1539,1210,-1560.0,-41.9354839,MA,0.0005978,Q4 2021,555623,0001909846,,,FLOOR 12,20 FENCHURCH STREET,EC3M 3BY
Crawford fund management  llc,BOSTON,MA,PUT,81000.0,368550.0,0.079,0.1169,160,136,-12000.0,-12.9032258,MA,N/A,Q4 2023,476242,0001816427,,000158659,265 FRANKLIN STREET,SUITE 1702,02110-3144
Creative financial designs inc,KOKOMO,IN,"",10.0,46.0,0.0,0.0,1672,1633,0.0,0.0,IN,0.0000028,Q3 2021,395150,0000819864,,,2704 S. GOYER RD, ,46902
Creative planning,OVERLAND PARK,KS,"",10557.0,48034.0,0.0,,3103,,10557.0,,KS,0.0029215,Q3 2024,163330,0001540235,,000105348,5454 W.110TH STREET, ,66211
Crescent park management  l.p.,EAST PALO ALTO,CA,CALL,238800.0,1086540.0,0.4325,0.3493,27,22,87800.0,58.1456954,CA,N/A,Q3 2023,288822,0001629984,,000172326,"1950 UNIVERSITY AVENUE, SUITE 204", ,94303
Css llc,CHICAGO,IL,PUT,99154.0,451151.0,0.0206,0.0204,528,546,19000.0,23.7043691,IL,N/A,Q4 2020,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,"",966.0,4395.0,0.0002,0.0002,797,850,0.0,0.0,IL,0.0002673,Q1 2023,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,CALL,440.0,2003.0,0.0001,0.0001,808,860,0.0,0.0,IL,N/A,Q3 2022,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Cva family office  llc,DENVER,CO,"",0.0,0.0,,0.0,"",1271,-10.0,-100.0,CO,0.0000000,Q2 2024,464273,0001802084,,000285035,255 FILLMORE STREET,SUITE 500,80206
Cwm  llc,OMAHA,NE,"",391.0,2000.0,0.0,0.0,4387,4191,-94.0,-19.3814433,NE,0.0001082,Q1 2019,248238,0001535847,,,14600 BRANCH ST., ,68154
Cypress capital management llc (wy),SHERIDAN,WY,"",156.0,710.0,0.0008,0.0008,151,152,0.0,0.0,WY,0.0000432,Q1 2021,289222,0001633896,,000130401,PO BOX J, ,82801
Cypress capital  llc,FRANKLIN,TN,"",0.0,0.0,,0.001,"",253,-768.0,-100.0,TN,0.0000000,Q2 2024,431442,0001729939,,000171266,436 MAIN ST,STE 205,37064
D. e. shaw & company .  inc.,NEW YORK,NY,"",0.0,0.0,,0.0156,"",1008,-3341622.0,-100.0,NY,0.0000000,Q4 2019,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
D. e. shaw & company .  inc.,NEW YORK,NY,CALL,2025400.0,9215570.0,0.0079,0.0094,1478,1327,2100.0,0.1037908,NY,N/A,Q4 2023,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
D. e. shaw & company .  inc.,NEW YORK,NY,PUT,75000.0,341250.0,0.0003,,3914,,75000.0,,NY,N/A,Q1 2024,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
Deutsche bank ag,FRANKFURT AM MAIN GE,2M,"",186981.0,850764.0,0.0003,0.0003,2197,2249,65568.0,54.0041017,2M,0.0517444,Q1 2014,842,0000948046,,,TAUNUSANLAGE 12 D-60325, ,00000
Earned wealth advisors  llc,WALNUT CREEK,CA,"",53.0,241.0,0.0001,,2517,,53.0,,CA,0.0000147,Q3 2024,553353,0001905663,,000108052,165 LENNON LANE,SUITE 200,94598
Engineers gate manager lp,NEW YORK,NY,"",78818.0,358622.0,0.007,0.0053,1543,1579,31537.0,66.7012119,NY,0.0218118,Q2 2017,289127,0001620220,,,767 5TH AVENUE,7TH FLOOR,10153
Equitec proprietary markets  llc,CHICAGO,IL,"",971.0,4418.0,0.0038,0.0061,47,55,0.0,0.0,IL,0.0002687,Q2 2021,123360,0001143261,,,111 W. JACKSON,20TH FL.OOR,60604
Ethic inc.,NEW YORK,NY,"",11237.0,41802.0,0.0011,,1065,,11237.0,,NY,0.0031097,Q1 2024,443218,0001780570,,000282827,99 HUDSON ST.,FLOOR 17,10013
Eversource wealth advisors  llc,BIRMINGHAM,AL,"",6.0,27.0,0.0,,3021,,6.0,,AL,0.0000017,Q3 2024,375969,0001710537,,000286340,3500 COLONNADE PKWY,SUITE 150,35243
Exencial wealth advisors  llc,OKLAHOMA CITY,OK,CALL,0.0,0.0,,0.0028,"",480,-15000.0,-100.0,OK,N/A,Q2 2024,208200,0001576151,473558396,000130475,9108 N. KELLEY AVE., ,73131
Farther finance advisors  llc,SAN FRANCISCO,CA,"",63.0,287.0,0.0,0.0,3567,3540,33.0,110.0,CA,0.0000174,Q1 2023,645686,0001992825,,000302050,345 CALIFORNIA STREET,SUITE 600,94104
Federated hermes  inc.,PITTSBURGH,PA,"",3.0,14.0,0.0,,2043,,3.0,,PA,0.0000008,Q3 2024,1018,0001056288,,,1001 LIBERTY AVENUE,1001 LIBERTY AVE,15222
Federation des caisses desjardins du quebec,LEVIS,A8,"",5242.0,23851.0,0.0001,0.0002,1606,1521,-512.0,-8.8981578,A8,0.0014507,Q1 2024,670147,0002022297,,,100 RUE DES COMMANDEURS, ,G6V5C1
Fifth third bancorp,CINCINNATI,OH,"",18.0,82.0,0.0,0.0,2530,2433,0.0,0.0,OH,0.0000050,Q1 2024,1040,0000035527,,000106275,38 FOUNTAIN SQ PLZ,FIFTH THIRD CENTER,45263
First horizon advisors  inc.,MEMPHIS,TN,"",217.0,986.0,0.0,0.0,2139,2107,0.0,0.0,TN,0.0000601,Q2 2021,248358,0001588539,,,"165 MADISON AVE., 14TH FL.", ,38103
First trust advisors lp,WHEATON,IL,"",278272.0,1266137.0,0.0012,,1947,,278272.0,,IL,0.0770079,Q3 2024,1082,0001125816,,000104889,120 EAST LIBERTY DRIVE,SUITE 400,60187
Flaharty asset management  llc,CLEARWATER,FL,"",412.0,1875.0,0.0003,,416,,412.0,,FL,0.0001140,Q3 2024,358815,0001697882,,,311 PARK PLACE BLVD,STE 150,33759
Fmr llc,BOSTON,MA,"",60877.0,276991.0,0.0,0.0,3085,3005,18464.0,43.5338222,MA,0.0168469,Q1 2018,1098,0000315066,,,245 SUMMER STREET, ,02210
Fny investment advisers  llc,NEW YORK,NY,"",0.0,0.0,0.0,0.0,"",435,-50.0,-100.0,NY,0.0000000,Q3 2023,411312,0001742998,301042656,,"1540 BROADWAY, SUITE 1600", ,10036
Fora capital  llc,MIAMI,FL,"",39908.0,181581.0,0.0214,,411,,39908.0,,FL,0.0110440,Q3 2024,463907,0001742435,,000295393,1221 BRICKELL AVE,SUITE 900,33131
Fortitude family office  llc,SCOTTSDALE,AZ,"",192.0,874.0,0.0003,0.0005,1113,885,0.0,0.0,AZ,0.0000531,Q4 2023,657277,0001950506,,000317615,7500 N DOBSON RD,SUITE 151,85256
Franklin resources inc,SAN MATEO,CA,"",173093.0,713143.0,0.0002,,2126,,173093.0,,CA,0.0479011,Q3 2024,1125,0000038777,,000110783,ONE FRANKLIN PARKWAY,"BUILDING 920/2, LEGAL-FRI SECRETARY",94403
Game plan financial advisors  llc,WESTLAKE,OH,"",10.0,46.0,0.0,0.0,346,339,0.0,0.0,OH,0.0000028,Q2 2024,463705,0001802952,,000147608,26600,SUITE 270,44145
Gamma investing llc,FOSTER CITY,CA,"",940.0,4277.0,0.0004,,2807,,940.0,,CA,0.0002601,Q3 2024,659376,0002010235,,000312573,1172 DOVER LN, ,94404
Geode capital management  llc,BOSTON,MA,"",8047182.0,36621954.0,0.003,0.0031,1628,1586,866757.0,12.07111,MA,2.2269466,Q1 2014,1188,0001214717,,000115504,100 SUMMER STREET,12TH FLOOR,02110
Ghp investment advisors  inc.,DENVER,CO,"",1.0,5.0,0.0,0.0,967,970,0.0,0.0,CO,0.0000003,Q2 2024,1192,0001401561,,,"1290 N BROADWAY, STE. 1100", ,80203
Glen eagle advisors  llc,KINGSTON,NJ,"",1353.0,6156.0,0.001,0.0012,733,715,0.0,0.0,NJ,0.0003744,Q2 2021,120356,0002029317,,000282920,"4422C ROUTE 27, PO BOX 399", ,08528
Global retirement partners  llc,SAN RAFAEL,CA,"",1089.0,4953.0,0.0001,0.0002,2567,2581,0.0,0.0,CA,0.0003014,Q1 2021,413923,0001749744,,,4340 REDWOOD HIGHWAY,SUITE B-60,94903
Global wealth strategies & associates,DENVER,CO,"",104.0,473.0,0.0002,0.0002,337,304,0.0,0.0,CO,0.0000288,Q4 2022,620924,0001912297,,000316072,3200 CHERRY CREEK SOUTH DRIVE,SUITE 280,80209
Gold investment management ltd.,EDMONTON,A0,"",0.0,0.0,,0.0,"",214,-15.0,-100.0,A0,0.0000000,Q4 2023,660435,0002006008,,000152056,10226 - 104 STREET NW,SUITE 502 FOX TOWER ONE,T5J 1B8
Goldman sachs group inc,NEW YORK,NY,"",2323553.0,10572166.0,0.0017,0.0005,2654,3563,1683779.0,263.1834054,NY,0.6430112,Q1 2016,1222,0000886982,,,200 WEST STREET, ,10282
Graham capital management  l.p.,ROWAYTON,CT,"",0.0,0.0,,0.0127,"",537,-117229.0,-100.0,CT,0.0000000,Q4 2023,1236,0001315421,,000160925,40 HIGHLAND AVENUE, ,06853
Group one trading llc,CHICAGO,IL,"",880308.0,4005401.0,0.0114,0.0096,1171,1273,384894.0,77.6913854,IL,0.2436131,Q3 2023,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,CALL,8161600.0,37135280.0,0.1059,0.1285,139,115,1506700.0,22.6404604,IL,N/A,Q2 2016,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,PUT,879100.0,3999905.0,0.0114,0.0093,1173,1293,397800.0,82.6511531,IL,N/A,Q3 2017,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Gts securities llc,NEW YORK,NY,CALL,222218.0,1011092.0,0.0022,0.0035,2153,1658,-110300.0,-33.1711366,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
