Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Group one trading llc,CHICAGO,IL,PUT,813700.0,3238526.0,0.0074,0.0114,1540,1173,-65400.0,-7.4394267,IL,N/A,Q3 2017,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Gts securities llc,NEW YORK,NY,PUT,0.0,0.0,0.0,0.0028,"",1950,-279321.0,-100.0,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Gts securities llc,NEW YORK,NY,CALL,0.0,0.0,0.0,0.0022,"",2153,-222218.0,-100.0,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Gts securities llc,NEW YORK,NY,"",0.0,0.0,0.0,0.0009,"",3005,-90136.0,-100.0,NY,0.0000000,Q3 2024,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Guggenheim capital llc,CHICAGO,IL,"",0.0,0.0,0.0,0.0004,"",1844,-13718.0,-100.0,IL,0.0000000,Q2 2024,1284,0001283072,000000000,,227 WEST MONROE,SUITE 4900,60606
Hantz financial services  inc.,SOUTHFIELD,MI,"",2.0,0.0,0.0,0.0,1076,1058,0.0,0.0,MI,0.0000005,Q2 2024,113672,0001071061,383431708,,26200 AMERICAN DRIVE,FIFTH FLOOR,48034
Harbour investments  inc.,MADISON,WI,"",899.0,3578.0,0.0001,0.0001,2855,2679,-33.0,-3.5407725,WI,0.0002393,Q2 2022,114688,0000810121,,000019258,575 D'ONOFRIO DRIVE,SUITE 300,53719
Hbk investments l p,DALLAS,TX,CALL,2640.0,11405.0,0.0002,0.0002,185,170,0.0,0.0,TX,N/A,Q1 2023,1345,0001011443,,000115079,2300 NORTH FIELD STREET,STE 2200,75201
Headlands technologies llc,CHICAGO,IL,"",0.0,0.0,0.0,0.0575,"",344,-109954.0,-100.0,IL,0.0000000,Q3 2024,624258,0001570271,,,110 N. WACKER DRIVE,54TH FLOOR,60606
Hexagon capital partners llc,ROGERS,AR,"",40.0,159.0,0.0,0.0,1788,1497,0.0,0.0,AR,0.0000106,Q2 2023,488352,0001831542,,000305850,2107 S. 54TH STREET, ,72758
Hhm wealth advisors  llc,CHATTANOOGA,TN,"",113.0,450.0,0.0001,0.0001,929,742,0.0,0.0,TN,0.0000301,Q3 2022,431293,0001750086,,000150843,1181 KING STREET, ,37403
High note wealth  llc,DEEPHAVEN,MN,"",21.0,84.0,0.0,,883,,21.0,,MN,0.0000056,Q4 2024,498437,0001807283,843748113,000305768,18258 MINNETONKA BOULEVARD,SUITE 200,55391-3359
Hilltop national bank,CASPER,WY,"",106.0,422.0,0.0001,0.0001,761,800,0.0,0.0,WY,0.0000282,Q1 2024,669113,0002021658,,000020529,P O BOX 2680, ,82602
Hollencrest capital management,NEWPORT BEACH,CA,"",0.0,0.0,0.0,0.0001,"",936,-533.0,-100.0,CA,0.0000000,Q4 2022,1399,0001161722,,000046217,"100 BAYVIEW CIRCLE, SUITE 500", ,92660
Householder group estate & retirement specialist  llc,SCOTTSDALE,AZ,"",0.0,0.0,0.0,0.0044,"",741,-3300.0,-100.0,AZ,0.0000000,Q2 2024,565701,0001881590,463565813,000169045,8985 E. BELL ROAD, ,85260
Hrt financial lp,NEW YORK,NY,PUT,0.0,0.0,0.0,0.0009,"",2006,-38400.0,-100.0,NY,N/A,Q3 2024,124305,0001475597,,000152144,"3 WORLD TRADE CENTER, 175 GREENWICH STRE",76TH FLOOR,10007
Hsbc holdings plc,LONDON, ,"",82893.0,326464.0,0.0002,0.0002,2461,2285,10395.0,14.3383266, ,0.0220648,Q2 2015,1422,0000873630,,,8 CANADA SQUARE, ,E14 5HQ
Hudson bay capital management lp,STAMFORD,CT,CALL,0.0,0.0,0.0,0.0024,"",716,-130000.0,-100.0,CT,N/A,Q3 2024,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Hudson bay capital management lp,STAMFORD,CT,PUT,0.0,0.0,0.0,0.0024,"",717,-130000.0,-100.0,CT,N/A,Q3 2024,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Hudson bay capital management lp,STAMFORD,CT,"",0.0,0.0,0.0,0.0007,"",752,-39847.0,-100.0,CT,0.0000000,Q2 2023,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Huntington national bank,COLUMBUS,OH,"",552.0,2396.0,0.0,0.0,2208,2228,81.0,17.1974522,OH,0.0001469,Q3 2024,1431,0000049205,,,41 SOUTH HIGH STREET,HC 1122,43216
Ifp advisors  inc,TAMPA,FL,"",622.0,2532.0,0.0001,0.0002,3011,2632,-606.0,-49.3485342,FL,0.0001656,Q1 2020,327916,0001641866,,,3030 NORTH ROCKY POINT DRIVE W. STE 700, ,33607
Imc-chicago  llc,CHICAGO,IL,"",953962.0,3796769.0,0.0018,0.0014,1489,1595,401040.0,72.5310261,IL,0.2539296,Q1 2022,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,CALL,3735700.0,14868086.0,0.0069,0.0083,762,681,399400.0,11.9713455,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,PUT,2070100.0,8238998.0,0.0038,0.0033,1041,1094,754700.0,57.3741828,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Inceptionr llc,LAFAYETTE,CA,"",0.0,0.0,0.0,0.0325,"",583,-29238.0,-100.0,CA,0.0000000,Q2 2024,624241,0001821561,,000310565,3427 ST MARYS RD, ,94549
Intech investment management llc,WEST PALM BEACH,FL,"",129317.0,514682.0,0.005,0.0033,1551,1527,63661.0,96.9614354,FL,0.0344221,Q3 2024,107041,0001086318,,,250 SOUTH AUSTRALIAN AVE,SUITE 1700,33401
Invesco ltd.,ATLANTA,GA,"",777765.0,3095505.0,0.0006,0.0007,2452,2406,10337.0,1.3469668,GA,0.2070288,Q4 2016,147,0000914208,980557567,000000000,1331 SPRING STREET NE,SUITE 2500,30309
Ionic capital management llc,NEW YORK,NY,CALL,0.0,0.0,0.0,0.0788,"",100,-100000.0,-100.0,NY,N/A,Q3 2024,1493,0001386462,680629832,000156400,475 FIFTH AVENUE,9TH FLOOR,10017
Ionic capital management llc,NEW YORK,NY,"",0.0,0.0,0.0,0.0395,"",114,-50177.0,-100.0,NY,0.0000000,Q2 2024,1493,0001386462,680629832,000156400,475 FIFTH AVENUE,9TH FLOOR,10017
Iron horse wealth management  llc,JOHSTON,IA,"",32.0,127.0,0.0,0.0,492,489,0.0,0.0,IA,0.0000085,Q4 2021,496059,0001836270,,000165164,8711 WINDSOR PKWY STE. 4, ,50131
J. goldman & company lp,NEW YORK,NY,"",41825.0,166464.0,0.0043,0.0053,406,419,0.0,0.0,NY,0.0111332,Q2 2024,132697,0001412741,,,510 MADISON AVENUE,26TH FLOOR,10022
Jamison private wealth management  inc.,MILTON,GA,"",0.0,0.0,0.0,0.0,"",452,-14.0,-100.0,GA,0.0000000,Q1 2024,656514,0002006637,,,12630 CRABAPPLE ROAD,SUITE 300,30004
Jane street group  llc,NEW YORK,NY,"",2257998.0,8986831.0,0.002,0.0004,1987,4517,1826924.0,423.8075133,NY,0.6010434,Q4 2016,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,CALL,3931300.0,15646574.0,0.0034,0.0022,1474,1901,1703100.0,76.4338928,NY,N/A,Q1 2018,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,PUT,1999700.0,7958806.0,0.0017,0.0012,2106,2686,782100.0,64.2329172,NY,N/A,Q4 2017,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Janus henderson group plc,LONDON,X0,"",166774.0,662927.0,0.0003,0.0003,1891,1958,38200.0,29.7105169,X0,0.0443926,Q3 2023,1357,0001274173,,000119232,201 BISHOPSGATE, ,EC2M 3AE
Jefferies financial group inc.,NEW YORK,NY,"",136514.0,543326.0,0.0033,0.002,1083,1146,76514.0,127.5233333,NY,0.0363379,Q3 2024,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,CALL,0.0,0.0,0.0,0.0014,"",1229,-43200.0,-100.0,NY,N/A,Q3 2024,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,PUT,0.0,0.0,0.0,0.0012,"",1242,-37500.0,-100.0,NY,N/A,Q3 2024,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jfs wealth advisors  llc,HERMITAGE,PA,"",7.0,28.0,0.0,0.0,1922,1946,0.0,0.0,PA,0.0000019,Q1 2021,199248,0001568068,,000145051,1479 N. HERMITAGE RD, ,16148
Jones financial companies lllp,DES PERES,MO,"",521.0,2075.0,0.0,0.0,2990,2931,465.0,830.3571429,MO,0.0001387,Q2 2024,80298,0000815917,,,12555 MANCHESTER ROAD, ,63131
Jpmorgan chase & company,NEW YORK,NY,"",2263513.0,9008783.0,0.0007,0.0004,2801,3178,1081464.0,91.4906235,NY,0.6025114,Q1 2014,1505,0000019617,,,383 MADISON AVENUE,270 PARK AVENUE,10017
Jump financial  llc,CHICAGO,IL,"",0.0,0.0,0.0,0.0012,"",1553,-12633.0,-100.0,IL,0.0000000,Q3 2023,488641,0001831577,,,600 W CHICAGO AVE,SUITE 600,60654
Kbc group nv,BRUSSELS,C9,"",648141.0,2580000.0,0.0071,0.0001,647,1800,639907.0,7771.5205247,C9,0.1725249,Q3 2023,22415,0001411133,,,HAVENLAAN 2, ,1080
Keel point  llc,HUNTSVILLE,AL,"",20334.0,80929.0,0.0065,0.0077,431,437,0.0,0.0,AL,0.0054126,Q2 2023,383,0001386935,200166451,000127902,100 CHURCH STREET,SUITE 500,35801
Keystone financial group,LEXINGTON,KY,"",12212.0,48560.0,0.0048,0.0072,387,368,-145.0,-1.173424,KY,0.0032506,Q2 2024,391918,0001729299,,000170201,"527 WELLINGTON WAY, STE 225", ,40503
Klp kapitalforvaltning as,OSLO,Q8,"",72592.0,288916.0,0.0014,,1668,,72592.0,,Q8,0.0193228,Q4 2024,697519,0001717443,,,DRONNING EUFEMIAS GATE 10, ,0191
Kohmann bosshard financial services  llc,FAIRLAWN,OH,"",32.0,127.0,0.0,,743,,32.0,,OH,0.0000085,Q4 2024,357327,0001696615,,,3421 RIDGEWOOD ROAD,STE 125,44333
Kore advisors lp,BOYNTON BEACH,FL,PUT,447000.0,1779060.0,0.4179,0.5841,15,15,0.0,0.0,FL,N/A,Q4 2023,660315,0001971339,,,1501 CORPORATE DRIVE,SUITE 120,33426
L & s advisors inc,LOS ANGELES,CA,PRN,1833000.0,1631370.0,0.1795,0.1188,131,175,455000.0,33.0188679,CA,N/A,Q3 2024,33860,0001392364,,000140923,11766 WILSHIRE BLVD,SUITE 845,90025
Larson financial group llc,ST LOUIS,MO,PUT,0.0,0.0,0.0,0.0001,"",1874,-500.0,-100.0,MO,N/A,Q2 2024,392348,0001731061,,000140599,100 N BROADWAY,SUITE 1700,63102
Larson financial group llc,ST LOUIS,MO,"",974.0,3877.0,0.0002,0.0003,1724,1694,0.0,0.0,MO,0.0002593,Q1 2021,392348,0001731061,,000140599,100 N BROADWAY,SUITE 1700,63102
Legacy investment solutions  llc,BOISE,ID,"",4.0,13.0,0.0,0.0,750,700,0.0,0.0,ID,0.0000011,Q3 2024,688134,0002044858,,000322695,"13965 CHINDEN BLVD, #100", ,83709
Legacy wealth managment  llc,BOISE,ID,"",4.0,13.0,0.0,0.0,750,700,0.0,0.0,ID,0.0000011,Q3 2024,688228,0002045082,,000174767,13965 W. CHINDEN BLVD., ,83713
Legal & general group plc,LONDON,X0,"",414007.0,1647747.0,0.0004,0.0004,2059,2108,99662.0,31.7046557,X0,0.1102021,Q3 2014,1673,0000764068,,,ONE COLEMAN STREET, ,EC2R 5AA
Lmr partners llp,LONDON,X0,PUT,185000.0,736300.0,0.0062,0.015,774,623,-228600.0,-55.270793,X0,N/A,Q2 2024,262724,0001578621,,000159639,"9TH FLOOR, DEVONSHIRE HOUSE",MAYFAIR PLACE,W1J 8AJ
Lmr partners llp,LONDON,X0,CALL,9000.0,35820.0,0.0003,0.042,1052,356,-1149700.0,-99.2232675,X0,N/A,Q2 2023,262724,0001578621,,000159639,"9TH FLOOR, DEVONSHIRE HOUSE",MAYFAIR PLACE,W1J 8AJ
Los angeles capital management llc,LOS ANGELES,CA,"",56566.0,225133.0,0.0009,,1022,,56566.0,,CA,0.0150570,Q4 2024,1737,0001177206,020541198,000119033,11150 SANTA MONICA BLVD.,STE. 200,90025
Lpl financial llc,SAN DIEGO,CA,"",63124.0,251233.0,0.0001,0.0001,4665,4429,-3045.0,-4.6018528,CA,0.0168026,Q3 2017,1705,0001403438,,000006413,4707 EXECUTIVE DRIVE, ,92121
Mackenzie financial corp,TORONTO ONTARIO,A6,"",18117.0,72106.0,0.0001,0.0001,1653,1506,0.0,0.0,A6,0.0048225,Q3 2024,1760,0000919859,000000000,000110338,180 QUEEN STREET WEST, ,M5V 3K1
Mai capital management,INDEPENDENCE,OH,"",115.0,458.0,0.0,,3305,,115.0,,OH,0.0000306,Q4 2024,1848,0001040197,,,6050 OAK TREE BLVD SUITE 500, ,44131
Main street group  ltd,GLEN ALLEN,VA,"",444.0,1768.0,0.0007,0.001,556,544,-110.0,-19.8555957,VA,0.0001182,Q4 2023,661104,0001965796,,000175502,4510 COX ROAD,SUITE 102,23060
Man group plc,LONDON, ,"",54214.0,215772.0,0.0006,,1860,,54214.0,, ,0.0144309,Q4 2024,292638,0001637460,,,"RIVERBANK HOUSE, 2 SWAN LANE", ,EC4R 3AD
Manufacturers life insurance company  the,CANADA,A6,"",175039.0,696655.0,0.0006,0.0007,2077,2033,-1193.0,-0.6769486,A6,0.0465926,Q1 2014,1783,0000928047,,,200 BLOOR STREET EAST,TORONTO ONTARIO,M4W 1E5
Marathon asset management lp,NEW YORK,NY,"",0.0,0.0,0.0,2.2832,"",4,-1017510.0,-100.0,NY,0.0000000,Q3 2024,1786,0001279913,,000124613,ONE BRYANT PARK,38TH FLOOR,10036
Marathon trading investment management llc,RADNOR,PA,"",194191.0,772880.0,0.0424,0.0632,140,117,40329.0,26.2111503,PA,0.0516906,Q3 2023,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,CALL,593300.0,2361334.0,0.1295,0.2438,77,63,0.0,0.0,PA,N/A,Q3 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,PUT,14800.0,58904.0,0.0032,0.0061,271,245,0.0,0.0,PA,N/A,Q1 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Mariner  llc,OVERLAND PARK,KS,"",0.0,0.0,0.0,0.0001,"",3186,-11655.0,-100.0,KS,0.0000000,Q2 2024,60278,0001373442,,,5700 W. 112TH STREET,SUITE 500,66211
Marshall wace  llp,LONDON,X0,"",2801788.0,11151116.0,0.0134,0.0084,761,889,1290376.0,85.3755296,X0,0.7457917,Q2 2022,1807,0001318757,000000000,000160885,GEORGE HOUSE,131 SLOANE STREET,SW1X 9AT
Mayflower financial advisors  llc,BOSTON,MA,"",0.0,0.0,0.0,0.0069,"",370,-10053.0,-100.0,MA,0.0000000,Q1 2024,508931,0001852930,,,265 FRANKLIN STREET,SUITE 401,02110
Mcf advisors llc,COVINGTON,KY,"",334.0,1330.0,0.0001,0.0001,882,863,0.0,0.0,KY,0.0000889,Q1 2021,264156,0001602905,,000130372,50 E RIVERCENTER BLVD.,SUITE 300,41011
Meridian wealth management  llc,LEXINGTON,KY,"",25254.0,100511.0,0.0048,0.0035,613,618,9605.0,61.3777238,KY,0.0067222,Q2 2024,358261,0001697300,,000151523,"100 W. MAIN STREET, SUITE 450", ,40507
Metlife investment management  llc,WHIPPANY,NJ,"",199886.0,795546.0,0.0043,0.005,1538,1465,7060.0,3.661332,NJ,0.0532065,Q4 2017,149931,0001529735,,000142463,ONE METLIFE WAY, ,07981
Mfa wealth advisors  llc,PITTSBURGH,PA,"",0.0,0.0,0.0,0.0001,"",453,-59.0,-100.0,PA,0.0000000,Q2 2024,392605,0001688184,,000171984,650 WASHINGTON ROAD,SUITE 8000,15228
Millennium management llc,NEW YORK,NY,PUT,21000.0,83580.0,0.0,0.0001,5508,5381,-27700.0,-56.8788501,NY,N/A,Q3 2024,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,"",12785.0,50884.0,0.0,0.0001,5591,5569,-10433.0,-44.9349643,NY,0.0034032,Q1 2014,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,CALL,0.0,0.0,0.0,0.0001,"",5541,-27700.0,-100.0,NY,N/A,Q3 2024,1909,0001273087,,,399 PARK AVENUE, ,10022
Mirae asset global etfs holdings ltd.,CAUSEWAY BAY,K3,"",198395.0,789612.0,0.0017,0.0019,1676,1635,13154.0,7.1010198,K3,0.0528096,Q3 2024,365986,0001705339,,,"ROOM 1101, 11/F LEE GARDEN THREE",1 SUNNING ROAD,00000
Modus advisors  llc,EXCELSIOR,MN,"",64.0,255.0,0.0001,,306,,64.0,,MN,0.0000170,Q4 2024,460586,0001799284,,,23505 SMITHTOWN ROAD,#290,55331
Moisand fitzgerald tamayo  llc,ORLANDO,FL,"",0.0,0.0,0.0,0.0,"",615,-6.0,-100.0,FL,0.0000000,Q1 2021,327779,0001649107,,,300 SOUTH ORANGE AVENUE,SUITE 1170,32801
Morgan stanley,NEW YORK,NY,"",9626188.0,38312231.0,0.0027,0.0034,2080,1888,-692177.0,-6.7082043,NY,2.5623391,Q1 2014,1947,0000895421,,,1585 BROADWAY, ,10036
Moser wealth advisors  llc,BELLEVUE,WA,"",0.0,0.0,0.0,0.0001,"",140,-34.0,-100.0,WA,0.0000000,Q4 2023,463477,0001803081,911919599,,2135 112TH AVE NE STE 100, ,98004
Mv capital management  inc.,BETHESDA,MD,"",28.0,112.0,0.0,0.0,946,942,0.0,0.0,MD,0.0000075,Q1 2024,291703,0001633366,,,3 BETHESDA METRO CENTER,SUITE 650,20814
National bank of canada,MONTREAL,A8,PUT,0.0,0.0,0.0,0.0,"",2102,-20.0,-100.0,A8,N/A,Q3 2024,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
National bank of canada,MONTREAL,A8,"",934.0,3717.0,0.0,0.0,2487,2291,221.0,30.9957924,A8,0.0002486,Q4 2021,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
Natixis,PARIS,I0,"",0.0,0.0,0.0,0.0,"",939,-6.0,-100.0,I0,0.0000000,Q3 2022,1979,0001274981,000000000,,"7, PROMENADE GERMAINE SABLON", ,75013
Nemes rush group llc,NOVI,MI,"",9.0,36.0,0.0,0.0,720,603,0.0,0.0,MI,0.0000024,Q2 2023,641910,0001982273,,000312554,"39500 HIGH POINTE BLVD., SUITE 190", ,48375
Neuberger berman group llc,NEW YORK,NY,"",11002.0,43788.0,0.0,0.0001,1889,1864,-3229.0,-22.6899023,NY,0.0029286,Q3 2024,63495,0001465109,,,1290 AVENUE OF THE AMERICAS, ,10104
New england capital financial advisors llc,MERIDEN,CT,"",21.0,84.0,0.0,0.0,404,388,0.0,0.0,CT,0.0000056,Q4 2022,623048,0001964652,,000109203,79 MAIN STREET, ,06451
New york state common retirement fund,ALBANY,NY,"",92418.0,367824.0,0.0005,0.0005,2044,2061,12100.0,15.0651162,NY,0.0246002,Q2 2015,1999,0000810265,,,OFFICE OF THE STATE COMPTROLLER,"14TH FLOOR, 110 STATE STREET",12236
Newedge advisors  llc,NEW ORLEANS,LA,"",1367.0,5441.0,0.0,0.0,3218,3087,2.0,0.1465201,LA,0.0003639,Q4 2022,289067,0001633516,,,858 CAMP STREET, ,70130
Nisa investment advisors  llc,ST. LOUIS,MO,"",5133.0,20429.0,0.0001,0.0001,1924,1911,724.0,16.4209571,MO,0.0013663,Q1 2024,2014,0000937615,,000107313,7676 FORSYTH BLVD SUITE 1100,SUITE 1100,63105
Nomura holdings inc,TOKYO, ,CALL,500000.0,1990000.0,0.0027,0.0052,1133,902,0.0,0.0, ,N/A,Q3 2024,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Nomura holdings inc,TOKYO, ,PUT,138300.0,550434.0,0.0007,0.001,1757,1288,46600.0,50.8178844, ,N/A,Q3 2022,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Northern trust corp,CHICAGO,IL,"",3318281.0,13206759.0,0.0019,0.0022,1962,1888,370408.0,12.5652632,IL,0.8832740,Q1 2014,2043,0000073124,,000160034,50 S LASALLE ST, ,60603
Northwestern mutual wealth management company,MILWAUKEE,WI,"",117.0,465.0,0.0,0.0,3392,3163,-243.0,-67.5,WI,0.0000311,Q3 2019,2050,0001141802,,000153528,720 EAST WISCONSIN AVENUE, ,53202
Nuveen asset management  llc,CHICAGO,IL,"",891363.0,3547626.0,0.001,0.0011,2136,2114,52871.0,6.3054865,IL,0.2372667,Q2 2019,132953,0001521019,,000155584,333 W. WACKER DRIVE, ,60606
Nvwm  llc,YARDLEY,PA,"",21.0,84.0,0.0,0.0,642,629,-3.0,-12.5,PA,0.0000056,Q4 2021,395271,0001697274,201813672,,820 TOWNSHIP LINE ROAD,SUITE 100,19067
Oconnor  a distinct business unit of ubs asset management americas (llc),CHICAGO,IL,"",75994.0,302456.0,0.0078,0.0086,309,364,-1034.0,-1.342369,IL,0.0202284,Q3 2023,3013,0001132716,,,ONE NORTH WACKER DRIVE 31ST FLOOR, ,60606
Operose advisors llc,MILWAUKEE,WI,"",6.0,24.0,0.0,0.0,424,610,0.0,0.0,WI,0.0000016,Q4 2021,556175,0001909750,,000287465,"731 N. WATER STREET, SUITE 790", ,53202
Optimize financial inc,LAGUNA HILLS,CA,"",198310.0,789274.0,0.5915,,41,,198310.0,,CA,0.0527870,Q4 2024,698003,0002033266,831085006,,23212 MILL CREEK DRIVE, ,92653
Optiver holding b.v.,AMSTERDAM,P7,"",1535.0,6109.0,0.0,0.0,840,785,198.0,14.8092745,P7,0.0004086,Q2 2024,513914,0001859606,,,STRAWINSKYLAAN 3095, ,1077 ZX
Org partners llc,ROANOKE,IN,"",32.0,127.0,0.0,0.0,1247,1113,0.0,0.0,IN,0.0000085,Q2 2023,635678,0001979372,,000312728,13548 ZUBRICK RD, ,46783
Osaic holdings  inc.,SCOTTSDALE,AZ,"",114713.0,456282.0,0.001,0.0006,2884,3359,52537.0,84.4972337,AZ,0.0305348,Q2 2016,343642,0001677044,,,18700 HAYDEN RD.,SUITE 255,85225
Osaic holdings  inc.,SCOTTSDALE,AZ,CALL,1.0,6.0,0.0,0.0,7359,7322,0.0,0.0,AZ,N/A,Q3 2024,343642,0001677044,,,18700 HAYDEN RD.,SUITE 255,85225
Pacer advisors  inc.,MALVERN,PA,PRN,146000.0,129852.0,0.0003,,1681,,146000.0,,PA,N/A,Q1 2022,272420,0001616667,,,500 CHESTERFIELD PARKWAY, ,19355
Pacifica partners inc.,SURREY,Z4,"",8.0,32.0,0.0,0.0,479,501,0.0,0.0,Z4,0.0000021,Q2 2021,462618,0001799900,,000162313,5455 152 STREET,SUITE 213,V3S 5A5
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,"",28055.0,111659.0,0.0002,0.0002,1735,1752,11.0,0.0392241,CA,0.0074678,Q3 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,CALL,10400.0,41392.0,0.0001,0.0001,1800,1838,0.0,0.0,CA,N/A,Q1 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,PUT,1000.0,3980.0,0.0,0.0,1882,1949,0.0,0.0,CA,N/A,Q2 2024,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parkside financial bank & trust,SAINT LOUIS,MO,"",1261.0,5019.0,0.0007,0.0008,1449,1400,0.0,0.0,MO,0.0003357,Q1 2022,104696,0001455267,,,8112 MARYLAND AVE,SUITE 101,63105
Peak6 llc,AUSTIN,TX,CALL,159500.0,634810.0,0.0013,,2044,,159500.0,,TX,N/A,Q4 2024,106714,0001389958,,,2010 E. 6TH ST, ,78702
Peak6 llc,AUSTIN,TX,PUT,100000.0,398000.0,0.0008,,2273,,100000.0,,TX,N/A,Q4 2024,106714,0001389958,,,2010 E. 6TH ST, ,78702
Peak6 llc,AUSTIN,TX,"",132070.0,525639.0,0.0011,,2131,,132070.0,,TX,0.0351549,Q4 2024,106714,0001389958,,,2010 E. 6TH ST, ,78702
Peoples bank,PRATT,KS,"",0.0,0.0,0.0,0.0001,"",315,-32.0,-100.0,KS,0.0000000,Q3 2024,650140,0001998269,,,P.O. BOX B, ,67124
Pictet asset management holding sa,CAROUGE,V8,"",47874.0,190539.0,0.0002,0.0002,1868,1775,0.0,0.0,V8,0.0127433,Q3 2023,651598,0001993888,,,ROUTE DES ACACIAS 60, ,1227
Pnc financial services group  inc.,PITTSBURGH,PA,"",631.0,2511.0,0.0,0.0,4223,3750,-1893.0,-75.0,PA,0.0001680,Q1 2014,2276,0000713676,,,THE TOWER AT PNC PLAZA,300 FIFTH AVENUE,15222-2401
Police & firemens retirement system of new jersey,TRENTON,NJ,"",73863.0,293975.0,0.0029,,1776,,73863.0,,NJ,0.0196612,Q4 2024,697533,0002040686,,,50 W STATE STREET,SUITE 1100,08625
Polymer capital management (us) llc,NEW YORK,NY,"",90230.0,359115.0,0.0971,,144,,90230.0,,NY,0.0240178,Q4 2024,697926,0001973324,,,825 THIRD AVENUE,26TH FLOOR,10022
Pom investment strategies  llc,RALEIGH,NC,"",74.0,295.0,0.0002,0.0003,329,289,0.0,0.0,NC,0.0000197,Q1 2024,670117,0001906322,,,"4101 LAKE BOONE TRAIL, SUITE 111", ,27607
Powell investment advisors  llc,MIAMI,FL,"",0.0,0.0,0.0,0.0424,"",130,-19970.0,-100.0,FL,0.0000000,Q1 2024,463164,0001802195,000000000,000160333,3444 MAIN HIGHWAY,2ND FLOOR,33133
Price t rowe associates inc,BALTIMORE,MD,"",184248.0,734000.0,0.0001,0.0001,2113,2100,24612.0,15.417575,MD,0.0490439,Q4 2020,2299,0000080255,520556948,,1307 POINT STREET, ,21231
Principal financial group inc,DES MOINES,IA,"",19268.0,76687.0,0.0,0.0001,2162,2146,-4347.0,-18.4077917,IA,0.0051288,Q2 2019,2304,0001126328,,000139897,711 HIGH STREET, ,50392
Principal securities  inc.,DES MOINES,IA,"",38.0,151.0,0.0,0.0,3481,3194,-131.0,-77.5147929,IA,0.0000101,Q2 2024,114242,0000012600,,000001137,711 HIGH STREET,711 HIGH STREET,50392
Private advisor group  llc,MORRISTOWN,NJ,"",11276.0,44884.0,0.0003,0.0004,2218,2336,-3735.0,-24.8817534,NJ,0.0030015,Q2 2024,256122,0001567755,273463733,000155216,305 MADISON AVENUE, ,07960
Private trust company na,CLEVELAND,OH,"",23.0,92.0,0.0,0.0,2302,2272,0.0,0.0,OH,0.0000061,Q1 2023,2313,0001277557,,,1422 EUCLID AVENUE STE 1130, ,44115-2001
