Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Amundi,PARIS, ,"",26899.0,106251.0,0.0,0.0,1786,1837,13890.0,106.7722346, ,0.0071601,Q2 2024,79487,0001330387,,,91-93 BOULEVARD PASTEUR, ,75015
Anchor investment management  llc,COLUMBIA,SC,"",1067.0,4247.0,0.0004,0.0005,891,879,0.0,0.0,SC,0.0002840,Q1 2023,656019,0001634149,,000135296,3205 DEVINE STREET, ,29205
Arax advisory partners,DENVER,CO,"",0.0,0.0,0.0,0.0003,"",1854,-783.0,-100.0,CO,0.0000000,Q2 2024,358486,0001586767,,000133535,"730 17TH STREET, SUITE 107", ,80202
Aristeia capital  l.l.c.,GREENWICH,CT,"",156649.0,623463.0,0.0205,0.02,166,118,-55138.0,-26.034648,CT,0.0416975,Q3 2024,187,0001080171,133953132,,ONE GREENWICH PLAZA,SUITE 300,06830
Arizona state retirement system,PHOENIX,AZ,"",108089.0,430194.0,0.0026,0.0024,1569,1623,22978.0,26.9976854,AZ,0.0287716,Q1 2020,190792,0001558481,,,3300 NORTH CENTRAL AVENUE,14TH FLOOR,85012
Asset dedication  llc,SAN FRANCISCO,CA,"",2.0,8.0,0.0,0.0001,1093,1015,-400.0,-99.5024876,CA,0.0000005,Q2 2021,231170,0001475896,,,220 MONTGOMERY ST.,SUITE 1098,94104
Assetmark  inc,CONCORD,CA,"",4.0,16.0,0.0,,2578,,4.0,,CA,0.0000011,Q4 2024,79519,0001344551,,000109018,1655 GRANT STREET,10TH FLOOR,94520
Atom investors lp,AUSTIN,TX,"",18124.0,72134.0,0.009,,460,,18124.0,,TX,0.0048243,Q4 2024,431541,0001738902,,,3711 S MOPAC EXPY,"BUILDING ONE, SUITE 100",78746
Atticus wealth management  llc,PALM BEACH GARDENS,FL,"",200.0,796.0,0.0002,0.0003,490,484,0.0,0.0,FL,0.0000532,Q2 2024,462432,0001800234,,000296949,11380 PROSPERITY FARMS ROAD,SUITE 201,33410
Avantax advisory services  inc.,DALLAS,TX,"",83104.0,330754.0,0.0021,0.0018,1718,1818,22247.0,36.5561891,TX,0.0221210,Q2 2022,431235,0001303042,,,3200 OLYMPUS BLVD.,SUITE 100,75019
Avion wealth,THE WOODLANDS,TX,"",0.0,0.0,0.0,0.0,"",971,-32.0,-100.0,TX,0.0000000,Q2 2021,454057,0001792704,,,2829 TECHNOLOGY FOREST BLVD #300, ,77381
Avior wealth management  llc,OMAHA,NE,"",1.0,3.0,0.0,0.0,2458,2305,0.0,0.0,NE,0.0000003,Q2 2021,256351,0001599868,,,14301 FIRST NATIONAL BANK PARKWAY,#110,68154
Balyasny asset management l.p.,CHICAGO,IL,"",915980.0,3645600.0,0.0054,,1418,,915980.0,,IL,0.2438194,Q1 2024,268,0001218710,,000138111,444 WEST LAKE STREET 50TH FLOOR, ,60606
Bangor savings bank,BANGOR,ME,"",200.0,796.0,0.0001,0.0001,535,526,0.0,0.0,ME,0.0000532,Q2 2024,275,0001352675,,,24 HAMLIN WAY, ,04401
Bank of america corp,CHARLOTTE,NC,"",6186061.0,24620523.0,0.0021,0.0031,2113,1796,-2205996.0,-26.2867137,NC,1.6466317,Q1 2014,276,0000070858,560906609,,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255
Bank of montreal,TORONTO,A6,"",46366.0,184536.0,0.0001,0.0004,2789,2142,-134932.0,-74.4255314,A6,0.0123419,Q2 2014,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of montreal,TORONTO,A6,PUT,11.0,44.0,0.0,0.0,3491,3813,0.0,0.0,A6,N/A,Q3 2024,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of new york mellon corp,NEW YORK,NY,"",947788.0,3772197.0,0.0007,0.0008,2435,2381,17371.0,1.8670123,NY,0.2522862,Q1 2014,281,0001390777,,000290078,240 GREENWICH STREET, ,10286
Barclays plc,LONDON,X0,"",2207507.0,8785000.0,0.0025,0.0013,1670,2088,1092357.0,97.9560597,X0,0.5876035,Q1 2014,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Barclays plc,LONDON,X0,CALL,138700.0,552000.0,0.0002,0.0002,3759,3630,0.0,0.0,X0,N/A,Q2 2024,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Barclays plc,LONDON,X0,PUT,17589.0,70000.0,0.0,,4671,,17589.0,,X0,N/A,Q4 2024,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Barrett & company  inc.,PROVIDENCE,RI,"",85.0,338.0,0.0001,0.0002,599,566,0.0,0.0,RI,0.0000226,Q4 2022,117446,0000887602,,000001175,42 WEYBOSSET ST,42 WEYBOSSET STREET,02903
Bayesian capital management  lp,BROOKLYN,NY,"",153100.0,609338.0,0.0746,0.044,327,429,70600.0,85.5757576,NY,0.0407528,Q1 2022,328433,0001632551,,,54 COLERIDGE STREET, ,11235
Beacon capital management  llc,FRANKLIN,TN,"",0.0,0.0,0.0,0.0005,"",896,-752.0,-100.0,TN,0.0000000,Q2 2024,570537,0001921487,,000156228,751 COOL SPRINGS BLVD,STE 106,37067
Bear mountain capital  inc.,SEATTLE,WA,"",2.0,7.0,0.0,0.0,175,173,0.0,0.0,WA,0.0000005,Q4 2023,658955,0002009419,,000151151,2001 6TH AVENUE,STE 2401,98121
Belvedere trading llc,CHICAGO,IL,CALL,70500.0,133590.0,0.0002,0.0002,479,395,-3300.0,-4.4715447,IL,N/A,Q2 2022,288569,0001632341,,000132605,10 S. RIVERSIDE PLAZA,SUITE 2100,60606
Belvedere trading llc,CHICAGO,IL,PUT,14100.0,9918.0,0.0,0.0001,729,520,-9000.0,-38.961039,IL,N/A,Q4 2021,288569,0001632341,,000132605,10 S. RIVERSIDE PLAZA,SUITE 2100,60606
Bernard wealth management corp.,ROYAL OAK,MI,"",17.0,68.0,0.0,,313,,17.0,,MI,0.0000045,Q4 2024,697930,0002056313,,000159533,360 N MAIN STREET,SUITE 430,48067
Blackrock  inc,NEW YORK,NY,"",26852447.0,106872738.0,0.0022,0.0025,2048,1986,931443.0,3.5933909,NY,7.1476971,Q1 2014,373,0002012383,,000109391,50 HUDSON YARDS, ,10001
Blue trust  inc.,ALPHARETTA,GA,"",23.0,92.0,0.0,0.0,2404,2876,0.0,0.0,GA,0.0000061,Q2 2022,514139,0001856022,,,1125 SANCTUARY PARKWAY,SUITE 500,30009
Bogart wealth  llc,MCLEAN,VA,"",12000.0,47760.0,0.0023,0.0026,420,394,-100.0,-0.8264463,VA,0.0031942,Q4 2023,376049,0001715740,,000283886,"2010 CORPORATE RIDGE, SUITE 900", ,22102
Bokf  na,TULSA,OK,"",113.0,429.0,0.0,0.0,1251,1145,-341.0,-75.1101322,OK,0.0000301,Q3 2024,63724,0000009634,,,ONE WILLIAMS CENTER, ,74172
Brevan howard capital management lp,ST. HELIER, ,PUT,0.0,0.0,0.0,0.0079,"",416,-250000.0,-100.0, ,N/A,Q2 2023,107478,0001512857,,000161292,6TH FLOOR,37 ESPLANADE,JE2 3QA
Brevan howard capital management lp,ST. HELIER, ,"",277368.0,1103925.0,0.0071,,404,,277368.0,, ,0.0738310,Q4 2024,107478,0001512857,,000161292,6TH FLOOR,37 ESPLANADE,JE2 3QA
Brown brothers harriman & company,NEW YORK,NY,"",0.0,0.0,0.0,0.0,"",1286,-500.0,-100.0,NY,0.0000000,Q4 2021,460,0000014661,,,140 BROADWAY, ,10005-1101
Burns matteson capital management  llc,CORNING,NY,"",0.0,0.0,0.0,0.0306,"",157,-11995.0,-100.0,NY,0.0000000,Q3 2024,653977,0001894164,,000118315,42 EAST MARKET STREET, ,14830
California state teachers retirement system,WEST SACRAMENTO,CA,"",346641.0,1379631.0,0.0016,0.0015,1606,1635,63896.0,22.5984544,CA,0.0922704,Q1 2014,502,0001081019,946291617,,100 WATERFRONT PLACE, ,95605
Campbell & company investment adviser llc,BALTIMORE,MD,"",0.0,0.0,0.0,0.012,"",1032,-35325.0,-100.0,MD,0.0000000,Q4 2023,515,0001353570,,000134332,2850 QUARRY LAKE DRIVE, ,21209
Cape investment advisory  inc.,MCDONOUGH,GA,"",2.0,8.0,0.0,0.0,1138,954,0.0,0.0,GA,0.0000005,Q1 2023,648702,0001944437,,000146384,1600 PENNSYLVANIA AVE, ,30253
Capital advisors  ltd. llc,SHAKER HEIGHTS,OH,"",0.0,0.0,0.0,0.0,"",1349,-18.0,-100.0,OH,0.0000000,Q3 2024,254050,0001597878,,,20600 CHAGRIN BLVD,SUITE 1115,44122
Capital fund management s.a.,PARIS,I0,"",1623005.0,6459559.0,0.0165,0.0307,965,674,-841056.0,-34.1329212,I0,0.4320183,Q3 2024,535,0001323645,,,23 RUE DE L'UNIVERSITE, ,75007
Capstone financial advisors  inc.,DOWNERS GROVE,IL,"",10002.0,39808.0,0.0025,0.003,151,152,-862.0,-7.9344624,IL,0.0026624,Q2 2024,255717,0001599217,,000109341,"2001 BUTTERFIELD ROAD, SUITE 1750", ,60515
Cerity partners llc,NEW YORK,NY,"",71271.0,284323.0,0.0006,,2062,,71271.0,,NY,0.0189712,Q4 2024,358302,0001566475,,000151559,99 PARK AVENUE,16TH FLOOR,10016
Charles schwab investment management inc,SAN FRANCISCO,CA,"",4032519.0,16049426.0,0.003,0.0032,1808,1784,327019.0,8.8252328,CA,1.0733928,Q1 2014,2579,0000884546,,000106753,211 MAIN STREET, ,94105
Cibc private wealth group llc,ATLANTA,GA,"",29.0,115.0,0.0,0.0,2910,3041,-1.0,-3.3333333,GA,0.0000077,Q1 2024,94626,0001298088,,,3290 NORTHSIDE PARKWAY,7TH FLOOR,30327
Cibc world markets corp,NEW YORK,NY,"",32652.0,129955.0,0.0008,,1185,,32652.0,,NY,0.0086914,Q4 2024,637,0001056527,,000000630,300 MADISON AVENUE,SIXTH FLOOR,10017
Citadel advisors llc,MIAMI,FL,CALL,4905205.0,19522716.0,0.0034,0.0043,2185,1938,38737.0,0.7959982,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,PUT,2689626.0,10704711.0,0.0019,0.0024,2902,2584,-75916.0,-2.7450677,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,"",2356580.0,9379188.0,0.0016,0.0027,3066,2441,-769475.0,-24.61489,FL,0.6272844,Q1 2017,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citigroup inc,NEW YORK,NY,"",288167.0,1146904.0,0.0007,0.0007,3258,3160,36719.0,14.6030193,NY,0.0767055,Q4 2016,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,CALL,348600.0,1387428.0,0.0008,0.0009,3100,2872,0.0,0.0,NY,N/A,Q4 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,PUT,16600.0,66068.0,0.0,0.0,5000,4886,0.0,0.0,NY,N/A,Q3 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Clearstead advisors  llc,CLEVELAND,OH,"",23.0,92.0,0.0,0.0,2050,1997,0.0,0.0,OH,0.0000061,Q4 2021,358134,0000842775,,,1100 SUPERIOR AVENUE EAST,SUITE 700,44114
Close asset management ltd,LONDON,X0,"",56.0,0.0,0.0,0.0,247,264,0.0,0.0,X0,0.0000149,Q2 2024,383033,0001718570,,,10 CROWN PLACE, ,EC2A 4FT
Coatue management llc,NEW YORK,NY,"",0.0,0.0,0.0,0.0039,"",78,-228136.0,-100.0,NY,0.0000000,Q1 2022,677,0001135730,,000157910,9 WEST 57TH STREET,25TH FLOOR,10019
Cobalt capital management  inc.,SHORT HILLS,NJ,"",450000.0,1791000.0,0.744,,22,,450000.0,,NJ,0.1197829,Q4 2024,678,0001086762,,000157543,636 MORRIS TURNPIKE,SUITE 3B,07078
Colonial trust advisors,SPARTANBURG,SC,"",400.0,1592.0,0.0001,0.0002,624,686,0.0,0.0,SC,0.0001065,Q3 2024,200147,0001567993,,000110257,233 S. PINE ST., ,29302
Colonial trust company,SPARTANBURG,SC,"",1050.0,4179.0,0.0006,0.0007,1088,879,0.0,0.0,SC,0.0002795,Q4 2022,613889,0001954093,,,233 S. PINE ST., ,29302
Commerce bank,KANSAS CITY,MO,"",0.0,0.0,0.0,0.0012,"",1182,-42533.0,-100.0,MO,0.0000000,Q2 2023,698,0001009076,,,1000 WALNUT, ,64106
Commonwealth equity services  llc,WALTHAM,MA,"",67076.0,267000.0,0.0004,0.0004,3523,3374,2584.0,4.0066985,MA,0.0178546,Q3 2019,69950,0000312272,,000008032,29 SAWYER ROAD,ONE UNIVERSITY OFFICE PARK,02453-3483
Comprehensive financial planning  inc.,EAST PETERSBURG,PA,"",21.0,84.0,0.0001,,349,,21.0,,PA,0.0000056,Q4 2024,695800,0002044855,,000864624,5995 LEMON STREET, ,17520
Concentrum wealth management,SAN JOSE,CA,"",98000.0,390040.0,0.1372,0.1735,56,48,0.0,0.0,CA,0.0260861,Q3 2023,430659,0001765387,,000167151,353 PIERCY RD., ,95138
Concourse financial group securities  inc.,BIRMINGHAM,AL,"",150.0,508.0,0.0,0.0,2149,2111,0.0,0.0,AL,0.0000399,Q1 2021,119606,0000752798,,,2801 HIGHWAY 280 SOUTH, ,35223
Coppell advisory solutions llc,COPPELL,TX,"",117.0,464.0,0.0001,0.0001,1764,1655,0.0,0.0,TX,0.0000311,Q4 2022,504240,0001848433,274762004,,9111 CYPRESS WATERS BLVD,SUITE 140,75019
Corebridge financial  inc.,HOUSTON,TX,"",173461.0,690375.0,0.0037,0.0044,1510,1465,-7538.0,-4.1646639,TX,0.0461726,Q2 2024,563214,0001889539,,000107338,2919 ALLEN PARKWAY,WOODSON TOWER,77019
Corecap advisors  llc,SOUTHFIELD,MI,"",4.0,16.0,0.0,0.0,2823,2604,0.0,0.0,MI,0.0000011,Q2 2024,555514,0001902501,,000158819,27777 FRANKLIN ROAD,SUITE 700,48034
Cornerstone planning group llc,FAIRFIELD,NJ,"",15.0,49.0,0.0,0.0,1368,1265,0.0,0.0,NJ,0.0000040,Q2 2023,624324,0001822587,208315014,,"350 PASSAIC AVENUE, SUITE 201", ,07004
Counterpoint mutual funds llc,SAN DIEGO,CA,"",0.0,0.0,0.0,0.0481,"",213,-55777.0,-100.0,CA,0.0000000,Q3 2024,450061,0001698461,,000172379,12770 HIGH BLUFF DRIVE,SUITE #380,92130
Covalent partners llc,CONCORD,MA,"",60000.0,238800.0,0.8742,,15,,60000.0,,MA,0.0159711,Q4 2024,166328,0001531611,,000140494,30 MONUMENT SQUARE,SUITE 250,01742
Covestor ltd,LONDON,MA,"",2163.0,9000.0,0.0056,0.0063,1572,1539,3.0,0.1388889,MA,0.0005758,Q4 2021,555623,0001909846,,,FLOOR 12,20 FENCHURCH STREET,EC3M 3BY
Crawford fund management  llc,BOSTON,MA,PUT,200500.0,797990.0,0.1383,0.079,141,160,119500.0,147.5308642,MA,N/A,Q4 2023,476242,0001816427,,000158659,265 FRANKLIN STREET,SUITE 1702,02110-3144
Creative financial designs inc,KOKOMO,IN,"",10.0,40.0,0.0,0.0,1780,1672,0.0,0.0,IN,0.0000027,Q3 2021,395150,0000819864,,,2704 S. GOYER RD, ,46902
Creative planning,OVERLAND PARK,KS,"",0.0,0.0,0.0,0.0,"",3103,-10557.0,-100.0,KS,0.0000000,Q3 2024,163330,0001540235,,000105348,5454 W.110TH STREET, ,66211
Crescent park management  l.p.,EAST PALO ALTO,CA,CALL,151000.0,600980.0,0.2302,0.4325,31,27,-87800.0,-36.7671692,CA,N/A,Q3 2023,288822,0001629984,,000172326,"1950 UNIVERSITY AVENUE, SUITE 204", ,94303
Cresset asset management  llc,CHICAGO,IL,"",22016.0,87624.0,0.0004,,1634,,22016.0,,IL,0.0058603,Q4 2024,431458,0001761013,,000288566,444 W. LAKE STREET,SUITE 4700,60606
Css llc,CHICAGO,IL,"",2546.0,10133.0,0.0004,0.0002,938,797,1580.0,163.5610766,IL,0.0006777,Q1 2023,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,CALL,10440.0,41551.0,0.0018,0.0001,903,808,10000.0,2272.7272727,IL,N/A,Q3 2022,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,PUT,108154.0,430453.0,0.019,0.0206,600,528,9000.0,9.0767896,IL,N/A,Q4 2020,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Cwm  llc,OMAHA,NE,"",297.0,1000.0,0.0,0.0,4708,4387,-94.0,-24.0409207,NE,0.0000791,Q1 2019,248238,0001535847,,,14600 BRANCH ST., ,68154
Cypress capital management llc (wy),SHERIDAN,WY,"",156.0,621.0,0.0007,0.0008,139,151,0.0,0.0,WY,0.0000415,Q1 2021,289222,0001633896,,000130401,PO BOX J, ,82801
D. e. shaw & company .  inc.,NEW YORK,NY,CALL,1742400.0,6934752.0,0.0051,0.0079,1746,1478,-283000.0,-13.9725486,NY,N/A,Q4 2023,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
D. e. shaw & company .  inc.,NEW YORK,NY,PUT,0.0,0.0,0.0,0.0003,"",3914,-75000.0,-100.0,NY,N/A,Q1 2024,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
Deutsche bank ag,FRANKFURT AM MAIN GE,2M,"",282815.0,1125604.0,0.0004,0.0003,2175,2197,95834.0,51.2533359,2M,0.0752809,Q1 2014,842,0000948046,,,TAUNUSANLAGE 12 D-60325, ,00000
Earned wealth advisors  llc,WALNUT CREEK,CA,"",0.0,0.0,0.0,0.0001,"",2517,-53.0,-100.0,CA,0.0000000,Q3 2024,553353,0001905663,,000108052,165 LENNON LANE,SUITE 200,94598
Engineers gate manager lp,NEW YORK,NY,"",27563.0,109701.0,0.0019,0.007,1984,1543,-51255.0,-65.0295618,NY,0.0073368,Q2 2017,289127,0001620220,,,767 5TH AVENUE,7TH FLOOR,10153
Equitec proprietary markets  llc,CHICAGO,IL,"",971.0,3865.0,0.0038,0.0038,40,47,0.0,0.0,IL,0.0002585,Q2 2021,123360,0001143261,,,111 W. JACKSON,20TH FL.OOR,60604
Ethic inc.,NEW YORK,NY,"",0.0,0.0,0.0,0.0011,"",1065,-11237.0,-100.0,NY,0.0000000,Q1 2024,443218,0001780570,,000282827,99 HUDSON ST.,FLOOR 17,10013
Eversource wealth advisors  llc,BIRMINGHAM,AL,"",36.0,143.0,0.0,0.0,3492,3021,30.0,500.0,AL,0.0000096,Q3 2024,375969,0001710537,,000286340,3500 COLONNADE PKWY,SUITE 150,35243
Farther finance advisors  llc,SAN FRANCISCO,CA,"",209.0,832.0,0.0,0.0,3306,3567,146.0,231.7460317,CA,0.0000556,Q1 2023,645686,0001992825,,000302050,345 CALIFORNIA STREET,SUITE 600,94104
Federated hermes  inc.,PITTSBURGH,PA,"",0.0,0.0,0.0,0.0,"",2043,-3.0,-100.0,PA,0.0000000,Q3 2024,1018,0001056288,,,1001 LIBERTY AVENUE,1001 LIBERTY AVE,15222
Federation des caisses desjardins du quebec,LEVIS,A8,"",5242.0,20863.0,0.0001,0.0001,1669,1606,0.0,0.0,A8,0.0013953,Q1 2024,670147,0002022297,,,100 RUE DES COMMANDEURS, ,G6V5C1
Fifth third bancorp,CINCINNATI,OH,"",18.0,72.0,0.0,0.0,2498,2530,0.0,0.0,OH,0.0000048,Q1 2024,1040,0000035527,,000106275,38 FOUNTAIN SQ PLZ,FIFTH THIRD CENTER,45263
Financially speaking inc,GREENWOOD VILLAGE,CO,"",1042.0,4147.0,0.0028,,119,,1042.0,,CO,0.0002774,Q4 2024,697507,0002040901,,000106255,5889 GREENWOOD PLAZA BLVD.,SUITE 400,80111
First horizon advisors  inc.,MEMPHIS,TN,"",217.0,863.0,0.0,0.0,2117,2139,0.0,0.0,TN,0.0000578,Q2 2021,248358,0001588539,,,"165 MADISON AVE., 14TH FL.", ,38103
First trust advisors lp,WHEATON,IL,"",136362.0,542720.0,0.0005,0.0012,2224,1947,-141910.0,-50.9968664,IL,0.0362974,Q3 2024,1082,0001125816,,000104889,120 EAST LIBERTY DRIVE,SUITE 400,60187
Flaharty asset management  llc,CLEARWATER,FL,"",0.0,0.0,0.0,0.0003,"",416,-412.0,-100.0,FL,0.0000000,Q3 2024,358815,0001697882,,,311 PARK PLACE BLVD,STE 150,33759
Fmr llc,BOSTON,MA,"",57937.0,230589.0,0.0,0.0,3214,3085,-2940.0,-4.8294101,MA,0.0154219,Q1 2018,1098,0000315066,,,245 SUMMER STREET, ,02210
Fora capital  llc,MIAMI,FL,"",18793.0,74796.0,0.0086,0.0214,369,411,-21115.0,-52.9091911,FL,0.0050024,Q3 2024,463907,0001742435,,000295393,1221 BRICKELL AVE,SUITE 900,33131
Fortitude family office  llc,SCOTTSDALE,AZ,"",192.0,764.0,0.0003,0.0003,1172,1113,0.0,0.0,AZ,0.0000511,Q4 2023,657277,0001950506,,000317615,7500 N DOBSON RD,SUITE 151,85256
Franklin resources inc,SAN MATEO,CA,"",105128.0,418409.0,0.0001,0.0002,2369,2126,-67965.0,-39.2650194,CA,0.0279834,Q3 2024,1125,0000038777,,000110783,ONE FRANKLIN PARKWAY,"BUILDING 920/2, LEGAL-FRI SECRETARY",94403
Game plan financial advisors  llc,WESTLAKE,OH,"",10.0,39.0,0.0,0.0,337,346,0.0,0.0,OH,0.0000027,Q2 2024,463705,0001802952,,000147608,26600,SUITE 270,44145
Gamma investing llc,FOSTER CITY,CA,"",0.0,0.0,0.0,0.0004,"",2807,-940.0,-100.0,CA,0.0000000,Q3 2024,659376,0002010235,,000312573,1172 DOVER LN, ,94404
Geneos wealth management inc.,ENGLEWOOD,CO,"",996.0,3964.0,0.0001,,2407,,996.0,,CO,0.0002651,Q4 2024,115826,0001764754,,,9635 MAROON CIR,SUITE 100,80112
Geode capital management  llc,BOSTON,MA,"",8271059.0,32926715.0,0.0026,0.003,1682,1628,223877.0,2.7820546,MA,2.2016252,Q1 2014,1188,0001214717,,000115504,100 SUMMER STREET,12TH FLOOR,02110
Ghp investment advisors  inc.,DENVER,CO,"",1.0,4.0,0.0,0.0,973,967,0.0,0.0,CO,0.0000003,Q2 2024,1192,0001401561,,,"1290 N BROADWAY, STE. 1100", ,80203
Glen eagle advisors  llc,KINGSTON,NJ,"",1353.0,5385.0,0.0009,0.001,738,733,0.0,0.0,NJ,0.0003601,Q2 2021,120356,0002029317,,000282920,"4422C ROUTE 27, PO BOX 399", ,08528
Global retirement partners  llc,SAN RAFAEL,CA,"",52263.0,208005.0,0.006,0.0001,933,2567,51174.0,4699.1735537,CA,0.0139116,Q1 2021,413923,0001749744,,,4340 REDWOOD HIGHWAY,SUITE B-60,94903
Global wealth strategies & associates,DENVER,CO,"",104.0,414.0,0.0001,0.0002,369,337,0.0,0.0,CO,0.0000277,Q4 2022,620924,0001912297,,000316072,3200 CHERRY CREEK SOUTH DRIVE,SUITE 280,80209
Golden state wealth management  llc,SANTA ANA,CA,"",85.0,338.0,0.0001,,1449,,85.0,,CA,0.0000226,Q4 2024,439582,0001776033,,,201 E. SANDPOINTE AVE,#460,92707
Goldman sachs group inc,NEW YORK,NY,"",4510789.0,17952941.0,0.0028,0.0017,2225,2654,2187236.0,94.133252,NY,1.2007008,Q1 2016,1222,0000886982,,,200 WEST STREET, ,10282
Goldman sachs group inc,NEW YORK,NY,CALL,1236900.0,4922862.0,0.0008,,3474,,1236900.0,,NY,N/A,Q4 2024,1222,0000886982,,,200 WEST STREET, ,10282
Goldman sachs group inc,NEW YORK,NY,PUT,8724400.0,34723112.0,0.0055,,1599,,8724400.0,,NY,N/A,Q4 2024,1222,0000886982,,,200 WEST STREET, ,10282
Graham capital management  l.p.,ROWAYTON,CT,"",167927.0,668349.0,0.01,,636,,167927.0,,CT,0.0446995,Q4 2023,1236,0001315421,,000160925,40 HIGHLAND AVENUE, ,06853
Group one trading llc,CHICAGO,IL,"",808870.0,3219303.0,0.0074,0.0114,1542,1171,-71438.0,-8.1151143,IL,0.2153084,Q3 2023,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,CALL,8073800.0,32133724.0,0.0736,0.1059,227,139,-87800.0,-1.0757695,IL,N/A,Q2 2016,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
