Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Invesco ltd.,ATLANTA,GA,"",588767.0,1825179.0,0.0003,0.0004,2603,2542,-123957.0,-17.3920059,GA,0.1359288,Q4 2016,147,0000914208,980557567,000000000,1331 SPRING STREET NE,SUITE 2500,30309
Iron horse wealth management  llc,JOHSTON,IA,"",46.0,143.0,0.0,0.0,570,,46.0,,IA,0.0000106,Q4 2021,496059,0001836270,,000165164,8711 WINDSOR PKWY STE. 4, ,50131
J. goldman & company lp,NEW YORK,NY,"",0.0,0.0,0.0,0.0019,"",451,-27475.0,-100.0,NY,0.0000000,Q2 2024,132697,0001412741,,,510 MADISON AVENUE,26TH FLOOR,10022
Jane street group  llc,NEW YORK,NY,"",67575.0,209482.0,0.0,0.0006,8465,4069,-766811.0,-91.9012304,NY,0.0156011,Q4 2016,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,CALL,1442400.0,4471440.0,0.0009,0.0008,3151,3674,367100.0,34.13931,NY,N/A,Q1 2018,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,PUT,538500.0,1669350.0,0.0003,0.0003,4724,5143,99700.0,22.7210574,NY,N/A,Q4 2017,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Janus henderson group plc,LONDON,X0,"",166774.0,516166.0,0.0003,0.0003,1936,1979,0.0,0.0,X0,0.0385032,Q3 2023,1357,0001274173,,000119232,201 BISHOPSGATE, ,EC2M 3AE
Jefferies financial group inc.,NEW YORK,NY,"",0.0,0.0,0.0,0.0013,"",1431,-53241.0,-100.0,NY,0.0000000,Q3 2024,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jfs wealth advisors  llc,HERMITAGE,PA,"",7.0,22.0,0.0,0.0,1850,1920,0.0,0.0,PA,0.0000016,Q1 2021,199248,0001568068,,000145051,1479 N. HERMITAGE RD, ,16148
Johnson financial group  inc.,RACINE,WI,"",23.0,72.0,0.0,,707,,23.0,,WI,0.0000053,Q2 2025,70338,0001477024,391629756,,555 MAIN STREET, ,53403
Jones financial companies lllp,DES PERES,MO,"",984.0,3021.0,0.0,0.0,3324,3204,156.0,18.8405797,MO,0.0002272,Q2 2024,80298,0000815917,,,12555 MANCHESTER ROAD, ,63131
Jpmorgan chase & company,NEW YORK,NY,"",1820405.0,5643256.0,0.0004,0.0003,3048,3287,300376.0,19.7612019,NY,0.4202775,Q1 2014,1505,0000019617,,,383 MADISON AVENUE,270 PARK AVENUE,10017
Kapitalo investimentos ltda,SAO PAULO,D5,"",12847.0,39826.0,0.0086,,114,,12847.0,,D5,0.0029660,Q2 2025,665328,0001798686,,,"AVENIDA BRIGADEIRO FARIA LIMA, 3144",11TH FLOOR,01451-000
Kbc group nv,BRUSSELS,C9,"",15884.0,49000.0,0.0001,0.0001,1611,1805,0.0,0.0,C9,0.0036671,Q3 2023,22415,0001411133,,,HAVENLAAN 2, ,1080
Keel point  llc,HUNTSVILLE,AL,"",20337.0,63045.0,0.0042,0.0045,509,468,2.0,0.0098353,AL,0.0046952,Q2 2023,383,0001386935,200166451,000127902,100 CHURCH STREET,SUITE 500,35801
Keystone financial group,LEXINGTON,KY,"",12212.0,37850.0,0.0034,0.0036,423,392,0.0,0.0,KY,0.0028194,Q2 2024,391918,0001729299,,000170201,"527 WELLINGTON WAY, STE 225", ,40503
Kiker wealth management  llc,JASPER,GA,"",3000.0,9300.0,0.0052,0.0059,368,390,0.0,0.0,GA,0.0006926,Q1 2025,697487,0002042502,273317733,000154405,788 W. CHURCH ST, ,30143
Klp kapitalforvaltning as,OSLO,Q8,"",89192.0,276495.0,0.0012,0.001,1633,1730,16600.0,22.8675336,Q8,0.0205918,Q4 2024,697519,0001717443,,,DRONNING EUFEMIAS GATE 10, ,0191
L & s advisors inc,LOS ANGELES,CA,PRN,1988000.0,1774290.0,0.1757,0.2066,125,126,100000.0,5.2966102,CA,N/A,Q3 2024,33860,0001392364,,000140923,11766 WILSHIRE BLVD,SUITE 845,90025
Larson financial group llc,ST LOUIS,MO,"",974.0,3019.0,0.0001,0.0001,2274,2063,0.0,0.0,MO,0.0002249,Q1 2021,392348,0001731061,,000140599,100 N BROADWAY,SUITE 1700,63102
Legacy financial strategies  llc,OVERLAND PARK,KS,"",10226.0,31701.0,0.0062,0.0064,127,119,0.0,0.0,KS,0.0023609,Q1 2025,401094,0001723925,431889313,000283553,"5400 COLLEGE BLVD., SUITE A", ,66211
Legacy wealth managment  llc,BOISE,ID,"",0.0,0.0,0.0,0.0,"",817,-4.0,-100.0,ID,0.0000000,Q3 2024,688228,0002045082,,000174767,13965 W. CHINDEN BLVD., ,83713
Legal & general group plc,LONDON,X0,"",480781.0,1490421.0,0.0004,0.0003,2090,2115,62664.0,14.9871926,X0,0.1109981,Q3 2014,1673,0000764068,,,ONE COLEMAN STREET, ,EC2R 5AA
Lord & richards wealth management  llc,HIGHLANDS RANCH,CO,"",0.0,0.0,0.0,0.0001,"",176,-19.0,-100.0,CO,0.0000000,Q1 2025,696162,0002045252,,,8744 KENDRICK CASTILLO WAY,STE 100,80129
Los angeles capital management llc,LOS ANGELES,CA,"",25228.0,78207.0,0.0003,0.0007,1270,1051,-28751.0,-53.2633061,CA,0.0058244,Q4 2024,1737,0001177206,020541198,000119033,11150 SANTA MONICA BLVD.,STE. 200,90025
Lpl financial llc,SAN DIEGO,CA,"",47768.0,148080.0,0.0,0.0001,5176,4841,-25263.0,-34.5921595,CA,0.0110282,Q3 2017,1705,0001403438,,000006413,4707 EXECUTIVE DRIVE, ,92121
Mackenzie financial corp,TORONTO ONTARIO,A6,"",22517.0,69803.0,0.0001,0.0001,1640,1614,0.0,0.0,A6,0.0051985,Q3 2024,1760,0000919859,000000000,000110338,180 QUEEN STREET WEST, ,M5V 3K1
Mai capital management,INDEPENDENCE,OH,"",119.0,369.0,0.0,0.0,3806,3268,4.0,3.4782609,OH,0.0000275,Q4 2024,1848,0001040197,,,6050 OAK TREE BLVD SUITE 500, ,44131
Main street group  ltd,GLEN ALLEN,VA,"",444.0,1376.0,0.0005,0.0005,562,587,0.0,0.0,VA,0.0001025,Q4 2023,661104,0001965796,,000175502,4510 COX ROAD,SUITE 102,23060
Man group plc,LONDON, ,"",580637.0,1799975.0,0.0034,0.0,1451,,580637.0,, ,0.1340519,Q4 2024,292638,0001637460,,,"RIVERBANK HOUSE, 2 SWAN LANE", ,EC4R 3AD
Manufacturers life insurance company  the,CANADA,A6,"",221440.0,686464.0,0.0006,0.0006,2009,2067,17877.0,8.7820478,A6,0.0511239,Q1 2014,1783,0000928047,,,200 BLOOR STREET EAST,TORONTO ONTARIO,M4W 1E5
Marathon trading investment management llc,RADNOR,PA,"",179962.0,557882.0,0.0667,0.101,119,108,-82200.0,-31.3546586,PA,0.0415479,Q3 2023,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,CALL,376700.0,1167770.0,0.1396,0.1304,95,91,38400.0,11.350872,PA,N/A,Q3 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,PUT,61600.0,190960.0,0.0228,0.0122,191,280,30000.0,94.9367089,PA,N/A,Q1 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marshall wace  llp,LONDON,X0,"",11998516.0,37195400.0,0.0419,0.0002,370,2417,11931950.0,17924.9917375,X0,2.7701014,Q2 2022,1807,0001318757,000000000,000160885,GEORGE HOUSE,131 SLOANE STREET,SW1X 9AT
May hill capital  llc,COHASSET,MA,"",11127.0,34494.0,0.0114,,199,,11127.0,,MA,0.0025689,Q2 2025,697806,0002056340,,,132 CHIEF JUSTICE CUSHING HIGHWAY,#70,02025
Mcf advisors llc,COVINGTON,KY,"",584.0,1811.0,0.0001,0.0001,817,846,250.0,74.8502994,KY,0.0001348,Q1 2021,264156,0001602905,,000130372,50 E RIVERCENTER BLVD.,SUITE 300,41011
Meridian wealth management  llc,LEXINGTON,KY,"",22049.0,68352.0,0.0029,0.0027,663,612,2500.0,12.7883779,KY,0.0050905,Q2 2024,358261,0001697300,,000151523,"100 W. MAIN STREET, SUITE 450", ,40507
Metlife investment management  llc,WHIPPANY,NJ,"",260197.0,806610.0,0.0047,0.0037,1424,1551,23786.0,10.0612916,NJ,0.0600718,Q4 2017,149931,0001529735,,000142463,ONE METLIFE WAY, ,07981
Millennium management llc,NEW YORK,NY,"",322090.0,998479.0,0.0005,0.0,4414,,322090.0,,NY,0.0743610,Q1 2014,1909,0001273087,,,399 PARK AVENUE, ,10022
Mirae asset global etfs holdings ltd.,CAUSEWAY BAY,K3,"",238566.0,739555.0,0.0014,0.0015,1597,1683,-1689.0,-0.7030031,K3,0.0550778,Q3 2024,365986,0001705339,,,"ROOM 1101, 11/F LEE GARDEN THREE",1 SUNNING ROAD,00000
Morgan stanley,NEW YORK,NY,"",4033368.0,12503445.0,0.0008,0.001,3241,3033,-870647.0,-17.7537589,NY,0.9311850,Q1 2014,1947,0000895421,,,1585 BROADWAY, ,10036
Mtm investment management  llc,SPARTANBURG,SC,"",109.0,338.0,0.0001,,711,,109.0,,SC,0.0000252,Q2 2025,497663,0001831416,,000297500,812 EAST MAIN STREET, ,29302
N.e.w. advisory services llc,DE PERE,WI,"",0.0,0.0,0.0,0.0001,"",876,-272.0,-100.0,WI,0.0000000,Q1 2025,463926,0001803456,,,2200 DICKINSON RD,UNIT 17A,54115
National bank of canada,MONTREAL,A8,"",1005.0,3105.0,0.0,0.0,2571,2449,-65.0,-6.0747664,A8,0.0002320,Q4 2021,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
Nemes rush group llc,NOVI,MI,"",9.0,28.0,0.0,0.0,716,701,0.0,0.0,MI,0.0000021,Q2 2023,641910,0001982273,,000312554,"39500 HIGH POINTE BLVD., SUITE 190", ,48375
Neuberger berman group llc,NEW YORK,NY,"",12138.0,37628.0,0.0,0.0,1999,,12138.0,,NY,0.0028023,Q3 2024,63495,0001465109,,,1290 AVENUE OF THE AMERICAS, ,10104
New england capital financial advisors llc,MERIDEN,CT,"",21.0,66.0,0.0,0.0,415,387,0.0,0.0,CT,0.0000048,Q4 2022,623048,0001964652,,000109203,79 MAIN STREET, ,06451
New york state common retirement fund,ALBANY,NY,"",137818.0,427236.0,0.0006,0.0004,1956,2115,45400.0,49.1246294,NY,0.0318181,Q2 2015,1999,0000810265,,,OFFICE OF THE STATE COMPTROLLER,"14TH FLOOR, 110 STATE STREET",12236
Newedge advisors  llc,NEW ORLEANS,LA,"",1365.0,4231.0,0.0,0.0,3449,3360,-2.0,-0.1463058,LA,0.0003151,Q4 2022,289067,0001633516,,,858 CAMP STREET, ,70130
Nisa investment advisors  llc,ST. LOUIS,MO,"",7786.0,24137.0,0.0001,0.0002,1852,1737,-2848.0,-26.7820199,MO,0.0017976,Q1 2024,2014,0000937615,,000107313,7676 FORSYTH BLVD SUITE 1100,SUITE 1100,63105
Nomura holdings inc,TOKYO, ,"",28573.0,88576.0,0.0002,0.0002,1353,1684,-1761.0,-5.8053669, ,0.0065967,Q1 2025,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Nomura holdings inc,TOKYO, ,PUT,57500.0,178250.0,0.0004,0.0003,1312,1670,0.0,0.0, ,N/A,Q3 2022,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Norges bank,OSLO,Q8,"",76909.0,238418.0,0.0,,1682,,76909.0,,Q8,0.0177560,Q2 2025,2024,0001374170,,,BANKPLASSEN 2,P.O BOX 1179 SENTRUM,0107
Northern trust corp,CHICAGO,IL,"",3825009.0,11857528.0,0.0016,0.0015,1964,2027,284353.0,8.0310824,IL,0.8830811,Q1 2014,2043,0000073124,,000160034,50 S LASALLE ST, ,60603
Northwestern mutual wealth management company,MILWAUKEE,WI,"",3669.0,11374.0,0.0,0.0,2764,3451,3596.0,4926.0273973,WI,0.0008471,Q3 2019,2050,0001141802,,000153528,720 EAST WISCONSIN AVENUE, ,53202
Nuveen  llc,CHARLOTTE,NC,"",1930974.0,5986020.0,0.0017,0.0008,1793,2201,977569.0,102.5344948,NC,0.4458046,Q1 2025,713544,0001871926,,,"C/O TIAA, 8500 ANDREW CARNEGIE BLVD.",MAIL STOP SSC/C2/04,28262
Nvwm  llc,YARDLEY,PA,"",21.0,65.0,0.0,0.0,666,645,0.0,0.0,PA,0.0000048,Q4 2021,395271,0001697274,201813672,,820 TOWNSHIP LINE ROAD,SUITE 100,19067
Oconnor  a distinct business unit of ubs asset management americas (llc),CHICAGO,IL,"",39688.0,123033.0,0.0045,0.0028,307,261,0.0,0.0,IL,0.0091628,Q3 2023,3013,0001132716,,,ONE NORTH WACKER DRIVE 31ST FLOOR, ,60606
Operose advisors llc,MILWAUKEE,WI,"",6.0,18.0,0.0,0.0,409,386,0.0,0.0,WI,0.0000014,Q4 2021,556175,0001909750,,000287465,"731 N. WATER STREET, SUITE 790", ,53202
Optiver holding b.v.,AMSTERDAM,P7,"",2589.0,8026.0,0.0,0.0,1076,773,-2980.0,-53.5105046,P7,0.0005977,Q2 2024,513914,0001859606,,,STRAWINSKYLAAN 3095, ,1077 ZX
Osaic holdings  inc.,SCOTTSDALE,AZ,"",81222.0,251760.0,0.0004,0.0005,3747,3466,-4331.0,-5.062359,AZ,0.0187518,Q2 2016,343642,0001677044,,,18700 HAYDEN RD.,SUITE 255,85225
Pacer advisors  inc.,MALVERN,PA,PRN,160000.0,126830.0,0.0003,0.0001,1825,1672,87000.0,119.1780822,PA,N/A,Q1 2022,272420,0001616667,,,500 CHESTERFIELD PARKWAY, ,19355
Pacifica partners inc.,SURREY,Z4,"",8.0,25.0,0.0,0.0,522,512,0.0,0.0,Z4,0.0000018,Q2 2021,462618,0001799900,,000162313,5455 152 STREET,SUITE 213,V3S 5A5
Pandora wealth  inc.,OAKBROOK TERRACE,IL,"",25.0,78.0,0.0,0.0,290,260,0.0,0.0,IL,0.0000058,Q1 2025,713488,0002045414,,000331816,1 MID AMERICA PLAZA,FLOOR 3,60181
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,PUT,0.0,0.0,0.0,0.0,"",1454,-400.0,-100.0,CA,N/A,Q2 2024,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,CALL,0.0,0.0,0.0,0.0001,"",1411,-10000.0,-100.0,CA,N/A,Q1 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,"",28748.0,89119.0,0.0002,0.0002,1398,1374,178.0,0.6230312,CA,0.0066371,Q3 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parkside financial bank & trust,SAINT LOUIS,MO,"",1261.0,3910.0,0.0004,0.0005,1799,1729,0.0,0.0,MO,0.0002911,Q1 2022,104696,0001455267,,,8112 MARYLAND AVE,SUITE 101,63105
Peak6 llc,AUSTIN,TX,CALL,39600.0,122760.0,0.0002,0.0003,2580,2578,0.0,0.0,TX,N/A,Q4 2024,106714,0001389958,,,2010 E. 6TH ST, ,78702
Peak6 llc,AUSTIN,TX,PUT,0.0,0.0,0.0,0.0006,"",2295,-100200.0,-100.0,TX,N/A,Q4 2024,106714,0001389958,,,2010 E. 6TH ST, ,78702
Peak6 llc,AUSTIN,TX,"",39331.0,121926.0,0.0002,0.0,2582,,39331.0,,TX,0.0090804,Q4 2024,106714,0001389958,,,2010 E. 6TH ST, ,78702
Pentwater capital management lp,NAPLES,FL,CALL,0.0,0.0,0.0,0.0048,"",97,-200000.0,-100.0,FL,N/A,Q1 2025,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
Pentwater capital management lp,NAPLES,FL,PUT,100000.0,310000.0,0.002,0.0241,91,83,-900000.0,-90.0,FL,N/A,Q1 2025,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
Pictet asset management holding sa,CAROUGE,V8,"",47874.0,148409.0,0.0002,0.0002,1884,1870,0.0,0.0,V8,0.0110527,Q3 2023,651598,0001993888,,,ROUTE DES ACACIAS 60, ,1227
Pitcairn company,CONSHOHOCKEN,PA,"",10869.0,33694.0,0.0022,,693,,10869.0,,PA,0.0025093,Q2 2025,101822,0000315014,,,161 WASHINGTON STREET,SUITE 801,19428
Pnc financial services group  inc.,PITTSBURGH,PA,"",64.0,198.0,0.0,0.0,4797,4621,-128.0,-66.6666667,PA,0.0000148,Q1 2014,2276,0000713676,,,THE TOWER AT PNC PLAZA,300 FIFTH AVENUE,15222-2401
Point72 (difc) ltd,DUBAI,C0,"",29744.0,92205.0,0.0035,,936,,29744.0,,C0,0.0068670,Q2 2025,670238,0002017863,000000000,000330656,"L34-02, LEVEL 34",ICD BROOKFIELD PLACE,00000
Point72 asset management  l.p.,STAMFORD,CT,"",628163.0,1947306.0,0.0038,,1316,,628163.0,,CT,0.1450242,Q2 2025,261060,0001603466,,000283077,72 CUMMINGS POINT ROAD, ,06902
Police & firemens retirement system of new jersey,TRENTON,NJ,"",99410.0,308171.0,0.0029,0.0025,1765,1811,12166.0,13.9447985,NJ,0.0229508,Q4 2024,697533,0002040686,,,50 W STATE STREET,SUITE 1100,08625
Polymer capital management (us) llc,NEW YORK,NY,"",0.0,0.0,0.0,0.0138,"",484,-18624.0,-100.0,NY,0.0000000,Q4 2024,697926,0001973324,,,825 THIRD AVENUE,26TH FLOOR,10022
Price t rowe associates inc,BALTIMORE,MD,"",275894.0,856000.0,0.0001,0.0001,2058,2094,17386.0,6.7255172,MD,0.0636957,Q4 2020,2299,0000080255,520556948,,1307 POINT STREET, ,21231
Principal financial group inc,DES MOINES,IA,"",29810.0,92411.0,0.0,0.0,2172,2110,3023.0,11.285325,IA,0.0068822,Q2 2019,2304,0001126328,,000139897,711 HIGH STREET, ,50392
Principal securities  inc.,DES MOINES,IA,"",182.0,564.0,0.0,0.0,3460,3486,144.0,378.9473684,IA,0.0000420,Q2 2024,114242,0000012600,,000001137,711 HIGH STREET,711 HIGH STREET,50392
Private advisor group  llc,MORRISTOWN,NJ,"",11637.0,36076.0,0.0002,0.0002,2367,2250,-21.0,-0.1801338,NJ,0.0026866,Q2 2024,256122,0001567755,273463733,000155216,305 MADISON AVENUE, ,07960
Private trust company na,CLEVELAND,OH,"",23.0,71.0,0.0,0.0,2456,2466,0.0,0.0,OH,0.0000053,Q1 2023,2313,0001277557,,,1422 EUCLID AVENUE STE 1130, ,44115-2001
Private wealth asset management  llc,CEDAR RAPIDS,IA,"",923.0,2861.0,0.0004,0.0004,801,776,0.0,0.0,IA,0.0002131,Q1 2025,531726,0001883006,,,411 6TH AVENUE SE,STE. 360,52401
Proathlete wealth management llc,BOCA RATON,FL,"",32.0,99.0,0.0,0.0,313,202,0.0,0.0,FL,0.0000074,Q1 2025,661698,0002012065,,000317372,"4401 N. FEDERAL HWY, SUITE 201", ,33431
Proshare advisors llc,BETHESDA,MD,"",89270.0,276737.0,0.0006,0.0006,1503,1535,1770.0,2.0228571,MD,0.0206098,Q3 2024,2320,0001357955,,,7272 WISCONSIN AVENUE,21ST FLOOR,20814
Prudential financial inc,NEWARK,NJ,"",55685.0,212602.0,0.0003,0.0002,2195,2107,26310.0,89.5659574,NJ,0.0128560,Q2 2024,2331,0001137774,,000107959,751 BROAD ST, ,07102
Psi advisors  llc,TAMPA,FL,"",0.0,0.0,0.0,0.0,"",747,-8.0,-100.0,FL,0.0000000,Q3 2021,463626,0001779040,,000285880,13059 W. LINEBAUGH AVE,SUITE 102,33626
Public employees retirement association of colorado,DENVER,CO,"",28034.0,87000.0,0.0003,0.0003,1703,1723,0.0,0.0,CO,0.0064722,Q2 2021,2332,0000315297,,,1301 PENNSYLVANIA STREET, ,80203
Quadrant capital group llc,CINCINNATI,OH,"",0.0,0.0,0.0,0.0,"",2717,-65.0,-100.0,OH,0.0000000,Q2 2021,306558,0001650717,,,"255 E. FIFTH STREET, SUITE 3000", ,45202
Quadrature capital ltd,LONDON,X0,"",240474.0,744267.0,0.0128,,470,,240474.0,,X0,0.0555183,Q2 2025,313817,0001651424,,000331740,THE LEADENHALL BUILDING,122 LEADENHALL STREET,EC3V 4AB
Quent capital  llc,NEW YORK,NY,"",0.0,0.0,0.0,0.0001,"",1256,-170.0,-100.0,NY,0.0000000,Q4 2022,558519,0001912338,831888530,000308203,1120 AVENUE OF THE AMERICAS,4TH FLOOR,10036
Raymond james financial inc,ST PETERSBURG,FL,"",21508.0,66675.0,0.0,0.0,5061,4604,-2761.0,-11.3766533,FL,0.0049656,Q4 2024,6270,0000720005,,,880 CARILLON PKWY, ,33716
Red door wealth management  llc,MEMPHIS,TN,"",0.0,0.0,0.0,0.0123,"",231,-29000.0,-100.0,TN,0.0000000,Q3 2024,461914,0001783599,,000153235,756 RIDGE LAKE BOULEVARD, ,38120
Renaissance technologies llc,NEW YORK,NY,"",5682019.0,17614259.0,0.0234,0.0212,769,834,805300.0,16.5131516,NY,1.3118096,Q3 2023,2414,0001037389,260385758,000106661,800 THIRD AVE, ,10022
Rhumbline advisers,BOSTON,MA,"",655730.0,2032754.0,0.0017,0.0014,1879,1945,116542.0,21.6143534,MA,0.1513886,Q2 2014,2426,0001115418,,000107151,265 FRANKLIN ST,21ST FLOOR,02110
Rossby financial  lcc,MELBOURNE,FL,"",36.0,112.0,0.0,0.0,1226,1063,0.0,0.0,FL,0.0000083,Q1 2025,698079,0002056510,,000324631,2412 IRWIN STREET, ,32901
Royal bank of canada,TORONTO, ,"",619805.0,1922000.0,0.0003,0.0,3338,5273,587756.0,1833.9292958, ,0.1430946,Q4 2014,2491,0001000275,,,ROYAL BANK PLAZA,200 BAY STREET,M5J 2J5
Russell investments group  ltd.,LONDON,WA,"",3315.0,10277.0,0.0,0.0,3331,3577,2897.0,693.062201,WA,0.0007653,Q3 2021,356168,0001692234,,,REX HOUSE,10 REGENT STREET,SW1Y4PE
San luis wealth advisors llc,SAN LUIS OBISPO,CA,"",10249.0,32000.0,0.0069,0.0066,139,135,0.0,0.0,CA,0.0023662,Q3 2023,499360,0001844709,,,735 TANK FARM ROAD,SUITE 264,93401
Sbi securities company .  ltd.,TOKYO,M0,"",6202.0,19226.0,0.0006,0.0004,1423,1534,1998.0,47.5261656,M0,0.0014319,Q4 2024,681348,0001851815,000000000,,IZUMI GARDEN TOWER,1-6-1 ROPPONGI MINATO-KU,1066019
Sculptor capital lp,NEW YORK,NY,PUT,680600.0,2109860.0,0.0298,0.0374,220,182,1500.0,0.2208806,NY,N/A,Q3 2024,2127,0001054587,133980578,000107913,9 WEST 57TH STREET,40TH FLOOR,10019
Sei investments company,OAKS,PA,"",70531.0,218633.0,0.0003,0.0002,2529,2499,12266.0,21.0520896,PA,0.0162835,Q3 2024,12665,0000350894,,,1 FREEDOM VALLEY DRIVE, ,19456-1100
Sg americas securities  llc,NEW YORK,NY,"",12383.0,38000.0,0.0002,0.0012,2793,2036,-115344.0,-90.3051039,NY,0.0028589,Q2 2019,2629,0001313360,,,245 PARK AVENUE, ,10167
Signaturefd  llc,ATLANTA,GA,"",168.0,521.0,0.0,0.0,3100,3171,0.0,0.0,GA,0.0000388,Q1 2021,50499,0001456048,,000112758,1230 PEACHTREE STREET,SUITE 1800,30309
Simplex trading  llc,CHICAGO,IL,CALL,2222800.0,6890000.0,0.0039,0.007,1128,837,-1574200.0,-41.4590466,IL,N/A,Q4 2014,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Simplex trading  llc,CHICAGO,IL,PUT,488900.0,1515000.0,0.0009,0.0017,2365,1776,-432400.0,-46.9336807,IL,N/A,Q3 2015,121062,0001488542,,000153585,230 S. LASALLE STREET,SUITE 08-500,60604
Slt holdings llc,SCOTTSDALE,AZ,"",40012.0,124037.0,0.0924,,102,,40012.0,,AZ,0.0092376,Q2 2025,697147,0002052222,,000328450,20707 N. PIMA ROAD,SUITE 205,85255
Smartleaf asset management llc,BOSTON,MA,"",21.0,64.0,0.0,0.0004,2700,2293,-1253.0,-98.3516484,MA,0.0000048,Q3 2024,660377,0002010393,,000172273,ONE BOWDOIN SQUARE,10TH FLOOR,02114
Smithfield trust company,PITTSBURGH,PA,"",2262.0,7000.0,0.0003,0.0003,934,961,0.0,0.0,PA,0.0005222,Q1 2025,191665,0001019754,,,20 STANWIX STREET,SUITE 620,15222
Sovereign financial group  inc.,STAMFORD,CT,"",10452.0,32401.0,0.0067,,310,,10452.0,,CT,0.0024131,Q2 2025,500832,0001846175,,,"35 WEST BROAD STREET, SUITE 100", ,06902
Sowell financial services llc,NORTH LITTLE ROCK,AR,"",12115.0,37557.0,0.0015,0.0016,1032,998,-358.0,-2.8701996,AR,0.0027970,Q1 2025,359443,0001633697,,000127145,5320 NORTHSHORE DRIVE, ,72118
Spire wealth management,MCLEAN,VA,"",3079.0,9545.0,0.0003,0.0003,1736,1866,0.0,0.0,VA,0.0007108,Q4 2024,512774,0001858740,,000113908,7901 JONES BRANCH DR.,SUITE #800,22102
Squarepoint ops llc,NEW YORK,NY,"",0.0,0.0,0.0,0.0001,"",4372,-14399.0,-100.0,NY,0.0000000,Q4 2024,297588,0001642575,,000172116,250 W. 55TH STREET,32ND FLOOR,10019
Squarepoint ops llc,NEW YORK,NY,CALL,44200.0,137020.0,0.0001,0.0002,4083,4086,-13100.0,-22.8621291,NY,N/A,Q4 2023,297588,0001642575,,000172116,250 W. 55TH STREET,32ND FLOOR,10019
Squarepoint ops llc,NEW YORK,NY,PUT,0.0,0.0,0.0,0.0001,"",4163,-42900.0,-100.0,NY,N/A,Q4 2024,297588,0001642575,,000172116,250 W. 55TH STREET,32ND FLOOR,10019
State board of administration of florida retirement system,TALLAHASSEE,FL,"",56960.0,176576.0,0.0003,0.0003,1942,1933,0.0,0.0,FL,0.0131504,Q3 2024,2761,0000938076,596001872,,"1801 HERMITAGE BLVD, SUITE 100",P.O. BOX 13300,32317-3300
State of wisconsin investment board,MADISON,WI,"",96539.0,299271.0,0.0007,0.0007,2060,1997,-252.0,-0.2603548,WI,0.0222880,Q1 2021,2763,0000854157,,,"4703 MADISON YARDS WAY, SUITE 700", ,53705
State street corp,BOSTON,MA,"",9198109.0,28514138.0,0.0011,0.001,1985,2035,901555.0,10.86662,MA,2.1235705,Q1 2014,2764,0000093751,,,1 CONGRESS STREET,SUITE 1,02114
Stephens consulting  llc,FLINT,MI,"",0.0,0.0,0.0,0.0,"",1512,-11.0,-100.0,MI,0.0000000,Q2 2023,621327,0001961632,,000308970,5206 GATEWAY CENTRE,SUITE 300,48507
Sterling capital management llc,CHARLOTTE,NC,"",11754.0,36437.0,0.0005,0.0003,1590,1656,4780.0,68.5402925,NC,0.0027136,Q3 2024,2777,0001329883,,000135405,4350 CONGRESS STREET,SUITE 1000,28209
Steward partners investment advisory  llc,STAMFORD,CT,"",6.0,20.0,0.0,0.0,4088,3995,0.0,0.0,CT,0.0000014,Q1 2025,383910,0001723397,,000283004,400 ATLANTIC STREET,10TH FLOOR,06901-3512
Stifel financial corp,ST. LOUIS,MO,"",18014.0,55843.0,0.0001,0.0001,3411,3355,965.0,5.660156,MO,0.0041589,Q4 2018,6756,0000720672,,,ATTN: JAMES G. LASCHOBER,501 N. BROADWAY,63102-2102
