Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Baader bank aktiengesellschaft,UNTERSCHLEISSHEIM,2M,"",0.0,0.0,,0.0012,"",366,-709.1,-100.0,2M,0.0000000,Q1 2023,570649,0001542629,,,WEIHENSTEPHANER STRASSE 4, ,85716
Balyasny asset management l.p.,CHICAGO,IL,PUT,0.0,0.0,,0.0611,"",421,-631360.0,-100.0,IL,N/A,Q2 2023,268,0001218710,,000138111,444 WEST LAKE STREET 50TH FLOOR, ,60606
Balyasny asset management l.p.,CHICAGO,IL,"",0.0,0.0,,0.0061,"",1263,-63445.1,-100.0,IL,0.0000000,Q2 2022,268,0001218710,,000138111,444 WEST LAKE STREET 50TH FLOOR, ,60606
Bank of america corp,CHARLOTTE,NC,CALL,0.0,0.0,,0.005,"",1354,-1073570.0,-100.0,NC,N/A,Q2 2022,276,0000070858,560906609,,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255
Bank of america corp,CHARLOTTE,NC,PUT,0.0,0.0,,0.0016,"",2287,-347960.0,-100.0,NC,N/A,Q3 2020,276,0000070858,560906609,,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255
Bank of america corp,CHARLOTTE,NC,"",888004.0,7095152.0,0.0008,0.0013,3070,2483,602221.6,210.7273226,NC,0.1729889,Q1 2014,276,0000070858,560906609,,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255
Bank of montreal,TORONTO,A6,"",31026.0,261549.0,0.0001,0.0032,2907,1041,-162395.4,-83.9593757,A6,0.0060441,Q2 2014,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of montreal,TORONTO,A6,PUT,2684.0,22626.0,0.0,0.0,3546,3578,1484.0,123.6666667,A6,N/A,Q1 2022,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of montreal,TORONTO,A6,CALL,0.0,0.0,,0.0237,"",322,-1452990.0,-100.0,A6,N/A,Q1 2022,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of new york mellon corp,NEW YORK,NY,"",171747.0,1372258.0,0.0003,0.0014,3003,2147,15589.9,9.9834718,NY,0.0334574,Q1 2014,281,0001390777,,000290078,240 GREENWICH STREET, ,10286
Banque pictet & cie sa,GENEVA 73,V8,"",0.0,0.0,,0.0008,"",478,-2000.0,-100.0,V8,0.0000000,Q2 2022,256074,0001535602,,,60 ROUTE DES ACACIAS, ,1211
Barclays plc,LONDON,X0,CALL,0.0,0.0,,0.0164,"",632,-587280.0,-100.0,X0,N/A,Q4 2022,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Barclays plc,LONDON,X0,"",0.0,0.0,,0.0012,"",1941,-41649.3,-100.0,X0,0.0000000,Q1 2014,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Bardin hill management partners lp,NEW YORK,NY,PUT,0.0,0.0,,0.4626,"",34,-1835.0,-100.0,NY,N/A,Q2 2023,272322,0001616416,,,299 PARK AVENUE,24TH FLOOR,10171
Barrett & company  inc.,PROVIDENCE,RI,"",85.0,679.0,0.0004,0.001,591,541,45.0,112.5,RI,0.0000166,Q3 2022,117446,0000887602,,000001175,42 WEYBOSSET ST,42 WEYBOSSET STREET,02903
Bayesian capital management  lp,BROOKLYN,NY,"",78100.0,624019.0,0.0712,0.168,323,168,42540.0,119.6287964,NY,0.0152144,Q1 2022,328433,0001632551,,,54 COLERIDGE STREET, ,11235
Beaird harris wealth management  llc,DALLAS,TX,"",286.0,2286.0,0.0003,0.0006,353,323,175.9,159.763851,TX,0.0000557,Q4 2021,570743,0001908938,,000107238,5005 LBJ FWY,SUITE 1700,75244
Belpointe asset management llc,RENO,NV,"",0.0,0.0,,0.0078,"",597,-1680.0,-100.0,NV,0.0000000,Q4 2022,383317,0001721242,,000143440,"500 DAMONTE RANCH, PARKWAY BUILDING 700",UNIT 700,89521
Belvedere trading llc,CHICAGO,IL,PUT,6200.0,49538.0,0.0001,0.0023,425,69,-22190.0,-78.1613244,IL,N/A,Q4 2021,288569,0001632341,,000132605,10 S. RIVERSIDE PLAZA,SUITE 2100,60606
Belvedere trading llc,CHICAGO,IL,CALL,3700.0,29563.0,0.0,0.0031,471,53,-34800.0,-90.3896104,IL,N/A,Q2 2022,288569,0001632341,,000132605,10 S. RIVERSIDE PLAZA,SUITE 2100,60606
Belvedere trading llc,CHICAGO,IL,"",2438.0,19480.0,0.0,,513,,2438.0,,IL,0.0004749,Q3 2023,288569,0001632341,,000132605,10 S. RIVERSIDE PLAZA,SUITE 2100,60606
Benjamin edwards inc,CLAYTON,MO,"",21.0,0.0,0.0,0.0,636,668,11.0,110.0,MO,0.0000041,Q2 2021,132178,0001451623,,000146936,ONE NORTH BRENTWOOD BOULEVARD,SUITE 850,63105
Berry street capital management llp,LONDON,X0,PUT,0.0,0.0,,0.4777,"",29,-58500.0,-100.0,X0,N/A,Q2 2023,500569,0001804007,000000000,,MICHELIN HOUSE,81 FULHAM ROAD,SW3 6RD
Blackrock  inc,NEW YORK,NY,"",2609835.0,20852584.0,0.0006,0.0025,2923,2111,553206.9,26.8987329,NY,0.5084127,Q1 2014,373,0002012383,,000109391,50 HUDSON YARDS, ,10001
Blue trust  inc.,ALPHARETTA,GA,"",114.0,1000.0,0.0,0.0,1883,1794,98.9,654.9668874,GA,0.0000222,Q2 2022,514139,0001856022,,,1125 SANCTUARY PARKWAY,SUITE 500,30009
Blueshift asset management  llc,RED BANK,NJ,"",53008.0,423534.0,0.2501,0.0787,116,300,48323.5,1031.5615327,NJ,0.0103263,Q2 2022,431075,0001727827,,000290637,"151 BODMAN PLACE, SUITE 301", ,07701
Bnp paribas financial markets,PARIS,I0,"",0.0,0.0,,0.0014,"",2107,-26154.6,-100.0,I0,0.0000000,Q3 2014,391,0001166588,,,20 BOULEVARD DES ITALIENS, ,75009
Bnp paribas financial markets,PARIS,I0,PUT,0.0,0.0,,0.0014,"",2139,-250.0,-100.0,I0,N/A,Q2 2023,391,0001166588,,,20 BOULEVARD DES ITALIENS, ,75009
Boothbay fund management  llc,NEW YORK,NY,CALL,0.0,0.0,,0.0203,"",863,-21000.0,-100.0,NY,N/A,Q1 2023,289317,0001549230,,000163706,140 EAST 45TH STREET,16TH FLOOR,10017
Boothbay fund management  llc,NEW YORK,NY,"",15568.0,124388.0,0.003,,1521,,15568.0,,NY,0.0030327,Q3 2023,289317,0001549230,,000163706,140 EAST 45TH STREET,16TH FLOOR,10017
Boulder hill capital management lp,NEW YORK,NY,"",0.0,0.0,,0.7531,"",41,-8890.0,-100.0,NY,0.0000000,Q1 2022,555517,0001859029,861257181,,888 SEVENTH AVENUE, ,10106
Boussard & gavaudan investment management llp,LONDON,X0,"",0.0,0.0,,0.5123,"",51,-302736.0,-100.0,X0,0.0000000,Q2 2023,270600,0001614986,,,166 PICCADILLY, ,W1J 9EF
Boussard & gavaudan investment management llp,LONDON,X0,PUT,0.0,0.0,,0.4214,"",62,-1601.4,-100.0,X0,N/A,Q1 2023,270600,0001614986,,,166 PICCADILLY, ,W1J 9EF
Bracebridge capital  llc,BOSTON,MA,PUT,0.0,0.0,,7.9384,"",4,-3285.2,-100.0,MA,N/A,Q3 2022,421,0001426486,,000158343,888 BOYLSTON STREET,SUITE 1500,02199
Brevan howard capital management lp,ST. HELIER, ,PUT,250000.0,1997500.0,0.0257,0.023,61,90,225000.0,900.0, ,N/A,Q2 2023,107478,0001512857,,000161292,6TH FLOOR,37 ESPLANADE,JE2 3QA
Brown brothers harriman & company,NEW YORK,NY,"",500.0,3995.0,0.0,,1053,,500.0,,NY,0.0000974,Q4 2021,460,0000014661,,,140 BROADWAY, ,10005-1101
Btg pactual global asset management ltd,HAMILTON,D0,PUT,50000.0,399500.0,0.0901,,66,,50000.0,,D0,N/A,Q3 2023,199802,0001567992,981088423,000159873,CLARENDON HOUSE,2 CHURCH STREET,HM 11
Buck wealth strategies  llc,DENVER,CO,"",166.0,1326.0,0.0005,0.0015,324,207,87.4,111.1959288,CO,0.0000323,Q2 2023,650146,0001973259,,000322138,4600 S. SYRACUSE ST,SUITE 650,80237
Byrne asset management llc,KINGSTON,NJ,"",2000.0,16000.0,0.0132,,294,,2000.0,,NJ,0.0003896,Q3 2023,557676,0001911322,,,"4420 ROUTE 27, SUITE 3",PO BOX 573,08528
Cadian capital management  lp,NEW YORK,NY,"",0.0,0.0,,0.3667,"",22,-176300.0,-100.0,NY,0.0000000,Q4 2022,493,0001423686,,000157813,"535 MADISON AVENUE, 36TH FLOOR", ,10022
California public employees retirement system,SACRAMENTO,CA,"",87286.0,697415.0,0.0006,0.0027,1177,1149,16301.1,22.9641797,CA,0.0170039,Q1 2014,501,0000919079,,,400 Q ST,SUITE 4800,95811
California state teachers retirement system,WEST SACRAMENTO,CA,"",145246.0,1160516.0,0.0018,0.0039,1703,1302,82146.1,130.1842,CA,0.0282949,Q1 2014,502,0001081019,946291617,,100 WATERFRONT PLACE, ,95605
Cambridge investment research advisors  inc.,FAIRFIELD,IA,"",0.0,0.0,,0.0006,"",2958,-2981.7,-100.0,IA,0.0000000,Q2 2017,509,0001419186,,,1776 PLEASANT PLAIN ROAD, ,52556
Canada life assurance company,WINNIPEG,A2,"",0.0,0.0,,0.0002,"",1950,-1776.1,-100.0,A2,0.0000000,Q4 2014,1250,0001046192,000000000,000305404,100 OSBORNE STREET NORTH, ,R3C 1V3
Canada pension plan investment board,TORONTO ONTARIO,A6,"",698638.0,5582118.0,0.0082,,584,,698638.0,,A6,0.1360992,Q3 2023,517,0001283718,,,ONE QUEEN STREET EAST,STE 2500,M5C2W5
Cape investment advisory  inc.,MCDONOUGH,GA,"",16.0,128.0,0.0001,0.0002,907,865,7.2,81.8181818,GA,0.0000031,Q1 2023,648702,0001944437,,000146384,1600 PENNSYLVANIA AVE, ,30253
Capital fund management s.a.,PARIS,I0,"",30986.0,247578.0,0.0009,0.0046,1888,1372,5001.4,19.2475543,I0,0.0060363,Q3 2022,535,0001323645,,,23 RUE DE L'UNIVERSITE, ,75007
Capstone investment advisors  llc,NEW YORK,NY,"",0.0,0.0,,0.003,"",1073,-13793.5,-100.0,NY,0.0000000,Q1 2023,3283,0001426196,,000155563,7 WORLD TRADE CENTER,"250 GREENWICH STREET, 32ND FLOOR",10007
Capula management ltd,GRAND CAYMAN,E9,"",24189.0,193271.0,0.0041,0.0109,482,346,14003.0,137.4730022,E9,0.0047122,Q2 2023,328136,0001557017,,000163729,PO BOX 309,UGLAND HOUSE,KY1-1104
Carmel capital partners  llc,SAN DIEGO,CA,"",306.0,2445.0,0.0011,0.0002,616,407,296.8,3226.0869565,CA,0.0000596,Q1 2023,553602,0001900481,,000123907,"12760 HIGH BLUFF DRIVE, SUITE 210", ,92130
Carmichael hill & associates  inc.,GAITHERSBURG,MD,"",0.0,0.0,,0.0,"",783,-1.0,-100.0,MD,0.0000000,Q1 2021,391696,0001730295,521614317,,18 EAST DIAMOND AVE., ,20877
Cary street partners investment advisory llc,RICHMOND,VA,"",837.0,6688.0,0.0004,0.0011,1408,1088,443.5,112.7064803,VA,0.0001631,Q4 2022,430483,0001766904,,000128545,901 EAST BYRD STREET,SUITE 1001,23219
Centiva capital  lp,NEW YORK,NY,"",0.0,0.0,,0.0019,"",1466,-2002.2,-100.0,NY,0.0000000,Q2 2023,391236,0001692507,,000286299,66 HUDSON BOULEVARD E,56TH FLOOR,10001
Cetera advisor networks llc,EL SEGUNDO,CA,"",0.0,0.0,,0.0004,"",2514,-1301.1,-100.0,CA,0.0000000,Q2 2021,163629,0001534468,953845382,,2301 ROSECRANS AVE #5100,STE 1300,90245
Cetera investment advisers,SCHAUMBURG,IL,"",0.0,0.0,,0.0004,"",2122,-1136.6,-100.0,IL,0.0000000,Q2 2023,328339,0001666741,,000105644,1450 AMERICAN LANE 6TH FLOOR,SUITE 650,60173-2096
Charles schwab investment management inc,SAN FRANCISCO,CA,"",124268.0,992901.0,0.0003,0.0044,2800,1673,-226992.8,-64.6222977,CA,0.0242082,Q1 2014,2579,0000884546,,000106753,211 MAIN STREET, ,94105
Ci investments inc.,TORONTO, ,"",88.0,1000.0,0.0,0.0,1286,1275,14.9,20.3830369, ,0.0000171,Q3 2021,635,0001163648,,000134918,"15 YORK STREET, 2ND FLOOR", ,M5J 0A3
Cibc asset management inc,TORONTO,A6,"",0.0,0.0,,0.0002,"",1054,-1417.9,-100.0,A6,0.0000000,Q1 2021,636,0001021926,,000106508,81 BAY STREET,20TH FLOOR,M5J 0E7
Cibc private wealth group llc,ATLANTA,GA,"",0.0,0.0,,0.0003,"",854,-3030.5,-100.0,GA,0.0000000,Q4 2022,94626,0001298088,,,3290 NORTHSIDE PARKWAY,7TH FLOOR,30327
Citadel advisors llc,MIAMI,FL,CALL,1235817.0,9874178.0,0.0021,0.0065,2701,1431,520717.0,72.8173682,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,PUT,1568406.0,12531564.0,0.0027,0.0039,2401,1956,1142276.0,268.0581043,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,"",203030.0,1622210.0,0.0003,0.0004,5594,5264,160654.0,379.1155371,FL,0.0395516,Q1 2017,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citigroup inc,NEW YORK,NY,PUT,1113252.0,8894883.0,0.0066,0.0227,1159,589,327432.0,41.6675575,NY,N/A,Q3 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,CALL,638462.0,5101311.0,0.0038,0.0089,1420,998,330832.0,107.5421773,NY,N/A,Q4 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,"",268185.0,2142798.0,0.0016,0.0,1933,4482,266703.5,18002.2612217,NY,0.0522442,Q4 2016,650,0000831001,,,388 GREENWICH STREET, ,10013
Clear harbor asset management  llc,STAMFORD,CT,PUT,0.0,0.0,,0.0054,"",349,-1250.0,-100.0,CT,N/A,Q1 2023,105162,0001511857,,000152242,263 TRESSER BLVD,15TH FLOOR,06901
Clear street llc,NEW YORK,NY,CALL,0.0,0.0,0.0,0.0043,"",270,-10000.0,-100.0,NY,N/A,Q2 2023,432630,0001708828,,000288933,"4 WORLD TRADE CENTER, 150 GREENWICH STRE",45TH FLOOR,10007
Clear street llc,NEW YORK,NY,PUT,0.0,0.0,0.0,0.0042,"",273,-9880.0,-100.0,NY,N/A,Q1 2023,432630,0001708828,,000288933,"4 WORLD TRADE CENTER, 150 GREENWICH STRE",45TH FLOOR,10007
Clearline capital lp,NEW YORK,NY,"",71508.0,571349.0,0.0491,,112,,71508.0,,NY,0.0139302,Q3 2023,256434,0001600136,900934356,,"750 LEXINGTON AVENUE, 25TH FLOOR", ,10022
Clearstead advisors  llc,CLEVELAND,OH,"",21.0,168.0,0.0,0.0,1446,1306,10.5,100.0,OH,0.0000041,Q4 2021,358134,0000842775,,,1100 SUPERIOR AVENUE EAST,SUITE 700,44114
Clearview wealth advisors llc,SALEM,OR,"",0.0,0.0,,0.0002,"",659,-5.0,-100.0,OR,0.0000000,Q2 2023,496927,0001840306,,000305737,735 COMMERCIAL ST SE, ,97301
Coatue management llc,NEW YORK,NY,"",228136.0,1822807.0,0.0092,0.0711,84,63,-101639.6,-30.820837,NY,0.0444424,Q1 2022,677,0001135730,,000157910,9 WEST 57TH STREET,25TH FLOOR,10019
Colonial trust company,SPARTANBURG,SC,"",1078.0,8753.0,0.0022,0.0025,722,693,838.0,349.1666667,SC,0.0002100,Q4 2022,613889,0001954093,,,233 S. PINE ST., ,29302
Comerica bank,DALLAS,TX,"",29.0,232.0,0.0,,3752,,29.0,,TX,0.0000056,Q3 2023,695,0000901541,,,1717 MAIN STREET,MC 6404,75201
Commerce bank,KANSAS CITY,MO,"",0.0,0.0,,0.0013,"",1108,-3983.9,-100.0,MO,0.0000000,Q2 2023,698,0001009076,,,1000 WALNUT, ,64106
Commonwealth equity services  llc,WALTHAM,MA,"",0.0,0.0,,0.0003,"",3479,-3530.1,-100.0,MA,0.0000000,Q3 2019,69950,0000312272,,000008032,29 SAWYER ROAD,ONE UNIVERSITY OFFICE PARK,02453-3483
Concentrum wealth management,SAN JOSE,CA,"",80000.0,639200.0,0.3866,,33,,80000.0,,CA,0.0155845,Q3 2023,430659,0001765387,,000167151,353 PIERCY RD., ,95138
Concourse financial group securities  inc.,BIRMINGHAM,AL,"",150.0,1198.0,0.0001,0.0002,2083,1937,78.2,108.913649,AL,0.0000292,Q1 2021,119606,0000752798,,,2801 HIGHWAY 280 SOUTH, ,35223
Connor  clark & lunn investment management ltd.,VANCOUVER,A1,"",132680.0,1060113.0,0.0055,,799,,132680.0,,A1,0.0258469,Q3 2023,716,0001596800,,000107557,2300 - 1111 WEST GEORGIA STREET, ,V6E 4M3
Coppell advisory solutions llc,COPPELL,TX,"",129.0,525.0,0.0002,0.0006,1011,1012,80.3,164.8870637,TX,0.0000251,Q4 2022,504240,0001848433,274762004,,9111 CYPRESS WATERS BLVD,SUITE 140,75019
Corbin capital partners  l.p.,NEW YORK,NY,CALL,0.0,0.0,,0.3715,"",25,-10000.0,-100.0,NY,N/A,Q2 2023,98440,0001509874,,000130819,575 MADISON AVENUE,21ST FLOOR,10022
Cornerstone planning group llc,FAIRFIELD,NJ,"",7.0,56.0,0.0,0.0,1136,1154,4.5,180.0,NJ,0.0000014,Q2 2023,624324,0001822587,208315014,,"350 PASSAIC AVENUE, SUITE 201", ,07004
Covestor ltd,LONDON,MA,"",1704.0,13000.0,0.0098,0.0046,1285,1665,1575.2,1222.9813665,MA,0.0003320,Q4 2021,555623,0001909846,,,FLOOR 12,20 FENCHURCH STREET,EC3M 3BY
Cowen and company  llc,NEW YORK,NY,"",0.0,0.0,,0.642,"",38,-176030.0,-100.0,NY,0.0000000,Q1 2023,121386,0000048966,841702964,000007616,599 LEXINGTON AVENUE,20TH FLOOR,10022
Creative financial designs inc,KOKOMO,IN,"",10.0,80.0,0.0,0.0,1486,1439,4.3,75.4385965,IN,0.0000019,Q3 2021,395150,0000819864,,,2704 S. GOYER RD, ,46902
Creative planning,OVERLAND PARK,KS,"",0.0,0.0,,0.0001,"",2444,-1062.3,-100.0,KS,0.0000000,Q1 2019,163330,0001540235,,000105348,5454 W.110TH STREET, ,66211
Credit suisse ag/,ZURICH,V8,"",124577.0,995370.0,0.001,0.0026,2309,1734,63720.1,104.7048075,V8,0.0242684,Q1 2014,760,0000824468,135015677,,PARADEPLATZ 8, ,CH 8001
Crescent park management  l.p.,EAST PALO ALTO,CA,CALL,76200.0,608838.0,0.143,,31,,76200.0,,CA,N/A,Q3 2023,288822,0001629984,,000172326,"1950 UNIVERSITY AVENUE, SUITE 204", ,94303
Cresset asset management  llc,CHICAGO,IL,"",0.0,0.0,0.0,0.0001,"",1833,-1488.1,-100.0,IL,0.0000000,Q1 2023,431458,0001761013,,000288566,444 W. LAKE STREET,SUITE 4700,60606
Crystalline management inc.,"MONTREAL, QUEBEC",Z4,"",11890.0,95001.0,0.0682,,79,,11890.0,,Z4,0.0023162,Q3 2023,627078,0001891834,000000000,,1002 SHERBROOKE STREET WEST,SUITE 1525,H34 3L6
Css llc,CHICAGO,IL,CALL,35328.0,282271.0,0.0185,0.0494,536,284,17198.0,94.8593491,IL,N/A,Q3 2022,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,PUT,29381.0,234751.0,0.0154,0.2224,574,80,-52299.0,-64.0291381,IL,N/A,Q4 2020,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,"",225.0,1798.0,0.0001,0.0497,791,278,-18034.2,-98.7677445,IL,0.0000438,Q1 2023,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Cubist systematic strategies  llc,STAMFORD,CT,"",266525.0,2129532.0,0.0157,,1326,,266525.0,,CT,0.0519208,Q3 2023,272320,0001603465,364780832,000292081,72 CUMMINGS POINT ROAD, ,06902
Cutler group llc,SAN FRANCISCO,CA,"",83791.0,669000.0,0.0686,0.0174,337,814,80934.1,2832.9342994,CA,0.0163230,Q4 2016,338141,0001534270,943196831,000031730,101 MONTGOMERY ST,SUITE 700,94104
Cutler group llc,SAN FRANCISCO,CA,CALL,773700.0,107000.0,0.011,0.0268,1084,624,724400.0,1469.3711968,CA,N/A,Q4 2015,338141,0001534270,943196831,000031730,101 MONTGOMERY ST,SUITE 700,94104
Cutler group llc,SAN FRANCISCO,CA,PUT,718400.0,1598000.0,0.1639,0.2472,141,86,666970.0,1296.8500875,CA,N/A,Q3 2016,338141,0001534270,943196831,000031730,101 MONTGOMERY ST,SUITE 700,94104
