Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Cva family office  llc,DENVER,CO,"",0.0,0.0,,0.0,"",1010,-0.4,-100.0,CO,0.0000000,Q2 2022,464273,0001802084,,000285035,255 FILLMORE STREET,SUITE 500,80206
Cwm  llc,OMAHA,NE,"",547.0,4000.0,0.0,0.0,3585,3291,376.7,221.1978861,NE,0.0001066,Q1 2019,248238,0001535847,,,14600 BRANCH ST., ,68154
Cypress capital management llc (wy),SHERIDAN,WY,"",794.0,6344.0,0.0075,0.0069,124,119,654.7,469.9928212,WY,0.0001547,Q1 2021,289222,0001633896,,000130401,PO BOX J, ,82801
D. e. shaw & company .  inc.,NEW YORK,NY,"",426458.0,3407399.0,0.0036,0.0029,2154,2342,362405.5,565.7944655,NY,0.0830768,Q4 2019,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
Delos wealth advisors  llc,DALLAS,TX,"",9.0,113.0,0.0001,,365,,9.0,,TX,0.0000018,Q3 2023,527621,0001878326,,000300734,"1845 WOODALL RODGERS FWY, STE 1000", ,75201
Delta asset management llc,MEMPHIS,TN,"",21.0,168.0,0.0,0.0,640,637,11.0,110.0,TN,0.0000041,Q4 2022,833,0000860857,,000113688,700 COLONIAL ROAD,STE 220,38117
Deutsche bank ag,FRANKFURT AM MAIN GE,2M,"",7902.0,63137.0,0.0,0.0001,3353,3235,5457.1,223.203403,2M,0.0015394,Q1 2014,842,0000948046,,,TAUNUSANLAGE 12 D-60325, ,00000
Disciplined investments  llc,TULSA,OK,"",0.0,0.0,,0.0001,"",1569,-3.0,-100.0,OK,0.0000000,Q3 2021,471847,0001812492,,000129696,2222 SOUTH UTICA PLACE,SUITE 200,74114
Discovery capital management  llc,SOUTH NORWALK,CT,"",342003.0,2732604.0,0.4852,,29,,342003.0,,CT,0.0666244,Q3 2023,861,0001389507,,000161263,20 MARSHALL STREET,SUITE 310,06854
Dld asset management  lp,NEW YORK,NY,PUT,0.0,0.0,,0.0553,"",62,-11580.0,-100.0,NY,N/A,Q2 2023,358292,0001578299,,,150 EAST 52ND STREET,SUITE 32001,10022
Emg holdings  l.p.,OLD GREENWICH,CT,PUT,3245700.0,25933143.0,5.6439,11.2433,3,2,2148390.0,195.78697,CT,N/A,Q3 2021,107394,0001478394,,,53 FOREST AVENUE, ,06870
Emg holdings  l.p.,OLD GREENWICH,CT,CALL,353000.0,2820470.0,0.6138,2.0163,23,13,156220.0,79.3881492,CT,N/A,Q1 2023,107394,0001478394,,,53 FOREST AVENUE, ,06870
Engineers gate manager lp,NEW YORK,NY,"",11935.0,95361.0,0.0035,0.0053,1604,1527,8742.3,273.8215304,NY,0.0023250,Q2 2017,289127,0001620220,,,767 5TH AVENUE,7TH FLOOR,10153
Equitec proprietary markets  llc,CHICAGO,IL,CALL,297000.0,2373030.0,0.586,0.0924,21,60,290040.0,4167.2413793,IL,N/A,Q2 2022,123360,0001143261,,,111 W. JACKSON,20TH FL.OOR,60604
Equitec proprietary markets  llc,CHICAGO,IL,"",56487.0,451331.0,0.1115,,49,,56487.0,,IL,0.0110040,Q2 2021,123360,0001143261,,,111 W. JACKSON,20TH FL.OOR,60604
Equitec proprietary markets  llc,CHICAGO,IL,PUT,16400.0,131036.0,0.0324,0.3758,58,37,-11900.0,-42.04947,IL,N/A,Q1 2023,123360,0001143261,,,111 W. JACKSON,20TH FL.OOR,60604
Eversource wealth advisors  llc,BIRMINGHAM,AL,"",89.0,711.0,0.0001,0.0,2321,2412,83.5,1518.1818182,AL,0.0000173,Q4 2021,375969,0001710537,,000286340,3500 COLONNADE PKWY,SUITE 150,35243
Exchange traded concepts  llc,OKLAHOMA CITY,OK,"",14806.0,118300.0,0.0033,0.001,846,1094,13900.2,1534.5771694,OK,0.0028843,Q2 2021,150256,0001457320,,000151197,10900 HEFNER POINTE DRIVE,SUITE 400,73120
Exoduspoint capital management  lp,NEW YORK,NY,CALL,100000.0,798000.0,0.0076,0.0286,1046,581,20130.0,25.2034556,NY,N/A,Q4 2022,431504,0001736225,,000294156,65 E 55TH STREET,5TH FLOOR,10022
Exoduspoint capital management  lp,NEW YORK,NY,PUT,0.0,0.0,,0.0084,"",1090,-23430.0,-100.0,NY,N/A,Q1 2023,431504,0001736225,,000294156,65 E 55TH STREET,5TH FLOOR,10022
Exoduspoint capital management  lp,NEW YORK,NY,"",0.0,0.0,,0.0039,"",1378,-10850.6,-100.0,NY,0.0000000,Q2 2021,431504,0001736225,,000294156,65 E 55TH STREET,5TH FLOOR,10022
Farther finance advisors  llc,SAN FRANCISCO,CA,"",42.0,336.0,0.0001,0.0001,2360,2309,35.9,588.5245902,CA,0.0000082,Q1 2023,645686,0001992825,,000302050,345 CALIFORNIA STREET,SUITE 600,94104
Federation des caisses desjardins du quebec,LEVIS,A8,"",1260.0,10067.0,0.0001,0.0002,1755,1569,786.0,165.8227848,A8,0.0002455,Q4 2022,670147,0002022297,,,100 RUE DES COMMANDEURS, ,G6V5C1
Fifth lane capital  lp,AUSTIN,TX,CALL,0.0,0.0,,0.0849,"",98,-6460.0,-100.0,TX,N/A,Q2 2023,556203,0001858558,,000308318,3300 NORTH INTERSTATE HIGHWAY 35,SUITE 380,78705
Fifth lane capital  lp,AUSTIN,TX,PUT,0.0,0.0,,0.0523,"",106,-4000.0,-100.0,TX,N/A,Q2 2023,556203,0001858558,,000308318,3300 NORTH INTERSTATE HIGHWAY 35,SUITE 380,78705
Financial avengers  inc.,OAKLAND,CA,"",4.0,32.0,0.0,0.0001,178,154,2.0,100.0,CA,0.0000008,Q2 2021,499390,0001844393,,000119636,827 BROADWAY,SUITE 210,94612
Financial synergies wealth advisors  inc.,HOUSTON,TX,"",113.0,903.0,0.0001,0.0006,390,268,13.0,13.0,TX,0.0000220,Q2 2022,666114,0002017868,,000105643,"4400 POST OAK PKWY, STE 200", ,77027
First horizon advisors  inc.,MEMPHIS,TN,"",217.0,1733.0,0.0001,0.0002,2021,1825,114.6,111.9140625,TN,0.0000423,Q2 2021,248358,0001588539,,,"165 MADISON AVE., 14TH FL.", ,38103
First trust advisors lp,WHEATON,IL,"",0.0,0.0,,0.0003,"",2259,-6093.8,-100.0,IL,0.0000000,Q2 2021,1082,0001125816,,000104889,120 EAST LIBERTY DRIVE,SUITE 400,60187
Fmr llc,BOSTON,MA,"",2908.0,23235.0,0.0,0.0,3731,3923,2512.4,635.0859454,MA,0.0005665,Q1 2018,1098,0000315066,,,245 SUMMER STREET, ,02210
Fny investment advisers  llc,NEW YORK,NY,PUT,0.0,0.0,0.0,0.0025,"",434,-50.9,-100.0,NY,N/A,Q1 2023,411312,0001742998,301042656,,"1540 BROADWAY, SUITE 1600", ,10036
Fny investment advisers  llc,NEW YORK,NY,"",5400.0,43000.0,0.0256,,240,,5400.0,,NY,0.0010520,Q3 2023,411312,0001742998,301042656,,"1540 BROADWAY, SUITE 1600", ,10036
Focused wealth management  inc,NEWBURGH,NY,"",16.0,128.0,0.0,0.0001,976,971,7.5,88.2352941,NY,0.0000031,Q2 2021,247061,0001586052,,000154828,11 BALMVILLE RD,SUITE 2 NORTH,12550
Foursixthree capital lp,NEW YORK,NY,"",46561.0,372022.0,0.1943,,8,,46561.0,,NY,0.0090704,Q3 2023,624370,0001897652,851820073,000311299,520 MADISON AVENUE,FLOOR 19,10022
Fourworld capital management llc,NEW YORK,NY,CALL,0.0,0.0,,0.3601,"",17,-50000.0,-100.0,NY,N/A,Q1 2023,434046,0001770525,,000284138,"7 WORLD TRADE CENTER, FL. 46", ,10007
Franklin resources inc,SAN MATEO,CA,"",0.0,0.0,,0.0002,"",2160,-7617.8,-100.0,CA,0.0000000,Q3 2021,1125,0000038777,,000110783,ONE FRANKLIN PARKWAY,"BUILDING 920/2, LEGAL-FRI SECRETARY",94403
Geneos wealth management inc.,ENGLEWOOD,CO,"",0.0,0.0,,0.0005,"",1610,-202.4,-100.0,CO,0.0000000,Q3 2017,115826,0001764754,,,9635 MAROON CIR,SUITE 100,80112
Geode capital management  llc,BOSTON,MA,"",785123.0,6274211.0,0.0007,0.0038,2521,1534,47900.5,6.4974278,MA,0.1529470,Q1 2014,1188,0001214717,,000115504,100 SUMMER STREET,12TH FLOOR,02110
Gilder gagnon howe & company llc,NEW YORK,NY,"",0.0,0.0,,0.0,"",331,-7.5,-100.0,NY,0.0000000,Q2 2023,1194,0000902464,,000002002,475 10TH AVENUE, ,10018
Glassman wealth services,VIENNA,VA,"",140.0,1119.0,0.0002,0.0001,1518,1511,122.0,677.7777778,VA,0.0000273,Q4 2017,297601,0001642160,,000151478,8000 TOWERS CRESCENT DRIVE #1450, ,22182
Glen eagle advisors  llc,KINGSTON,NJ,"",874.0,6983.0,0.0016,0.0042,680,545,464.0,113.1707317,NJ,0.0001703,Q2 2021,120356,0002029317,,000282920,"4422C ROUTE 27, PO BOX 399", ,08528
Global retirement partners  llc,SAN RAFAEL,CA,"",917.0,7644.0,0.0004,0.0003,2057,2121,776.0,550.3546099,CA,0.0001786,Q1 2021,413923,0001749744,,,4340 REDWOOD HIGHWAY,SUITE B-60,94903
Global wealth management investment advisory  inc.,FORT LAUDERDALE,FL,"",213.0,1702.0,0.0005,0.0012,391,344,113.0,113.0,FL,0.0000415,Q2 2023,431457,0001767855,,000286005,"1301 EAST BROWARD BLVD, SUITE 200", ,33301
Global wealth strategies & associates,DENVER,CO,"",105.0,839.0,0.0004,0.0009,292,258,62.5,147.0588235,CO,0.0000205,Q4 2022,620924,0001912297,,000316072,3200 CHERRY CREEK SOUTH DRIVE,SUITE 280,80209
Goldman sachs group inc,NEW YORK,NY,"",280764.0,2243304.0,0.0005,0.0015,3680,2772,116818.1,71.2540539,NY,0.0546946,Q1 2016,1222,0000886982,,,200 WEST STREET, ,10282
Goldman sachs group inc,NEW YORK,NY,CALL,0.0,0.0,0.0,0.0003,"",4238,-26670.0,-100.0,NY,N/A,Q1 2023,1222,0000886982,,,200 WEST STREET, ,10282
Goldman sachs group inc,NEW YORK,NY,PUT,105400.0,842146.0,0.0002,0.0017,4384,2654,-78710.0,-42.7516159,NY,N/A,Q2 2021,1222,0000886982,,,200 WEST STREET, ,10282
Gradient investments llc,ARDEN HILLS,MN,"",63.0,503.0,0.0,0.0,1553,1211,27.1,75.4874652,MN,0.0000123,Q2 2020,166519,0001542265,,,4105 LEXINGTON AVENUE NORTH,SUITE 250,55126
Greenland capital management lp,NEW YORK,NY,PUT,0.0,0.0,,0.0481,"",225,-10000.0,-100.0,NY,N/A,Q2 2023,624255,0001896430,,000317701,"980 MADISON AVE, SUITE 205", ,10075
Group one trading llc,CHICAGO,IL,CALL,11085500.0,88573145.0,0.2976,0.1499,40,76,10023760.0,944.0880065,IL,N/A,Q2 2016,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,PUT,4256400.0,34008636.0,0.1143,0.0947,115,141,3585590.0,534.5164801,IL,N/A,Q3 2017,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,"",175313.0,1400751.0,0.0047,,1946,,175313.0,,IL,0.0341521,Q3 2023,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Gsa capital partners llp,LONDON,X0,"",72307.0,578000.0,0.0495,,702,,72307.0,,X0,0.0140859,Q1 2023,1278,0001362033,,,STRATTON HOUSE,5 STRATTON STREET,W1J 8LA
Gts securities llc,NEW YORK,NY,CALL,357350.0,2855227.0,0.0051,,1258,,357350.0,,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Gts securities llc,NEW YORK,NY,PUT,280055.0,2237639.0,0.004,,1435,,280055.0,,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Gts securities llc,NEW YORK,NY,"",71914.0,574593.0,0.001,,2468,,71914.0,,NY,0.0140093,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Guggenheim capital llc,CHICAGO,IL,"",0.0,0.0,,0.0009,"",1828,-2529.5,-100.0,IL,0.0000000,Q3 2021,1284,0001283072,000000000,,227 WEST MONROE,SUITE 4900,60606
Handelsbanken fonder ab,STOCKHOLM,V7,"",0.0,0.0,,0.002,"",1236,-8420.0,-100.0,V7,0.0000000,Q2 2021,218853,0001398318,,,BLASIEHOLMSTORG 12, ,10670
Hantz financial services  inc.,SOUTHFIELD,MI,"",2.0,0.0,0.0,0.0,1104,1072,0.5,33.3333333,MI,0.0000004,Q4 2022,113672,0001071061,383431708,,26200 AMERICAN DRIVE,FIFTH FLOOR,48034
Hap trading  llc,NEW YORK,NY,PUT,3508763.0,4122458.0,0.6584,2.0252,26,5,2923813.0,499.8398154,NY,N/A,Q3 2019,70797,0001484972,,,"395 HUDSON STREET, 10TH FLOOR", ,10014
Hap trading  llc,NEW YORK,NY,CALL,3773861.0,74221.0,0.0119,0.2782,436,78,3469721.0,1140.8302098,NY,N/A,Q1 2019,70797,0001484972,,,"395 HUDSON STREET, 10TH FLOOR", ,10014
Hapanowicz & associates financial services  inc,PITTSBURGH,PA,"",0.0,0.0,,0.0294,"",32,-1000.0,-100.0,PA,0.0000000,Q2 2021,357510,0001695959,,,FOSTER PLAZA 6,"681 ANDERSEN DRIVE, SUITE 100",15220
Harbor spring capital  llc,NEW YORK,NY,PUT,0.0,0.0,,1.7606,"",21,-71250.0,-100.0,NY,N/A,Q2 2023,328208,0001635409,,000167747,325 HUDSON STREET,4TH FLOOR,10013
Harbour investments  inc.,MADISON,WI,"",45.0,360.0,0.0,0.0001,2836,2695,21.8,93.9655172,WI,0.0000088,Q2 2022,114688,0000810121,,000019258,575 D'ONOFRIO DRIVE,SUITE 300,53719
Hbk investments l p,DALLAS,TX,CALL,12827.0,105245.0,0.0006,0.027,230,105,-99313.0,-88.5616194,TX,N/A,Q1 2023,1345,0001011443,,000115079,2300 NORTH FIELD STREET,STE 2200,75201
Hbk investments l p,DALLAS,TX,PUT,0.0,0.0,0.0,0.0125,"",194,-52980.0,-100.0,TX,N/A,Q2 2021,1345,0001011443,,000115079,2300 NORTH FIELD STREET,STE 2200,75201
Hbk sorce advisory llc,ERIE,PA,"",20934.0,167263.0,0.0074,0.0095,526,516,15852.3,311.9487573,PA,0.0040781,Q4 2020,1346,0001379995,,000112139,2725 COLONIAL AVE, ,16506
Healthcare of ontario pension plan trust fund,TORONTO,A6,"",0.0,0.0,,0.0061,"",656,-31562.7,-100.0,A6,0.0000000,Q2 2023,463472,0001535845,,,"1 YORK STREET, SUITE 1900", ,M5J 0B6
Hexagon capital partners llc,ROGERS,AR,"",40.0,320.0,0.0001,0.0004,1312,1115,4.0,11.1111111,AR,0.0000078,Q2 2023,488352,0001831542,,000305850,2107 S. 54TH STREET, ,72758
Hhm wealth advisors  llc,CHATTANOOGA,TN,"",113.0,903.0,0.0002,0.0008,739,670,13.0,13.0,TN,0.0000220,Q3 2022,431293,0001750086,,000150843,1181 KING STREET, ,37403
Highbridge capital management llc,NEW YORK,NY,PUT,0.0,0.0,,0.9283,"",33,-478900.0,-100.0,NY,N/A,Q1 2023,1374,0000919185,,,277 PARK AVE,23RD FLOOR,10172
Highbridge capital management llc,NEW YORK,NY,CALL,0.0,0.0,,0.4846,"",60,-250010.0,-100.0,NY,N/A,Q1 2023,1374,0000919185,,,277 PARK AVE,23RD FLOOR,10172
Highlander capital management  llc,SHORT HILLS,NJ,"",106.0,1000.0,0.0004,,738,,106.0,,NJ,0.0000206,Q3 2023,132651,0001519113,223447621,,535 MILLBURN AVENUE, ,07078
Hightower advisors  llc,CHICAGO,IL,"",0.0,0.0,,0.0001,"",3124,-1650.3,-100.0,IL,0.0000000,Q1 2021,57800,0001462245,,000145323,200 W. MADISON ST.,SUITE 2500,60606
Hightower advisors  llc,CHICAGO,IL,PUT,0.0,0.0,,0.0,"",3392,-0.7,-100.0,IL,N/A,Q2 2023,57800,0001462245,,000145323,200 W. MADISON ST.,SUITE 2500,60606
Hoey investments  inc,COATESVILLE,PA,"",42.0,336.0,0.0001,0.0003,336,314,22.0,110.0,PA,0.0000082,Q3 2021,460285,0001799544,,000152103,1000 BRANDYWINE CREEK ROAD, ,19320
Hollencrest capital management,NEWPORT BEACH,CA,"",1066.0,8517.0,0.001,0.0023,746,645,566.0,113.2,CA,0.0002077,Q4 2022,1399,0001161722,,000046217,"100 BAYVIEW CIRCLE, SUITE 500", ,92660
Hrt financial lp,NEW YORK,NY,CALL,0.0,0.0,,0.0011,"",1954,-2590.0,-100.0,NY,N/A,Q2 2023,124305,0001475597,,000152144,"3 WORLD TRADE CENTER, 175 GREENWICH STRE",76TH FLOOR,10007
Hrt financial lp,NEW YORK,NY,PUT,0.0,0.0,,0.0008,"",1990,-2030.0,-100.0,NY,N/A,Q2 2023,124305,0001475597,,000152144,"3 WORLD TRADE CENTER, 175 GREENWICH STRE",76TH FLOOR,10007
Hrt financial lp,NEW YORK,NY,"",16413.0,131000.0,0.0013,,1922,,16413.0,,NY,0.0031974,Q2 2022,124305,0001475597,,000152144,"3 WORLD TRADE CENTER, 175 GREENWICH STRE",76TH FLOOR,10007
Hsbc holdings plc,LONDON, ,"",0.0,0.0,,0.0002,"",2381,-4062.8,-100.0, ,0.0000000,Q2 2015,1422,0000873630,,,8 CANADA SQUARE, ,E14 5HQ
Hudson bay capital management lp,STAMFORD,CT,"",177919.0,1421573.0,0.0112,0.0096,522,551,147919.0,493.0633333,CT,0.0346598,Q2 2023,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Hudson bay capital management lp,STAMFORD,CT,PUT,154935.0,1237931.0,0.0097,0.0656,536,188,-50185.0,-24.4661661,CT,N/A,Q1 2023,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Hudson bay capital management lp,STAMFORD,CT,CALL,0.0,0.0,,0.0032,"",634,-10000.0,-100.0,CT,N/A,Q4 2022,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Hunting hill global capital  llc,NEW YORK,NY,PUT,0.0,0.0,,0.3191,"",50,-22630.0,-100.0,NY,N/A,Q4 2022,358133,0001697398,,000167481,122 EAST 42ND STREET,SUITE 5005,10168
Hunting hill global capital  llc,NEW YORK,NY,CALL,0.0,0.0,,0.1034,"",77,-7330.0,-100.0,NY,N/A,Q1 2023,358133,0001697398,,000167481,122 EAST 42ND STREET,SUITE 5005,10168
Huntington national bank,COLUMBUS,OH,"",0.0,0.0,,0.0,"",2295,-5.0,-100.0,OH,0.0000000,Q1 2023,1431,0000049205,,,41 SOUTH HIGH STREET,HC 1122,43216
Hutchens & kramer investment management group  llc,CARMEL,IN,"",0.0,0.0,,0.0805,"",118,-2288.7,-100.0,IN,0.0000000,Q4 2021,570598,0001920117,,,99 E CARMEL DRIVE,SUITE 160,46032
Ica group wealth management  llc,DENVER,CO,"",0.0,0.0,,0.0001,"",1246,-12.0,-100.0,CO,0.0000000,Q4 2022,609240,0001944579,853644761,000311419,2000 S. COLORADO BLVD,"ANNEX BUILDING, SUITE 315",80222
Ifp advisors  inc,TAMPA,FL,"",5260.0,93522.0,0.0042,0.0008,1283,1989,4803.7,1052.7503835,FL,0.0010247,Q1 2020,327916,0001641866,,,3030 NORTH ROCKY POINT DRIVE W. STE 700, ,33607
Imc-chicago  llc,CHICAGO,IL,CALL,1560200.0,12465998.0,0.011,0.005,507,682,1436810.0,1164.4460653,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,PUT,1444900.0,11544751.0,0.0102,0.0061,527,621,1295050.0,864.2308976,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,"",79722.0,636979.0,0.0006,,1429,,79722.0,,IL,0.0155304,Q1 2022,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Invesco ltd.,ATLANTA,GA,"",130912.0,1045990.0,0.0003,0.0009,2841,2408,49256.4,60.3221334,GA,0.0255025,Q4 2016,147,0000914208,980557567,000000000,1331 SPRING STREET NE,SUITE 2500,30309
Iron horse wealth management  llc,JOHSTON,IA,"",32.0,256.0,0.0001,0.0003,479,277,17.0,113.3333333,IA,0.0000062,Q4 2021,496059,0001836270,,000165164,8711 WINDSOR PKWY STE. 4, ,50131
Islay capital management  llc,LUBBOCK,TX,"",0.0,0.0,,0.0004,"",212,-10.0,-100.0,TX,0.0000000,Q3 2021,463328,0001738560,,000114531,8001 QUAKER AVENUE,SUITE J,79424
Jane street group  llc,NEW YORK,NY,CALL,874523.0,6987439.0,0.0023,0.0151,2246,669,-145297.0,-14.2473182,NY,N/A,Q1 2018,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,"",822689.0,6573286.0,0.0021,0.009,2316,1002,214989.0,35.3774889,NY,0.1602651,Q4 2016,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,PUT,1129177.0,9022124.0,0.0029,0.0046,1938,1610,816797.0,261.4754466,NY,N/A,Q4 2017,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Janus henderson group plc,LONDON,X0,"",67944.0,542535.0,0.0004,,1882,,67944.0,,X0,0.0132359,Q3 2023,1357,0001274173,,000119232,201 BISHOPSGATE, ,EC2M 3AE
Jefferies financial group inc.,NEW YORK,NY,PUT,32500.0,259675.0,0.0023,0.0669,1272,264,-137290.0,-80.8587078,NY,N/A,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,CALL,16200.0,129438.0,0.0012,0.0105,1420,856,-10420.0,-39.1435011,NY,N/A,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,"",12551.0,100283.0,0.0009,0.0014,1459,1475,9051.0,258.6,NY,0.0024450,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jet capital investors l p,NEW YORK,NY,PUT,0.0,0.0,,1.9623,"",19,-231330.0,-100.0,NY,N/A,Q1 2023,1532,0001278235,030460065,,515 MADISON AVENUE,SUITE 22A,10022
Jfs wealth advisors  llc,HERMITAGE,PA,"",7.0,56.0,0.0,0.0,1929,1800,-1.3,-15.6626506,PA,0.0000014,Q1 2021,199248,0001568068,,000145051,1479 N. HERMITAGE RD, ,16148
Johnson midwest financial  llc,GLIDDEN,IA,"",105.0,839.0,0.0019,0.002,347,309,54.5,107.9207921,IA,0.0000205,Q2 2021,496681,0001732399,465012548,,706 MONTANA ST., ,51443
Jpmorgan chase & company,NEW YORK,NY,"",29820.0,238261.0,0.0,0.0002,4978,3804,-2670.5,-8.2193256,NY,0.0058091,Q1 2014,1505,0000019617,,,383 MADISON AVENUE,270 PARK AVENUE,10017
Jump financial  llc,CHICAGO,IL,"",20596.0,164562.0,0.0061,,1584,,20596.0,,IL,0.0040122,Q3 2023,488641,0001831577,,,600 W CHICAGO AVE,SUITE 600,60654
K2 principal fund  l.p.,TORONTO,A6,PUT,0.0,0.0,,0.151,"",104,-15000.0,-100.0,A6,N/A,Q2 2023,56066,0001461790,000000000,,2 BLOOR STREET WEST,SUITE 801,M4W 3E2
Kbc group nv,BRUSSELS,C9,"",1978.0,16000.0,0.0001,,1900,,1978.0,,C9,0.0003853,Q3 2023,22415,0001411133,,,HAVENLAAN 2, ,1080
Keel point  llc,HUNTSVILLE,AL,"",18740.0,149733.0,0.0205,0.0106,308,311,16940.0,941.1111111,AL,0.0036507,Q2 2023,383,0001386935,200166451,000127902,100 CHURCH STREET,SUITE 500,35801
Kestra advisory services  llc,AUSTIN,TX,"",12302.0,98293.0,0.001,0.0011,2020,1989,9783.5,388.4653564,TX,0.0023965,Q1 2023,488550,0001830819,352552359,,5707 SOUTHWEST PARKWAY,"BUILDING 2, SUITE 400",78735
Larson financial group llc,ST LOUIS,MO,"",974.0,7782.0,0.0008,0.002,1067,730,508.2,109.1026191,MO,0.0001897,Q1 2021,392348,0001731061,,000140599,100 N BROADWAY,SUITE 1700,63102
Legacy financial group llc,DES MOINES,IA,"",170.0,1358.0,0.0003,,497,,170.0,,IA,0.0000331,Q3 2023,498064,0001834011,,000154927,6000 GRAND AVE,SUITE B,50312
Legacy financial strategies  llc,OVERLAND PARK,KS,"",0.0,0.0,,0.0171,"",79,-1160.7,-100.0,KS,0.0000000,Q1 2023,401094,0001723925,431889313,000283553,"5400 COLLEGE BLVD., SUITE A", ,66211
Legal & general group plc,LONDON,X0,"",156399.0,1249628.0,0.0004,0.0005,2109,2079,124583.5,391.5811476,X0,0.0304675,Q3 2014,1673,0000764068,,,ONE COLEMAN STREET, ,EC2R 5AA
Lindbrook capital  llc,CALABASAS,CA,"",3.0,24.0,0.0,0.0,2668,2656,-0.6,-16.6666667,CA,0.0000006,Q2 2021,430627,0001767045,,000155812,23975 PARK SORRENTO,STE. 230,91302
Lmr partners llp,LONDON,X0,PUT,175000.0,1398250.0,0.0157,0.0677,440,233,36280.0,26.1534025,X0,N/A,Q3 2022,262724,0001578621,,000159639,"9TH FLOOR, DEVONSHIRE HOUSE",MAYFAIR PLACE,W1J 8AJ
Lmr partners llp,LONDON,X0,CALL,100000.0,799000.0,0.009,0.0,515,824,99910.0,111011.1111111,X0,N/A,Q2 2023,262724,0001578621,,000159639,"9TH FLOOR, DEVONSHIRE HOUSE",MAYFAIR PLACE,W1J 8AJ
Loomis sayles & company l p,BOSTON,MA,"",0.0,0.0,,0.0,"",823,-107.3,-100.0,MA,0.0000000,Q2 2023,1732,0000312348,,,ONE FINANCIAL CTR,"LEGAL & COMPLIANCE, 5TH FLOOR",02111
Lowe wealth advisors  llc,COLUMBIA,MD,"",0.0,0.0,,0.0002,"",334,-10.0,-100.0,MD,0.0000000,Q1 2021,315577,0001574010,,000157906,6230 OLD DOBBIN LANE; SUITE 170, ,21045
Lpl financial llc,SAN DIEGO,CA,"",61885.0,494458.0,0.0003,0.0009,3493,2624,31854.1,106.0710801,CA,0.0120556,Q3 2017,1705,0001403438,,000006413,4707 EXECUTIVE DRIVE, ,92121
Lynwood capital management inc.,TORONTO,A6,"",50000.0,399500.0,1.0508,,35,,50000.0,,A6,0.0097403,Q3 2023,528073,0001846412,000000000,,200 BAY STREET,"ROYAL BANK PLAZA SOUTH TOWER, #1304",M5J2J1
M&t bank corp,BUFFALO,NY,"",0.0,0.0,,0.0004,"",1532,-2478.5,-100.0,NY,0.0000000,Q2 2022,1755,0000036270,,,C/O LEGAL,ONE M&T PLAZA,14203
Man group plc,LONDON, ,PRN,2139315.0,17093127.0,0.053,,438,,2139315.0,, ,N/A,Q3 2023,292638,0001637460,,,"RIVERBANK HOUSE, 2 SWAN LANE", ,EC4R 3AD
Manufacturers life insurance company  the,CANADA,A6,"",0.0,0.0,,0.0,"",2905,-1897.4,-100.0,A6,0.0000000,Q1 2014,1783,0000928047,,,200 BLOOR STREET EAST,TORONTO ONTARIO,M4W 1E5
Marathon trading investment management llc,RADNOR,PA,PUT,280800.0,2243592.0,0.1868,1.2058,70,15,-45510.0,-13.9468603,PA,N/A,Q1 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,CALL,1645100.0,13144349.0,1.0945,0.8186,21,24,1423580.0,642.6417479,PA,N/A,Q3 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
