Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Gradient investments llc,ARDEN HILLS,MN,"",0.0,0.0,,0.0,"",1640,-63.0,-100.0,MN,0.0000000,Q2 2020,166519,0001542265,,,4105 LEXINGTON AVENUE NORTH,SUITE 250,55126
Graham capital management  l.p.,ROWAYTON,CT,"",339224.0,1261913.0,0.0238,0.0432,355,217,20617.0,6.4709815,CT,0.1288462,Q4 2023,1236,0001315421,,000160925,40 HIGHLAND AVENUE, ,06853
Greenwood gearhart inc,FAYETTEVILLE,AR,"",0.0,0.0,,0.0001,"",287,-100.0,-100.0,AR,0.0000000,Q4 2023,1757,0001084683,710656198,000110379,POST OFFICE BOX 4278, ,72702
Group one trading llc,CHICAGO,IL,"",0.0,0.0,0.0,0.0049,"",1933,-305631.0,-100.0,IL,0.0000000,Q3 2023,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,CALL,4053500.0,15079020.0,0.0579,0.1745,270,70,-6793300.0,-62.6295313,IL,N/A,Q2 2016,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,PUT,320300.0,1191516.0,0.0046,0.0452,1931,418,-2486500.0,-88.5884281,IL,N/A,Q3 2017,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Gts securities llc,NEW YORK,NY,CALL,195118.0,725839.0,0.0013,0.0024,2253,1906,-38264.0,-16.3954375,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Gts securities llc,NEW YORK,NY,PUT,134821.0,501534.0,0.0009,0.0027,2574,1829,-122113.0,-47.5269914,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Gts securities llc,NEW YORK,NY,"",0.0,0.0,,0.0008,"",2840,-76404.0,-100.0,NY,0.0000000,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Handelsbanken fonder ab,STOCKHOLM,V7,"",21341.0,79000.0,0.0003,0.0006,1554,1538,0.0,0.0,V7,0.0081059,Q2 2021,218853,0001398318,,,BLASIEHOLMSTORG 12, ,10670
Hantz financial services  inc.,SOUTHFIELD,MI,"",2.0,0.0,0.0,0.0,1179,1115,0.0,0.0,MI,0.0000008,Q4 2022,113672,0001071061,383431708,,26200 AMERICAN DRIVE,FIFTH FLOOR,48034
Hap trading  llc,NEW YORK,NY,PUT,67100.0,26586.0,0.003,0.3776,495,59,-1806781.0,-96.4191963,NY,N/A,Q3 2019,70797,0001484972,,,"395 HUDSON STREET, 10TH FLOOR", ,10014
Hap trading  llc,NEW YORK,NY,CALL,79713.0,8229.0,0.0009,0.0013,597,721,-3638348.0,-97.8560599,NY,N/A,Q1 2019,70797,0001484972,,,"395 HUDSON STREET, 10TH FLOOR", ,10014
Harbour investments  inc.,MADISON,WI,"",567.0,2109.0,0.0001,0.0001,2774,2547,21.0,3.8461538,WI,0.0002154,Q2 2022,114688,0000810121,,000019258,575 D'ONOFRIO DRIVE,SUITE 300,53719
Hb wealth management  llc,ATLANTA,GA,"",0.0,0.0,0.0,0.0014,"",767,-15524.0,-100.0,GA,0.0000000,Q4 2023,556690,0001911253,,000316731,3550 LENOX RD.,SUITE 2700,30026
Hbk investments l p,DALLAS,TX,CALL,2640.0,10718.0,0.0,0.0004,164,205,-10187.0,-79.4184143,TX,N/A,Q1 2023,1345,0001011443,,000115079,2300 NORTH FIELD STREET,STE 2200,75201
Hbk sorce advisory llc,ERIE,PA,"",44459.0,165388.0,0.0058,0.0065,572,536,17000.0,61.9104847,PA,0.0168867,Q4 2020,1346,0001379995,,000112139,2725 COLONIAL AVE, ,16506
Headlands technologies llc,CHICAGO,IL,"",0.0,0.0,,0.271,"",82,-148497.0,-100.0,IL,0.0000000,Q4 2023,624258,0001570271,,,110 N. WACKER DRIVE,54TH FLOOR,60606
Hexagon capital partners llc,ROGERS,AR,"",40.0,149.0,0.0,0.0001,1412,1345,0.0,0.0,AR,0.0000152,Q2 2023,488352,0001831542,,000305850,2107 S. 54TH STREET, ,72758
Hhm wealth advisors  llc,CHATTANOOGA,TN,"",113.0,421.0,0.0001,0.0001,713,708,0.0,0.0,TN,0.0000429,Q3 2022,431293,0001750086,,000150843,1181 KING STREET, ,37403
Highlander capital management  llc,SHORT HILLS,NJ,"",276.0,1027.0,0.0004,0.0006,767,760,0.0,0.0,NJ,0.0001048,Q3 2023,132651,0001519113,223447621,,535 MILLBURN AVENUE, ,07078
Hilltop national bank,CASPER,WY,"",106.0,394.0,0.0001,,785,,106.0,,WY,0.0000403,Q1 2024,669113,0002021658,,000020529,P O BOX 2680, ,82602
Hollencrest capital management,NEWPORT BEACH,CA,"",1066.0,3966.0,0.0002,0.0006,837,772,0.0,0.0,CA,0.0004049,Q4 2022,1399,0001161722,,000046217,"100 BAYVIEW CIRCLE, SUITE 500", ,92660
Hsbc holdings plc,LONDON, ,"",18708.0,69594.0,0.0,0.0001,2921,2546,-6661.0,-26.2564547, ,0.0071058,Q2 2015,1422,0000873630,,,8 CANADA SQUARE, ,E14 5HQ
Hudson bay capital management lp,STAMFORD,CT,"",24784.0,92196.0,0.0005,0.0017,607,571,-19941.0,-44.5858021,CT,0.0094136,Q2 2023,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Hudson bay capital management lp,STAMFORD,CT,PUT,0.0,0.0,,0.0015,"",575,-39941.0,-100.0,CT,N/A,Q1 2023,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Ica group wealth management  llc,DENVER,CO,"",22.0,82.0,0.0,0.0,1335,1320,0.0,0.0,CO,0.0000084,Q4 2022,609240,0001944579,853644761,000311419,2000 S. COLORADO BLVD,"ANNEX BUILDING, SUITE 315",80222
Ifp advisors  inc,TAMPA,FL,"",1562.0,5807.0,0.0003,0.0042,2412,1297,-12923.0,-89.2164308,FL,0.0005933,Q1 2020,327916,0001641866,,,3030 NORTH ROCKY POINT DRIVE W. STE 700, ,33607
Imc-chicago  llc,CHICAGO,IL,"",107221.0,398862.0,0.0002,0.0013,2238,1267,-217358.0,-66.9661315,IL,0.0407254,Q1 2022,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,CALL,2330400.0,8669088.0,0.0053,0.0077,778,635,467900.0,25.1221477,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,PUT,1070500.0,3982260.0,0.0024,0.0064,1103,689,-486300.0,-31.2371531,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Impact partnership wealth  llc,MARIETTA,GA,"",16.0,60.0,0.0,0.0011,678,637,-484.0,-96.8,GA,0.0000061,Q4 2023,640270,0001984555,,000282580,1688 WHITE CIRCLE NW, ,30066
Invesco ltd.,ATLANTA,GA,"",815088.0,3032127.0,0.0007,0.002,2482,1920,-582066.0,-41.6608334,GA,0.3095919,Q4 2016,147,0000914208,980557567,000000000,1331 SPRING STREET NE,SUITE 2500,30309
Iron horse wealth management  llc,JOHSTON,IA,"",32.0,119.0,0.0,0.0001,451,477,0.0,0.0,IA,0.0000122,Q4 2021,496059,0001836270,,000165164,8711 WINDSOR PKWY STE. 4, ,50131
Jamison private wealth management  inc.,MILTON,GA,"",14.0,53.0,0.0,,473,,14.0,,GA,0.0000053,Q1 2024,656514,0002006637,,,12630 CRABAPPLE ROAD,SUITE 300,30004
Jane street group  llc,NEW YORK,NY,"",1060307.0,3944342.0,0.0008,0.0046,3043,1422,-1852845.0,-63.6027574,NY,0.4027325,Q4 2016,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,CALL,1338300.0,4978476.0,0.001,0.001,2680,3356,723462.0,117.6670928,NY,N/A,Q1 2018,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,PUT,472400.0,1757328.0,0.0004,0.0018,4457,2465,-663173.0,-58.3998563,NY,N/A,Q4 2017,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Janus henderson group plc,LONDON,X0,"",68737.0,256039.0,0.0001,0.0002,2299,2077,284.0,0.4148832,X0,0.0261081,Q3 2023,1357,0001274173,,000119232,201 BISHOPSGATE, ,EC2M 3AE
Jefferies financial group inc.,NEW YORK,NY,PUT,0.0,0.0,,0.0013,"",1479,-32500.0,-100.0,NY,N/A,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,CALL,0.0,0.0,,0.0006,"",1548,-16200.0,-100.0,NY,N/A,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,"",0.0,0.0,,0.0001,"",1613,-3507.0,-100.0,NY,0.0000000,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jfs wealth advisors  llc,HERMITAGE,PA,"",7.0,27.0,0.0,0.0,1991,1980,0.0,0.0,PA,0.0000027,Q1 2021,199248,0001568068,,000145051,1479 N. HERMITAGE RD, ,16148
Jpmorgan chase & company,NEW YORK,NY,"",1058077.0,3936047.0,0.0003,0.0001,3316,4508,927557.0,710.6627337,NY,0.4018855,Q1 2014,1505,0000019617,,,383 MADISON AVENUE,270 PARK AVENUE,10017
Jump financial  llc,CHICAGO,IL,"",44700.0,166284.0,0.0045,0.0034,1727,1658,27246.0,156.1017532,IL,0.0169782,Q3 2023,488641,0001831577,,,600 W CHICAGO AVE,SUITE 600,60654
Kbc group nv,BRUSSELS,C9,"",4858.0,18000.0,0.0001,0.0001,1835,1799,0.0,0.0,C9,0.0018452,Q3 2023,22415,0001411133,,,HAVENLAAN 2, ,1080
Keel point  llc,HUNTSVILLE,AL,"",19380.0,72094.0,0.0075,0.0142,379,340,0.0,0.0,AL,0.0073610,Q2 2023,383,0001386935,200166451,000127902,100 CHURCH STREET,SUITE 500,35801
Kestra advisory services  llc,AUSTIN,TX,"",0.0,0.0,,0.0009,"",2187,-17675.0,-100.0,TX,0.0000000,Q1 2023,488550,0001830819,352552359,,5707 SOUTHWEST PARKWAY,"BUILDING 2, SUITE 400",78735
Kore advisors lp,BOYNTON BEACH,FL,PUT,2930000.0,10899600.0,3.1269,4.1451,7,7,441100.0,17.7226887,FL,N/A,Q4 2023,660315,0001971339,,,1501 CORPORATE DRIVE,SUITE 120,33426
Landscape capital management  l.l.c.,ENGLEWOOD,NJ,"",0.0,0.0,,0.0936,"",211,-171334.0,-100.0,NJ,0.0000000,Q4 2023,255969,0001536186,,000165336,285 GRAND AVENUE,BUILDING 1,07631
Larson financial group llc,ST LOUIS,MO,"",974.0,3623.0,0.0003,0.0005,1257,1139,0.0,0.0,MO,0.0003700,Q1 2021,392348,0001731061,,000140599,100 N BROADWAY,SUITE 1700,63102
Legal & general group plc,LONDON,X0,"",229856.0,855066.0,0.0002,0.0004,2242,2138,27677.0,13.6893545,X0,0.0873054,Q3 2014,1673,0000764068,,,ONE COLEMAN STREET, ,EC2R 5AA
Lmr partners llp,LONDON,X0,CALL,398400.0,1482048.0,0.0151,,609,,398400.0,,X0,N/A,Q2 2023,262724,0001578621,,000159639,"9TH FLOOR, DEVONSHIRE HOUSE",MAYFAIR PLACE,W1J 8AJ
Loomis sayles & company l p,BOSTON,MA,"",0.0,0.0,,0.0,"",896,-600.0,-100.0,MA,0.0000000,Q2 2023,1732,0000312348,,,ONE FINANCIAL CTR,"LEGAL & COMPLIANCE, 5TH FLOOR",02111
Lpl financial llc,SAN DIEGO,CA,"",69938.0,260168.0,0.0001,0.0002,4315,3866,6271.0,9.8496867,CA,0.0265643,Q3 2017,1705,0001403438,,000006413,4707 EXECUTIVE DRIVE, ,92121
Macquarie group ltd,"SYDNEY, NSW 2000", ,"",420.0,2.0,0.0,,1843,,420.0,, ,0.0001595,Q1 2024,26577,0001418333,,,1 ELIZABETH STREET, ,2000
Main street group  ltd,GLEN ALLEN,VA,"",587.0,1843.0,0.0008,0.0012,652,891,0.0,0.0,VA,0.0002230,Q4 2023,661104,0001965796,,000175502,4510 COX ROAD,SUITE 102,23060
Man group plc,LONDON, ,"",196845.0,732263.0,0.0018,0.0024,1651,1503,56812.0,40.570437, ,0.0747669,Q4 2023,292638,0001637460,,,"RIVERBANK HOUSE, 2 SWAN LANE", ,EC4R 3AD
Manufacturers life insurance company  the,CANADA,A6,"",43454.0,161649.0,0.0001,0.0001,2668,2663,14005.0,47.5567931,A6,0.0165050,Q1 2014,1783,0000928047,,,200 BLOOR STREET EAST,TORONTO ONTARIO,M4W 1E5
Marathon trading investment management llc,RADNOR,PA,CALL,273200.0,1016304.0,0.0776,0.4001,114,43,-1036700.0,-79.1434461,PA,N/A,Q3 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,"",123300.0,458676.0,0.035,0.0476,177,176,-32580.0,-20.9006928,PA,0.0468326,Q3 2023,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,PUT,5200.0,19344.0,0.0015,0.0184,324,237,-54900.0,-91.3477537,PA,N/A,Q1 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marshall wace  llp,LONDON,X0,"",0.0,0.0,,0.0027,"",1306,-265258.0,-100.0,X0,0.0000000,Q2 2022,1807,0001318757,000000000,000160885,GEORGE HOUSE,131 SLOANE STREET,SW1X 9AT
Maryland state retirement & pension system,BALTIMORE,MD,"",15417.0,44401.0,0.0009,0.0019,1534,1548,0.0,0.0,MD,0.0058558,Q2 2022,499096,0001795552,,,120 E. BALTIMORE STREET, ,21202
Mayflower financial advisors  llc,BOSTON,MA,"",10057.0,37412.0,0.0063,,351,,10057.0,,MA,0.0038199,Q1 2024,508931,0001852930,,,265 FRANKLIN STREET,SUITE 401,02110
Mcf advisors llc,COVINGTON,KY,"",334.0,1243.0,0.0001,0.0002,860,778,0.0,0.0,KY,0.0001269,Q1 2021,264156,0001602905,,000130372,50 E RIVERCENTER BLVD.,SUITE 300,41011
Mcglone suttner wealth management  inc.,APPLETON,WI,"",0.0,0.0,,0.0,"",767,-21.0,-100.0,WI,0.0000000,Q4 2023,623737,0001964819,264537477,000149830,3501 E EVERGREEN DRIVE STE. A, ,54913
Metlife investment management  llc,WHIPPANY,NJ,"",4802.0,17863.0,0.0001,0.0002,2771,2807,945.0,24.5009074,NJ,0.0018239,Q4 2017,149931,0001529735,,000142463,ONE METLIFE WAY, ,07981
Millennium management llc,NEW YORK,NY,"",1149107.0,4274678.0,0.0018,0.0028,3022,2586,110147.0,10.6016594,NY,0.4364611,Q1 2014,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,PUT,0.0,0.0,,0.0001,"",4890,-284100.0,-100.0,NY,N/A,Q3 2022,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,CALL,0.0,0.0,,0.0001,"",5260,-39000.0,-100.0,NY,N/A,Q1 2023,1909,0001273087,,,399 PARK AVENUE, ,10022
Moisand fitzgerald tamayo  llc,ORLANDO,FL,"",6.0,23.0,0.0,0.0,574,648,0.0,0.0,FL,0.0000023,Q1 2021,327779,0001649107,,,300 SOUTH ORANGE AVENUE,SUITE 1170,32801
Morgan stanley,NEW YORK,NY,"",5345796.0,19886365.0,0.0016,0.0018,2696,2685,2069174.0,63.1496096,NY,2.0304739,Q1 2014,1947,0000895421,,,1585 BROADWAY, ,10036
Moser wealth advisors  llc,BELLEVUE,WA,"",34.0,126.0,0.0001,0.0001,149,141,0.0,0.0,WA,0.0000129,Q4 2023,463477,0001803081,911919599,,2135 112TH AVE NE STE 100, ,98004
Mv capital management  inc.,BETHESDA,MD,"",34.0,127.0,0.0,,757,,34.0,,MD,0.0000129,Q1 2024,291703,0001633366,,,3 BETHESDA METRO CENTER,SUITE 650,20814
National bank of canada,MONTREAL,A8,CALL,7500.0,2182500.0,0.0033,0.0002,993,1529,7300.0,3650.0,A8,N/A,Q4 2021,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
National bank of canada,MONTREAL,A8,"",2868.0,8346.0,0.0,0.0,2209,2596,2792.0,3673.6842105,A8,0.0010893,Q4 2021,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
Natixis,PARIS,I0,"",6.0,22.0,0.0,0.0,988,1014,0.0,0.0,I0,0.0000023,Q3 2022,1979,0001274981,000000000,,"7, PROMENADE GERMAINE SABLON", ,75013
Nemes rush group llc,NOVI,MI,"",9.0,34.0,0.0,0.0,661,653,0.0,0.0,MI,0.0000034,Q2 2023,641910,0001982273,,000312554,"39500 HIGH POINTE BLVD., SUITE 190", ,48375
New england capital financial advisors llc,MERIDEN,CT,"",21.0,79.0,0.0,0.0001,389,389,0.0,0.0,CT,0.0000080,Q4 2022,623048,0001964652,,000109203,79 MAIN STREET, ,06451
New york state common retirement fund,ALBANY,NY,"",78523.0,292106.0,0.0004,0.0001,2287,2764,62800.0,399.4148699,NY,0.0298251,Q2 2015,1999,0000810265,,,OFFICE OF THE STATE COMPTROLLER,"14TH FLOOR, 110 STATE STREET",12236
Newbridge financial services group  inc.,BOCA RATON,FL,"",6000.0,22320.0,0.0097,0.0179,574,459,0.0,0.0,FL,0.0022790,Q4 2023,530683,0001879757,,000130814,1200 NORTH FEDERAL HWY,SUITE 400,33432
Newedge advisors  llc,NEW ORLEANS,LA,"",543.0,2020.0,0.0,0.0,3367,3179,-114.0,-17.3515982,LA,0.0002062,Q4 2022,289067,0001633516,,,858 CAMP STREET, ,70130
Nisa investment advisors  llc,ST. LOUIS,MO,"",1500.0,5580.0,0.0,,2108,,1500.0,,MO,0.0005697,Q1 2024,2014,0000937615,,000107313,7676 FORSYTH BLVD SUITE 1100,SUITE 1100,63105
Nomura holdings inc,TOKYO, ,CALL,0.0,0.0,,0.0041,"",1054,-250000.0,-100.0, ,N/A,Q4 2023,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Nomura holdings inc,TOKYO, ,PUT,71100.0,264492.0,0.0007,0.0029,1394,1156,-103900.0,-59.3714286, ,N/A,Q3 2022,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Nomura holdings inc,TOKYO, ,"",0.0,0.0,,0.0008,"",1493,-46857.0,-100.0, ,0.0000000,Q2 2022,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Norges bank,OSLO,Q8,"",59671.0,221976.0,0.0,0.0022,1868,1412,-2000000.0,-97.1028868,Q8,0.0226646,Q3 2023,2024,0001374170,,,BANKPLASSEN 2,P.O BOX 1179 SENTRUM,0107
Northern trust corp,CHICAGO,IL,"",1053059.0,3917379.0,0.0007,0.0011,2618,2382,59091.0,5.94496,IL,0.3999795,Q1 2014,2043,0000073124,,000160034,50 S LASALLE ST, ,60603
Northwestern mutual wealth management company,MILWAUKEE,WI,"",103.0,381.0,0.0,0.0,3336,3242,-2.0,-1.9047619,WI,0.0000391,Q3 2019,2050,0001141802,,000153528,720 EAST WISCONSIN AVENUE, ,53202
Numerai gp llc,SAN FRANCISCO,CA,"",56636.0,210686.0,0.091,0.0619,223,223,28086.0,98.3747811,CA,0.0215118,Q4 2023,333088,0001668527,,000282851,10 FUNSTON AVENUE,MAIN POST,94129
Nuveen asset management  llc,CHICAGO,IL,"",168113.0,625380.0,0.0002,0.0003,2895,2773,18154.0,12.1059756,IL,0.0638537,Q2 2019,132953,0001521019,,000155584,333 W. WACKER DRIVE, ,60606
Nvwm  llc,YARDLEY,PA,"",21.0,78.0,0.0,0.0,594,392,0.0,0.0,PA,0.0000080,Q4 2021,395271,0001697274,201813672,,820 TOWNSHIP LINE ROAD,SUITE 100,19067
Oak thistle llc,NEW YORK,NY,"",0.0,0.0,,0.132,"",300,-75063.0,-100.0,NY,0.0000000,Q4 2023,552594,0001755987,,000299086,PO BOX 230028, ,10023-9998
Oconnor  a distinct business unit of ubs asset management americas (llc),CHICAGO,IL,"",107755.0,400849.0,0.0115,0.0211,349,320,-2014.0,-1.8347621,IL,0.0409282,Q3 2023,3013,0001132716,,,ONE NORTH WACKER DRIVE 31ST FLOOR, ,60606
Old point trust & financial services n a,NEWPORT NEWS,VA,"",303.0,1127.0,0.0004,,467,,303.0,,VA,0.0001151,Q1 2024,2091,0001102256,,,11780 JEFFERSON AVENUE,P O BOX 6270,23606
Oliver lagore vanvalin investment group,FLINT,MI,"",8.0,30.0,0.0,,721,,8.0,,MI,0.0000030,Q1 2024,562297,0001907568,,000312989,607 E. SECOND AVE,SUITE 100,48502
Operose advisors llc,MILWAUKEE,WI,"",6.0,22.0,0.0,0.0,650,597,0.0,0.0,WI,0.0000023,Q4 2021,556175,0001909750,,000287465,"731 N. WATER STREET, SUITE 790", ,53202
Org partners llc,ROANOKE,IN,"",0.0,0.0,,0.0,"",1076,-32.0,-100.0,IN,0.0000000,Q2 2023,635678,0001979372,,000312728,13548 ZUBRICK RD, ,46783
Osaic holdings  inc.,SCOTTSDALE,AZ,"",52394.0,194785.0,0.0004,0.0005,3716,3619,4275.0,8.8842245,AZ,0.0199006,Q2 2016,343642,0001677044,,,18700 HAYDEN RD.,SUITE 255,85225
Pacer advisors  inc.,MALVERN,PA,PRN,172000.0,114810.0,0.0003,0.0004,1483,1440,-50000.0,-22.5225225,PA,N/A,Q1 2022,272420,0001616667,,,500 CHESTERFIELD PARKWAY, ,19355
Pacifica partners inc.,SURREY,Z4,"",8.0,33.0,0.0,0.0,509,547,0.0,0.0,Z4,0.0000030,Q2 2021,462618,0001799900,,000162313,5455 152 STREET,SUITE 213,V3S 5A5
Panagora asset management inc,BOSTON,MA,"",135604.0,504447.0,0.0026,,977,,135604.0,,MA,0.0515060,Q1 2024,62588,0000883677,,000105201,ONE INTERNATIONAL PLACE,24TH FLOOR,02110
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,"",28598.0,106385.0,0.0002,0.0003,1599,1808,1749.0,6.5142091,CA,0.0108623,Q3 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,CALL,0.0,0.0,,0.0001,"",1923,-8600.0,-100.0,CA,N/A,Q1 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallel advisors  llc,SAN FRANCISCO,CA,"",0.0,0.0,,0.0,"",3280,-2.0,-100.0,CA,0.0000000,Q1 2017,358397,0001690010,,000140800,150 SPEAR STREET,SUITE 1600,94105
Parkside financial bank & trust,SAINT LOUIS,MO,"",1261.0,4691.0,0.0008,0.0014,1351,1208,0.0,0.0,MO,0.0004790,Q1 2022,104696,0001455267,,,8112 MARYLAND AVE,SUITE 101,63105
Pentwater capital management lp,NAPLES,FL,PUT,490000.0,1822800.0,0.0187,0.0483,73,74,-214400.0,-30.4372516,FL,N/A,Q4 2022,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
Pentwater capital management lp,NAPLES,FL,"",0.0,0.0,,0.006,"",101,-86923.0,-100.0,FL,0.0000000,Q4 2022,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
Pictet asset management holding sa,CAROUGE,V8,"",17784.0,66156.0,0.0001,0.0001,1924,1864,0.0,0.0,V8,0.0067548,Q3 2023,651598,0001993888,,,ROUTE DES ACACIAS 60, ,1227
Pinebridge investments  l.p.,NEW YORK,NY,"",0.0,0.0,,0.0018,"",549,-32453.0,-100.0,NY,0.0000000,Q3 2023,73354,0001531721,,,65 EAST 55TH STREET, ,10022
Planning capital management corp,PAOLI,PA,"",197.0,733.0,0.0005,0.0009,622,594,10.0,5.3475936,PA,0.0000748,Q4 2023,660946,0002012016,223810640,000112994,1500 E LANCASTER AVE,SUITE 204,19301
Pnc financial services group  inc.,PITTSBURGH,PA,"",1235.0,4595.0,0.0,0.0,3975,4230,977.0,378.6821705,PA,0.0004691,Q1 2014,2276,0000713676,,,THE TOWER AT PNC PLAZA,300 FIFTH AVENUE,15222-2401
Point72 asset management  l.p.,STAMFORD,CT,CALL,28300.0,105276.0,0.0003,0.0002,2002,1950,13200.0,87.4172185,CT,N/A,Q2 2023,261060,0001603466,,000283077,72 CUMMINGS POINT ROAD, ,06902
Point72 asset management  l.p.,STAMFORD,CT,"",0.0,0.0,,0.0023,"",1409,-157590.0,-100.0,CT,0.0000000,Q4 2023,261060,0001603466,,000283077,72 CUMMINGS POINT ROAD, ,06902
Point72 asset management  l.p.,STAMFORD,CT,PUT,0.0,0.0,,0.0002,"",1962,-13200.0,-100.0,CT,N/A,Q4 2023,261060,0001603466,,000283077,72 CUMMINGS POINT ROAD, ,06902
Polymer capital management (hk) ltd,HONG KONG,K3,"",10800.0,40176.0,0.0101,,190,,10800.0,,K3,0.0041021,Q1 2024,660789,0001970465,000000000,000308190,"NO. 2401-06, 24/F, THREE PACIFIC PLACE,",1 QUEEN'S ROAD EAST,HKG
Pom investment strategies  llc,RALEIGH,NC,"",74.0,275.0,0.0002,,242,,74.0,,NC,0.0000281,Q1 2024,670117,0001906322,,,"4101 LAKE BOONE TRAIL, SUITE 111", ,27607
Powell investment advisors  llc,MIAMI,FL,"",14670.0,54572.0,0.0288,,136,,14670.0,,FL,0.0055721,Q1 2024,463164,0001802195,000000000,000160333,3444 MAIN HIGHWAY,2ND FLOOR,33133
Price t rowe associates inc,BALTIMORE,MD,"",65620.0,245000.0,0.0,0.0,2529,2351,12975.0,24.6462152,MD,0.0249242,Q4 2020,2299,0000080255,520556948,,1307 POINT STREET, ,21231
Principal financial group inc,DES MOINES,IA,"",20091.0,74739.0,0.0,0.0001,2304,2292,6748.0,50.5733343,IA,0.0076311,Q2 2019,2304,0001126328,,000139897,711 HIGH STREET, ,50392
Private trust company na,CLEVELAND,OH,"",23.0,86.0,0.0,0.0001,2242,2221,-81.0,-77.8846154,OH,0.0000087,Q1 2023,2313,0001277557,,,1422 EUCLID AVENUE STE 1130, ,44115-2001
Psi advisors  llc,TAMPA,FL,"",19.0,71.0,0.0,0.0,789,843,0.0,0.0,FL,0.0000072,Q3 2021,463626,0001779040,,000285880,13059 W. LINEBAUGH AVE,SUITE 102,33626
Public employees retirement association of colorado,DENVER,CO,"",14082.0,52000.0,0.0002,0.0004,1834,1791,0.0,0.0,CO,0.0053487,Q2 2021,2332,0000315297,,,1301 PENNSYLVANIA STREET, ,80203
Public employees retirement system of ohio,COLUMBUS,OH,"",95472.0,355156.0,0.0014,0.002,1301,1262,11760.0,14.0481651,OH,0.0362628,Q2 2017,2333,0001007280,,,277 EAST TOWN STREET, ,43215
Quadrant capital group llc,CINCINNATI,OH,"",52.0,194.0,0.0,0.0,2694,2690,48.0,1200.0,OH,0.0000198,Q2 2021,306558,0001650717,,,"255 E. FIFTH STREET, SUITE 3000", ,45202
Quadrature capital ltd,LONDON,X0,"",326649.0,1216768.0,0.0208,0.0902,426,139,-491428.0,-60.071118,X0,0.1240699,Q3 2023,313817,0001651424,,000331740,THE LEADENHALL BUILDING,122 LEADENHALL STREET,EC3V 4AB
Quarry lp,NEW YORK,NY,"",161.0,599.0,0.0001,0.0014,1600,1116,-1280.0,-88.8272033,NY,0.0000612,Q4 2023,624210,0001965207,,,331 PARK AVENUE SOUTH,3RD FLOOR,10010
