Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Covestor ltd,LONDON,MA,"",129.7,7000.0,0.0061,0.0041,1456,1550,-0.7,-0.5368098,MA,0.0002527,Q4 2021,555623,0001909846,,,FLOOR 12,20 FENCHURCH STREET,EC3M 3BY
Cowen and company  llc,NEW YORK,NY,CALL,12300.0,18801.0,0.0022,0.0019,314,347,7110.0,136.9942197,NY,N/A,Q4 2022,121386,0000048966,841702964,000007616,599 LEXINGTON AVENUE,20TH FLOOR,10022
Cowen and company  llc,NEW YORK,NY,"",32200.0,1613220.0,0.1895,,71,,32200.0,,NY,0.0627277,Q1 2023,121386,0000048966,841702964,000007616,599 LEXINGTON AVENUE,20TH FLOOR,10022
Creative financial designs inc,KOKOMO,IN,"",8.3,416.0,0.0001,0.0002,1347,1177,-30.0,-78.3289817,IN,0.0000162,Q3 2021,395150,0000819864,,,2704 S. GOYER RD, ,46902
Creative planning,OVERLAND PARK,KS,"",1084.2,54318.0,0.0001,0.0001,2335,2212,-269.2,-19.8906458,KS,0.0021121,Q1 2019,163330,0001540235,,000105348,5454 W.110TH STREET, ,66211
Credit suisse ag/,ZURICH,V8,"",53888.0,2699788.0,0.0027,0.002,1700,1930,8505.6,18.7420674,V8,0.1049773,Q1 2014,760,0000824468,135015677,,PARADEPLATZ 8, ,CH 8001
Cresset asset management  llc,CHICAGO,IL,"",1165.4,58388.0,0.0012,,786,,1165.4,,IL,0.0022703,Q1 2023,431458,0001761013,,000288566,444 W. LAKE STREET,SUITE 4700,60606
Css llc,CHICAGO,IL,PUT,138820.0,6954882.0,0.4591,0.0501,46,281,117080.0,538.5464581,IL,N/A,Q4 2020,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,CALL,8070.0,404307.0,0.0267,,384,,8070.0,,IL,N/A,Q3 2022,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,"",1602.0,80260.0,0.0053,,592,,1602.0,,IL,0.0031208,Q1 2023,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Ctc llc,CHICAGO,IL,CALL,1359.7,6757709.0,0.004,0.0132,267,202,-2957.5,-68.5050496,IL,N/A,Q1 2021,35202,0001445893,364200538,000044597,425 S FINANCIAL PLACE,4TH FLOOR,60605
Ctc llc,CHICAGO,IL,PUT,1021.9,5078843.0,0.003,0.0073,282,237,-1354.9,-57.0052171,IL,N/A,Q1 2021,35202,0001445893,364200538,000044597,425 S FINANCIAL PLACE,4TH FLOOR,60605
Cubist systematic strategies  llc,STAMFORD,CT,"",0.0,0.0,,0.0042,"",2731,-17650.0,-100.0,CT,0.0000000,Q2 2018,272320,0001603465,364780832,000292081,72 CUMMINGS POINT ROAD, ,06902
Cutler group llc,SAN FRANCISCO,CA,PUT,94680.0,2409000.0,0.2504,0.0609,85,341,81090.0,596.6887417,CA,N/A,Q3 2016,338141,0001534270,943196831,000031730,101 MONTGOMERY ST,SUITE 700,94104
Cutler group llc,SAN FRANCISCO,CA,"",3878.9,194000.0,0.0202,0.006,696,1357,2126.9,121.3984018,CA,0.0075563,Q4 2016,338141,0001534270,943196831,000031730,101 MONTGOMERY ST,SUITE 700,94104
Cutler group llc,SAN FRANCISCO,CA,CALL,122040.0,537000.0,0.0558,0.0059,337,1366,90370.0,285.3489106,CA,N/A,Q4 2015,338141,0001534270,943196831,000031730,101 MONTGOMERY ST,SUITE 700,94104
Cva family office  llc,DENVER,CO,"",0.4,20.0,0.0,0.0,976,944,0.0,0.0,CO,0.0000008,Q2 2022,464273,0001802084,,000285035,255 FILLMORE STREET,SUITE 500,80206
Cwm  llc,OMAHA,NE,"",176.2,9000.0,0.0001,0.0,3032,3106,30.6,21.0164835,NE,0.0003432,Q1 2019,248238,0001535847,,,14600 BRANCH ST., ,68154
Cwm  llc,OMAHA,NE,CALL,0.0,0.0,,0.0,"",4245,-100.0,-100.0,NE,N/A,Q1 2019,248238,0001535847,,,14600 BRANCH ST., ,68154
Cypress capital management llc (wy),SHERIDAN,WY,"",149.3,7480.0,0.0088,0.1049,114,60,-1920.0,-92.7849998,WY,0.0002908,Q1 2021,289222,0001633896,,000130401,PO BOX J, ,82801
D. e. shaw & company .  inc.,NEW YORK,NY,CALL,0.0,0.0,,0.0019,"",3035,-43210.0,-100.0,NY,N/A,Q4 2019,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
D. e. shaw & company .  inc.,NEW YORK,NY,"",12451.8,623835.0,0.0007,0.0008,3438,3687,-4245.2,-25.4249266,NY,0.0242569,Q4 2019,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
Decisionpoint financial  llc,MESA,AZ,"",0.0,0.0,,0.0,"",196,-0.1,-100.0,AZ,0.0000000,Q4 2022,646968,0001938514,,000296988,2812 N. NORWALK,SUITE 116,85215
Delta asset management llc,MEMPHIS,TN,"",10.0,501.0,0.0001,0.0,612,646,0.0,0.0,TN,0.0000195,Q4 2022,833,0000860857,,000113688,700 COLONIAL ROAD,STE 220,38117
Deutsche bank ag,FRANKFURT AM MAIN GE,2M,"",3142.6,157445.0,0.0001,0.0001,3114,3010,-1482.6,-32.0548301,2M,0.0061220,Q1 2014,842,0000948046,,,TAUNUSANLAGE 12 D-60325, ,00000
Disciplined investments  llc,TULSA,OK,"",3.0,150.0,0.0001,0.0001,1533,1512,0.0,0.0,OK,0.0000058,Q3 2021,471847,0001812492,,000129696,2222 SOUTH UTICA PLACE,SUITE 200,74114
Eagle bay advisors llc,NEW YORK,NY,"",0.0,0.0,,0.0,"",897,-1.8,-100.0,NY,0.0000000,Q4 2022,525620,0001862864,,,7 WORLD TRADE CENTER,"250 GREENWICH ST., 46TH",10007
Ellevest  inc.,NEW YORK,NY,"",59.6,2986.0,0.0002,0.0002,1352,1351,0.0,0.0,NY,0.0001161,Q4 2020,299107,0001644128,,000175476,228 PARK AVE S.,PMB 94934,10003-1502
Emg holdings  l.p.,OLD GREENWICH,CT,PUT,1182150.0,59225715.0,6.1905,3.7894,6,5,576720.0,95.2579159,CT,N/A,Q3 2021,107394,0001478394,,,53 FOREST AVENUE, ,06870
Emg holdings  l.p.,OLD GREENWICH,CT,CALL,225880.0,11316588.0,1.1828,,16,,225880.0,,CT,N/A,Q1 2023,107394,0001478394,,,53 FOREST AVENUE, ,06870
Eminence capital  lp,NEW YORK,NY,"",274682.0,13761568.0,0.1954,,61,,274682.0,,NY,0.5350983,Q1 2023,953,0001107310,,000160611,"399 PARK AVENUE, 25TH FLOOR", ,10022
Engineers gate manager lp,NEW YORK,NY,"",5299.5,265505.0,0.0111,0.0534,1316,552,-16525.1,-75.717768,NY,0.0103238,Q2 2017,289127,0001620220,,,767 5TH AVENUE,7TH FLOOR,10153
Envestnet asset management inc,CHICAGO,IL,"",0.0,0.0,,0.0001,"",3794,-2799.4,-100.0,IL,0.0000000,Q4 2020,50470,0001407543,364319587,,222 N. LASALLE ST.,SUITE 625,60601
Equitec proprietary markets  llc,CHICAGO,IL,PUT,3000.0,150300.0,0.0709,,56,,3000.0,,IL,N/A,Q1 2023,123360,0001143261,,,111 W. JACKSON,20TH FL.OOR,60604
Equitec proprietary markets  llc,CHICAGO,IL,"",125.0,6263.0,0.003,0.0016,98,148,0.0,0.0,IL,0.0002435,Q2 2021,123360,0001143261,,,111 W. JACKSON,20TH FL.OOR,60604
Equitec proprietary markets  llc,CHICAGO,IL,CALL,0.0,0.0,,0.0529,"",81,-4100.0,-100.0,IL,N/A,Q2 2022,123360,0001143261,,,111 W. JACKSON,20TH FL.OOR,60604
Etf managers group  llc,SUMMIT,NJ,"",22692.2,1136879.0,0.0367,0.094,193,109,-26605.6,-53.9691426,NJ,0.0442059,Q3 2022,301629,0001645173,383938178,,30 MAPLE STREET,SUITE 2,07901
Eversource wealth advisors  llc,BIRMINGHAM,AL,"",5.5,276.0,0.0,0.0002,2298,2039,-24.9,-81.9078947,AL,0.0000107,Q4 2021,375969,0001710537,,000286340,3500 COLONNADE PKWY,SUITE 150,35243
Ewg elevate inc.,ROSEVILLE,CA,"",0.0,0.0,,0.0033,"",437,-160.0,-100.0,CA,0.0000000,Q4 2022,461834,0001765278,823365869,,3200 DOUGLAS BLVD STE 305, ,95661
Exchange traded concepts  llc,OKLAHOMA CITY,OK,"",815.6,40862.0,0.0011,0.0007,904,946,197.7,31.9954685,OK,0.0015888,Q2 2021,150256,0001457320,,000151197,10900 HEFNER POINTE DRIVE,SUITE 400,73120
Exoduspoint capital management  lp,NEW YORK,NY,CALL,90830.0,4542000.0,0.0376,0.0145,548,942,65830.0,263.32,NY,N/A,Q4 2022,431504,0001736225,,000294156,65 E 55TH STREET,5TH FLOOR,10022
Exoduspoint capital management  lp,NEW YORK,NY,"",4.1,0.0,0.0,0.0003,1701,1565,-570.9,-99.2869565,NY,0.0000080,Q2 2021,431504,0001736225,,000294156,65 E 55TH STREET,5TH FLOOR,10022
Exoduspoint capital management  lp,NEW YORK,NY,PUT,68260.0,3413000.0,0.0283,,663,,68260.0,,NY,N/A,Q1 2023,431504,0001736225,,000294156,65 E 55TH STREET,5TH FLOOR,10022
Farther finance advisors  llc,SAN FRANCISCO,CA,"",6.1,306.0,0.0001,,2118,,6.1,,CA,0.0000119,Q1 2023,645686,0001992825,,000302050,345 CALIFORNIA STREET,SUITE 600,94104
Federated hermes  inc.,PITTSBURGH,PA,"",0.0,0.0,,0.0,"",1921,-132.0,-100.0,PA,0.0000000,Q3 2022,1018,0001056288,,,1001 LIBERTY AVENUE,1001 LIBERTY AVE,15222
Federation des caisses desjardins du quebec,LEVIS,A8,"",574.0,28757.0,0.0003,0.0003,1479,1661,50.8,9.7094801,A8,0.0011182,Q1 2022,670147,0002022297,,,100 RUE DES COMMANDEURS, ,G6V5C1
Financial avengers  inc.,OAKLAND,CA,"",2.0,100.0,0.0001,0.0001,174,177,0.0,0.0,CA,0.0000039,Q2 2021,499390,0001844393,,000119636,827 BROADWAY,SUITE 210,94612
Financial connections group  inc.,CORTE MADERA,CA,"",10.0,0.0,0.0,0.0,241,229,0.0,0.0,CA,0.0000195,Q4 2022,556120,0001907157,,,21 TAMAL VISTA BLVD.,#105,94925
Financial gravity asset management  inc.,LAKEWAY,TX,"",0.6,0.0,0.0,,1068,,0.6,,TX,0.0000012,Q1 2023,406122,0001741736,,,"2501 RANCH RD 620 S, SUITE 110", ,78734
Financial synergies wealth advisors  inc.,HOUSTON,TX,"",100.0,5010.0,0.0007,0.0006,264,222,0.0,0.0,TX,0.0001948,Q2 2022,666114,0002017868,,000105643,"4400 POST OAK PKWY, STE 200", ,77027
First horizon advisors  inc.,MEMPHIS,TN,"",142.4,7133.0,0.0003,0.0003,1692,1675,-40.0,-21.9298246,TN,0.0002774,Q2 2021,248358,0001588539,,,"165 MADISON AVE., 14TH FL.", ,38103
First trust advisors lp,WHEATON,IL,"",27489.1,1377203.0,0.0016,0.0003,1855,2338,21354.3,348.0846971,IL,0.0535505,Q2 2021,1082,0001125816,,000104889,120 EAST LIBERTY DRIVE,SUITE 400,60187
Fmr llc,BOSTON,MA,"",706.2,35379.0,0.0,0.0,3599,3341,-944.9,-57.2285143,MA,0.0013757,Q1 2018,1098,0000315066,,,245 SUMMER STREET, ,02210
Fny investment advisers  llc,NEW YORK,NY,PUT,150.6,7000.0,0.008,,366,,150.6,,NY,N/A,Q1 2023,411312,0001742998,301042656,,"1540 BROADWAY, SUITE 1600", ,10036
Focused wealth management  inc,NEWBURGH,NY,"",8.5,426.0,0.0001,0.0001,947,980,0.0,0.0,NY,0.0000166,Q2 2021,247061,0001586052,,000154828,11 BALMVILLE RD,SUITE 2 NORTH,12550
Fourworld capital management llc,NEW YORK,NY,CALL,30000.0,15030000.0,3.4594,,6,,30000.0,,NY,N/A,Q1 2023,434046,0001770525,,000284138,"7 WORLD TRADE CENTER, FL. 46", ,10007
Franklin resources inc,SAN MATEO,CA,"",1440.1,72149.0,0.0,0.0,2153,2214,184.6,14.7033055,CA,0.0028054,Q3 2021,1125,0000038777,,000110783,ONE FRANKLIN PARKWAY,"BUILDING 920/2, LEGAL-FRI SECRETARY",94403
Freedom wealth alliance  llc,BROOKFIELD,WI,"",0.0,0.0,,0.008,"",337,-140.0,-100.0,WI,0.0000000,Q4 2022,624360,0001941346,464951227,000170456,675 NORTH BARKER ROAD,SUITE 220,53045
Geneos wealth management inc.,ENGLEWOOD,CO,"",202.4,10140.0,0.0006,0.0005,1550,1585,0.0,0.0,CO,0.0003943,Q3 2017,115826,0001764754,,,9635 MAROON CIR,SUITE 100,80112
Geode capital management  llc,BOSTON,MA,"",716499.0,35896617.0,0.0047,0.0039,1415,1544,27371.9,3.9719669,MA,1.3957863,Q1 2014,1188,0001214717,,000115504,100 SUMMER STREET,12TH FLOOR,02110
Glassman wealth services,VIENNA,VA,"",18.0,902.0,0.0002,0.0001,1465,1514,0.0,0.0,VA,0.0000351,Q4 2017,297601,0001642160,,000151478,8000 TOWERS CRESCENT DRIVE #1450, ,22182
Glen eagle advisors  llc,KINGSTON,NJ,"",410.0,20541.0,0.0052,0.0046,507,522,0.0,0.0,NJ,0.0007987,Q2 2021,120356,0002029317,,000282920,"4422C ROUTE 27, PO BOX 399", ,08528
Global retirement partners  llc,SAN RAFAEL,CA,"",141.0,8093.0,0.0004,0.0002,1993,2284,80.5,133.0578512,CA,0.0002747,Q1 2021,413923,0001749744,,,4340 REDWOOD HIGHWAY,SUITE B-60,94903
Global wealth strategies & associates,DENVER,CO,"",42.5,2129.0,0.0011,0.001,261,275,-0.3,-0.7009346,CO,0.0000828,Q4 2022,620924,0001912297,,000316072,3200 CHERRY CREEK SOUTH DRIVE,SUITE 280,80209
Goldman sachs group inc,NEW YORK,NY,"",165030.4,8268023.0,0.0019,0.0019,2599,2800,-26939.6,-14.0332344,NY,0.3214899,Q1 2016,1222,0000886982,,,200 WEST STREET, ,10282
Goldman sachs group inc,NEW YORK,NY,PUT,166660.0,8349666.0,0.0019,0.0008,2581,3576,89700.0,116.5540541,NY,N/A,Q2 2021,1222,0000886982,,,200 WEST STREET, ,10282
Goldman sachs group inc,NEW YORK,NY,CALL,100000.0,5010000.0,0.0012,,3066,,100000.0,,NY,N/A,Q1 2023,1222,0000886982,,,200 WEST STREET, ,10282
Gradient investments llc,ARDEN HILLS,MN,"",30.0,1503.0,0.0,0.0,1150,1163,0.0,0.0,MN,0.0000584,Q2 2020,166519,0001542265,,,4105 LEXINGTON AVENUE NORTH,SUITE 250,55126
Group one trading llc,CHICAGO,IL,CALL,908930.0,45537393.0,0.1644,0.0785,66,244,79670.0,9.6073608,IL,N/A,Q2 2016,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,PUT,630260.0,31576026.0,0.114,0.0434,121,435,171490.0,37.3803867,IL,N/A,Q3 2017,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Gsa capital partners llp,LONDON,X0,"",8187.4,410000.0,0.0406,,839,,8187.4,,X0,0.0159496,Q1 2023,1278,0001362033,,,STRATTON HOUSE,5 STRATTON STREET,W1J 8LA
Guggenheim capital llc,CHICAGO,IL,"",4483.6,224628.0,0.0019,0.0004,1764,1898,3243.9,261.6681455,IL,0.0087343,Q3 2021,1284,0001283072,000000000,,227 WEST MONROE,SUITE 4900,60606
Handelsbanken fonder ab,STOCKHOLM,V7,"",11410.0,572000.0,0.0033,0.0019,942,1233,3840.0,50.7265522,V7,0.0222274,Q2 2021,218853,0001398318,,,BLASIEHOLMSTORG 12, ,10670
Hantz financial services  inc.,SOUTHFIELD,MI,"",1.5,0.0,0.0,0.0,1095,1066,0.0,0.0,MI,0.0000029,Q4 2022,113672,0001071061,383431708,,26200 AMERICAN DRIVE,FIFTH FLOOR,48034
Hap trading  llc,NEW YORK,NY,PUT,5240.0,91000.0,0.0142,0.6193,416,38,-14620.0,-73.6153072,NY,N/A,Q3 2019,70797,0001484972,,,"395 HUDSON STREET, 10TH FLOOR", ,10014
Hap trading  llc,NEW YORK,NY,"",5374.5,269000.0,0.042,0.0293,267,394,-1669.5,-23.7010221,NY,0.0104699,Q4 2020,70797,0001484972,,,"395 HUDSON STREET, 10TH FLOOR", ,10014
Hap trading  llc,NEW YORK,NY,CALL,127950.0,420000.0,0.0656,0.0251,211,421,-14530.0,-10.1979225,NY,N/A,Q1 2019,70797,0001484972,,,"395 HUDSON STREET, 10TH FLOOR", ,10014
Hapanowicz & associates financial services  inc,PITTSBURGH,PA,"",1000.0,50100.0,0.0346,0.0295,28,28,0.0,0.0,PA,0.0019481,Q2 2021,357510,0001695959,,,FOSTER PLAZA 6,"681 ANDERSEN DRIVE, SUITE 100",15220
Harbour investments  inc.,MADISON,WI,"",21.2,1062.0,0.0001,0.0001,2679,2716,0.0,0.0,WI,0.0000413,Q2 2022,114688,0000810121,,000019258,575 D'ONOFRIO DRIVE,SUITE 300,53719
Hbk investments l p,DALLAS,TX,CALL,97810.0,4969665.0,0.0317,,99,,97810.0,,TX,N/A,Q1 2023,1345,0001011443,,000115079,2300 NORTH FIELD STREET,STE 2200,75201
Hbk investments l p,DALLAS,TX,PUT,50000.0,2505000.0,0.016,,143,,50000.0,,TX,N/A,Q2 2021,1345,0001011443,,000115079,2300 NORTH FIELD STREET,STE 2200,75201
Hbk sorce advisory llc,ERIE,PA,"",5098.0,255410.0,0.0116,0.0067,475,600,-998.0,-16.3713911,PA,0.0099312,Q4 2020,1346,0001379995,,000112139,2725 COLONIAL AVE, ,16506
Hhm wealth advisors  llc,CHATTANOOGA,TN,"",100.0,5010.0,0.001,0.0009,640,549,0.0,0.0,TN,0.0001948,Q3 2022,431293,0001750086,,000150843,1181 KING STREET, ,37403
Highbridge capital management llc,NEW YORK,NY,PUT,87400.0,4379000.0,0.161,,106,,87400.0,,NY,N/A,Q1 2023,1374,0000919185,,,277 PARK AVE,23RD FLOOR,10172
Highbridge capital management llc,NEW YORK,NY,CALL,50000.0,2505000.0,0.0921,,122,,50000.0,,NY,N/A,Q1 2023,1374,0000919185,,,277 PARK AVE,23RD FLOOR,10172
Highbridge capital management llc,NEW YORK,NY,"",5000.0,250000.0,0.0092,,190,,5000.0,,NY,0.0097403,Q1 2023,1374,0000919185,,,277 PARK AVE,23RD FLOOR,10172
Hightower advisors  llc,CHICAGO,IL,"",1522.0,77000.0,0.0002,0.0001,2987,3048,300.1,24.5601113,IL,0.0029650,Q1 2021,57800,0001462245,,000145323,200 W. MADISON ST.,SUITE 2500,60606
Hightower advisors  llc,CHICAGO,IL,CALL,90.0,1079.0,0.0,,3309,,90.0,,IL,N/A,Q1 2023,57800,0001462245,,000145323,200 W. MADISON ST.,SUITE 2500,60606
Hoey investments  inc,COATESVILLE,PA,"",20.0,1002.0,0.0004,0.0004,318,277,0.0,0.0,PA,0.0000390,Q3 2021,460285,0001799544,,000152103,1000 BRANDYWINE CREEK ROAD, ,19320
Hollencrest capital management,NEWPORT BEACH,CA,"",500.0,25050.0,0.0027,0.0025,594,611,0.0,0.0,CA,0.0009740,Q4 2022,1399,0001161722,,000046217,"100 BAYVIEW CIRCLE, SUITE 500", ,92660
Householder group estate & retirement specialist  llc,SCOTTSDALE,AZ,"",40.0,2000.0,0.0008,,1063,,40.0,,AZ,0.0000779,Q1 2023,565701,0001881590,463565813,000169045,8985 E. BELL ROAD, ,85260
Hrt financial lp,NEW YORK,NY,"",10766.7,539000.0,0.0066,0.0033,1318,1870,4996.7,86.5979203,NY,0.0209742,Q2 2022,124305,0001475597,,000152144,"3 WORLD TRADE CENTER, 175 GREENWICH STRE",76TH FLOOR,10007
Hsbc holdings plc,LONDON, ,"",3717.9,184125.0,0.0002,0.0002,2465,2837,-1067.2,-22.3025642, ,0.0072427,Q2 2015,1422,0000873630,,,8 CANADA SQUARE, ,E14 5HQ
Hudson bay capital management lp,STAMFORD,CT,PUT,458640.0,22977864.0,0.1892,,94,,458640.0,,CT,N/A,Q1 2023,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Hudson bay capital management lp,STAMFORD,CT,CALL,0.0,0.0,,0.0208,"",603,-50000.0,-100.0,CT,N/A,Q4 2022,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Hunting hill global capital  llc,NEW YORK,NY,PUT,14210.0,711921.0,0.5584,0.0555,25,57,12120.0,579.9043062,NY,N/A,Q4 2022,358133,0001697398,,000167481,122 EAST 42ND STREET,SUITE 5005,10168
Hunting hill global capital  llc,NEW YORK,NY,"",0.0,0.0,,0.0013,"",71,-50.0,-100.0,NY,0.0000000,Q4 2022,358133,0001697398,,000167481,122 EAST 42ND STREET,SUITE 5005,10168
Hunting hill global capital  llc,NEW YORK,NY,CALL,1010.0,50601.0,0.0397,,52,,1010.0,,NY,N/A,Q1 2023,358133,0001697398,,000167481,122 EAST 42ND STREET,SUITE 5005,10168
Huntington national bank,COLUMBUS,OH,"",10.0,501.0,0.0,,2087,,10.0,,OH,0.0000195,Q1 2023,1431,0000049205,,,41 SOUTH HIGH STREET,HC 1122,43216
Hutchens & kramer investment management group  llc,CARMEL,IN,"",2288.7,114664.0,0.0991,0.0746,117,108,-210.4,-8.4190309,IN,0.0044585,Q4 2021,570598,0001920117,,,99 E CARMEL DRIVE,SUITE 160,46032
Ica group wealth management  llc,DENVER,CO,"",12.0,602.0,0.0001,0.0001,1187,1238,1.0,9.0909091,CO,0.0000234,Q4 2022,609240,0001944579,853644761,000311419,2000 S. COLORADO BLVD,"ANNEX BUILDING, SUITE 315",80222
Ifp advisors  inc,TAMPA,FL,"",356.3,52732.0,0.0023,0.0056,1550,1329,-1013.0,-73.9794055,FL,0.0006941,Q1 2020,327916,0001641866,,,3030 NORTH ROCKY POINT DRIVE W. STE 700, ,33607
Imc-chicago  llc,CHICAGO,IL,PUT,155410.0,7786041.0,0.0091,0.0138,574,490,-61280.0,-28.2800314,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,CALL,109400.0,5480940.0,0.0064,0.0138,658,491,-106920.0,-49.4267751,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,"",21126.8,1058453.0,0.0012,0.0014,1072,1073,-967.2,-4.3776591,IL,0.0411564,Q1 2022,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Invesco ltd.,ATLANTA,GA,"",84218.8,4219363.0,0.0012,0.0004,2307,2750,47107.8,126.9375657,GA,0.1640637,Q4 2016,147,0000914208,980557567,000000000,1331 SPRING STREET NE,SUITE 2500,30309
Ionic capital management llc,NEW YORK,NY,CALL,7500.0,375750.0,0.1096,,119,,7500.0,,NY,N/A,Q1 2023,1493,0001386462,680629832,000156400,475 FIFTH AVENUE,9TH FLOOR,10017
Iron horse wealth management  llc,JOHSTON,IA,"",15.0,752.0,0.0004,0.0005,309,209,0.0,0.0,IA,0.0000292,Q4 2021,496059,0001836270,,000165164,8711 WINDSOR PKWY STE. 4, ,50131
Islay capital management  llc,LUBBOCK,TX,"",10.0,501.0,0.0005,0.0005,216,238,0.0,0.0,TX,0.0000195,Q3 2021,463328,0001738560,,000114531,8001 QUAKER AVENUE,SUITE J,79424
Jag capital management  llc,ST LOUIS,MO,"",0.0,0.0,,0.0,"",597,-1.0,-100.0,MO,0.0000000,Q4 2022,1212,0001080374,,,1610 DES PERES RD,SUITE 120,63131
Jane street group  llc,NEW YORK,NY,CALL,531640.0,26635164.0,0.0109,0.0104,859,954,-26630.0,-4.7700933,NY,N/A,Q1 2018,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,PUT,319780.0,16020978.0,0.0066,0.0063,1219,1375,-13410.0,-4.0247306,NY,N/A,Q4 2017,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,"",23714.5,1188096.0,0.0005,0.0029,4811,2240,-132925.1,-84.8604695,NY,0.0461974,Q4 2016,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Janus henderson group plc,LONDON,X0,"",0.0,0.0,,0.0005,"",1540,-17244.0,-100.0,X0,0.0000000,Q1 2021,1357,0001274173,,000119232,201 BISHOPSGATE, ,EC2M 3AE
Jefferies financial group inc.,NEW YORK,NY,PUT,104170.0,5218917.0,0.0422,0.0016,352,1258,98420.0,1711.6521739,NY,N/A,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,CALL,36620.0,1834662.0,0.0148,0.0075,683,844,9910.0,37.1022089,NY,N/A,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,"",2000.0,100200.0,0.0008,0.0007,1438,1364,-520.0,-20.6349206,NY,0.0038961,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jet capital investors l p,NEW YORK,NY,PUT,185000.0,9268500.0,3.1362,,10,,185000.0,,NY,N/A,Q1 2023,1532,0001278235,030460065,,515 MADISON AVENUE,SUITE 22A,10022
Jfs wealth advisors  llc,HERMITAGE,PA,"",3.6,181.0,0.0,0.0,1837,1747,-7.3,-66.9724771,PA,0.0000070,Q1 2021,199248,0001568068,,000145051,1479 N. HERMITAGE RD, ,16148
Johnson & white wealth management  llc,YORK,PA,"",0.0,0.0,,0.6556,"",39,-429.7,-100.0,PA,0.0000000,Q4 2022,613833,0001954136,465067637,,224 ST. CHARLES WAY,SUITE 200,17402
Johnson financial group  inc.,RACINE,WI,"",158.0,11013.0,0.0008,,515,,158.0,,WI,0.0003078,Q1 2023,70338,0001477024,391629756,,555 MAIN STREET, ,53403
Johnson midwest financial  llc,GLIDDEN,IA,"",50.5,2530.0,0.0036,0.0073,313,314,0.0,0.0,IA,0.0000984,Q2 2021,496681,0001732399,465012548,,706 MONTANA ST., ,51443
Jpmorgan chase & company,NEW YORK,NY,"",42718.6,2140000.0,0.0003,0.0001,3506,4026,17294.3,68.0227184,NY,0.0832186,Q1 2014,1505,0000019617,,,383 MADISON AVENUE,270 PARK AVENUE,10017
Jpmorgan chase & company,NEW YORK,NY,CALL,15000.0,752000.0,0.0001,,4250,,15000.0,,NY,N/A,Q1 2023,1505,0000019617,,,383 MADISON AVENUE,270 PARK AVENUE,10017
Kestra advisory services  llc,AUSTIN,TX,"",2656.8,133105.0,0.0014,,1920,,2656.8,,TX,0.0051756,Q1 2023,488550,0001830819,352552359,,5707 SOUTHWEST PARKWAY,"BUILDING 2, SUITE 400",78735
Larson financial group llc,ST LOUIS,MO,"",465.8,23337.0,0.0025,0.0023,705,702,0.1,0.0214731,MO,0.0009074,Q1 2021,392348,0001731061,,000140599,100 N BROADWAY,SUITE 1700,63102
Legacy financial strategies  llc,OVERLAND PARK,KS,"",1259.3,63091.0,0.0234,,72,,1259.3,,KS,0.0024532,Q1 2023,401094,0001723925,431889313,000283553,"5400 COLLEGE BLVD., SUITE A", ,66211
Legal & general group plc,LONDON,X0,"",33744.1,1690550.0,0.0006,0.0016,1953,1521,-66305.1,-66.2724939,X0,0.0657357,Q3 2014,1673,0000764068,,,ONE COLEMAN STREET, ,EC2R 5AA
Lido advisors  llc,LOS ANGELES,CA,PUT,0.0,0.0,,0.001,"",975,-2000.0,-100.0,CA,N/A,Q4 2022,366433,0001650150,,000269866,1875 CENTURY PARK EAST,SUITE 950,90067
