Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Canada pension plan investment board,TORONTO ONTARIO,A6,"",0.0,0.0,,0.0028,"",846,-717138.0,-100.0,A6,0.0000000,Q3 2023,517,0001283718,,,ONE QUEEN STREET EAST,STE 2500,M5C2W5
Cape investment advisory  inc.,MCDONOUGH,GA,"",16.0,80.0,0.0,0.0001,914,916,-19.0,-54.2857143,GA,0.0000054,Q1 2023,648702,0001944437,,000146384,1600 PENNSYLVANIA AVE, ,30253
Capstone financial advisors  inc.,DOWNERS GROVE,IL,"",10864.0,54103.0,0.0036,,147,,10864.0,,IL,0.0036754,Q2 2024,255717,0001599217,,000109341,"2001 BUTTERFIELD ROAD, SUITE 1750", ,60515
Capstone investment advisors  llc,NEW YORK,NY,"",0.0,0.0,,0.0074,"",770,-549271.0,-100.0,NY,0.0000000,Q1 2024,3283,0001426196,,000155563,7 WORLD TRADE CENTER,"250 GREENWICH STREET, 32ND FLOOR",10007
Centiva capital  lp,NEW YORK,NY,"",30000.0,149400.0,0.0025,0.0039,1767,1529,-13128.0,-30.4396216,NY,0.0101493,Q2 2023,391236,0001692507,,000286299,66 HUDSON BOULEVARD E,56TH FLOOR,10001
Cetera investment advisers,SCHAUMBURG,IL,"",15510.0,77240.0,0.0002,,3558,,15510.0,,IL,0.0052472,Q2 2024,328339,0001666741,,000105644,1450 AMERICAN LANE 6TH FLOOR,SUITE 650,60173-2096
Charles schwab investment management inc,SAN FRANCISCO,CA,"",1462448.0,7282991.0,0.0014,0.0004,2188,2633,998748.0,215.3866724,CA,0.4947593,Q1 2014,2579,0000884546,,000106753,211 MAIN STREET, ,94105
Chris bulman inc,ROSEVILLE,CA,"",375.0,1868.0,0.0013,,342,,375.0,,CA,0.0001269,Q2 2024,678137,0002032404,824244598,000313552,3400 DOUGLAS BLVD.,SUITE 150,95661
Cibc private wealth group llc,ATLANTA,GA,"",50.0,274.0,0.0,0.0,3030,2995,-7.0,-12.2807018,GA,0.0000169,Q1 2024,94626,0001298088,,,3290 NORTHSIDE PARKWAY,7TH FLOOR,30327
Citadel advisors llc,MIAMI,FL,CALL,5120580.0,25500488.0,0.0052,0.0034,1755,2214,398731.0,8.4443827,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,PUT,2397047.0,11937294.0,0.0024,0.0013,2555,3485,564273.0,30.7879204,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,"",2286641.0,11387472.0,0.0023,0.0,2617,12690,2278480.0,27919.1275579,FL,0.7735913,Q1 2017,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citigroup inc,NEW YORK,NY,PUT,136600.0,680268.0,0.0004,0.0023,3189,1995,-788400.0,-85.2324324,NY,N/A,Q3 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,"",220572.0,1098449.0,0.0007,0.001,2847,2676,-186393.0,-45.8007445,NY,0.0746215,Q4 2016,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,CALL,0.0,0.0,,0.0004,"",3490,-150000.0,-100.0,NY,N/A,Q4 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Clearstead advisors  llc,CLEVELAND,OH,"",23.0,115.0,0.0,0.0,1984,1499,0.0,0.0,OH,0.0000078,Q4 2021,358134,0000842775,,,1100 SUPERIOR AVENUE EAST,SUITE 700,44114
Close asset management ltd,LONDON,X0,"",56.0,0.0,0.0,,260,,56.0,,X0,0.0000189,Q2 2024,383033,0001718570,,,10 CROWN PLACE, ,EC2A 4FT
Coatue management llc,NEW YORK,NY,"",228136.0,1136117.0,0.0044,0.0033,70,90,0.0,0.0,NY,0.0771805,Q1 2022,677,0001135730,,000157910,9 WEST 57TH STREET,25TH FLOOR,10019
Colonial trust company,SPARTANBURG,SC,"",1050.0,5229.0,0.0009,0.0013,840,791,0.0,0.0,SC,0.0003552,Q4 2022,613889,0001954093,,,233 S. PINE ST., ,29302
Comerica bank,DALLAS,TX,"",0.0,0.0,,0.0,"",3743,-1.0,-100.0,TX,0.0000000,Q3 2023,695,0000901541,,,1717 MAIN STREET,MC 6404,75201
Commerce bank,KANSAS CITY,MO,"",42529.0,211794.0,0.0014,0.0011,1132,1157,-974.0,-2.2389261,MO,0.0143879,Q2 2023,698,0001009076,,,1000 WALNUT, ,64106
Commonwealth equity services  llc,WALTHAM,MA,"",56911.0,283000.0,0.0004,0.0001,3347,3864,40336.0,243.3544495,MA,0.0192535,Q3 2019,69950,0000312272,,000008032,29 SAWYER ROAD,ONE UNIVERSITY OFFICE PARK,02453-3483
Concentrum wealth management,SAN JOSE,CA,"",98000.0,488040.0,0.2053,0.1684,45,47,0.0,0.0,CA,0.0331543,Q3 2023,430659,0001765387,,000167151,353 PIERCY RD., ,95138
Concourse financial group securities  inc.,BIRMINGHAM,AL,"",150.0,747.0,0.0,0.0,2158,2201,0.0,0.0,AL,0.0000507,Q1 2021,119606,0000752798,,,2801 HIGHWAY 280 SOUTH, ,35223
Coppell advisory solutions llc,COPPELL,TX,"",117.0,583.0,0.0001,,1576,,117.0,,TX,0.0000396,Q4 2022,504240,0001848433,274762004,,9111 CYPRESS WATERS BLVD,SUITE 140,75019
Corebridge financial  inc.,HOUSTON,TX,"",149648.0,746744.0,0.0041,,1489,,149648.0,,TX,0.0506273,Q2 2024,563214,0001889539,,000107338,2919 ALLEN PARKWAY,WOODSON TOWER,77019
Corecap advisors  llc,SOUTHFIELD,MI,"",4.0,20.0,0.0,,1577,,4.0,,MI,0.0000014,Q2 2024,555514,0001902501,,000158819,27777 FRANKLIN ROAD,SUITE 700,48034
Cornerstone planning group llc,FAIRFIELD,NJ,"",15.0,75.0,0.0,0.0,1210,1076,8.0,114.2857143,NJ,0.0000051,Q2 2023,624324,0001822587,208315014,,"350 PASSAIC AVENUE, SUITE 201", ,07004
Covestor ltd,LONDON,MA,"",3720.0,19000.0,0.0123,0.0089,1210,1331,8.0,0.2155172,MA,0.0012585,Q4 2021,555623,0001909846,,,FLOOR 12,20 FENCHURCH STREET,EC3M 3BY
Crawford fund management  llc,BOSTON,MA,PUT,93000.0,463140.0,0.1169,0.197,136,112,-128000.0,-57.918552,MA,N/A,Q4 2023,476242,0001816427,,000158659,265 FRANKLIN STREET,SUITE 1702,02110-3144
Creative financial designs inc,KOKOMO,IN,"",10.0,50.0,0.0,0.0,1633,1651,0.0,0.0,IN,0.0000034,Q3 2021,395150,0000819864,,,2704 S. GOYER RD, ,46902
Credit suisse ag/,ZURICH,V8,"",0.0,0.0,,0.0007,"",2441,-198720.0,-100.0,V8,0.0000000,Q1 2014,760,0000824468,135015677,,PARADEPLATZ 8, ,CH 8001
Crescent park management  l.p.,EAST PALO ALTO,CA,CALL,151000.0,751980.0,0.3493,0.1089,22,27,75700.0,100.5312085,CA,N/A,Q3 2023,288822,0001629984,,000172326,"1950 UNIVERSITY AVENUE, SUITE 204", ,94303
Css llc,CHICAGO,IL,PUT,80154.0,399167.0,0.0204,0.0108,546,657,30000.0,59.8157674,IL,N/A,Q4 2020,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,"",966.0,4810.0,0.0002,0.0002,850,785,132.0,15.8273381,IL,0.0003268,Q1 2023,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Css llc,CHICAGO,IL,CALL,440.0,2191.0,0.0001,0.0001,860,794,0.0,0.0,IL,N/A,Q3 2022,191410,0001103646,,,1 NORTH WACKER DRIVE,SUITE 3075,60606
Cva family office  llc,DENVER,CO,"",10.0,50.0,0.0,,1271,,10.0,,CO,0.0000034,Q2 2024,464273,0001802084,,000285035,255 FILLMORE STREET,SUITE 500,80206
Cwm  llc,OMAHA,NE,"",485.0,2000.0,0.0,0.0,4191,3990,-8.0,-1.6227181,NE,0.0001641,Q1 2019,248238,0001535847,,,14600 BRANCH ST., ,68154
Cypress capital management llc (wy),SHERIDAN,WY,"",156.0,777.0,0.0008,0.0006,152,159,0.0,0.0,WY,0.0000528,Q1 2021,289222,0001633896,,000130401,PO BOX J, ,82801
Cypress capital  llc,FRANKLIN,TN,"",768.0,3825.0,0.001,,253,,768.0,,TN,0.0002598,Q2 2024,431442,0001729939,,000171266,436 MAIN ST,STE 205,37064
D. e. shaw & company .  inc.,NEW YORK,NY,"",3341622.0,16641278.0,0.0156,0.0233,1008,755,-3962446.0,-54.2498509,NY,1.1305009,Q4 2019,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
D. e. shaw & company .  inc.,NEW YORK,NY,CALL,2023300.0,10076034.0,0.0094,0.0026,1327,2284,1202500.0,146.5034113,NY,N/A,Q4 2023,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
D. e. shaw & company .  inc.,NEW YORK,NY,PUT,0.0,0.0,,0.0006,"",3286,-195000.0,-100.0,NY,N/A,Q1 2024,790,0001009207,133839469,,TWO MANHATTAN WEST,"375 NINTH AVENUE, 52ND FLOOR",10001
Deutsche bank ag,FRANKFURT AM MAIN GE,2M,"",121413.0,604637.0,0.0003,0.0,2249,3437,110458.0,1008.2884528,2M,0.0410751,Q1 2014,842,0000948046,,,TAUNUSANLAGE 12 D-60325, ,00000
Emg holdings  l.p.,OLD GREENWICH,CT,PUT,0.0,0.0,,0.9067,"",19,-1310000.0,-100.0,CT,N/A,Q3 2021,107394,0001478394,,,53 FOREST AVENUE, ,06870
Engineers gate manager lp,NEW YORK,NY,"",47281.0,235459.0,0.0053,0.0106,1579,1314,-60785.0,-56.2480336,NY,0.0159956,Q2 2017,289127,0001620220,,,767 5TH AVENUE,7TH FLOOR,10153
Equitec proprietary markets  llc,CHICAGO,IL,"",971.0,4836.0,0.0061,0.0025,55,64,-116.0,-10.6715731,IL,0.0003285,Q2 2021,123360,0001143261,,,111 W. JACKSON,20TH FL.OOR,60604
Ethic inc.,NEW YORK,NY,"",0.0,0.0,,0.0011,"",1064,-11237.0,-100.0,NY,0.0000000,Q1 2024,443218,0001780570,,000282827,99 HUDSON ST.,FLOOR 17,10013
Exencial wealth advisors  llc,OKLAHOMA CITY,OK,CALL,15000.0,74700.0,0.0028,,480,,15000.0,,OK,N/A,Q2 2024,208200,0001576151,473558396,000130475,9108 N. KELLEY AVE., ,73131
Farther finance advisors  llc,SAN FRANCISCO,CA,"",30.0,151.0,0.0,0.0001,3540,2549,-513.0,-94.4751381,CA,0.0000101,Q1 2023,645686,0001992825,,000302050,345 CALIFORNIA STREET,SUITE 600,94104
Federation des caisses desjardins du quebec,LEVIS,A8,"",5754.0,28655.0,0.0002,0.0,1521,1960,4433.0,335.5791067,A8,0.0019466,Q1 2024,670147,0002022297,,,100 RUE DES COMMANDEURS, ,G6V5C1
Fifth third bancorp,CINCINNATI,OH,"",18.0,90.0,0.0,0.0,2433,2356,0.0,0.0,OH,0.0000061,Q1 2024,1040,0000035527,,000106275,38 FOUNTAIN SQ PLZ,FIFTH THIRD CENTER,45263
Financial avengers  inc.,OAKLAND,CA,"",0.0,0.0,,0.0,"",153,-4.0,-100.0,CA,0.0000000,Q2 2021,499390,0001844393,,000119636,827 BROADWAY,SUITE 210,94612
Financial synergies wealth advisors  inc.,HOUSTON,TX,"",0.0,0.0,,0.0001,"",468,-113.0,-100.0,TX,0.0000000,Q2 2022,666114,0002017868,,000105643,"4400 POST OAK PKWY, STE 200", ,77027
First horizon advisors  inc.,MEMPHIS,TN,"",217.0,1080.0,0.0,0.0,2107,2177,0.0,0.0,TN,0.0000734,Q2 2021,248358,0001588539,,,"165 MADISON AVE., 14TH FL.", ,38103
Fmr llc,BOSTON,MA,"",42413.0,211217.0,0.0,0.0,3005,3145,3773.0,9.7644928,MA,0.0143487,Q1 2018,1098,0000315066,,,245 SUMMER STREET, ,02210
Fny investment advisers  llc,NEW YORK,NY,"",50.0,0.0,0.0,0.0006,435,610,-400.0,-88.8888889,NY,0.0000169,Q3 2023,411312,0001742998,301042656,,"1540 BROADWAY, SUITE 1600", ,10036
Fortitude family office  llc,SCOTTSDALE,AZ,"",192.0,956.0,0.0005,0.0007,885,905,-76.0,-28.358209,AZ,0.0000650,Q4 2023,657277,0001950506,,000317615,7500 N DOBSON RD,SUITE 151,85256
Game plan financial advisors  llc,WESTLAKE,OH,"",10.0,49.0,0.0,,339,,10.0,,OH,0.0000034,Q2 2024,463705,0001802952,,000147608,26600,SUITE 270,44145
Geode capital management  llc,BOSTON,MA,"",7180425.0,35766834.0,0.0031,0.0014,1586,2098,3208348.0,80.772553,MA,2.4292025,Q1 2014,1188,0001214717,,000115504,100 SUMMER STREET,12TH FLOOR,02110
Ghp investment advisors  inc.,DENVER,CO,"",1.0,5.0,0.0,,970,,1.0,,CO,0.0000003,Q2 2024,1192,0001401561,,,"1290 N BROADWAY, STE. 1100", ,80203
Glen eagle advisors  llc,KINGSTON,NJ,"",1353.0,6738.0,0.0012,0.001,715,763,0.0,0.0,NJ,0.0004577,Q2 2021,120356,0002029317,,000282920,"4422C ROUTE 27, PO BOX 399", ,08528
Global retirement partners  llc,SAN RAFAEL,CA,"",1089.0,5421.0,0.0002,0.0001,2581,2520,94.0,9.4472362,CA,0.0003684,Q1 2021,413923,0001749744,,,4340 REDWOOD HIGHWAY,SUITE B-60,94903
Global wealth strategies & associates,DENVER,CO,"",104.0,518.0,0.0002,0.0008,304,278,-500.0,-82.781457,CO,0.0000352,Q4 2022,620924,0001912297,,000316072,3200 CHERRY CREEK SOUTH DRIVE,SUITE 280,80209
Gold investment management ltd.,EDMONTON,A0,"",15.0,75.0,0.0,0.0,214,214,0.0,0.0,A0,0.0000051,Q4 2023,660435,0002006008,,000152056,10226 - 104 STREET NW,SUITE 502 FOX TOWER ONE,T5J 1B8
Goldman sachs group inc,NEW YORK,NY,"",639774.0,3186074.0,0.0005,0.0003,3563,4024,208967.0,48.5059435,NY,0.2164413,Q1 2016,1222,0000886982,,,200 WEST STREET, ,10282
Graham capital management  l.p.,ROWAYTON,CT,"",117229.0,583800.0,0.0127,0.0238,537,355,-221995.0,-65.4420088,CT,0.0396596,Q4 2023,1236,0001315421,,000160925,40 HIGHLAND AVENUE, ,06853
Group one trading llc,CHICAGO,IL,CALL,6654900.0,33141402.0,0.1285,0.0579,115,270,2601400.0,64.1766375,IL,N/A,Q2 2016,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,PUT,481300.0,2396874.0,0.0093,0.0046,1293,1931,161000.0,50.2653762,IL,N/A,Q3 2017,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,"",495414.0,2467162.0,0.0096,0.0,1273,,495414.0,,IL,0.1676030,Q3 2023,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Gts securities llc,NEW YORK,NY,CALL,332518.0,1655940.0,0.0035,0.0013,1658,2253,137400.0,70.418926,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Gts securities llc,NEW YORK,NY,PUT,221821.0,1104669.0,0.0024,0.0009,1970,2574,87000.0,64.5300065,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Guggenheim capital llc,CHICAGO,IL,"",11759.0,58559.0,0.0004,,1844,,11759.0,,IL,0.0039782,Q2 2024,1284,0001283072,000000000,,227 WEST MONROE,SUITE 4900,60606
Handelsbanken fonder ab,STOCKHOLM,V7,"",0.0,0.0,,0.0003,"",1554,-21341.0,-100.0,V7,0.0000000,Q2 2021,218853,0001398318,,,BLASIEHOLMSTORG 12, ,10670
Hantz financial services  inc.,SOUTHFIELD,MI,"",2.0,0.0,0.0,,1046,,2.0,,MI,0.0000007,Q2 2024,113672,0001071061,383431708,,26200 AMERICAN DRIVE,FIFTH FLOOR,48034
