Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
First horizon advisors  inc.,MEMPHIS,TN,"",217.0,1327.0,0.0,0.0001,2138,2021,0.0,0.0,TN,0.0001094,Q2 2021,248358,0001588539,,,"165 MADISON AVE., 14TH FL.", ,38103
Fmr llc,BOSTON,MA,"",3932.0,24064.0,0.0,0.0,3848,3731,1024.0,35.213205,MA,0.0019823,Q1 2018,1098,0000315066,,,245 SUMMER STREET, ,02210
Fny investment advisers  llc,NEW YORK,NY,"",500.0,3000.0,0.0033,0.0256,372,240,-4900.0,-90.7407407,NY,0.0002521,Q3 2023,411312,0001742998,301042656,,"1540 BROADWAY, SUITE 1600", ,10036
Focused wealth management  inc,NEWBURGH,NY,"",16.0,98.0,0.0,0.0,973,976,0.0,0.0,NY,0.0000081,Q2 2021,247061,0001586052,,000154828,11 BALMVILLE RD,SUITE 2 NORTH,12550
Fortitude family office  llc,SCOTTSDALE,AZ,"",192.0,1175.0,0.0009,,931,,192.0,,AZ,0.0000968,Q4 2023,657277,0001950506,,000317615,7500 N DOBSON RD,SUITE 151,85256
Foursixthree capital lp,NEW YORK,NY,"",0.0,0.0,,0.1943,"",8,-46561.0,-100.0,NY,0.0000000,Q3 2023,624370,0001897652,851820073,000311299,520 MADISON AVENUE,FLOOR 19,10022
Geode capital management  llc,BOSTON,MA,"",3317259.0,20305384.0,0.0021,0.0007,1915,2521,2532136.0,322.5145614,MA,1.6723689,Q1 2014,1188,0001214717,,000115504,100 SUMMER STREET,12TH FLOOR,02110
Glassman wealth services,VIENNA,VA,"",110.0,673.0,0.0001,0.0002,1646,1518,-30.0,-21.4285714,VA,0.0000555,Q4 2017,297601,0001642160,,000151478,8000 TOWERS CRESCENT DRIVE #1450, ,22182
Glen eagle advisors  llc,KINGSTON,NJ,"",874.0,5349.0,0.0011,0.0016,726,680,0.0,0.0,NJ,0.0004406,Q2 2021,120356,0002029317,,000282920,"4422C ROUTE 27, PO BOX 399", ,08528
Global retirement partners  llc,SAN RAFAEL,CA,"",917.0,3858.0,0.0002,0.0004,2428,2057,0.0,0.0,CA,0.0004623,Q1 2021,413923,0001749744,,,4340 REDWOOD HIGHWAY,SUITE B-60,94903
Global wealth management investment advisory  inc.,FORT LAUDERDALE,FL,"",213.0,1304.0,0.0003,0.0005,424,391,0.0,0.0,FL,0.0001074,Q2 2023,431457,0001767855,,000286005,"1301 EAST BROWARD BLVD, SUITE 200", ,33301
Global wealth strategies & associates,DENVER,CO,"",604.0,3696.0,0.0015,0.0004,219,292,499.0,475.2380952,CO,0.0003045,Q4 2022,620924,0001912297,,000316072,3200 CHERRY CREEK SOUTH DRIVE,SUITE 280,80209
Gold investment management ltd.,EDMONTON,A0,"",12.0,73.0,0.0,,208,,12.0,,A0,0.0000060,Q4 2023,660435,0002006008,,000152056,10226 - 104 STREET NW,SUITE 502 FOX TOWER ONE,T5J 1B8
Goldman sachs group inc,NEW YORK,NY,"",306568.0,1876196.0,0.0003,0.0005,3972,3680,25804.0,9.190637,NY,0.1545537,Q1 2016,1222,0000886982,,,200 WEST STREET, ,10282
Goldman sachs group inc,NEW YORK,NY,PUT,0.0,0.0,0.0,0.0002,"",4384,-105400.0,-100.0,NY,N/A,Q2 2021,1222,0000886982,,,200 WEST STREET, ,10282
Gradient investments llc,ARDEN HILLS,MN,"",63.0,386.0,0.0,0.0,1640,1553,0.0,0.0,MN,0.0000318,Q2 2020,166519,0001542265,,,4105 LEXINGTON AVENUE NORTH,SUITE 250,55126
Graham capital management  l.p.,ROWAYTON,CT,"",318607.0,1949875.0,0.0432,,217,,318607.0,,CT,0.1606231,Q4 2023,1236,0001315421,,000160925,40 HIGHLAND AVENUE, ,06853
Greenwood gearhart inc,FAYETTEVILLE,AR,"",100.0,612.0,0.0001,,287,,100.0,,AR,0.0000504,Q4 2023,1757,0001084683,710656198,000110379,POST OFFICE BOX 4278, ,72702
Group one trading llc,CHICAGO,IL,"",305631.0,1870462.0,0.0049,0.0047,1933,1946,130318.0,74.3344761,IL,0.1540814,Q3 2023,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,CALL,10846800.0,66382416.0,0.1745,0.2976,70,40,-238700.0,-2.1532633,IL,N/A,Q2 2016,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Group one trading llc,CHICAGO,IL,PUT,2806800.0,17177616.0,0.0452,0.1143,418,115,-1449600.0,-34.0569495,IL,N/A,Q3 2017,88675,0000932540,,000037484,425 S FINANCIAL PLACE,SUITE 3400,60605
Gsa capital partners llp,LONDON,X0,"",0.0,0.0,,0.0495,"",702,-72307.0,-100.0,X0,0.0000000,Q1 2023,1278,0001362033,,,STRATTON HOUSE,5 STRATTON STREET,W1J 8LA
Gts securities llc,NEW YORK,NY,PUT,256934.0,1572436.0,0.0027,0.004,1829,1435,-23121.0,-8.2558783,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Gts securities llc,NEW YORK,NY,CALL,233382.0,1428298.0,0.0024,0.0051,1906,1258,-123968.0,-34.6909193,NY,N/A,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Gts securities llc,NEW YORK,NY,"",76404.0,467592.0,0.0008,0.001,2840,2468,4490.0,6.2435687,NY,0.0385184,Q3 2023,113677,0001452765,,000149224,625 AVENUE OF AMERICAS,3RD FLOOR,10011
Handelsbanken fonder ab,STOCKHOLM,V7,"",21341.0,131000.0,0.0006,,1538,,21341.0,,V7,0.0107589,Q2 2021,218853,0001398318,,,BLASIEHOLMSTORG 12, ,10670
Hantz financial services  inc.,SOUTHFIELD,MI,"",2.0,0.0,0.0,0.0,1115,1104,0.0,0.0,MI,0.0000010,Q4 2022,113672,0001071061,383431708,,26200 AMERICAN DRIVE,FIFTH FLOOR,48034
Hap trading  llc,NEW YORK,NY,PUT,1873881.0,2377713.0,0.3776,0.6584,59,26,-1634882.0,-46.5942556,NY,N/A,Q3 2019,70797,0001484972,,,"395 HUDSON STREET, 10TH FLOOR", ,10014
Hap trading  llc,NEW YORK,NY,CALL,3718061.0,8204.0,0.0013,0.0119,721,436,-55800.0,-1.4785918,NY,N/A,Q1 2019,70797,0001484972,,,"395 HUDSON STREET, 10TH FLOOR", ,10014
Harbour investments  inc.,MADISON,WI,"",546.0,3342.0,0.0001,0.0,2547,2836,501.0,1113.3333333,WI,0.0002753,Q2 2022,114688,0000810121,,000019258,575 D'ONOFRIO DRIVE,SUITE 300,53719
Hb wealth management  llc,ATLANTA,GA,"",15524.0,95007.0,0.0014,,767,,15524.0,,GA,0.0078263,Q4 2023,556690,0001911253,,000316731,3550 LENOX RD.,SUITE 2700,30026
Hbk investments l p,DALLAS,TX,CALL,12827.0,81258.0,0.0004,0.0006,205,230,0.0,0.0,TX,N/A,Q1 2023,1345,0001011443,,000115079,2300 NORTH FIELD STREET,STE 2200,75201
Hbk sorce advisory llc,ERIE,PA,"",27459.0,168050.0,0.0065,0.0074,536,526,6525.0,31.1693895,PA,0.0138432,Q4 2020,1346,0001379995,,000112139,2725 COLONIAL AVE, ,16506
Headlands technologies llc,CHICAGO,IL,"",148497.0,908802.0,0.271,,82,,148497.0,,IL,0.0748635,Q4 2023,624258,0001570271,,,110 N. WACKER DRIVE,54TH FLOOR,60606
Hexagon capital partners llc,ROGERS,AR,"",40.0,245.0,0.0001,0.0001,1345,1312,0.0,0.0,AR,0.0000202,Q2 2023,488352,0001831542,,000305850,2107 S. 54TH STREET, ,72758
Hhm wealth advisors  llc,CHATTANOOGA,TN,"",113.0,692.0,0.0001,0.0002,708,739,0.0,0.0,TN,0.0000570,Q3 2022,431293,0001750086,,000150843,1181 KING STREET, ,37403
Highlander capital management  llc,SHORT HILLS,NJ,"",276.0,1689.0,0.0006,0.0004,760,738,170.0,160.3773585,NJ,0.0001391,Q3 2023,132651,0001519113,223447621,,535 MILLBURN AVENUE, ,07078
Hoey investments  inc,COATESVILLE,PA,"",0.0,0.0,,0.0001,"",336,-42.0,-100.0,PA,0.0000000,Q3 2021,460285,0001799544,,000152103,1000 BRANDYWINE CREEK ROAD, ,19320
Hollencrest capital management,NEWPORT BEACH,CA,"",1066.0,6524.0,0.0006,0.001,772,746,0.0,0.0,CA,0.0005374,Q4 2022,1399,0001161722,,000046217,"100 BAYVIEW CIRCLE, SUITE 500", ,92660
Hrt financial lp,NEW YORK,NY,"",0.0,0.0,,0.0013,"",1922,-16413.0,-100.0,NY,0.0000000,Q2 2022,124305,0001475597,,000152144,"3 WORLD TRADE CENTER, 175 GREENWICH STRE",76TH FLOOR,10007
Hsbc holdings plc,LONDON, ,"",25369.0,155235.0,0.0001,,2546,,25369.0,, ,0.0127896,Q2 2015,1422,0000873630,,,8 CANADA SQUARE, ,E14 5HQ
Hudson bay capital management lp,STAMFORD,CT,"",44725.0,273717.0,0.0017,0.0112,571,522,-133194.0,-74.8621564,CT,0.0225477,Q2 2023,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Hudson bay capital management lp,STAMFORD,CT,PUT,39941.0,244439.0,0.0015,0.0097,575,536,-114994.0,-74.2208023,CT,N/A,Q1 2023,1423,0001393825,,,290 HARBOR DR,3RD FLOOR,06902
Ica group wealth management  llc,DENVER,CO,"",22.0,134.0,0.0,,1320,,22.0,,CO,0.0000111,Q4 2022,609240,0001944579,853644761,000311419,2000 S. COLORADO BLVD,"ANNEX BUILDING, SUITE 315",80222
Ifp advisors  inc,TAMPA,FL,"",14485.0,88644.0,0.0042,0.0042,1297,1283,9225.0,175.3802281,FL,0.0073025,Q1 2020,327916,0001641866,,,3030 NORTH ROCKY POINT DRIVE W. STE 700, ,33607
Imc-chicago  llc,CHICAGO,IL,"",324579.0,1986423.0,0.0013,0.0006,1267,1429,244857.0,307.1385565,IL,0.1636338,Q1 2022,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,CALL,1862500.0,11398500.0,0.0077,0.011,635,507,302300.0,19.3757211,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Imc-chicago  llc,CHICAGO,IL,PUT,1556800.0,9527616.0,0.0064,0.0102,689,527,111900.0,7.7444806,IL,N/A,Q2 2020,49343,0001452861,,,233 SOUTH WACKER,SUITE 4300,60606
Impact partnership wealth  llc,MARIETTA,GA,"",500.0,3060.0,0.0011,,637,,500.0,,GA,0.0002521,Q4 2023,640270,0001984555,,000282580,1688 WHITE CIRCLE NW, ,30066
Invesco ltd.,ATLANTA,GA,"",1397154.0,8550582.0,0.002,0.0003,1920,2841,1266242.0,967.2467001,GA,0.7043637,Q4 2016,147,0000914208,980557567,000000000,1331 SPRING STREET NE,SUITE 2500,30309
Iron horse wealth management  llc,JOHSTON,IA,"",32.0,196.0,0.0001,0.0001,477,479,0.0,0.0,IA,0.0000161,Q4 2021,496059,0001836270,,000165164,8711 WINDSOR PKWY STE. 4, ,50131
Jane street group  llc,NEW YORK,NY,"",2913152.0,17828490.0,0.0046,0.0021,1422,2316,2090463.0,254.101246,NY,1.4686416,Q4 2016,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,CALL,614838.0,3762809.0,0.001,0.0023,3356,2246,-259685.0,-29.6944734,NY,N/A,Q1 2018,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Jane street group  llc,NEW YORK,NY,PUT,1135573.0,6949707.0,0.0018,0.0029,2465,1938,6396.0,0.5664302,NY,N/A,Q4 2017,264380,0001595888,,,250 VESEY STREET,6TH FLOOR,10281
Janus henderson group plc,LONDON,X0,"",68453.0,418594.0,0.0002,0.0004,2077,1882,509.0,0.7491464,X0,0.0345100,Q3 2023,1357,0001274173,,000119232,201 BISHOPSGATE, ,EC2M 3AE
Jefferies financial group inc.,NEW YORK,NY,PUT,32500.0,198900.0,0.0013,0.0023,1479,1272,0.0,0.0,NY,N/A,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,CALL,16200.0,99144.0,0.0006,0.0012,1548,1420,0.0,0.0,NY,N/A,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jefferies financial group inc.,NEW YORK,NY,"",3507.0,21464.0,0.0001,0.0009,1613,1459,-9044.0,-72.0580033,NY,0.0017680,Q4 2022,1685,0000096223,,,520 MADISON AVENUE, ,10022
Jfs wealth advisors  llc,HERMITAGE,PA,"",7.0,43.0,0.0,0.0,1980,1929,0.0,0.0,PA,0.0000035,Q1 2021,199248,0001568068,,000145051,1479 N. HERMITAGE RD, ,16148
Johnson midwest financial  llc,GLIDDEN,IA,"",0.0,0.0,,0.0019,"",347,-105.0,-100.0,IA,0.0000000,Q2 2021,496681,0001732399,465012548,,706 MONTANA ST., ,51443
Jpmorgan chase & company,NEW YORK,NY,"",130520.0,798782.0,0.0001,0.0,4508,4978,100700.0,337.6928236,NY,0.0658006,Q1 2014,1505,0000019617,,,383 MADISON AVENUE,270 PARK AVENUE,10017
Jump financial  llc,CHICAGO,IL,"",17454.0,106818.0,0.0034,0.0061,1658,1584,-3142.0,-15.2553894,IL,0.0087993,Q3 2023,488641,0001831577,,,600 W CHICAGO AVE,SUITE 600,60654
Kbc group nv,BRUSSELS,C9,"",4858.0,30000.0,0.0001,0.0001,1799,1900,2880.0,145.6016178,C9,0.0024491,Q3 2023,22415,0001411133,,,HAVENLAAN 2, ,1080
Keel point  llc,HUNTSVILLE,AL,"",19380.0,118606.0,0.0142,0.0205,340,308,640.0,3.4151547,AL,0.0097703,Q2 2023,383,0001386935,200166451,000127902,100 CHURCH STREET,SUITE 500,35801
Kestra advisory services  llc,AUSTIN,TX,"",17675.0,108171.0,0.0009,0.001,2187,2020,5373.0,43.6758251,TX,0.0089107,Q1 2023,488550,0001830819,352552359,,5707 SOUTHWEST PARKWAY,"BUILDING 2, SUITE 400",78735
Kore advisors lp,BOYNTON BEACH,FL,PUT,2488900.0,15232068.0,4.1451,,7,,2488900.0,,FL,N/A,Q4 2023,660315,0001971339,,,1501 CORPORATE DRIVE,SUITE 120,33426
Landscape capital management  l.l.c.,ENGLEWOOD,NJ,"",171334.0,1048564.0,0.0936,,211,,171334.0,,NJ,0.0863766,Q4 2023,255969,0001536186,,000165336,285 GRAND AVENUE,BUILDING 1,07631
Larson financial group llc,ST LOUIS,MO,"",974.0,5961.0,0.0005,0.0008,1139,1067,0.0,0.0,MO,0.0004910,Q1 2021,392348,0001731061,,000140599,100 N BROADWAY,SUITE 1700,63102
Legacy financial group llc,DES MOINES,IA,"",0.0,0.0,,0.0003,"",496,-170.0,-100.0,IA,0.0000000,Q3 2023,498064,0001834011,,000154927,6000 GRAND AVE,SUITE B,50312
Legal & general group plc,LONDON,X0,"",202179.0,1237334.0,0.0004,0.0004,2138,2109,45780.0,29.2712869,X0,0.1019269,Q3 2014,1673,0000764068,,,ONE COLEMAN STREET, ,EC2R 5AA
Lindbrook capital  llc,CALABASAS,CA,"",0.0,0.0,,0.0,"",2668,-3.0,-100.0,CA,0.0000000,Q2 2021,430627,0001767045,,000155812,23975 PARK SORRENTO,STE. 230,91302
Lmr partners llp,LONDON,X0,PUT,0.0,0.0,,0.0157,"",440,-175000.0,-100.0,X0,N/A,Q3 2022,262724,0001578621,,000159639,"9TH FLOOR, DEVONSHIRE HOUSE",MAYFAIR PLACE,W1J 8AJ
Lmr partners llp,LONDON,X0,CALL,0.0,0.0,,0.009,"",515,-100000.0,-100.0,X0,N/A,Q2 2023,262724,0001578621,,000159639,"9TH FLOOR, DEVONSHIRE HOUSE",MAYFAIR PLACE,W1J 8AJ
Loomis sayles & company l p,BOSTON,MA,"",600.0,4000.0,0.0,,896,,600.0,,MA,0.0003025,Q2 2023,1732,0000312348,,,ONE FINANCIAL CTR,"LEGAL & COMPLIANCE, 5TH FLOOR",02111
Lpl financial llc,SAN DIEGO,CA,"",63667.0,389643.0,0.0002,0.0003,3866,3493,1782.0,2.8795346,CA,0.0320972,Q3 2017,1705,0001403438,,000006413,4707 EXECUTIVE DRIVE, ,92121
Lynwood capital management inc.,TORONTO,A6,"",0.0,0.0,,1.0508,"",35,-50000.0,-100.0,A6,0.0000000,Q3 2023,528073,0001846412,000000000,,200 BAY STREET,"ROYAL BANK PLAZA SOUTH TOWER, #1304",M5J2J1
Main street group  ltd,GLEN ALLEN,VA,"",587.0,3590.0,0.0012,,891,,587.0,,VA,0.0002959,Q4 2023,661104,0001965796,,000175502,4510 COX ROAD,SUITE 102,23060
Man group plc,LONDON, ,PRN,0.0,0.0,,0.053,"",438,-2139315.0,-100.0, ,N/A,Q3 2023,292638,0001637460,,,"RIVERBANK HOUSE, 2 SWAN LANE", ,EC4R 3AD
Man group plc,LONDON, ,"",140033.0,857002.0,0.0024,,1503,,140033.0,, ,0.0705965,Q4 2023,292638,0001637460,,,"RIVERBANK HOUSE, 2 SWAN LANE", ,EC4R 3AD
Manufacturers life insurance company  the,CANADA,A6,"",29449.0,180228.0,0.0001,,2663,,29449.0,,A6,0.0148465,Q1 2014,1783,0000928047,,,200 BLOOR STREET EAST,TORONTO ONTARIO,M4W 1E5
Marathon trading investment management llc,RADNOR,PA,CALL,1309900.0,8016588.0,0.4001,1.0945,43,21,-335200.0,-20.3756611,PA,N/A,Q3 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,"",155880.0,953986.0,0.0476,0.1164,176,88,-19096.0,-10.9134967,PA,0.0785856,Q3 2023,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marathon trading investment management llc,RADNOR,PA,PUT,60100.0,367812.0,0.0184,0.1868,237,70,-220700.0,-78.5968661,PA,N/A,Q1 2021,288665,0001572748,,,FOUR RADNOR CORPORATE CENTER,SUITE 255,19087
Marshall wace  llp,LONDON,X0,"",265258.0,1623377.0,0.0027,0.057,1306,334,-3257934.0,-92.4710887,X0,0.1337276,Q2 2022,1807,0001318757,000000000,000160885,GEORGE HOUSE,131 SLOANE STREET,SW1X 9AT
Maryland state retirement & pension system,BALTIMORE,MD,"",15417.0,94352.0,0.0019,,1548,,15417.0,,MD,0.0077724,Q2 2022,499096,0001795552,,,120 E. BALTIMORE STREET, ,21202
Mcf advisors llc,COVINGTON,KY,"",334.0,2045.0,0.0002,0.0002,778,735,0.0,0.0,KY,0.0001684,Q1 2021,264156,0001602905,,000130372,50 E RIVERCENTER BLVD.,SUITE 300,41011
Mcglone suttner wealth management  inc.,APPLETON,WI,"",21.0,129.0,0.0,,767,,21.0,,WI,0.0000106,Q4 2023,623737,0001964819,264537477,000149830,3501 E EVERGREEN DRIVE STE. A, ,54913
Metlife investment management  llc,WHIPPANY,NJ,"",3857.0,23605.0,0.0002,0.0001,2807,2819,2693.0,231.3573883,NJ,0.0019445,Q4 2017,149931,0001529735,,000142463,ONE METLIFE WAY, ,07981
Millennium management llc,NEW YORK,NY,"",1038960.0,6358435.0,0.0028,0.0044,2586,2164,-63851.0,-5.7898407,NY,0.5237831,Q1 2014,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,CALL,39000.0,141852.0,0.0001,0.0001,5260,5242,3700.0,10.4815864,NY,N/A,Q1 2023,1909,0001273087,,,399 PARK AVENUE, ,10022
Millennium management llc,NEW YORK,NY,PUT,284100.0,343682.0,0.0001,0.0001,4890,5243,3700.0,1.3195435,NY,N/A,Q3 2022,1909,0001273087,,,399 PARK AVENUE, ,10022
Moisand fitzgerald tamayo  llc,ORLANDO,FL,"",6.0,37.0,0.0,0.0,648,754,0.0,0.0,FL,0.0000030,Q1 2021,327779,0001649107,,,300 SOUTH ORANGE AVENUE,SUITE 1170,32801
Morgan stanley,NEW YORK,NY,"",3276622.0,20052926.0,0.0018,0.0009,2685,3235,2173129.0,196.9318337,NY,1.6518821,Q1 2014,1947,0000895421,,,1585 BROADWAY, ,10036
Moser wealth advisors  llc,BELLEVUE,WA,"",34.0,208.0,0.0001,,141,,34.0,,WA,0.0000171,Q4 2023,463477,0001803081,911919599,,2135 112TH AVE NE STE 100, ,98004
National bank of canada,MONTREAL,A8,"",76.0,463.0,0.0,0.0,2596,2633,0.0,0.0,A8,0.0000383,Q4 2021,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
National bank of canada,MONTREAL,A8,CALL,200.0,122200.0,0.0002,,1529,,200.0,,A8,N/A,Q4 2021,84881,0000926171,,,NATIONAL BANK PLACE,800 SAINT-JACQUES STREET,H3C 1A3
Natixis,PARIS,I0,"",6.0,37.0,0.0,0.0,1014,947,-19.0,-76.0,I0,0.0000030,Q3 2022,1979,0001274981,000000000,,"7, PROMENADE GERMAINE SABLON", ,75013
Nemes rush group llc,NOVI,MI,"",9.0,56.0,0.0,0.0,653,644,0.0,0.0,MI,0.0000045,Q2 2023,641910,0001982273,,000312554,"39500 HIGH POINTE BLVD., SUITE 190", ,48375
New england capital financial advisors llc,MERIDEN,CT,"",21.0,129.0,0.0001,0.0001,389,378,0.0,0.0,CT,0.0000106,Q4 2022,623048,0001964652,,000109203,79 MAIN STREET, ,06451
New york state common retirement fund,ALBANY,NY,"",15723.0,96225.0,0.0001,0.0005,2764,2231,-24348.0,-60.7621472,NY,0.0079266,Q2 2015,1999,0000810265,,,OFFICE OF THE STATE COMPTROLLER,"14TH FLOOR, 110 STATE STREET",12236
Newbridge financial services group  inc.,BOCA RATON,FL,"",6000.0,36720.0,0.0179,,459,,6000.0,,FL,0.0030249,Q4 2023,530683,0001879757,,000130814,1200 NORTH FEDERAL HWY,SUITE 400,33432
Newedge advisors  llc,NEW ORLEANS,LA,"",657.0,4021.0,0.0,0.0,3179,3173,533.0,429.8387097,LA,0.0003312,Q4 2022,289067,0001633516,,,858 CAMP STREET, ,70130
Newsquare capital llc,NEWTOWN SQUARE,PA,"",0.0,0.0,,0.0004,"",406,-426.0,-100.0,PA,0.0000000,Q3 2023,199037,0001546989,,,16 CAMPUS BOULEVARD,SUITE 100,19073
Ninepointtwo capital llc,LOS ANGELES,CA,"",29063.0,177000.0,0.0703,,234,,29063.0,,CA,0.0146519,Q4 2023,501293,0001824516,824646087,000297270,"1901 AVENUE OF THE STARS, SUITE #1100", ,90067
Nomura holdings inc,TOKYO, ,PUT,175000.0,1071000.0,0.0029,0.0144,1156,533,-460500.0,-72.4626279, ,N/A,Q3 2022,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Nomura holdings inc,TOKYO, ,"",46857.0,286765.0,0.0008,0.0118,1493,601,-470638.0,-90.9454198, ,0.0236226,Q2 2022,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Nomura holdings inc,TOKYO, ,CALL,250000.0,1530000.0,0.0041,,1054,,250000.0,, ,N/A,Q4 2023,2021,0001163653,,,1-13-1 NIHONBASHI,CHUO-KU,103-8645
Norges bank,OSLO,Q8,"",2059671.0,12605187.0,0.0022,0.0011,1412,1654,1363956.0,196.0509691,Q8,1.0383662,Q3 2023,2024,0001374170,,,BANKPLASSEN 2,P.O BOX 1179 SENTRUM,0107
Northern trust corp,CHICAGO,IL,"",993968.0,6083083.0,0.0011,0.0005,2382,2849,698421.0,236.3146978,IL,0.5011008,Q1 2014,2043,0000073124,,000160034,50 S LASALLE ST, ,60603
Northwestern mutual wealth management company,MILWAUKEE,WI,"",105.0,643.0,0.0,0.0,3242,3044,-23.0,-17.96875,WI,0.0000529,Q3 2019,2050,0001141802,,000153528,720 EAST WISCONSIN AVENUE, ,53202
Numerai gp llc,SAN FRANCISCO,CA,"",28550.0,174726.0,0.0619,,223,,28550.0,,CA,0.0143932,Q4 2023,333088,0001668527,,000282851,10 FUNSTON AVENUE,MAIN POST,94129
Nut tree capital management  lp,NEW YORK,NY,PUT,0.0,0.0,,1.2966,"",9,-4404100.0,-100.0,NY,N/A,Q3 2023,358459,0001661655,,,55 HUDSON YARDS,22ND FLOOR,10001
Nuveen asset management  llc,CHICAGO,IL,"",149959.0,917749.0,0.0003,0.0003,2773,2685,54211.0,56.618415,IL,0.0756006,Q2 2019,132953,0001521019,,000155584,333 W. WACKER DRIVE, ,60606
Nvwm  llc,YARDLEY,PA,"",21.0,129.0,0.0,0.0001,392,414,0.0,0.0,PA,0.0000106,Q4 2021,395271,0001697274,201813672,,820 TOWNSHIP LINE ROAD,SUITE 100,19067
Oak thistle llc,NEW YORK,NY,"",75063.0,459386.0,0.132,,300,,75063.0,,NY,0.0378424,Q4 2023,552594,0001755987,,000299086,PO BOX 230028, ,10023-9998
Oconnor  a distinct business unit of ubs asset management americas (llc),CHICAGO,IL,"",109769.0,671786.0,0.0211,0.0163,320,343,-4652.0,-4.0656872,IL,0.0553391,Q3 2023,3013,0001132716,,,ONE NORTH WACKER DRIVE 31ST FLOOR, ,60606
Operose advisors llc,MILWAUKEE,WI,"",6.0,37.0,0.0,0.0,597,749,0.0,0.0,WI,0.0000030,Q4 2021,556175,0001909750,,000287465,"731 N. WATER STREET, SUITE 790", ,53202
Org partners llc,ROANOKE,IN,"",32.0,195.0,0.0,0.0002,1076,1203,-32.0,-50.0,IN,0.0000161,Q2 2023,635678,0001979372,,000312728,13548 ZUBRICK RD, ,46783
Osaic holdings  inc.,SCOTTSDALE,AZ,"",48119.0,294425.0,0.0005,0.001,3619,3031,-32481.0,-40.2990074,AZ,0.0242588,Q2 2016,343642,0001677044,,,18700 HAYDEN RD.,SUITE 255,85225
Pacer advisors  inc.,MALVERN,PA,PRN,222000.0,154201.0,0.0004,0.0006,1440,1351,0.0,0.0,PA,N/A,Q1 2022,272420,0001616667,,,500 CHESTERFIELD PARKWAY, ,19355
Pacifica partners inc.,SURREY,Z4,"",8.0,56.0,0.0,0.0,547,536,0.0,0.0,Z4,0.0000040,Q2 2021,462618,0001799900,,000162313,5455 152 STREET,SUITE 213,V3S 5A5
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,"",26849.0,164316.0,0.0003,0.0004,1808,1830,2552.0,10.5033543,CA,0.0135357,Q3 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallax volatility advisers  l.p.,SAN FRANCISCO,CA,CALL,8600.0,52632.0,0.0001,0.0002,1923,1982,0.0,0.0,CA,N/A,Q1 2021,133020,0001521001,,000158143,101 MONTGOMERY STREET,SUITE 700,94104
Parallel advisors  llc,SAN FRANCISCO,CA,"",2.0,12.0,0.0,,3280,,2.0,,CA,0.0000010,Q1 2017,358397,0001690010,,000140800,150 SPEAR STREET,SUITE 1600,94105
Parkside financial bank & trust,SAINT LOUIS,MO,"",1261.0,7718.0,0.0014,0.0047,1208,894,-1280.0,-50.3738686,MO,0.0006357,Q1 2022,104696,0001455267,,,8112 MARYLAND AVE,SUITE 101,63105
Pentwater capital management lp,NAPLES,FL,PUT,704400.0,4310928.0,0.0483,0.1165,74,43,-2007300.0,-74.0236752,FL,N/A,Q4 2022,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
Pentwater capital management lp,NAPLES,FL,"",86923.0,531969.0,0.006,0.0163,101,82,-291404.0,-77.0243731,FL,0.0438215,Q4 2022,2208,0001425851,,,1001 10TH AVENUE SOUTH,SUITE 216,34102
