Filer,City,State,"",Shares Held,Market Value,% of Portfolio,Prior % of Portfolio,Ranking,Prior Ranking,Change in shares,Percent Change,Filer State,% Ownership,Qtr first owned,filer_id,filer_cik,filer_irs_number,filer_crd,street_address,street_address2,zip_code
Ameritas advisory services  llc,LINCOLN,NE,"",0.0,0.0,,0.001,"",1669,-383.6,-100.0,NE,0.0000000,Q1 2023,554727,0001901275,844383499,000317245,5900 O STREET, ,68510
Anchor investment management  llc,COLUMBIA,SC,"",500.0,22000.0,0.0028,0.0034,628,637,0.0,0.0,SC,0.0009740,Q1 2023,656019,0001634149,,000135296,3205 DEVINE STREET, ,29205
Anson funds management lp,DALLAS,TX,PUT,363960.0,16014240.0,2.6585,0.0164,10,171,361960.0,18098.0,TX,N/A,Q1 2023,224309,0001491072,,,16000 DALLAS PARKWAY,SUITE 800,75248
Antara capital lp,NEW YORK,NY,PUT,2515780.0,110694320.0,3.6395,11.1488,8,2,-3017090.0,-54.530289,NY,N/A,Q4 2022,431533,0001750183,,000298247,224 W 35TH ST,STE 500 #2165,10001
Antara capital lp,NEW YORK,NY,CALL,0.0,0.0,,0.2015,"",53,-100000.0,-100.0,NY,N/A,Q1 2023,431533,0001750183,,000298247,224 W 35TH ST,STE 500 #2165,10001
Aqr arbitrage llc,GREENWICH,CT,PUT,0.0,0.0,,0.0695,"",298,-46620.0,-100.0,CT,N/A,Q1 2023,674,0001167456,,000114626,ONE GREENWICH PLAZA,SUITE 130,06830
Aqr capital management llc,GREENWICH,CT,"",5478.3,237758.0,0.0005,,2028,,5478.3,,CT,0.0106721,Q2 2023,166,0001167557,133987414,000111883,ONE GREENWICH PLAZA,SUITE 130,06830
Aristeia capital  l.l.c.,GREENWICH,CT,PUT,5000.0,220000.0,0.0049,0.6031,130,34,-508020.0,-99.0253791,CT,N/A,Q4 2022,187,0001080171,133953132,,ONE GREENWICH PLAZA,SUITE 300,06830
Aristeia capital  l.l.c.,GREENWICH,CT,"",0.0,0.0,,0.1087,"",165,-92500.0,-100.0,CT,0.0000000,Q1 2023,187,0001080171,133953132,,ONE GREENWICH PLAZA,SUITE 300,06830
Aristides capital llc,LOUISVILLE,KY,"",12125.0,533500.0,0.2169,,85,,12125.0,,KY,0.0236203,Q4 2022,258343,0001595521,,000162368,552 E MARKET ST,STE 200,40202
Arizona state retirement system,PHOENIX,AZ,"",14583.1,641656.0,0.0052,0.0067,1277,1165,-392.0,-2.6176787,AZ,0.0284088,Q1 2020,190792,0001558481,,,3300 NORTH CENTRAL AVENUE,14TH FLOOR,85012
Asset dedication  llc,SAN FRANCISCO,CA,"",1.0,0.0,0.0,0.0,955,943,0.0,0.0,CA,0.0000019,Q2 2021,231170,0001475896,,,220 MONTGOMERY ST.,SUITE 1098,94104
Avantax advisory services  inc.,DALLAS,TX,"",2439.8,107353.0,0.0012,0.0015,1445,1413,-52.1,-2.0907741,TX,0.0047529,Q2 2022,431235,0001303042,,,3200 OLYMPUS BLVD.,SUITE 100,75019
Avion wealth,THE WOODLANDS,TX,"",15.0,0.0,0.0,0.0,706,521,0.0,0.0,TX,0.0000292,Q2 2021,454057,0001792704,,,2829 TECHNOLOGY FOREST BLVD #300, ,77381
Avior wealth management  llc,OMAHA,NE,"",1.1,48.0,0.0,0.0,1539,1606,0.0,0.0,NE,0.0000021,Q2 2021,256351,0001599868,,,14301 FIRST NATIONAL BANK PARKWAY,#110,68154
B. riley wealth advisors  inc.,MEMPHIS,TN,"",1087.9,47868.0,0.0011,0.0015,1483,1427,-69.6,-6.012959,TN,0.0021193,Q1 2023,68089,0001464811,,,40 S. MAIN ST.,SUITE 1600,38103
Baader bank aktiengesellschaft,UNTERSCHLEISSHEIM,2M,PUT,70000.0,3080000.0,0.1557,0.0389,129,195,54740.0,358.7155963,2M,N/A,Q1 2023,570649,0001542629,,,WEIHENSTEPHANER STRASSE 4, ,85716
Baader bank aktiengesellschaft,UNTERSCHLEISSHEIM,2M,"",709.1,24217.0,0.0012,0.0011,366,342,141.4,24.9075216,2M,0.0013814,Q1 2023,570649,0001542629,,,WEIHENSTEPHANER STRASSE 4, ,85716
Balyasny asset management l.p.,CHICAGO,IL,"",63445.1,2791584.0,0.0061,0.0022,1263,1781,45597.6,255.4845216,IL,0.1235952,Q2 2022,268,0001218710,,000138111,444 WEST LAKE STREET 50TH FLOOR, ,60606
Balyasny asset management l.p.,CHICAGO,IL,CALL,0.0,0.0,,0.0003,"",2295,-2500.0,-100.0,IL,N/A,Q1 2023,268,0001218710,,000138111,444 WEST LAKE STREET 50TH FLOOR, ,60606
Balyasny asset management l.p.,CHICAGO,IL,PUT,631360.0,27779840.0,0.0611,,421,,631360.0,,IL,N/A,Q2 2023,268,0001218710,,000138111,444 WEST LAKE STREET 50TH FLOOR, ,60606
Bank of america corp,CHARLOTTE,NC,CALL,1073570.0,47237080.0,0.005,0.0054,1354,1344,32000.0,3.0722851,NC,N/A,Q2 2022,276,0000070858,560906609,,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255
Bank of america corp,CHARLOTTE,NC,"",285782.4,12574427.0,0.0013,0.0007,2483,3217,149989.4,110.4544417,NC,0.5567226,Q1 2014,276,0000070858,560906609,,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255
Bank of america corp,CHARLOTTE,NC,PUT,347960.0,15310240.0,0.0016,0.0003,2287,3932,282950.0,435.2407322,NC,N/A,Q3 2020,276,0000070858,560906609,,BANK OF AMERICA CORPORATE CENTER,100 N TRYON ST,28255
Bank of montreal,TORONTO,A6,CALL,1452990.0,68581128.0,0.0237,0.0255,322,318,181360.0,14.2620102,A6,N/A,Q1 2022,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of montreal,TORONTO,A6,PUT,1200.0,56640.0,0.0,0.0005,3578,1963,-22000.0,-94.8275862,A6,N/A,Q1 2022,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of montreal,TORONTO,A6,"",193421.4,9129490.0,0.0032,0.0001,1041,3124,190456.1,6422.8273699,A6,0.3767974,Q2 2014,1324,0000927971,000000000,,1 FIRST CANADIAN PLACE, ,M5X 1A1
Bank of new york mellon corp,NEW YORK,NY,"",156157.1,6870913.0,0.0014,0.0017,2147,2069,2910.7,1.8993595,NY,0.3042041,Q1 2014,281,0001390777,,000290078,240 GREENWICH STREET, ,10286
Banque pictet & cie sa,GENEVA 73,V8,"",2000.0,88000.0,0.0008,0.002,478,554,-2100.0,-51.2195122,V8,0.0038961,Q2 2022,256074,0001535602,,,60 ROUTE DES ACACIAS, ,1211
Barclays plc,LONDON,X0,CALL,587280.0,25840000.0,0.0164,0.0174,632,592,-170540.0,-22.5040247,X0,N/A,Q4 2022,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Barclays plc,LONDON,X0,PUT,0.0,0.0,,0.0035,"",1288,-152230.0,-100.0,X0,N/A,Q4 2019,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Barclays plc,LONDON,X0,"",41649.3,1832000.0,0.0012,0.0006,1941,2499,14230.5,51.9005208,X0,0.0811355,Q1 2014,294,0000312069,,,1 CHURCHILL PLACE,CANARY WHARF,E14 5HP
Bardin hill management partners lp,NEW YORK,NY,PUT,1835.0,1791000.0,0.4626,,34,,1835.0,,NY,N/A,Q2 2023,272322,0001616416,,,299 PARK AVENUE,24TH FLOOR,10171
Barrett & company  inc.,PROVIDENCE,RI,"",40.0,1760.0,0.001,0.0013,541,516,0.0,0.0,RI,0.0000779,Q3 2022,117446,0000887602,,000001175,42 WEYBOSSET ST,42 WEYBOSSET STREET,02903
Bayesian capital management  lp,BROOKLYN,NY,"",35560.0,1564640.0,0.168,0.1362,168,221,13590.0,61.8570778,NY,0.0692732,Q1 2022,328433,0001632551,,,54 COLERIDGE STREET, ,11235
Beaird harris wealth management  llc,DALLAS,TX,"",110.1,4845.0,0.0006,0.0003,323,387,80.0,265.7807309,TX,0.0002145,Q4 2021,570743,0001908938,,000107238,5005 LBJ FWY,SUITE 1700,75244
Belpointe asset management llc,RENO,NV,"",1680.0,73920.0,0.0078,0.0011,597,2309,1278.7,318.6394219,NV,0.0032727,Q4 2022,383317,0001721242,,000143440,"500 DAMONTE RANCH, PARKWAY BUILDING 700",UNIT 700,89521
Belvedere trading llc,CHICAGO,IL,CALL,38500.0,1694000.0,0.0031,0.0047,53,43,-390.0,-1.0028285,IL,N/A,Q2 2022,288569,0001632341,,000132605,10 S. RIVERSIDE PLAZA,SUITE 2100,60606
Belvedere trading llc,CHICAGO,IL,PUT,28390.0,1249160.0,0.0023,0.0039,69,49,-3760.0,-11.6951788,IL,N/A,Q4 2021,288569,0001632341,,000132605,10 S. RIVERSIDE PLAZA,SUITE 2100,60606
Benjamin edwards inc,CLAYTON,MO,"",10.0,0.0,0.0,0.0002,668,681,0.0,0.0,MO,0.0000195,Q2 2021,132178,0001451623,,000146936,ONE NORTH BRENTWOOD BOULEVARD,SUITE 850,63105
Berry street capital management llp,LONDON,X0,PUT,58500.0,2574000.0,0.4777,,29,,58500.0,,X0,N/A,Q2 2023,500569,0001804007,000000000,,MICHELIN HOUSE,81 FULHAM ROAD,SW3 6RD
Berry street capital management llp,LONDON,X0,"",0.0,0.0,,0.7638,"",25,-206250.0,-100.0,X0,0.0000000,Q1 2023,500569,0001804007,000000000,,MICHELIN HOUSE,81 FULHAM ROAD,SW3 6RD
Beryl capital management llc,REDONDO BEACH,CA,PUT,0.0,0.0,,5.9095,"",7,-150000.0,-100.0,CA,N/A,Q1 2023,392484,0001719307,,000269959,225 AVENUE I,STE 205,90277
Blackrock  inc,NEW YORK,NY,"",2056628.1,90491637.0,0.0025,0.0031,2111,1993,-9486.2,-0.4591324,NY,4.0064444,Q1 2014,373,0002012383,,000109391,50 HUDSON YARDS, ,10001
Blue trust  inc.,ALPHARETTA,GA,"",15.1,1000.0,0.0,0.0,1794,1980,-29.4,-66.0674157,GA,0.0000294,Q2 2022,514139,0001856022,,,1125 SANCTUARY PARKWAY,SUITE 500,30009
Bluefin capital management  llc,NEW YORK,NY,PUT,0.0,0.0,,1.4994,"",10,-157470.0,-100.0,NY,N/A,Q1 2023,120192,0001144208,134176094,000113892,41 MADISON AVENUE,36TH FLOOR,10010
Bluefin capital management  llc,NEW YORK,NY,CALL,0.0,0.0,,0.0018,"",203,-15800.0,-100.0,NY,N/A,Q4 2020,120192,0001144208,134176094,000113892,41 MADISON AVENUE,36TH FLOOR,10010
Blueshift asset management  llc,RED BANK,NJ,"",4684.5,206118.0,0.0787,0.0241,300,325,3533.2,306.8878659,NJ,0.0091257,Q2 2022,431075,0001727827,,000290637,"151 BODMAN PLACE, SUITE 301", ,07701
Bnp paribas financial markets,PARIS,I0,"",26154.6,1150802.0,0.0014,0.002,2107,2083,-1956.4,-6.9595532,I0,0.0509509,Q3 2014,391,0001166588,,,20 BOULEVARD DES ITALIENS, ,75009
Bnp paribas financial markets,PARIS,I0,PUT,250.0,1100000.0,0.0014,,2139,,250.0,,I0,N/A,Q2 2023,391,0001166588,,,20 BOULEVARD DES ITALIENS, ,75009
Bokf  na,TULSA,OK,"",0.0,0.0,,0.001,"",839,-1000.0,-100.0,OK,0.0000000,Q3 2021,63724,0000009634,,,ONE WILLIAMS CENTER, ,74172
Boothbay fund management  llc,NEW YORK,NY,CALL,21000.0,924000.0,0.0203,0.0124,863,1186,8950.0,74.2738589,NY,N/A,Q1 2023,289317,0001549230,,000163706,140 EAST 45TH STREET,16TH FLOOR,10017
Boulder hill capital management lp,NEW YORK,NY,"",8890.0,391160.0,0.7531,0.5058,41,36,-3640.0,-29.0502793,NY,0.0173183,Q1 2022,555517,0001859029,861257181,,888 SEVENTH AVENUE, ,10106
Boussard & gavaudan investment management llp,LONDON,X0,"",302736.0,5388701.0,0.5123,,51,,302736.0,,X0,0.5897493,Q2 2023,270600,0001614986,,,166 PICCADILLY, ,W1J 9EF
Boussard & gavaudan investment management llp,LONDON,X0,PUT,1601.4,4433369.0,0.4214,0.0838,62,81,533.8,50.0,X0,N/A,Q1 2023,270600,0001614986,,,166 PICCADILLY, ,W1J 9EF
Bracebridge capital  llc,BOSTON,MA,PUT,3285.2,14454880.0,7.9384,2.4205,4,7,1475.2,81.5027624,MA,N/A,Q3 2022,421,0001426486,,000158343,888 BOYLSTON STREET,SUITE 1500,02199
Brevan howard capital management lp,ST. HELIER, ,PUT,25000.0,1100000.0,0.023,,90,,25000.0,, ,N/A,Q2 2023,107478,0001512857,,000161292,6TH FLOOR,37 ESPLANADE,JE2 3QA
Bridgefront capital  llc,AUSTIN,TX,"",0.0,0.0,,0.0468,"",399,-1530.2,-100.0,TX,0.0000000,Q1 2023,500636,0001725690,,,115 WILD BASIN ROAD,SUITE 109,78746
Brown brothers harriman & company,NEW YORK,NY,"",0.0,0.0,,0.0002,"",852,-500.0,-100.0,NY,0.0000000,Q4 2021,460,0000014661,,,140 BROADWAY, ,10005-1101
Buck wealth strategies  llc,DENVER,CO,"",78.6,3458.0,0.0015,,207,,78.6,,CO,0.0001531,Q2 2023,650146,0001973259,,000322138,4600 S. SYRACUSE ST,SUITE 650,80237
Cadian capital management  lp,NEW YORK,NY,"",176300.0,7757200.0,0.3667,,22,,176300.0,,NY,0.3434438,Q4 2022,493,0001423686,,000157813,"535 MADISON AVENUE, 36TH FLOOR", ,10022
California public employees retirement system,SACRAMENTO,CA,"",70984.9,3123336.0,0.0027,0.0032,1149,1146,0.0,0.0,CA,0.1382832,Q1 2014,501,0000919079,,,400 Q ST,SUITE 4800,95811
California state teachers retirement system,WEST SACRAMENTO,CA,"",63099.9,2776396.0,0.0039,0.0048,1302,1190,-1831.8,-2.8211182,CA,0.1229227,Q1 2014,502,0001081019,946291617,,100 WATERFRONT PLACE, ,95605
Cambridge investment research advisors  inc.,FAIRFIELD,IA,"",2981.7,131000.0,0.0006,0.0014,2958,2521,-2784.9,-48.2936219,IA,0.0058085,Q2 2017,509,0001419186,,,1776 PLEASANT PLAIN ROAD, ,52556
Canada life assurance company,WINNIPEG,A2,"",1776.1,79000.0,0.0002,0.0003,1950,1956,-606.6,-25.4585135,A2,0.0034600,Q4 2014,1250,0001046192,000000000,000305404,100 OSBORNE STREET NORTH, ,R3C 1V3
Candriam s.c.a.,STRASSEN, ,"",0.0,0.0,,0.0026,"",838,-8228.9,-100.0, ,0.0000000,Q2 2022,292972,0001537014,,,"19-21, ROUTE D'ARLON", ,8009
Cape investment advisory  inc.,MCDONOUGH,GA,"",8.8,387.0,0.0002,0.0003,865,913,0.0,0.0,GA,0.0000171,Q1 2023,648702,0001944437,,000146384,1600 PENNSYLVANIA AVE, ,30253
Capital fund management s.a.,PARIS,I0,"",25984.6,1143322.0,0.0046,0.0058,1372,1215,1840.0,7.6207516,I0,0.0506197,Q3 2022,535,0001323645,,,23 RUE DE L'UNIVERSITE, ,75007
Capricorn fund managers ltd,LONDON,X0,"",0.0,0.0,,0.0502,"",101,-3277.9,-100.0,X0,0.0000000,Q1 2023,556209,0001901361,,000323709,"2ND FLOOR, MALTA HOUSE",36-38 PICCADILLY,W1J 0DP
Capstone investment advisors  llc,NEW YORK,NY,CALL,0.0,0.0,,0.0025,"",1008,-10000.0,-100.0,NY,N/A,Q1 2023,3283,0001426196,,000155563,7 WORLD TRADE CENTER,"250 GREENWICH STREET, 32ND FLOOR",10007
Capstone investment advisors  llc,NEW YORK,NY,"",13793.5,606914.0,0.003,0.0,1073,1529,13788.3,265159.6153846,NY,0.0268706,Q1 2023,3283,0001426196,,000155563,7 WORLD TRADE CENTER,"250 GREENWICH STREET, 32ND FLOOR",10007
Caption management  llc,OKLAHOMA CITY,OK,CALL,0.0,0.0,,0.0102,"",779,-10540.0,-100.0,OK,N/A,Q2 2022,392489,0001706766,,000173841,499 W SHERIDAN AVE,SUITE 2250,73102
Capula management ltd,GRAND CAYMAN,E9,"",10186.0,448184.0,0.0109,,346,,10186.0,,E9,0.0198430,Q2 2023,328136,0001557017,,000163729,PO BOX 309,UGLAND HOUSE,KY1-1104
Carl stuart investment advisor  inc,AUSTIN,TX,"",0.0,0.0,,1.352,"",10,-538.9,-100.0,TX,0.0000000,Q1 2023,556588,0001910180,,,623 W 38TH STREET,SUITE 110,78705
Carmel capital partners  llc,SAN DIEGO,CA,"",9.2,405.0,0.0002,0.0003,407,448,0.0,0.0,CA,0.0000179,Q1 2023,553602,0001900481,,000123907,"12760 HIGH BLUFF DRIVE, SUITE 210", ,92130
Carmichael hill & associates  inc.,GAITHERSBURG,MD,"",1.0,44.0,0.0,0.0,783,774,0.0,0.0,MD,0.0000019,Q1 2021,391696,0001730295,521614317,,18 EAST DIAMOND AVE., ,20877
Carolina wealth advisors  llc,MYRTLE BEACH,SC,"",0.0,0.0,,0.0003,"",247,-10.0,-100.0,SC,0.0000000,Q1 2023,463047,0001786411,,,"1110 LONDON STREET, SUITE 204", ,29577
Cary street partners investment advisory llc,RICHMOND,VA,"",393.5,17314.0,0.0011,0.0013,1088,1001,34.0,9.45758,VA,0.0007666,Q4 2022,430483,0001766904,,000128545,901 EAST BYRD STREET,SUITE 1001,23219
Centiva capital  lp,NEW YORK,NY,"",2002.2,88097.0,0.0019,,1466,,2002.2,,NY,0.0039004,Q2 2023,391236,0001692507,,000286299,66 HUDSON BOULEVARD E,56TH FLOOR,10001
Centiva capital  lp,NEW YORK,NY,PUT,0.0,0.0,,0.0012,"",1379,-1000.0,-100.0,NY,N/A,Q4 2022,391236,0001692507,,000286299,66 HUDSON BOULEVARD E,56TH FLOOR,10001
Cetera advisor networks llc,EL SEGUNDO,CA,"",1301.1,57248.0,0.0004,0.0006,2514,2456,-366.5,-21.9776925,CA,0.0025346,Q2 2021,163629,0001534468,953845382,,2301 ROSECRANS AVE #5100,STE 1300,90245
Cetera investment advisers,SCHAUMBURG,IL,"",1136.6,50010.0,0.0004,,2122,,1136.6,,IL,0.0022142,Q2 2023,328339,0001666741,,000105644,1450 AMERICAN LANE 6TH FLOOR,SUITE 650,60173-2096
Charles schwab investment management inc,SAN FRANCISCO,CA,"",351260.8,15455475.0,0.0044,0.0053,1673,1572,1580.5,0.4519843,CA,0.6842787,Q1 2014,2579,0000884546,,000106753,211 MAIN STREET, ,94105
Ci investments inc.,TORONTO, ,"",73.1,3000.0,0.0,,1275,,73.1,, ,0.0001424,Q3 2021,635,0001163648,,000134918,"15 YORK STREET, 2ND FLOOR", ,M5J 0A3
Cibc asset management inc,TORONTO,A6,"",1417.9,62388.0,0.0002,0.0003,1054,1004,0.0,0.0,A6,0.0027622,Q1 2021,636,0001021926,,000106508,81 BAY STREET,20TH FLOOR,M5J 0E7
Cibc private wealth group llc,ATLANTA,GA,"",3030.5,133342.0,0.0003,,854,,3030.5,,GA,0.0059036,Q4 2022,94626,0001298088,,,3290 NORTHSIDE PARKWAY,7TH FLOOR,30327
Cipher capital lp,NEW YORK,NY,"",0.0,0.0,,0.0097,"",485,-1046.5,-100.0,NY,0.0000000,Q1 2023,200206,0001542420,800798322,,400 MADISON AVENUE,SUITE 12A,10017
Citadel advisors llc,MIAMI,FL,CALL,715100.0,31464400.0,0.0065,0.0085,1431,1305,-56110.0,-7.2755799,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,PUT,426130.0,18749720.0,0.0039,0.0077,1956,1389,-276710.0,-39.3702692,FL,N/A,Q1 2014,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citadel advisors llc,MIAMI,FL,"",42376.0,1864544.0,0.0004,0.0001,5264,9020,35300.5,498.9117377,FL,0.0825512,Q1 2017,70431,0001423053,000000000,000148826,830 BRICKELL PLAZA, ,33131
Citigroup inc,NEW YORK,NY,PUT,785820.0,34576080.0,0.0227,0.1327,589,117,-2992120.0,-79.1997755,NY,N/A,Q3 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,CALL,307630.0,13535720.0,0.0089,0.0409,998,356,-857220.0,-73.5905911,NY,N/A,Q4 2022,650,0000831001,,,388 GREENWICH STREET, ,10013
Citigroup inc,NEW YORK,NY,"",1481.5,65186.0,0.0,0.0002,4482,3525,-4228.4,-74.0538363,NY,0.0028861,Q4 2016,650,0000831001,,,388 GREENWICH STREET, ,10013
Clear harbor asset management  llc,STAMFORD,CT,PUT,1250.0,55000.0,0.0054,0.0554,349,219,-9470.0,-88.3395522,CT,N/A,Q1 2023,105162,0001511857,,000152242,263 TRESSER BLVD,15TH FLOOR,06901
Clear street llc,NEW YORK,NY,"",0.0,0.0,0.0,0.2286,"",29,-128000.0,-100.0,NY,0.0000000,Q1 2023,432630,0001708828,,000288933,"4 WORLD TRADE CENTER, 150 GREENWICH STRE",45TH FLOOR,10007
Clear street llc,NEW YORK,NY,PUT,9880.0,434720.0,0.0042,0.2286,273,30,-118120.0,-92.28125,NY,N/A,Q1 2023,432630,0001708828,,000288933,"4 WORLD TRADE CENTER, 150 GREENWICH STRE",45TH FLOOR,10007
Clear street llc,NEW YORK,NY,CALL,10000.0,440000.0,0.0043,,270,,10000.0,,NY,N/A,Q2 2023,432630,0001708828,,000288933,"4 WORLD TRADE CENTER, 150 GREENWICH STRE",45TH FLOOR,10007
Clearstead advisors  llc,CLEVELAND,OH,"",10.5,462.0,0.0,0.0,1306,1295,0.0,0.0,OH,0.0000205,Q4 2021,358134,0000842775,,,1100 SUPERIOR AVENUE EAST,SUITE 700,44114
Clearview wealth advisors llc,SALEM,OR,"",5.0,220.0,0.0002,,659,,5.0,,OR,0.0000097,Q2 2023,496927,0001840306,,000305737,735 COMMERCIAL ST SE, ,97301
Coatue management llc,NEW YORK,NY,"",329775.6,14510126.0,0.0711,0.1403,63,47,-91440.2,-21.7086349,NY,0.6424242,Q1 2022,677,0001135730,,000157910,9 WEST 57TH STREET,25TH FLOOR,10019
Colonial trust company,SPARTANBURG,SC,"",240.0,10560.0,0.0025,0.0031,693,652,0.0,0.0,SC,0.0004675,Q4 2022,613889,0001954093,,,233 S. PINE ST., ,29302
Commerce bank,KANSAS CITY,MO,"",3983.9,175291.0,0.0013,,1108,,3983.9,,MO,0.0077609,Q2 2023,698,0001009076,,,1000 WALNUT, ,64106
Commonwealth equity services  llc,WALTHAM,MA,"",3530.1,155000.0,0.0003,0.0004,3479,3333,-288.8,-7.5623871,MA,0.0068769,Q3 2019,69950,0000312272,,000008032,29 SAWYER ROAD,ONE UNIVERSITY OFFICE PARK,02453-3483
Concourse financial group securities  inc.,BIRMINGHAM,AL,"",71.8,3159.0,0.0002,0.0003,1937,1928,-5.0,-6.5104167,AL,0.0001399,Q1 2021,119606,0000752798,,,2801 HIGHWAY 280 SOUTH, ,35223
Coppell advisory solutions llc,COPPELL,TX,"",48.7,2118.0,0.0006,,1012,,48.7,,TX,0.0000949,Q4 2022,504240,0001848433,274762004,,9111 CYPRESS WATERS BLVD,SUITE 140,75019
Corbin capital partners  l.p.,NEW YORK,NY,CALL,10000.0,440000.0,0.3715,,25,,10000.0,,NY,N/A,Q2 2023,98440,0001509874,,000130819,575 MADISON AVENUE,21ST FLOOR,10022
Cornerstone planning group llc,FAIRFIELD,NJ,"",2.5,110.0,0.0,,1154,,2.5,,NJ,0.0000049,Q2 2023,624324,0001822587,208315014,,"350 PASSAIC AVENUE, SUITE 201", ,07004
Covestor ltd,LONDON,MA,"",128.8,6000.0,0.0046,0.0061,1665,1456,-0.9,-0.693909,MA,0.0002509,Q4 2021,555623,0001909846,,,FLOOR 12,20 FENCHURCH STREET,EC3M 3BY
Cowen and company  llc,NEW YORK,NY,"",176030.0,7745320.0,0.642,0.1895,38,71,143830.0,446.6770186,NY,0.3429178,Q1 2023,121386,0000048966,841702964,000007616,599 LEXINGTON AVENUE,20TH FLOOR,10022
Cowen and company  llc,NEW YORK,NY,CALL,0.0,0.0,,0.0022,"",314,-12300.0,-100.0,NY,N/A,Q4 2022,121386,0000048966,841702964,000007616,599 LEXINGTON AVENUE,20TH FLOOR,10022
Creative financial designs inc,KOKOMO,IN,"",5.7,251.0,0.0,0.0001,1439,1347,-2.6,-31.3253012,IN,0.0000111,Q3 2021,395150,0000819864,,,2704 S. GOYER RD, ,46902
